i,x,y,vx,vy,ax,ay,fx,fy
0,16.808524,5.676366,-0.510296,2.011960,-25.064264,-42.666572,-25.064264,-42.666572
1,5.529967,0.849943,0.181157,-0.367875,-1.078774,2.271194,-1.078774,2.271194
2,12.199076,18.327872,-0.627505,-0.799308,-1.709827,-1.991487,-1.709827,-1.991487
3,5.813406,3.002317,-0.491195,-1.257937,0.992719,-11.445317,0.992719,-11.445317
4,1.970203,15.375101,0.055504,0.705189,-4.067503,-3.014494,-4.067503,-3.014494
5,10.131777,4.453653,-0.649016,-1.170525,12.612539,2.633304,12.612539,2.633304
6,12.852860,0.209618,-1.767632,-1.642332,0.563337,1.007473,0.563337,1.007473
7,18.717930,18.062505,1.251755,-0.545677,-1.147946,-1.381582,-1.147946,-1.381582
8,4.926151,1.965449,-0.353940,1.701785,2.426743,-0.437402,2.426743,-0.437402
9,12.702638,2.986060,0.348723,0.177250,-0.643993,-1.243948,-0.643993,-1.243948
10,11.486628,3.835110,-0.618455,-0.543760,-0.307752,2.141152,-0.307752,2.141152
11,6.841981,3.998244,-1.881809,1.489883,-2.306212,-1.136040,-2.306212,-1.136040
12,4.929529,11.658271,-0.835930,2.198148,-0.811347,1.329349,-0.811347,1.329349
13,3.923593,18.533879,-0.940627,-0.651799,-2.676629,0.020903,-2.676629,0.020903
14,12.649891,16.424253,-0.725558,-2.048745,-0.653656,-1.576230,-0.653656,-1.576230
15,9.163487,17.462165,2.489047,0.746511,11.806187,7.600524,11.806187,7.600524
16,0.418021,0.209062,0.707775,-1.116756,-0.249280,-2.209534,-0.249280,-2.209534
17,18.634288,8.846528,2.784654,-0.655043,0.065676,-0.159375,0.065676,-0.159375
18,14.486314,19.790039,-1.068656,-0.145259,-0.424599,0.083748,-0.424599,0.083748
19,6.420045,8.051513,-0.542437,0.998626,0.363286,-0.537531,0.363286,-0.537531
20,3.529769,3.633850,1.532981,-2.097786,-1.071726,1.244379,-1.071726,1.244379
21,17.957377,17.216030,0.830464,-0.046289,-3.414944,0.032515,-3.414944,0.032515
22,4.911701,10.553620,0.383569,-1.046979,-2.680188,-3.198283,-2.680188,-3.198283
23,2.678992,1.379303,-0.262686,2.433929,0.438803,-2.131945,0.438803,-2.131945
24,7.889897,6.173418,0.002254,0.159004,17.817464,2.539798,17.817464,2.539798
25,7.138484,17.701248,-0.256590,-0.086052,0.957725,-1.419669,0.957725,-1.419669
26,2.802710,13.222600,-1.971845,1.769317,1.495888,1.552854,1.495888,1.552854
27,17.313621,6.498743,-0.744122,0.358016,23.638611,38.506725,23.638611,38.506725
28,17.330825,18.635113,-0.633848,0.429176,2.769454,-1.294528,2.769454,-1.294528
29,5.700626,4.033922,0.992266,-0.984147,0.176116,12.807594,0.176116,12.807594
30,2.243985,4.262842,-0.267415,-1.037916,0.129794,-5.487725,0.129794,-5.487725
31,11.239845,11.634057,1.461149,-0.152500,1.134566,1.874502,1.134566,1.874502
32,6.084786,16.417611,0.186717,-0.587477,1.724949,-1.507164,1.724949,-1.507164
33,11.124019,14.269738,0.248561,0.711856,14.752171,-3.810810,14.752171,-3.810810
34,9.959348,18.830282,-0.404830,-2.032512,0.682239,-2.988771,0.682239,-2.988771
35,15.293820,12.059648,-1.071042,-0.519882,-2.173723,1.043907,-2.173723,1.043907
36,14.884792,14.872671,-0.016019,0.987314,-0.409811,-2.082620,-0.409811,-2.082620
37,13.996344,12.420082,-1.550534,0.082923,2.464389,1.153900,2.464389,1.153900
38,19.707124,7.176362,0.108754,0.840332,-0.111351,0.145359,-0.111351,0.145359
39,17.114797,4.435926,0.723405,0.004709,-2.492625,2.759961,-2.492625,2.759961
40,18.023287,15.732125,-0.251415,0.376435,3.550625,0.721730,3.550625,0.721730
41,19.124753,15.000583,2.662895,0.965228,-1.916131,1.786628,-1.916131,1.786628
42,15.675481,9.054942,0.349170,-0.523618,10.616507,-18.524620,10.616507,-18.524620
43,10.475226,12.502132,0.175432,-0.497004,1.312741,-0.739691,1.312741,-0.739691
44,4.189929,5.087555,-1.015765,-1.444079,0.022851,-0.961228,0.022851,-0.961228
45,2.738473,18.613970,-0.004006,1.164764,2.500915,3.358545,2.500915,3.358545
46,6.827123,2.521065,-1.333303,0.284097,0.014301,1.471641,0.014301,1.471641
47,14.847102,4.690459,-1.785092,-0.539074,0.429011,0.298720,0.429011,0.298720
48,12.119963,6.920332,-1.060660,0.566537,16.571643,-3.771498,16.571643,-3.771498
49,7.028802,14.121037,-0.294724,0.725685,-1.217091,1.741477,-1.217091,1.741477
50,0.280655,18.917597,0.030093,1.076775,-0.078572,2.011657,-0.078572,2.011657
51,8.343012,11.022757,-1.159487,-0.367580,-0.290693,5.190420,-0.290693,5.190420
52,11.642743,9.887946,-0.217799,-1.233473,-0.073121,0.399574,-0.073121,0.399574
53,1.721252,13.006582,0.529518,-0.262659,-1.802492,2.285827,-1.802492,2.285827
54,11.125624,7.137011,1.691876,0.239560,-16.682049,3.459765,-16.682049,3.459765
55,6.720793,15.392178,-0.164159,2.325940,1.555939,-0.587289,1.555939,-0.587289
56,8.516310,3.037644,-1.197609,-2.134129,0.468087,1.941261,0.468087,1.941261
57,18.287955,14.249082,0.108643,0.302005,-0.112269,1.298951,-0.112269,1.298951
58,2.601862,14.437244,0.901456,0.347174,-0.967197,-1.234108,-0.967197,-1.234108
59,18.372046,1.121466,-0.391417,-0.174190,-1.982058,-0.081679,-1.982058,-0.081679
60,1.642690,3.156820,1.925090,0.396511,0.938094,3.102137,0.938094,3.102137
61,14.696601,13.561344,-0.238890,-0.435076,-0.535275,-0.311261,-0.535275,-0.311261
62,1.705683,5.199470,0.644986,0.558938,4.988526,8.984576,4.988526,8.984576
63,8.004357,15.149777,2.058914,-1.005158,-3.146112,-0.247106,-3.146112,-0.247106
64,3.416538,12.239879,0.998848,-1.559684,-0.312814,0.868074,-0.312814,0.868074
65,5.674956,8.879727,0.142450,0.034560,-2.775705,1.298340,-2.775705,1.298340
66,2.958773,15.803279,-1.291678,-0.068564,3.132268,0.387569,3.132268,0.387569
67,17.565506,2.473863,1.546325,0.116408,0.351748,-0.742395,0.351748,-0.742395
68,9.009547,6.558914,-1.865446,-0.743797,-1.881001,-0.771945,-1.881001,-0.771945
69,8.407403,9.956088,0.387869,1.417780,0.295106,-5.181550,0.295106,-5.181550
70,4.442239,9.201872,1.174751,0.977422,1.377839,2.061237,1.377839,2.061237
71,2.579415,17.535021,1.091590,-0.797796,0.158005,-2.532686,0.158005,-2.532686
72,17.039241,16.272707,-0.609524,0.073806,1.871366,1.616298,1.871366,1.616298
73,15.241393,9.960106,-1.180060,0.779935,-7.576609,20.173517,-7.576609,20.173517
74,12.959871,1.671151,0.504296,0.439783,-0.479963,0.657172,-0.479963,0.657172
75,12.784903,15.185026,0.591503,1.221927,-0.381749,2.223766,-0.381749,2.223766
76,16.437257,10.013669,1.114473,1.480068,-3.661912,-1.925561,-3.661912,-1.925561
77,16.235864,18.769622,0.098867,-1.282274,-1.272829,0.342557,-1.272829,0.342557
78,15.973175,4.739984,1.983465,0.899453,3.235183,1.464436,3.235183,1.464436
79,11.394772,5.056027,-0.589243,2.096032,-1.321224,-2.829493,-1.321224,-2.829493
80,2.766941,8.871503,0.180899,0.434264,-0.047040,0.776264,-0.047040,0.776264
81,6.111175,13.305259,0.114225,0.971750,1.704980,1.548065,1.704980,1.548065
82,1.155538,14.137413,0.879289,-1.279199,3.154934,-0.892593,3.154934,-0.892593
83,10.458650,17.702078,1.317539,-0.491854,-14.641844,6.272257,-14.641844,6.272257
84,6.136380,5.312931,-0.790682,0.372635,-7.340060,-10.059792,-7.340060,-10.059792
85,1.248137,9.282081,-0.567769,-0.113661,0.837976,-0.239479,0.837976,-0.239479
86,2.923765,0.127222,0.125767,0.183930,-0.448393,1.014439,-0.448393,1.014439
87,3.634193,10.354514,-0.189231,0.793967,3.124780,-0.947435,3.124780,-0.947435
88,9.119571,4.211375,0.180817,-0.191602,-11.138629,-4.210524,-11.138629,-4.210524
89,18.871958,16.622080,1.519335,-2.083406,0.090515,-2.388323,0.090515,-2.388323
90,15.081356,6.570051,-0.725988,-0.078774,0.228098,-0.301851,0.228098,-0.301851
91,10.130769,14.517662,1.668204,-0.120920,-14.616685,3.536500,-14.616685,3.536500
92,11.424961,17.339707,-1.622123,0.868577,13.951646,-3.108937,13.951646,-3.108937
93,6.878200,6.044225,-2.096009,0.737614,-8.828436,5.039809,-8.828436,5.039809
94,0.926560,4.500163,1.507921,0.338067,-4.205488,-7.330869,-4.205488,-7.330869
95,8.312410,16.870230,0.805582,-0.369423,-10.678290,-6.159761,-10.678290,-6.159761
