i,x,y,vx,vy,ax,ay,fx,fy
0,19.556367,6.976439,0.934420,0.262380,0.227132,-0.763581,0.227132,-0.763581
1,8.680792,1.100145,-0.388981,0.781309,-0.558141,-2.250551,-0.558141,-2.250551
2,13.958474,18.909591,0.263617,1.372794,-1.083040,-3.069529,-1.083040,-3.069529
3,6.297177,1.291450,1.125385,0.901115,0.229498,-2.398680,0.229498,-2.398680
4,1.578592,13.143053,0.224205,-0.237763,17.082734,-3.160880,17.082734,-3.160880
5,9.153927,3.175241,1.805617,0.913042,5.654947,1.980624,5.654947,1.980624
6,9.112696,19.824993,0.375819,-0.484015,-1.241829,1.843219,-1.241829,1.843219
7,0.718744,17.845213,0.855242,0.711636,2.612149,-2.763545,2.612149,-2.763545
8,7.347157,0.421990,1.141258,1.246557,3.154406,13.954099,3.154406,13.954099
9,10.453167,3.524203,-1.315062,1.042582,-1.611842,0.019851,-1.611842,0.019851
10,11.825872,4.564292,-0.222472,0.526490,-1.588998,0.753391,-1.588998,0.753391
11,5.127543,3.431797,-1.269607,-1.568938,-0.992206,2.181290,-0.992206,2.181290
12,2.061797,14.519240,-1.101279,-2.080238,-0.777886,-1.711817,-0.777886,-1.711817
13,2.630446,16.824919,-1.061870,-0.179609,10.931010,-12.202863,10.931010,-12.202863
14,16.656578,13.556738,1.256810,-0.198986,-9.319235,-5.646726,-9.319235,-5.646726
15,8.165662,17.658972,-0.068259,0.577254,0.339037,-0.505123,0.339037,-0.505123
16,2.358379,2.698972,-0.968414,-1.052581,3.200656,-0.812353,3.200656,-0.812353
17,0.169482,6.023659,0.501590,-1.878588,-0.923852,-2.055274,-0.923852,-2.055274
18,13.890588,19.994584,1.142226,-0.072184,-1.962341,1.839984,-1.962341,1.839984
19,4.559903,6.296211,-0.335813,-0.922823,-0.275554,0.222340,-0.275554,0.222340
20,8.087198,3.113865,0.854750,0.897655,-7.600719,-47.752519,-7.600719,-47.752519
21,19.715566,15.990226,1.468834,-1.101876,-1.866718,3.736199,-1.866718,3.736199
22,6.371373,12.661868,-1.973118,-2.019050,-22.124641,-3.461028,-22.124641,-3.461028
23,5.735993,18.775813,-2.092852,-1.166772,1.211517,1.336118,1.211517,1.336118
24,4.459782,8.499556,-0.047891,0.472265,2.566164,4.483911,2.566164,4.483911
25,3.836882,16.099495,0.310950,-1.385991,-1.139472,0.720444,-1.139472,0.720444
26,2.768653,12.947885,0.357847,-0.754355,-0.278969,1.514771,-0.278969,1.514771
27,17.022328,8.668680,0.856521,-0.585451,-1.271683,1.505383,-1.271683,1.505383
28,15.782501,18.160673,-0.630764,-0.467614,1.793909,0.800447,1.793909,0.800447
