i,x,y,vx,vy,ax,ay,fx,fy
0,17.270896,3.863124,1.292317,-1.148050,1.713776,1.204176,1.713776,1.204176
1,3.941180,1.773769,1.387124,1.938644,2.000875,1.199004,2.000875,1.199004
2,13.951990,18.134692,0.723318,0.109575,-0.006519,-0.014245,-0.006519,-0.014245
3,6.078885,19.852305,1.622424,0.035323,-3.246876,0.492163,-3.246876,0.492163
4,2.969000,17.504180,-0.629426,-0.402975,0.967407,2.013769,0.967407,2.013769
5,8.982556,6.556385,1.758442,-0.353225,0.450621,0.430528,0.450621,0.430528
6,11.113354,17.816711,1.765342,1.224719,-0.027532,0.004792,-0.027532,0.004792
7,18.326321,16.309266,1.074331,0.586503,1.140285,0.646553,1.140285,0.646553
8,4.036595,3.202213,0.792240,-1.256264,1.183645,-0.589711,1.183645,-0.589711
9,11.989218,3.343608,1.857150,1.258011,-0.122688,1.541796,-0.122688,1.541796
10,10.926558,0.353539,0.041987,1.225957,0.619189,-0.306192,0.619189,-0.306192
11,11.776416,4.477606,-0.443024,-0.388920,2.086913,0.108542,2.086913,0.108542
12,5.328276,11.053894,1.136004,1.029611,0.682277,-1.918434,0.682277,-1.918434
13,4.808146,19.352987,0.029006,-1.060934,-1.897299,1.653476,-1.897299,1.653476
14,14.595937,5.682399,-0.329387,-1.139651,0.752347,-0.956506,0.752347,-0.956506
15,8.594264,1.240749,0.605048,-1.929335,-1.596293,2.772425,-1.596293,2.772425
16,2.118449,2.902698,-0.908982,-1.112856,0.168218,0.012904,0.168218,0.012904
17,17.675123,7.292482,-1.506577,1.081674,1.224825,-0.353564,1.224825,-0.353564
18,14.178032,4.167599,-0.976715,0.442091,-1.060480,1.927696,-1.060480,1.927696
19,7.130561,10.586724,-0.675018,-0.001469,-0.029618,-0.488539,-0.029618,-0.488539
20,0.266367,7.711622,1.614525,0.653915,0.660447,-1.250550,0.660447,-1.250550
21,17.796209,2.390676,-0.762109,-0.587445,-1.451531,4.230240,-1.451531,4.230240
22,7.672775,8.397011,1.321769,1.077421,-14.452123,-8.969505,-14.452123,-8.969505
23,0.825070,0.783715,0.724697,-1.658481,-0.004632,-0.062551,-0.004632,-0.062551
24,10.932814,8.571288,0.086716,-1.444468,-5.096590,-3.275773,-5.096590,-3.275773
