i,x,y,vx,vy,ax,ay,fx,fy
0,16.949019,3.967560,-0.927917,0.683639,0.132660,1.850664,0.132660,1.850664
1,4.850401,0.493386,0.825061,-0.961471,1.735806,10.582616,1.735806,10.582616
2,14.003394,18.371399,-0.250284,-0.563237,0.244101,0.515282,0.244101,0.515282
3,7.358731,0.183180,-0.706139,0.184678,2.222752,-0.198019,2.222752,-0.198019
4,2.050269,17.047380,-0.670028,-1.192108,2.579088,3.281266,2.579088,3.281266
5,11.136592,5.690230,0.709789,-0.933847,-16.862813,-6.870343,-16.862813,-6.870343
6,13.989681,19.985788,1.558964,2.328880,1.129882,1.456104,1.129882,1.456104
7,19.098645,17.742266,-0.671645,0.952451,-2.068309,-0.986780,-2.068309,-0.986780
8,4.128310,1.371368,0.669416,-2.089010,0.304154,-2.226717,0.304154,-2.226717
9,12.268617,4.293230,-2.029047,0.115511,19.416830,6.114252,19.416830,6.114252
10,11.111166,2.095862,0.148397,1.090755,0.097732,0.128520,0.097732,0.128520
11,11.296920,4.021638,-1.256310,-0.509346,-19.572802,-4.986954,-19.572802,-4.986954
12,6.009357,11.841510,-0.240791,0.162515,-4.990793,-14.717961,-4.990793,-14.717961
13,4.747674,18.680370,-0.153667,0.080342,-0.916963,2.975942,-0.916963,2.975942
14,14.061665,3.599636,0.658563,-2.621881,1.829442,-0.935918,1.829442,-0.935918
15,8.596899,0.089598,1.332353,-1.342304,-1.458521,-0.405168,-1.458521,-0.405168
16,0.393505,1.608886,-1.835757,-1.094939,-0.582057,0.091612,-0.582057,0.091612
17,15.374888,7.703917,-1.059107,0.849185,41.189182,16.599138,41.189182,16.599138
18,15.099066,2.706849,1.062049,-0.452274,-1.058949,1.780239,-1.058949,1.780239
19,6.351442,9.408166,0.531661,-1.302067,-2.520828,-0.449598,-2.520828,-0.449598
20,0.841321,7.782072,-0.416811,-0.770688,1.199822,-1.169285,1.199822,-1.169285
21,15.715293,0.444188,-1.939683,-1.362607,-2.149691,1.056584,-2.149691,1.056584
22,6.090187,8.235395,-1.312189,-0.600961,0.058848,2.184704,0.058848,2.184704
23,1.478475,0.917037,0.907905,-0.036745,-3.539852,0.253359,-3.539852,0.253359
24,11.079671,7.678816,-1.896970,-1.942587,2.401133,2.316545,2.401133,2.316545
25,5.458348,19.634440,0.606230,-0.060804,2.502254,-7.884632,2.502254,-7.884632
