particule,x,y,vx,vy
0,32727756577822018111905083594637312.00,-9899804791409516405176924328951808.00,327277565778220186883658358980608.00,-98998047914095161890041422151680.00
1,-118616048777852320.00,95030181093649136.00,-131795609753169.25,105589090104054.62
2,4173087554460497920.00,-7522917586015502336.00,4636763949400553.00,-8358797317795004.00
3,5656194703346842468352.00,-464703135993239468769280.00,9426991172244736000.00,-774505226655399018496.00
4,-4696918540260.42,-35108489452980.45,-3914098783.55,-29257074544.15
5,-49852294295348994048.00,20399498600948719616.00,-71217563279069520.00,29142140858497656.00
6,-2086077176248387558233341952.00,3676536709368707976230076416.00,-10430385881241937533468672.00,18382683546843539967049728.00
7,3.62,0.80,0.00,0.00
8,-1860337338215154050924544.00,390399526490463312805888.00,-1691215762013776510976.00,354908660445875732480.00
9,132411849272173280.00,-22207052171292516.00,120374408429248.42,-20188229246629.55
10,272139917158.12,-141157877901.89,272139917.16,-141157877.90
11,-745510628120276188239233024.00,2287613597299373768653668352.00,-828345142355862445096960.00,2541792885888192899710976.00
12,31168206987438362979783933952.00,-48747129385097933826180513792.00,62336413974876726715482112.00,-97494258770195868064677888.00
13,-33767855812845204.00,-22299359234451632.00,10827568680355229349476955062272.00,-19737803951755357188449674199040.00
14,3.49,1.28,-20549604997903039789531136.00,-10305917290184491248123904.00
15,29233941.41,725228178.99,24361.62,604356.82
16,-47740.62,12064.57,-29.84,7.54
17,88195807853767220183171072.00,71843219937390897641029632.00,176391615707534413791232.00,143686439874781796892672.00
18,-166900026.50,1595837806.35,-111266.68,1063891.87
19,-12345358.63,-2889898.91,-11223.05,-2627.18
20,290822163504916108148736.00,-166638300133868970180608.00,581644327009832206336.00,-333276600267737989120.00
21,-46085636645274.71,15382490206135.57,-46085636645.27,15382490206.14
22,26010949312260389306630144.00,12389364033807535105376256.00,26010949312260387897344.00,12389364033807533998080.00
23,0.01,-0.00,-148061.25,15338.51
24,168408768601.91,-596105757512.26,279247688.87,-989742948.14
25,-312.42,-699.00,-0.21,-0.47
26,-1823403525036028928.00,-2123497341288761856.00,-1657639568214571.50,-1930452128444329.25
27,-459661289.60,-1223311701.35,-9737016539242503284889067357995008.00,-29945065905806908608632952369184768.00
28,-351.15,-563.68,-0.35,-0.56
29,-0.55,0.46,-0.00,0.00
30,379826737.41,-850430429.41,345297.03,-773118.57
31,-95885544499576560.00,-178947030916090272.00,-79904620416313.80,-149122525763408.56
