particule,x,y,vx,vy
0,-394060451565483584.00,-1145731919092539648.00,-656767419275810.88,-1909553198487569.00
1,-17124793645111810457600.00,134974045170444315656192.00,-34249587290223620096.00,269948090340888641536.00
2,-656038572577086006676684800.00,4094919539330970281333227520.00,-1093397620961810011127808.00,6824865898884949251981312.00
3,-1950044653522396699951104.00,-1291206542525658824704.00,-3900089313586138578944.00,-2582412896392817152.00
4,-40549425423679590782803304775680.00,-67456518597026516182986790010880.00,-81098850847359182269294051328.00,-134913037194053043624972648448.00
5,657511627175628767232.00,422814273126963347456.00,1643779067939072000.00,1057035682817408384.00
6,-14.25,4.71,-0.01,0.00
7,3226341745934387647854149632.00,-3920747668475026016997212160.00,8065854364835969205534720.00,-9801869171187567619473408.00
8,26064681012057750057779200.00,8166239142885139874316288.00,37235258588653928054784.00,11666055918407343144960.00
9,-2909726236009419506871959552.00,-3648195209574382561568751616.00,-4849543726682366474715136.00,-6080325349290638347075584.00
10,2039584108945174985239953408.00,837170803997703193470435328.00,4079168217890350524530688.00,1674341607995406232322048.00
11,63494763448326219957880750080.00,184630001243954491684563189760.00,158736908620815570510544896.00,461575003109886270443094016.00
12,-199617922307584123356577792.00,112443438290857422628061184.00,-332696537179306902683648.00,187405730484762353598464.00
13,-17485863.81,4097948.93,-14571.55,3414.96
14,-783525471865473.12,-4847130015743497.00,-1119322102664.96,-6924471451062.14
15,169076879330484867301376.00,251539782493586520539136.00,281794798884144709632.00,419232970822645710848.00
16,-616497757868898944.00,421430116702543424.00,-1232995515737798.00,842860233405086.88
17,16841284662785844555863293952.00,-13270464558043334012605300736.00,28068807771309741556367360.00,-22117440930072220376498176.00
18,-216019049477255725056.00,6063853088787065208832.00,-432038098954511488.00,12127706177574131712.00
19,-642149321268142014464.00,-61064218364010135552.00,-802686651585177728.00,-76330272955012672.00
20,-916723079509715274854039552.00,-32648652217523935602576195584.00,-3055743598365717768962048.00,-108828840725079775263064064.00
21,-510916238597265948672.00,1121722697559040720896.00,-1703054128657553152.00,3739075658530136064.00
22,41202323488851061714714624.00,-48956062091574474788831232.00,58860462126930075844608.00,-69937231559392113983488.00
23,4668453705805711015936.00,-502642852934511427584.00,6669219579722444800.00,-718061218477873536.00
24,968141926095475794323898892288.00,-2647530026131004119039288016896.00,1936283852190951670011658240.00,-5295060052262008246874669056.00
25,-172010161584687.62,-191417581994805.12,-286675281634.26,-319027247184.01
26,-171019127976837440.00,-70794728752568328.00,-285031879961395.75,-117991214587613.86
27,90874632995186.38,123332383880980.92,129820804657.99,176189180966.91
28,-5043112985887506084778737664.00,3876562501787311541825044480.00,-7204447122696435981615104.00,5537946431124730743357440.00
29,4262772630699.46,446127308263.47,5328465788.37,557659135.33
30,-1235530741189196358300467200.00,5199072996961798318016430080.00,-2059217901981993751543808.00,8665121661602996624031744.00
31,57215050636679083034230787145728.00,-26931543715280182572296970436608.00,114430101273358169305423806464.00,-53863087430560362048369197056.00
32,571340717620529188636196864.00,581029091416762713710264320.00,1428351794051322874953728.00,1452572728541906837962752.00
33,-206339468163868736.00,-118994220686198320.00,-343899113606447.88,-198323701143663.84
34,-3931718653931556692861911040.00,5956463846880936247066361856.00,-5616740934187937580449792.00,8509234066972766459920384.00
35,330702152934675894598193152786432.00,-121503254950523909766187640160256.00,472431647049537094016231800832.00,-173576078500748467252712439808.00
36,-45423787808856494554742784.00,62842935693161827324133376.00,-64891125441223584645120.00,89775622418802619187200.00
37,138502267861372546056192.00,-13434193623221239021568.00,230837113102287568896.00,-22390322705368731648.00
38,23358551589319375585280.00,130172252860274284953600.00,33369359413313396736.00,185960361228963282944.00
39,302160948576729956352.00,454215472231572242432.00,431658497966757184.00,648879246045103360.00
40,6932717173781.04,-6356818346960.24,7703019081.98,-7063131496.62
41,4947373176771594551821146188152832.00,2113904654037938200510808872452096.00,9894746353543188725339923677184.00,4227809308075876617194399858688.00
42,1287825305361526982645408333824.00,441860734213438370874644234240.00,1839750436230752637579952128.00,631229620304911954465521664.00
43,-94999149428087144448.00,-101646028890694746112.00,-118748936785108928.00,-127057536113368416.00
44,2665998172116559157264384.00,5335771576926649509216256.00,3808568817309371072512.00,7622530824180927037440.00
45,-5252.97,924.82,-26.26,4.62
46,53525150926141.71,-64113237842318.64,59472389917.94,-71236930935.91
47,-2618529722873.38,3709520172945.62,-2909477469.86,4121689081.05
48,-118043005028162655150407680.00,443645127903089924688052224.00,-168632864325946648297472.00,633778754147271338622976.00
49,-3569020141014129204789248.00,2569074087289660278571008.00,-5098600201448756084736.00,3670105838985229107200.00
50,-7277087344479439360337379328.00,-1927170843034312506821574656.00,-10395839063542057345744896.00,-2753101204334732315197440.00
51,136726537053875279960232427520.00,-46972494814107914580206288896.00,227877561756458832002809856.00,-78287491356846525903798272.00
52,434346074953120896348323840.00,238261284518896863197265920.00,723910124921868232163328.00,397102140864828029272064.00
53,-3370697940421886464.00,24084746718021566464.00,-4815282772031266.00,34406781025745092.00
54,55062565228337553408.00,8628529792145826816.00,110125130456675104.00,17257059584291654.00
55,-1459632308326655976768815497216.00,6982217394120020185607521173504.00,-2085189011895222445409304576.00,9974596277314311560196259840.00
56,657423339655694080.00,187279263872001472.00,939176199481969.75,267541805529719.03
57,1242140177452.70,-3294610782504.59,2069718977.33,-5489874836.56
58,222601380145469816832.00,72680956341418246144.00,318001971636385472.00,103829937630597488.00
59,-644467724159.16,-438992241458.06,-920939377.03,-626935283.41
60,623831153003454267392.00,-449072924126482071552.00,693145725559393664.00,-498969915696091200.00
61,676479451905.83,220166131640.57,751643835.45,244629035.16
62,4419925090.79,-6246489557.89,4911027.88,-6940543.95
63,-26708482212583854080.00,-17886076500385529856.00,-89028274041946192.00,-59620255001285104.00
64,-45663436286765.78,120065040258743.75,-50737151429.74,133405600287.49
65,5748948500539453440.00,-9612981771362867200.00,8212783572199221.00,-13732831101946954.00
66,-66964257.20,-166806422.20,-74404.73,-185340.47
67,-1490188553429127528448.00,-1417534328086695510016.00,-1862735691786409472.00,-1771917910108369408.00
68,-4083011138701720.00,-7968322029969359.00,-4536679043001.91,-8853691144410.40
69,2177476773867888836608.00,-864077982640372580352.00,2419418637630987264.00,-960086647378191872.00
70,-74180403106240987136.00,-173766353162799448064.00,-105972004437487120.00,-248237647375427744.00
71,-18688802117411164651520.00,-5021596624047760736256.00,-31148003529018605568.00,-8369327706746267648.00
72,-953922181905989107712.00,-7674013615181918109696.00,-1362745974151412992.00,-10962876593117028352.00
73,-292602823681495395675644404695040.00,-5819282703326436146257912815157248.00,-487671372802492307361075560448.00,-9698804505544060333835180572672.00
74,-68846292609731712.00,-18576381673843448.00,-86057865762164.64,-23220477092304.31
75,50982218261436705032751808512.00,61712758370819810214117638144.00,101964436522873407729041408.00,123425516741639643930296320.00
76,-7477875811552591.00,949835172823445120.00,-8308750901725.10,1055372414248272.50
77,-4598536525116570488576933888.00,-1649422671105140546877784064.00,-5748170656395711349784576.00,-2061778338881425769496576.00
78,-51684349494916.06,531847368312290.50,-51684349494.92,531847368312.29
79,1346690248047885549568.00,-1688889057919611437056.00,1923843211496979456.00,-2412698654170873344.00
80,-1794048603587.15,-448137753371.92,-1794048603.59,-448137753.37
81,155280940399325696.00,-38190774175654568.00,194101175499157.12,-47738467719568.21
82,-26829176508781884454712901632.00,-22350567687540683209399336960.00,-53658353017563768978145280.00,-44701135375081368480382976.00
83,667765001458184576.00,-1385734375763761408.00,1335530002916369.00,-2771468751527523.50
84,64928201471749528253104128.00,52995638435108395774115840.00,92754573531070754455552.00,75708054907297709686784.00
85,407515322.28,-63306861.43,452792.51,-70339.49
86,-535729041915676480.00,530946274495860544.00,-487026401741524.06,482678431359873.38
87,-31208370093525086208.00,-164517921992504064.00,-34675966770583428.00,-182797691102782.28
88,651813423.38,477711257.06,592557.66,434282.96
89,-27370073558355914752.00,54231678724825284608.00,-39100105083365592.00,77473826749750400.00
90,322757282480663166976.00,-1118597655778564243456.00,358619202756292416.00,-1242886284198404864.00
91,-7934728223172727.00,10079755572462598.00,-7934728223172.73,10079755572462.60
92,-50434852914026.38,-54198481917025.94,-56038725460.03,-60220535463.36
93,46368162.91,214179460.51,38640.14,178482.88
94,-96262349912.36,-510094253907.04,-87511227.19,-463722049.01
95,-159447723703976447772532408320000.00,360188047529758819255358341513216.00,-265746206173294079620887347200.00,600313412549598038660013359104.00
96,-15300252292234843536606141349888.00,15924768255464815482303980503040.00,-25500420487058069101213646848.00,26541280425774688365663223808.00
97,-2580.82,-2160.67,-2.15,-1.80
98,4226327938.07,6848923447.00,3251021.49,5268402.65
99,61316911965430896.00,-94592781938301856.00,204389706551444.16,-315309273127674.75
