particule,x,y,vx,vy
0,28651687404100107782770529785266307072.00,-17189381603330457498601030914567831552.00,286516874041001079303444823749427200.00,-171893816033304561704354576074801152.00
1,-372575110063134967030423201791822790656.00,304812776184783933397401539313722720256.00,-3725751100631349741139729260962906112.00,3048127761847839404809512636181905408.00
2,-1517162456924435104390794048505380864.00,2635645984335090253011756736904691712.00,-15171624569244350306038177536671744.00,26356459843350901238845482209378304.00
3,20010596202661857733739137426119458816.00,-21801290589097347604195986616281464832.00,200105962026618581764609951951486976.00,-218012905890973484896397021543399424.00
4,-12547462856631736121961460215167582208.00,95721556121351345524689362067763757056.00,-125474628566317363433223890996822016.00,957215561213513526082390863722315776.00
5,-46348479757316072110726574951486730534912.00,-56334572026808112152824984688579829563392.00,-463484797573160727151894847588013178880.00,-563345720268081142684451690141808852992.00
6,-346648540613845450752.00,-985438420497443192832.00,-3466485319334624256.00,-9854384150699249664.00
7,-3970196987459653722207546577578385997824.00,-2771894202006628141901778042368101974016.00,-39701969874596539866600696182785179648.00,-27718942020066281607912439738466828288.00
8,2693169796923021772049098712547328.00,16550595526689543918685594362839040.00,26931697969230219161642867884032.00,165505955266895446392615347421184.00
9,-491896075623262147656019370406051840.00,4043984417801180289556253931208704.00,-4918960756232621591852344164745216.00,40439844178011801814698628743168.00
10,-13838137990203234464050998248424341504.00,-24365491982383900265585868399276195840.00,-138381379902032354970686663761592320.00,-243654919823838995277161054508941312.00
11,2245453050007855866816717027738124288000.00,-27691199578328937287515407818327297359872.00,22454530500078558668167170277381242880.00,-276911995783289371363996803664986505216.00
12,1788016517019945144426674728051146752.00,-506977525165832709279854893891321856.00,17880165170199451997669069491798016.00,-5069775251658327023623258662502400.00
13,749999999986059463098368.00,749999999991945178906624.00,3749999999930297483264.00,3749999999959725768704.00
14,-32570842678481916433790218581049344.00,104571980176516063972026422139027456.00,-325708426304819172102175622955008.00,1045719801765160714660162020835328.00
15,-620990502424525706997363311267282944.00,-793232207831394019657375190507061248.00,-6209905024245257715609675692507136.00,-7932322078313940796092934300631040.00
16,632897700323947427527938421267739181056.00,-694390659786352527525064946914844213248.00,6328977003239474936410691814427721728.00,-6943906597863525841934627413505867776.00
17,-2259481438373862161117265042559991808.00,-2775806388416886449917006674124603392.00,-22594814383738623824781939270746112.00,-27758063884168866897246796323487744.00
18,-471920132608491138496992827860848738304.00,-943271117126545051713749035442721783808.00,-4719201326084911432193593107304939520.00,-9432711171265450611584820011820122112.00
19,365662869035009262997138221039616.00,319053009102965752057255541342208.00,3656628690350092810115367305216.00,3190530091029657610644547960832.00
20,-2459406245333367259136.00,-1229201749726323277824.00,-12306062454101039104.00,-6148017497647052800.00
21,1894085312972959907042017992155990392307712.00,-205993437729812468203151620901725001482240.00,18940853129729600134274901182433577664512.00,-2059934377298124802924098170480167485440.00
22,-15455641909095824816981241298419712.00,-22158279846284569963627467820236800.00,-154556419090958253934419936018432.00,-221582798462845699636274678202368.00
23,45761006982440363719709644338233344.00,58494232994118896228784011407785984.00,457610069824403634314792681865216.00,584942329941189002640092775317504.00
24,-38740203009318986076175067763047399424.00,44770687064572149516584910587399503872.00,-387402030093189848955834470456360960.00,447706870645721533535076779189862400.00
25,250521037027154973925998552925863936.00,9426872670992986877551860395278336.00,2505210370271549900668996174217216.00,94268726709929868054942663573504.00
26,12062295778736252739322282495889637376.00,-5018822451875032847765329559014080512.00,120622957787362520752394958423457792.00,-50188224518750331798067228857860096.00
27,-1625808081659733769200610263957504.00,1787472675865840236667565076643840.00,-16258080816597338862942005755904.00,17874726758658402817035613503488.00
28,-56653445408356100445484023375986688.00,-43769496596238773563582164055883776.00,-566534454083560998690232710725632.00,-437694965962387724106606594490368.00
29,-1336182317204437515971783905247232.00,-537929459676393055956613491326976.00,-13361823172044375520005809242112.00,-5379294596763930289350157271040.00
30,-540900795968967183731952420378378240.00,-1767939182369056320156783852570804224.00,-5409007959689671376150922361044992.00,-17679391823690562924866677420064768.00
31,-30899787671064456856492427993342279680.00,-263904802422066965079116000025955532800.00,-308997876710644590701017168384884736.00,-2639048024220669650791160000259555328.00
32,6332519042749524353829163304234950590464.00,-15806757489690384157867933682964103168000.00,63325190427495244293870270301492740096.00,-158067574896903841578679336829641031680.00
33,6034241327546205099841193718931521536.00,3538247127305136639293897152770605056.00,60342413275462051736281700137697280.00,35382471273051368053145938161565696.00
34,243591287464933238000551483932672.00,-12961727982873427218993316909547520.00,2435912874649332346228517634048.00,-129617279828734275792812870991872.00
35,-3364678414419303488344480408403968.00,1654327387507193774156441962151936.00,-33646784144193034523156833894400.00,16543273875071937020988479242240.00
36,-3246802158760840321925348723785728.00,-7134502242131521045328650104209408.00,-32468021587608404660405367996416.00,-71345022421315208291558679904256.00
