particule,x,y,vx,vy
0,-0.00,-0.00,11320546378.61,745270942.50
1,-922569268272184426496.00,739123630728382251008.00,-1317956097531692288.00,1055890901040546176.00
2,32457347645803868454912.00,-58511581224565018198016.00,46367639494005530624.00,-83587973177950044160.00
3,37707964688978946478309376.00,-3098020906621596313864634368.00,94269911722447368880128.00,-7745052266553990698762240.00
4,-39140987835503536.00,-292570745441503680.00,-39140987835503.54,-292570745441503.69
5,-356087816395350897328128.00,145710704292491872436224.00,-712175632790695182336.00,291421408584976531456.00
6,-2100.48,3325.74,-104303858812419379011178725376.00,183826835468435390015410798592.00
7,30988.06,6868.83,25.82,5.72
8,-15220941858123987277846675456.00,3194177944012881247283970048.00,-16912157620137763708862464.00,3549086604458756998692864.00
9,1083369675863235756032.00,-181694063219666026496.00,1203744084292484096.00,-201882292466295552.00
10,2177119337264992.50,-1129263023215111.75,2721399171581.24,-1411578779018.89
11,-5798415996491036845671305969664.00,17792550201217348714336490618880.00,-8283451423558624435937214464.00,25417928858881926609107943424.00
12,187009241924630153671855606595584.00,-292482776310587555810024483717120.00,623364139748767189226934501376.00,-974942587701958641339238187008.00
13,0.06,0.04,0.00,0.00
14,1.60,0.24,0.00,0.00
15,243616178440.70,6043568158251.50,243616178.44,6043568158.25
16,-417730464.25,105564995.54,-298378.90,75403.57
17,529174847122603189157631098880.00,431059319624345368941186514944.00,1763916157075344128785514496.00,1436864398747817918460854272.00
18,-1446466896330.54,13830594321691.71,-1112666843.33,10638918708.99
19,-101007479690.39,-23644627481.29,-112230532.99,-26271808.31
20,1744932981029496427701600256.00,-999829800803213875844481024.00,5816443270098321626103808.00,-3332766002677379672047616.00
21,-368685093162197760.00,123059921649084544.00,-460856366452747.19,153824902061355.72
22,208087594498083117751576035328.00,99114912270460286615446093824.00,260109493122603893066301440.00,123893640338075342463827968.00
23,52.38,-5.90,0.04,-0.00
24,1125592308280477.00,-3981571678846538.00,2792476888693.00,-9897429481380.28
25,-2707622.51,-6057992.94,-2082.79,-4659.99
26,-14918756113931143479296.00,-17374069155998960975872.00,-16576395682145714176.00,-19304521284443291648.00
27,0.32,-0.39,0.00,-0.00
28,-2817918.23,-4525444.99,-3467.67,-5556.77
29,-4606.70,3802.97,-4.60,3.78
30,3107673306078.39,-6958067149735.29,3452970340.09,-7731185721.93
