particule,x,y,vx,vy
0,-1763829961.46,-215665869.46,-1603481.78,-196059.88
1,-131795609753169226801844525727744.00,105589090104054597343740644294656.00,-1317956097531692200464450846720.00,1055890901040546040991400853504.00
2,4636763949400552199890006664282112.00,-8358797317795001003964898400534528.00,46367639494005518756308334936064.00,-83587973177950011480800864763904.00
3,0.06,0.27,0.00,0.00
4,-15656395134201412017704665088.00,-117028298176601466207073206272.00,-39140987835503528669872128.00,-292570745441503673764020224.00
5,0.00,-0.00,-33312917405919035392.00,36123519942098509824.00
6,55819909.72,41380647.89,42938.39,31831.27
7,15494029321637594.00,3434415722567040.50,25823382202729.32,5724026204278.40
8,-5073647286041327257659336644691895517184.00,1064725981337626922239412085862367756288.00,-16912157620137759036688396667259453440.00,3549086604458756753771582363315208192.00
9,361123225287745224974265581830144.00,-60564687739888656227952328966144.00,1203744084292484107642049921024.00,-201882292466295545154339078144.00
10,544279834316247980788678656.00,-282315755803777965420969984.00,2721399171581240204591104.00,-1411578779018889741205504.00
11,-828345142355862320346443786851878178914304.00,2541792885888192067916317775603791548121088.00,-8283451423558623155107405083933614800896.00,25417928858881922033160095724422591152128.00
12,12.93,13.67,0.01,0.01
13,39630991792.47,25323818518.15,33025826.49,21103182.10
14,961382129363.62,142385808427.58,1068202365.96,158206453.81
15,97446471376281094062080.00,2417427263300600460214272.00,243616178440702754816.00,6043568158251501486080.00
16,-238703122429051699200.00,60322854593608663040.00,-298378903036314688.00,75403568242010832.00
17,-8.56,-10.82,-0.00,-0.01
18,-778866790331831470260224.00,7447243096295537526177792.00,-1112666843331187834880.00,10638918708993623851008.00
19,-33669159896797514039296.00,-7881542493762230419456.00,-112230532989325049856.00,-26271808312540770304.00
20,-21.16,22.18,-0.01,0.01
21,-92171273290549421407954010112.00,30764980412271136366359740416.00,-460856366452747109788549120.00,153824902061355679770214400.00
22,52021898624520771965681835245607426457600.00,24778728067615068364895289637486389624832.00,260109493122603859828409176228037132288.00,123893640338075337291004624632572542976.00
23,26187620119446.12,-2951732930441.52,43646034112.05,-4919554920.89
24,-0.01,0.04,-0.01,0.04
25,-1457950583655596288.00,-3261996199466511872.00,-2082786548079423.00,-4659994570666446.00
26,-4972918704643713736202401204928512.00,-5791356385332985706288975269855232.00,-16576395682145712123744031342592.00,-19304521284443286558325845524480.00
27,215868194338.99,-264021360764.73,166052457.18,-203093354.43
28,-737316560307890944.00,-1191385630516113408.00,-3467669445878953.00,-5556765607341166.00
29,-1844192031852116.25,1535280448720108.00,-4604176061282.28,3779482615648.78
30,1035891102026129221877760.00,-2319355716578428374220800.00,3452970340087097720832.00,-7731185721928094580736.00
31,-319618481665255192678020983816192.00,-596490103053634087467865899794432.00,-799046204163137959177054322688.00,-1491225257634085308741657296896.00
32,-0.00,-0.00,20358795682.98,32822833254.19
33,-7772168550374197790494425088.00,-24085204779764170511372779520.00,-12953614250623664931209216.00,-40142007966273623818240000.00
34,-135649982185110105766802489344.00,103342603062222841816824152064.00,-271299964370220224727744512.00,206685206124445694079008768.00
35,-219.45,225.73,-0.12,0.13
36,0.04,-0.00,0.03,-0.00
37,-224491255817479662678827616698368.00,-431565572712848044481639807451136.00,-748304186058265656729249251328.00,-1438551909042826856221795942400.00
38,-3410420902365864930295767105536.00,4629499309206928299086151942144.00,-11368069674552883335548370944.00,15431664364023093802521591808.00
39,-274191094392820574341119823696625664.00,-187086930173291947487469200054681600.00,-1370955471964102791001093796003840.00,-935434650866459737437346000273408.00
40,248535066251227066651452178461360128.00,357433030771357686138064226251440128.00,828450220837423495937229523517440.00,1191443435904525705007791092006912.00
41,53516766997829089699620192256.00,35338478754287822822455640064.00,178389223326096955128414208.00,117794929180959403910627328.00
