particule,x,y,vx,vy
0,-91.95,-267.34,-0.07,-0.19
1,-4452446.35,35093251.74,-3424.96,26994.81
2,-153075666934.65,955481225843.89,-109339762.10,682486589.89
3,-507011610.44,-335713.69,-390008.93,-258.24
4,-10542850610156694.00,-17538694835226900.00,-8109885084735.92,-13491303719405.30
5,197253.49,126844.28,164.38,105.70
6,-1167767619421645543623884800.00,-985012538597529436532244480.00,-2919419048554113859059712.00,-2462531346493823806078976.00
7,967902523780.32,-1176224300542.51,806585436.48,-980186917.12
8,5585288788.30,1749908387.76,3723525.86,1166605.59
9,-678936121735.53,-851245548900.69,-484954372.67,-608032534.93
10,530291868325.75,217664409039.40,407916821.79,167434160.80
11,19048429034497.87,55389000373186.35,15873690862.08,46157500310.99
12,-46577515205.10,26236802267.87,-33269653.72,18740573.05
13,4961027270038515522830598144.00,-46846520010738685805326237696.00,49610272890218223016869888.00,-468465199470260526948286464.00
14,-0.17,-1.04,-0.00,-0.00
15,39451271.84,58692615.92,28179.48,41923.30
16,-160.29,109.57,-0.12,0.08
17,3929633087983.36,-3096441730210.11,2806880777.13,-2211744093.01
18,-56164.95,1576601.80,-43.20,1212.77
19,-128429.86,-12212.84,-80.27,-7.63
20,-336131795820.23,-11971172479758.78,-305574359.84,-10882884072.51
21,-187335.95,411298.32,-170.31,373.91
22,8829069319.04,-10490584733.91,5886046.21,-6993723.16
23,1000382.94,-107709.18,666.92,-71.81
24,251716900784823.78,-688357806794061.38,193628385219.10,-529506005226.20
25,-0.04,-0.04,-0.00,-0.00
26,-39.90,-16.52,-0.03,-0.01
27,0.02,0.03,0.08,0.08
28,-1080667068404.47,830691964668.71,-720444712.27,553794643.11
29,0.00,0.00,-261283280863842080.00,48059253144329664.00
30,-288290506277.48,1213117032624.42,-205921790.20,866512166.16
31,14875913165536564.00,-7002201365972849.00,11443010127335.82,-5386308743056.04
32,171402215286.16,174308727425.03,142835179.41,145257272.85
33,-48.15,-27.77,-0.03,-0.02
34,-842511140128.19,1276385110045.92,-561674093.42,850923406.70
35,70864747057430560.00,-26036411775112272.00,47243164704953.72,-17357607850074.85
36,-9733668816.18,13466343362.82,-6489112.54,8977562.24
37,32317195.83,-3134645.18,23083.71,-2239.03
38,5005403.91,27894054.18,3336.94,18596.04
39,64748.77,97331.89,43.17,64.89
40,0.00,-0.00,-237817983847344.91,104020041031276.66
41,1286317025960614656.00,549615210049864064.00,989474635354319.00,422780930807587.69
42,275962565434612.94,94684443045736.81,183975043623.08,63122962030.49
43,-18999.83,-20329.21,-11.87,-12.71
44,571285322.60,1143379623.63,380856.88,762253.08
45,4398682629105067753472.00,-2225848099078660161536.00,10996706572762669056.00,-5564620247696650240.00
46,0.01,-0.01,8.33,-9.43
47,-0.00,0.00,31303556846330856.00,-48585515983380856.00
48,-25294929648.89,95066813122.09,-16863286.43,63377875.41
49,-764790030.22,550515875.85,-509860.02,367010.58
50,-1559375859531.31,-412965180650.21,-1039583906.35,-275310120.43
51,31902858645904.24,-10960248789958.51,22787756175.65,-7828749135.68
52,101347417489.06,55594299721.08,72391012.49,39710214.09
53,-722.29,5161.02,-0.48,3.44
54,14316.27,2243.42,11.01,1.73
55,-312778351784283.44,1496189441597147.00,-208518901189.52,997459627731.43
56,140.88,40.13,0.09,0.03
57,0.00,-0.00,-161734487926175296.00,402626519396964672.00
58,47700.30,15574.49,31.80,10.38
59,-2.53,-7.54,990992740070988442878607360.00,62551037989651826035654656.00
60,117834.77,-84824.89,69.31,-49.90
61,16.29,6.42,-1531515883910818273706377216.00,-610224733385185918298619904.00
62,-321215481601114060602998784.00,571540824794970088995291136.00,-3212154816011140434231296.00,5715408247949701276499968.00
63,-9793.11,-6558.23,-8.90,-5.96
64,-0.01,0.02,-0.23,0.62
65,1231.92,-2059.92,0.82,-1.37
66,1018243956912588718080.00,889741260769127563264.00,5091220955512722432.00,4448707187619931648.00
67,-298037.71,-283506.87,-186.27,-177.19
68,-0.77,-1.51,-0.00,-0.00
69,411301.17,-163214.73,241.94,-96.01
70,-15895.80,-37235.65,-10.60,-24.82
71,-4360720.49,-1171705.88,-3114.80,-836.93
72,-204411.90,-1644431.49,-136.27,-1096.29
73,-68273992192348944.00,-1357832630776169216.00,-48767137280249.24,-969880450554406.12
74,-13.77,-3.72,-0.01,-0.00
75,13255376747973.55,16045317176413.16,10196443652.29,12342551674.16
76,-1.41,179.41,-0.00,0.11
77,-919707305023.31,-329884534221.03,-574817065.64,-206177833.89
78,-0.01,0.10,-0.00,0.00
79,288576.48,-361904.80,192.38,-241.27
80,-0.14,-0.03,10325403058087263207424.00,1175439295086643118080.00
81,31.06,-7.64,0.02,-0.00
82,-6975585892283.29,-5811147598760.58,-5365835301.76,-4470113537.51
83,173.62,-360.29,0.13,-0.28
84,13913186029.66,11356208236.09,9275457.35,7570805.49
85,-17227977926212261639336971795014979944448.00,141518645165415865324002711598928666558464.00,-172279779262122602792954247285571584000.00,1415186451654158786221867273598495883264.00
86,-92.54,91.71,-0.05,0.05
87,-5894.91,-31.08,-3.47,-0.02
88,1866955739665196454921633792.00,2172066460761929989352325120.00,18669557396652071837499392.00,21720664607619354869104640.00
89,-5865.02,11621.07,-3.91,7.75
90,60965.26,-211290.67,35.86,-124.29
91,-1.43,1.81,-0.00,0.00
92,-0.01,-0.01,24521.12,-95393.09
93,-891957434835445760393216.00,-8384354421707014250954752.00,-4459795010135835279360.00,-41921834298838949560320.00
