particule,x,y,vx,vy
0,49091634.87,-14849707.19,32727.76,-9899.80
1,17028108137833997541891375104.00,-21388348107559383993937821696.00,56760360459446663855996928.00,-71294493691864613656723456.00
2,155610855547821388843186600770797568.00,878480623212165712430304080519233536.00,778054277739106984568185665093632.00,4392403116060828931086401876787200.00
3,-1.52,-16.83,76767144593705226559553536.00,261979110971733183452676096.00
4,-489595542780807490738061312.00,8660698896551107297519075328.00,-979191085561614899871744.00,17321397793102214440419328.00
5,8316251756362714896012041781248.00,-1898842136492919231820460982272.00,41581258781813572017154162688.00,-9494210682464596862789746688.00
6,-1.67,2.94,-0.00,0.00
7,-0.39,-0.04,-0.00,-0.00
8,-0.02,0.00,204197276330562355200.00,-35585951608375070720.00
9,-25201651989324027304079631734276096.00,-14556009703280543001533286897942528.00,-84005506631080088371486991056896.00,-48520032344268474149761831665664.00
10,-354600882487310557992976384.00,516128523092423990503800832.00,-591001470812184301797376.00,860214205154040041439232.00
11,-0.19,0.58,-0.00,0.00
12,11.84,-18.52,0.01,-0.01
13,1515859.62,-2763292.55,1082.76,-1973.78
14,-2.88,-1.44,-0.00,-0.00
15,-17070014811237524220348989440.00,69920754973107321122200748032.00,-24385735444625036809338880.00,99886792818724758007840768.00
16,6247892344.36,-22092469336.38,6942102.60,-24547188.15
17,0.03,0.03,0.02,0.02
18,823154420973461246574592.00,-1252128871517241974194176.00,1175934887104944799744.00,-1788755530738917441536.00
19,31951685322413027885056.00,27931541980270181744640.00,39939606653016285184.00,34914427475337728000.00
20,-2.19,-0.68,-1658711076442352323804528640.00,786147861091372916075921408.00
21,1101175219748140487257620480.00,665823420689686378594697216.00,2202350439496280931565568.00,1331646841379372576800768.00
22,0.01,0.00,6892013879329.53,-5469894153749.66
23,0.01,0.00,-71084.84,9509.88
24,-16980110693262159872.00,27263520173495091200.00,-28300184488770264.00,45439200289158496.00
25,-25454234.13,12787583.28,-23140.21,11625.08
26,-4788846059086118723007477111062528.00,7248980199542015602132663362650112.00,-23944230295430594335613325934592.00,36244900997710080892967078330368.00
27,-1363182315.49,-4192309226.81,-973701.65,-2994506.59
28,-54681802.83,-87239370.47,-49710.73,-79308.52
29,781536503.36,-689053806.51,651280.42,-574211.51
30,520693951720647728549593088.00,1206428873487291276307988480.00,743848502458068146061312.00,1723469819267558743736320.00
31,3257497689890012434268160.00,5293861219572969520496640.00,10858325629540417667072.00,17646204060436506083328.00
32,28071668263419848433860608.00,-58982649183353992913092608.00,140358341317099251564544.00,-294913245916769973960704.00
33,36532338897350176.00,57706834266754944.00,60887231495583.62,96178057111258.23
34,1152948096399152638853120.00,-1825296853459192810307584.00,2305896192798305288192.00,-3650593706918385549312.00
35,-171692478418582.41,118537297526555.58,-343467730127.65,237101198670.81
36,151338729535285204978881265664.00,-36655169118164281336499535872.00,302677459070570406659227648.00,-73310338236328558962147328.00
37,-1135555164088294090573978840005083136.00,-273904529166769070625704238899003392.00,-3785183880294313496896015580528640.00,-913015097222563455381732843323392.00
38,-10709189091854834165818504995930112.00,-50188056886480140576028670327521280.00,-26772972729637086855698143248384.00,-125470142216200355042951377715200.00
39,2814060286614787063808.00,-2252664499673751879680.00,14070301465832833024.00,-11263322502812954624.00
40,803916214675450588299264.00,16794871673481842728632320.00,8039823069529720750080.00,167949618596371522125824.00
41,-2755015995328621600309248.00,-1795210897393789857431552.00,-5510031990657243938816.00,-3590421794787579920384.00
42,3509607530715046243585610481664.00,19837283963264924765354272489472.00,17548037653575230866084331520.00,99186419816324624530458804224.00
43,-20078775742005850112.00,168577963443774029824.00,-20078775742005848.00,168577963443774016.00
44,0.00,0.01,-329835.22,-86420.30
45,-0.00,-0.00,7219060931222418432.00,4046911161455964160.00
46,-3727186604101907253297152.00,2172468690183503160016896.00,-37271887114289121591296.00,21724595503044667375616.00
47,131373465749.43,-209944321071.73,216056828.81,-352291986.33
48,274548463425639840.00,-1043838734621891712.00,549096926851279.69,-2087677469243783.50
49,-20053.70,44516.55,-11.14,24.73
50,-2385624662181.78,6208450031922.73,-5912825680187558778249530336811679744.00,-314404515899797416619343998399545344.00
51,-9544890940989832823544410537984.00,18894812257366378520745579905024.00,-95448909409898324013319454720.00,188948122573663773948456730624.00
52,308974179.74,-168972912.28,154487.09,-84486.46
53,-3134874206.80,-2513785397.11,-3918598.09,-3142247.88
54,51272025768640.66,-10261425857896.17,64090032210.80,-12826782322.37
55,-2.57,0.46,-0.00,0.00
56,-1573611605794867247247785984.00,-1355571358490394182641778688.00,-7868058028974336150339584.00,-6777856792451971385655296.00
57,-2910840325407008882688.00,-3416184265729034420224.00,-4158343322010012160.00,-4880263236755763200.00
58,-209942713.34,-3490259051.10,-262428.39,-4362823.81
59,-12097983657668199317504.00,-8283072101655233167360.00,-120982160765113090048.00,-82831591677303128064.00
60,-4500688314806629541347328.00,-321032612359383489267630080.00,-45006883148066294071296.00,-3210326123593835214798848.00
