particule,x,y,vx,vy
0,544.38,-326.60,0.29,-0.17
1,-7078.93,5791.44,-3.73,3.05
2,-28.83,50.08,-0.02,0.03
3,380.20,-414.22,0.20,-0.22
4,-238.40,1818.71,-0.13,0.96
5,-880621.12,-1070356.87,-463.48,-563.35
6,-5089081778678343680.00,1681875091621409024.00,-10178163557356688.00,3363750183242818.00
7,-75433.74,-52665.99,-39.70,-27.72
8,0.05,0.31,0.00,0.00
9,-9.35,0.08,-0.00,0.00
10,-262.92,-462.94,-0.14,-0.24
11,42663.61,-526132.79,22.45,-276.91
12,33.97,-9.63,0.02,-0.01
13,-4371465953523968403046400.00,1024487232281756781510656.00,-14571553178413216825344.00,3414957440939204280320.00
14,-0.62,1.99,-0.00,0.00
15,-11.80,-15.07,-0.01,-0.01
16,12025.06,-13193.42,6.33,-6.94
17,-42.93,-52.74,-0.02,-0.03
18,-8966.48,-17922.15,-4.72,-9.43
19,0.01,0.01,-162028001.11,-15408375.24
20,23377889.28,20635259.58,46755.78,41270.52
21,35987620.95,-3913875.32,18940.85,-2059.93
22,-0.29,-0.42,-0.00,-0.00
23,0.87,1.11,0.00,0.00
24,-736.06,850.64,-0.39,0.45
25,4.76,0.18,0.00,0.00
26,229.18,-95.36,0.12,-0.05
27,-0.03,0.03,-0.03,0.03
28,-1.08,-0.83,-0.00,-0.00
29,-0.03,-0.01,-2.67,-0.45
30,-10.28,-33.59,-0.01,-0.02
31,-587.10,-5014.19,-0.31,-2.64
32,120317.86,-300328.39,63.33,-158.07
33,114.65,67.23,0.06,0.04
34,0.00,-0.25,0.00,-0.00
35,-0.06,0.03,-0.00,0.00
36,-0.06,-0.14,0.00,-0.00
37,-60.96,18.19,-0.03,0.01
38,0.04,-0.04,0.00,-0.00
39,-1.25,0.12,-0.00,0.00
40,102.90,-78.75,7703019081978936163521527808.00,-7063131496622489082708099072.00
41,-1588.23,-909.28,-0.84,-0.48
42,-0.15,-0.53,-0.00,-0.00
43,0.01,0.00,-23958228.18,-25634756.88
44,-0.42,0.34,-0.00,0.00
45,-1767320351.82,-20533960788.88,-930168.61,-10807347.78
46,1144.83,-1405.46,59472389917935232099977003008.00,-71236930935909587555950002176.00
47,-189.74,336.38,-2909477469859313348509696000.00,4121689081050687310546337792.00
48,-0.07,-0.51,-0.00,-0.00
49,0.11,-0.01,0.00,-0.00
50,-0.06,0.10,-0.00,0.00
51,-6.53,-2.98,-0.00,-0.00
52,-47.55,58.41,-0.03,0.03
53,-0.93,-4.17,-0.00,-0.00
54,-11374.90,2069.23,-5.99,1.09
55,-0.16,0.00,-0.00,0.00
56,-0.04,-0.04,-0.01,-0.01
57,-2.20,3.97,-0.00,0.00
58,-1.14,0.51,-0.00,0.00
59,-1.01,-3.61,-0.00,-0.00
60,14569901741.36,-10675132975.42,693145725559393655990205277506895872.00,-498969915696091091665164875824365568.00
61,1476.54,179.69,751643835450918151886209024.00,244629035156186754862546944.00
62,-0.51,0.76,4911027878628307415072768.00,-6940543952935786253385728.00
63,-20065407.18,120355981.97,-10560.74,63345.25
64,-988.41,2599.42,-50737151429739752764741779456.00,133405600287493039986155978752.00
65,2.09,-0.48,0.00,-0.00
66,-0.06,0.31,-74404730223838879547392.00,-185340469110499876798464.00
67,0.00,0.01,-370485607.79,-351574952.29
68,-94296.86,-184085.07,-4536679043001910104923687616512.00,-8853691144410397378122696622080.00
69,47550196294.81,-24793948826.46,2419418637630986708362621922479964160.00,-960086647378191671494399232753795072.00
70,0.23,0.38,0.00,0.00
71,-28.92,68.06,-0.02,0.04
72,1.25,1.07,0.00,0.00
73,14.13,6.73,0.01,0.00
74,0.01,-0.00,-7587.09,1461.91
75,-2061.98,-2061.98,-1.09,-1.09
76,-119290870.45,-35350884.81,-8308750901725099047338624679936.00,1055372414248272473810644106215424.00
77,0.00,0.00,-1422823088080939.25,-497281423121742.06
78,-5168434949491604659399714406400.00,53184736831229041345522978258944.00,-51684349494916046593997144064.00,531847368312290416269979549696.00
79,-0.81,0.90,-0.00,0.00
80,-179404860358714606089326821376.00,-44813775337191766216023212032.00,-1794048603587146049898151936.00,-448137753371917653913894912.00
81,0.00,0.01,36948.11,-8798.32
