particule,x,y,vx,vy
0,229094296044754173952000.00,-69298633539866620592128.00,327277565778220285952.00,-98998047914095181824.00
1,-197693.41,158383.64,-131.80,105.59
2,6955145.92,-12538195.98,4636.76,-8358.80
3,11312389406.69,-929406271986.48,9426991.17,-774505226.66
4,-7.05,-52.66,-0.00,-0.03
5,-92582832.26,37884783.12,-71217.56,29142.14
6,-8344308704993550.00,14706146837474834.00,-10430385881241.94,18382683546843.54
7,-1291505817963561.00,-139681892068865.50,-3228764544908.90,-349204730172.16
8,-2875066795423.42,603344722757.99,-1691215762.01,354908660.45
9,204636.49,-34319.99,120.37,-20.19
10,0.44,-0.23,0.00,-0.00
11,-1242517713533793.75,3812689328832289.50,-828345142355.86,2541792885888.19
12,68570055372364408.00,-107243684647215472.00,62336413974876.72,-97494258770195.91
13,6496541208213138178048.00,-11842682371053216333824.00,10827568680355229696.00,-19737803951755358208.00
14,-12329762998741828.00,-6183550374110696.00,-20549604997903.05,-10305917290184.49
15,0.00,0.00,-2770216027959167.50,-16833885752860214.00
16,6942102660636819224264704.00,-24547188165053477019451392.00,69421025978677983182848.00,-245471881498454522855424.00
17,194030777278287.88,158055083862260.00,176391615707.53,143686439874.78
18,-0.00,0.00,-27087626062900781056.00,-293567636014649638912.00
19,441978241685.17,80521228698.87,399396066530162751578098083735535616.00,349144274753377220220989374990385152.00
20,639808759710.82,-366604260294.51,581644327.01,-333276600.27
21,-73.74,24.61,-0.05,0.02
22,41617518899616.63,19822982454092.06,26010949312.26,12389364033.81
23,29366419473092.45,8349891593407.87,58732838946.18,16699783186.82
24,0.34,-1.19,0.00,-0.00
25,-69420638534644896104448.00,34875227135093497659392.00,-231402128448816316416.00,116250757116978315264.00
26,-2817987.27,-3281768.62,-1657.64,-1930.45
27,-5842209923545501119021056.00,-17967039543484147493240832.00,-9737016539242502815744.00,-29945065905806913830912.00
28,-149132189538726300352512.00,-237925555825814487957504.00,-497107298462421024768.00,-793085186086048366592.00
29,2605121677852546690973696.00,-2296846021685393099849728.00,6512804194631366475776.00,-5742115054213482414080.00
30,0.00,-0.00,-66524750777905.62,265206554943947.81
31,-143828.32,-268420.55,-79.90,-149.12
32,99661595.26,256480569.51,76662.77,197292.75
33,-2.59,-8.03,-0.00,-0.00
34,-51.55,39.27,-0.03,0.02
35,228.90,-159.23,0.22,-0.16
36,-26.28,1.02,-0.02,0.00
37,-127211.71,-244553.82,-74.83,-143.86
38,-1932.57,2623.38,-1.14,1.54
39,-219352875.51,-149669544.14,-137095.55,-93543.47
40,140836537.54,202545384.10,82845.02,119144.34
41,30.33,20.03,0.02,0.01
42,9193274.25,104122.81,5745.80,65.08
43,-40157551484011688269915916569935872.00,337155926887547927310555974350143488.00,-200787757420058458643402151952384.00,1685779634437739705728070148161536.00
44,20734377360089.89,44259599086946.31,14810269542.92,31613999347.82
45,-2147444447235.73,-3369469359463.41,-1533888890.88,-2406763828.19
46,-86803104.66,-243639171.89,-66771.62,-187414.75
47,-0.02,-0.03,-0.04,-0.04
48,-53.11,154.81,-0.04,0.12
49,-111409449149618782208.00,247314187375519236096.00,-111409449149618768.00,247314187375519232.00
50,21076433904.77,-132290028589.61,12397902.30,-77817663.88
51,1876227173.41,-4576891689.70,1340162.27,-3269208.35
52,1853845078462233680281600.00,-1013837473684455050706944.00,1544870898718527979520.00,-844864561403712503808.00
53,0.10,0.08,-39185554380256930955264.00,-31421188082880657489920.00
54,1.45,-1.87,640900322108008129399619584.00,-128267823223702053806145536.00
55,-15395312075556122.00,2782039408977307.50,-12829426729630.10,2318366174147.76
56,15233581.83,30048979.93,8463.10,16693.88
57,0.00,0.00,-17546283541987790.00,26279286925801956.00
58,0.02,0.31,-2624283916709992595456.00,-43628238138608950706176.00
59,17677048698.79,8088740169.38,19641165.22,8987489.08
60,-602569684.44,11868626787.11,-401713.12,7912417.86
61,-612839985.26,2579856245.36,-680933.16,2866506.79
62,-30743102074358208.00,32235168831176476.00,-30743102074358.21,32235168831176.48
63,-20042.23,788.08,-9.54,0.38
64,46430601370669615476113408.00,116112966855395977457565696.00,66329430529528024793088.00,165875666936279947280384.00
65,-1.89,-6.87,-0.00,-0.00
66,-925481624011921.62,-378610695865695.88,-925481624011.92,-378610695865.70
67,7335417948084323724180115013414944768.00,-197415792887237489513301986114535424.00,36677089740421618805368015804170240.00,-987078964436187453331117453606912.00
68,-16035984163309345780531200.00,57596170685863154392498176.00,-160359841633093457805312.00,575961706858631554662400.00
69,-193102049368.92,200682649860.22,-128734699.58,133788433.24
70,0.42,0.30,0.00,0.00
71,0.11,-0.09,-52869930840770968813568.00,54473688306479462875136.00
72,-126411146.83,31708783.02,-6016444856657667574873082440974336.00,1580423714140975352772148275970048.00
73,-8.33,-28.93,-0.00,-0.02
74,17253901306226056248587976704.00,-6564147731183388017037410304.00,86269506531130276432576512.00,-32820738655916939569790976.00
75,0.07,0.01,0.00,0.00
76,-357966443700760658831627463610597376.00,-100881898544329231380324296110899200.00,-1789832218503803432508717870874624.00,-504409492721646156901621480554496.00
77,-32067881.10,-9915881.95,-17815.49,-5508.82
78,-3753.21,1411.76,-113084115083756247406801321984.00,42304141542929445193892495360.00
79,34042.48,-39530.72,20.02,-23.25
80,-22324.10,-53594.23,-20.29,-48.72
81,238914702318964855084769094951501824.00,69697264028742094491817315647094784.00,796382341063216187458968665194496.00,232324213429140340433074278891520.00
82,-151080696330186912.00,-90975170649615792.00,-137346087572897.16,-82704700590559.81
83,0.32,-0.05,0.00,-0.00
84,1460.71,1438.51,0.73,0.72
85,98283931259989114880.00,164103667823045935104.00,163806552099981888.00,273506113038409888.00
86,-0.00,-0.00,9638679539.72,4455583562.88
87,-69360375.65,34192614.15,-36505.46,17996.11
88,40511583730.98,63764218883.93,50639479.66,79705273.60
89,-0.36,0.09,-0.00,0.00
90,-7.76,-2.80,-0.00,-0.00
91,-94946413085000504250169515048960.00,-24897553762522435694695249084416.00,-237366032712501253588549369856.00,-62243884406306090292269285376.00
92,99906091110190970568704.00,-257067321780558385643520.00,999060914958274265088.00,-2570673213077894201344.00
93,-113025667104013.72,-155716286959220.56,-141282083880.02,-194645358699.03
94,5.77,0.68,-10338352313536444209561600.00,-1235006773833680438689792.00
95,-729109833782883600302080.00,-1519155208537719131078656.00,-1822774584457209315328.00,-3797888021344297680896.00
96,897991188652.08,-2375630124456.97,641422277.61,-1696878660.33
97,148327304414116073602620877438976.00,331697038398255652646401957953536.00,370818261035290186821301960704.00,829242595995638951472019800064.00
98,-4099523764884512256.00,-31087100412299796480.00,-5124404706105640.00,-38858875515374744.00
99,0.00,-0.00,826210093189.34,28093102637256.21
