particule,x,y,vx,vy
0,372471936253301.44,-223461960843296.00,286516874041.00,-171893816033.30
1,-4843476430820756.00,3962566090402192.50,-3725751100631.35,3048127761847.84
2,-19723111940017.66,34263397796356.18,-15171624569.24,26356459843.35
3,260137750634604.31,-283416777658265.62,200105962026.62,-218012905890.97
4,-163117017136212.59,1244380229577568.00,-125474628566.32,957215561213.51
5,-602530236845109120.00,-732349436348505600.00,-463484797573160.88,-563345720268081.25
6,-0.00,-0.01,1.22,-2.53
7,-51612560836975512.00,-36034624626086184.00,-39701969874596.55,-27718942020066.29
8,35011207360.00,215157741846.96,26931697.97,165505955.27
9,-6394648983102.41,52571797431.42,-4918960756.23,40439844.18
10,-179895793872642.16,-316751395770990.75,-138381379902.03,-243654919823.84
11,29190889650102132.00,-359985594518276416.00,22454530500078.56,-276911995783289.53
12,23244214721259.29,-6590707827155.83,17880165170.20,-5069775251.66
13,5.25,5.25,0.00,0.00
14,-423420954244.27,1359435742294.71,-325708426.30,1045719801.77
15,-8072876531518.84,-10312018701808.12,-6209905024.25,-7932322078.31
16,8227670104211318.00,-9027078577222584.00,6328977003239.48,-6943906597863.53
17,-29373258698860.21,-36085483049419.54,-22594814383.74,-27758063884.17
18,-6134961723910386.00,-12262524522645088.00,-4719201326084.91,-9432711171265.45
19,4753617297.46,4147689118.34,3656628.69,3190530.09
20,-0.02,-0.01,-0.52,-0.24
21,24623109068648480768.00,-2677914690487562240.00,18940853129729604.00,-2059934377298125.75
22,-200923344818.25,-288057638001.70,-154556419.09,-221582798.46
23,594893090771.72,760425028923.55,457610069.82,584942329.94
24,-503622639121146.94,582018931839438.12,-387402030093.19,447706870645.72
25,3256773481353.02,122549344722.91,2505210370.27,94268726.71
26,156809845123571.34,-65244691874375.45,120622957787.36,-50188224518.75
27,-21135505061.58,23237144786.26,-16258080.82,17874726.76
28,-736494790308.63,-569003455751.10,-566534454.08,-437694965.96
29,-17370370123.66,-6993082975.79,-13361823.17,-5379294.60
30,-7031710347596.57,-22983209370797.74,-5409007959.69,-17679391823.69
31,-401697239723838.12,-3430762431486871.00,-308997876710.64,-2639048024220.67
32,82322747555743808.00,-205487847365975072.00,63325190427495.25,-158067574896903.88
33,78445137258100.69,45997212654966.79,60342413275.46,35382471273.05
34,3166686737.04,-168502463777.35,2435912.87,-129617279.83
35,-43740819387.45,21506256037.59,-33646784.14,16543273.88
36,-42208428063.89,-92748529147.71,-32468021.59,-71345022.42
37,-41709409868758.15,12444720777125.84,-32084161437.51,9572862136.25
38,28979807318.72,-29388284958.42,22292159.48,-22606373.04
39,1.15,2.42,-2089111240.51,196361972.59
40,-39170547.38,91911827.61,-30131.19,70701.41
41,-1086685891997832.12,-622136642667363.50,-835912224613.72,-478566648205.66
42,-100564139356.24,-364346417186.12,-77357030.27,-280266474.76
43,7893739972.55,1149067011.30,6072107.67,883897.70
44,-288020616522.00,233486863563.74,-221554320.40,179605279.66
45,-1209219188085253996544.00,-14049552118710584475648.00,-930168606219426048.00,-10807347783623528448.00
46,-103681683.24,37108431.40,-79755.14,28544.95
47,64810870.49,-24261137.04,216036.23,-80870.46
48,-46077048867.40,-345646386169.72,-35443883.74,-265881835.52
49,73862852680.18,-8637736476.53,56817578.98,-6644412.67
50,-39434936534.85,66763146016.41,-30334566.57,51356266.17
51,-4469353159476.59,-2040186196342.62,-3437963968.83,-1569373997.19
52,-32532463674877.70,39967420556630.38,-25024972057.60,30744169658.95
53,-636372458663.12,-2855459399353.53,-489517275.89,-2196507230.27
54,-7782828425267818.00,1415787154256435.75,-5986791096359.86,1089067041735.72
55,-112701202134.27,3333957845.71,-86693232.41,2564582.96
56,-26711900004.58,-27414147532.46,-20547615.39,-21087805.79
57,-1506317329091.88,2716345547821.39,-1158705637.76,2089496575.25
58,-780083699479.45,346311990145.96,-600064384.21,266393838.57
59,-690661023204.50,-2467549409334.78,-531277710.16,-1898114930.26
60,-956873.67,28927953.17,-736.06,22252.27
61,-67265911.35,-7255367.57,-51743.01,-5581.05
62,-513449962.04,-883028713.66,-394961.51,-679252.86
63,-13728962808143468544.00,82348829771587371008.00,-10560740621648824.00,63345253670451840.00
64,-6055037.88,175098565.34,-4657.72,134691.20
