particule,x,y,vx,vy
0,42977531106.15,-25784072405.00,28651687.40,-17189381.60
1,-558862665094.70,457219164277.18,-372575110.06,304812776.18
2,-2275743685.39,3953468976.50,-1517162.46,2635645.98
3,30015894303.99,-32701935883.65,20010596.20,-21801290.59
4,-18821194284.95,143582334182.03,-12547462.86,95721556.12
5,-69522719635974.13,-84501858040212.19,-46348479757.32,-56334572026.81
6,-101781635573566850983788544.00,33637501832428170374021120.00,-1017816355735668579631104.00,336375018324281717161984.00
7,-5955295481189.48,-4157841303009.94,-3970196987.46,-2771894202.01
8,4039754.70,24825893.29,2693.17,16550.60
9,-737844113.43,6065976.63,-491896.08,4043.98
10,-20757206985.30,-36548237973.58,-13838137.99,-24365491.98
11,3368179575011.78,-41536799367493.44,2245453050.01,-27691199578.33
12,2682024775.53,-760466287.75,1788016.52,-506977.53
13,0.00,0.00,-4223846562777545.00,-4326397453399593.50
14,-48856263.95,156857970.26,-32570.84,104571.98
15,-931485753.64,-1189848311.75,-620990.50,-793232.21
16,949346550485.92,-1041585989679.53,632897700.32,-694390659.79
17,-3389222157.56,-4163709582.63,-2259481.44,-2775806.39
18,-707880198912.74,-1414906675689.82,-471920132.61,-943271117.13
19,548494.30,478579.51,365.66,319.05
20,467557778977727.00,412705181148424.50,4675577872638.80,4127051942219.28
21,2841127969459440.00,-308990156594718.75,1894085312972.96,-205993437729.81
22,-23183462.86,-33237419.77,-15455.64,-22158.28
23,68641510.47,87741349.49,45761.01,58494.23
24,-58110304513.98,67156030596.86,-38740203.01,44770687.06
25,375781555.54,14140309.01,250521.04,9426.87
26,18093443668.10,-7528233677.81,12062295.78,-5018822.45
27,-2438712.12,2681209.01,-1625.81,1787.47
28,-84980168.11,-65654244.89,-56653.45,-43769.50
29,-2004273.48,-806894.19,-1336.18,-537.93
30,-811351193.95,-2651908773.55,-540900.80,-1767939.18
31,-46349681506.60,-395857203633.10,-30899787.67,-263904802.42
32,9498778564124.29,-23710136234535.59,6332519042.75,-15806757489.69
33,9051361991.32,5307370690.96,6034241.33,3538247.13
34,365386.93,-19442591.97,243.59,-12961.73
35,-5047017.62,2481491.08,-3364.68,1654.33
36,-4870203.24,-10701753.36,-3246.80,-7134.50
37,-4812624215.63,1435929320.44,-3208416.14,957286.21
38,3343823.92,-3390955.96,2229.22,-2260.64
39,-41782224.79,3927239.50,-208911.12,19636.20
40,-4519.68,10605.21,-3.01,7.07
41,-125386833692.06,-71784997230.85,-83591222.46,-47856664.82
42,-11603554.54,-42039971.21,-7735.70,-28026.65
43,910816.15,132584.66,607.21,88.39
44,-33233148.06,26940791.95,-22155.43,17960.53
45,-139525290932913904.00,-1621102167543528960.00,-93016860621942.61,-1080734778362352.88
46,-11963.27,4281.74,-7.98,2.85
47,10801.81,-4043.52,21.60,-8.09
48,-5316582.56,-39882275.33,-3544.39,-26588.18
49,8522636.85,-996661.90,5681.76,-664.44
50,-4550184.98,7703439.92,-3033.46,5135.63
51,-515694595.32,-235406099.58,-343796.40,-156937.40
52,-3753745808.64,4611625448.84,-2502497.21,3074416.97
53,-73427591.38,-329476084.54,-48951.73,-219650.72
54,-898018664453.98,163360056260.36,-598679109.64,108906704.17
55,-13003984.86,384687.44,-8669.32,256.46
56,-3082142.31,-3163170.87,-2054.76,-2108.78
57,-173805845.66,313424486.29,-115870.56,208949.66
58,-90009657.63,39959075.79,-60006.44,26639.38
59,-79691656.52,-284717239.54,-53127.77,-189811.49
60,-110.41,3337.84,-0.07,2.23
61,-7761.45,-837.16,-5.17,-0.56
62,-59244.23,-101887.93,-39.50,-67.93
63,-1584111093247323.50,9501788050567774.00,-1056074062164.88,6334525367045.18
64,-698.66,20203.68,-0.47,13.47
65,165358687.58,-37875219.22,110239.13,-25250.15
66,-2980.57,26203.72,-1.99,17.47
67,287553.22,453856.69,191.70,302.57
68,10341.54,9206.77,6.89,6.14
69,1458.16,2208.49,0.97,1.47
70,18376375.47,30391197.47,12250.92,20260.80
71,-2282939817.39,5373137423.93,-1521959.88,3582091.62
72,98617504.44,84519558.47,65745.00,56346.37
73,1115727882.24,531272316.16,743818.59,354181.54
74,709438.39,-82890.33,472.96,-55.26
75,-162787821023.96,-162787832833.49,-108525214.02,-108525221.89
76,3106.47,1552.60,2.07,1.04
77,113549.73,287519.76,75.70,191.68
78,57.91,-52.99,0.04,-0.04
79,-64097832.69,70845431.31,-42731.89,47230.29
80,11.92,141.50,0.01,0.09
81,239185.96,1037092.84,159.46,691.40
82,52549607324.24,52549600884.09,35033071.55,35033067.26
83,-504266469403.59,864426898624.28,-336177646.27,576284599.08
84,-50405096.37,39435476.22,-33603.40,26290.32
85,-263.05,418.43,-0.18,0.28
86,0.03,-0.02,0.01,-0.01
87,8262.46,5058.48,5.51,3.37
88,-0.60,0.96,-0.00,0.00
89,2399920.68,-69590188.00,1599.95,-46393.46
90,2516.46,6589.43,1.68,4.39
91,4.52,-0.78,0.00,-0.00
92,39858.33,-30890.55,26.57,-20.59
93,-0.01,0.00,2688.93,3155.87
94,0.67,0.43,0.00,0.00
95,-1139261930.20,-1290985667.62,-759507.95,-860657.11
96,782592712.13,-65216062.21,521728.47,-43477.37
97,0.02,0.02,0.66,0.53
98,17177553.26,40724255.79,325102149082010845773634719449088.00,526840265153808125745171471007744.00
99,-8590544736965017.00,1010212261003863.88,-14317574561608.36,1683687101673.11
