particule,x,y,vx,vy
0,-9620890698876831744.00,-1176359287964248832.00,-16034817831461386.00,-1960598813273748.00
1,57319.66,-50888.89,31.84,-28.27
2,-1711.92,3261.82,-1.07,2.04
3,437846047.34,2063256107.18,257556.50,1213680.06
4,0.01,0.01,-15787817220386883584.00,-24069274898439372800.00
5,2614501.15,-2822242.27,1376.05,-1485.39
6,343507136724591680.00,254650140855195040.00,429383920905739.62,318312676068993.81
7,25823382202729323141529600.00,5724026204278401661927424.00,258233822027293231415296.00,57240262042784014270464.00
8,-0.08,-0.01,-0.00,-0.00
9,-0.20,0.53,-0.00,0.00
10,-198.43,-23.21,-0.12,-0.01
11,-196.42,-1259.40,-0.13,-0.84
12,98533234944.77,104130422506.64,61583271.84,65081514.07
13,231180785456098246656.00,147722274689202487296.00,330258264937283264.00,211031820984575008.00
14,4272809463838315905024.00,632825815233672118272.00,10682023659595790336.00,1582064538084180224.00
15,-0.00,-0.01,284.34,32608.92
16,-895136709108943913171141263360.00,226210704726032490208635650048.00,-2983789030363146340586749952.00,754035682420108353838514176.00
17,-64184879752.10,-81113608542.33,-42789919.83,-54075739.03
18,-2225333686662375262682341481381888.00,21277837417987247481254354568085504.00,-11126668433311875682907759575040.00,106389187089936232362240190185472.00
19,1.48,0.51,0.00,0.00
20,-158691847648.54,166379905897.75,-105794565.10,110919937.27
21,63.19,-24.43,0.03,-0.01
22,4.85,-6.45,0.00,-0.00
23,43646030634218803953664.00,-4919554699959091593216.00,436460341120484704256.00,-49195549208912306176.00
24,-70093376.13,268526912.80,-50066.70,191804.94
25,-4165573096158845489391861760.00,-9319989141332889652099547136.00,-20827865480794228305952768.00,-46599945706664447916900352.00
26,-0.14,-0.19,-0.00,-0.00
27,1328419657470688100352.00,-1624746835475259719680.00,1660524571838360576.00,-2030933544344075008.00
28,1.78,3.33,0.00,0.00
29,0.01,-0.04,-252160733920358400000.00,2348740246059737415680.00
30,-1.28,0.08,-0.00,0.00
31,-0.00,0.00,348857978771514947796992.00,133121540334314414145536.00
32,-9957475.51,-15972686.94,-6223.42,-9982.93
33,-12953614250623662580985941655220649984.00,-40142007966273616229586068816166649856.00,-129536142506236621382640838861914112.00,-401420079662736159344381636368138240.00
34,-60052560551.26,45444313331.83,-2712999643702202141983848782031224832.00,2066852061244456610282803345045323776.00
35,-1584932803188.23,1630262908309.92,-1219179079.38,1254048391.01
36,332969415.67,-34725107.27,195864.36,-20426.53
37,0.21,0.20,0.00,0.00
38,-0.21,-0.34,-0.00,-0.00
39,11.91,-5.46,0.01,-0.00
40,-0.18,-0.01,-0.00,-0.00
