//CSV contenant les positions et les vitesses de N=10 particules évoluant dans un espace infini durant T=1000 tours.
//Chaque particule est décrite à chaque tour par sa position x et y et sa vitesse vx et vy (ex pour la particule 0 : x0,y0,vx0,vy0).

Tour,x0,y0,vx0,vy0,x1,y1,vx1,vy1,x2,y2,vx2,vy2,x3,y3,vx3,vy3,x4,y4,vx4,vy4,x5,y5,vx5,vy5,x6,y6,vx6,vy6,x7,y7,vx7,vy7,x8,y8,vx8,vy8,x9,y9,vx9,vy9
600,-6018.00,-66.99,-10.00,0.00,5426.01,1137.98,9.00,2.00,-1158.14,4159.53,-2.00,7.00,-6014.00,6011.00,-10.00,10.00,4116.38,-73.72,7.00,0.00,3057.00,-630.00,5.00,-1.00,703.95,-2327.25,1.12,-3.88,6072.00,544.00,10.00,1.00,-5473.00,6073.00,-9.00,10.00,662.03,-3044.05,1.00,-5.00
610,-6118.00,-66.99,-10.00,0.00,5516.01,1157.98,9.00,2.00,-1178.16,4229.56,-2.00,7.00,-6114.00,6111.00,-10.00,10.00,4186.37,-73.71,7.00,0.00,3107.00,-640.00,5.00,-1.00,715.14,-2366.01,1.12,-3.88,6172.00,554.00,10.00,1.00,-5563.00,6173.00,-9.00,10.00,672.03,-3094.05,1.00,-5.00
620,-6218.00,-66.99,-10.00,0.00,5606.01,1177.98,9.00,2.00,-1198.18,4299.58,-2.00,7.00,-6214.00,6211.00,-10.00,10.00,4256.35,-73.71,7.00,0.00,3157.00,-650.00,5.00,-1.00,726.32,-2404.78,1.12,-3.88,6272.00,564.00,10.00,1.00,-5653.00,6273.00,-9.00,10.00,682.03,-3144.06,1.00,-5.00
630,-6318.00,-66.99,-10.00,0.00,5696.01,1197.98,9.00,2.00,-1218.19,4369.61,-2.00,7.00,-6314.00,6311.00,-10.00,10.00,4326.34,-73.70,7.00,0.00,3207.00,-660.00,5.00,-1.00,737.51,-2443.54,1.12,-3.88,6372.00,574.00,10.00,1.00,-5743.00,6373.00,-9.00,10.00,692.03,-3194.06,1.00,-5.00
640,-6418.00,-66.99,-10.00,0.00,5786.01,1217.98,9.00,2.00,-1238.21,4439.64,-2.00,7.00,-6414.00,6411.00,-10.00,10.00,4396.33,-73.70,7.00,0.00,3257.00,-670.00,5.00,-1.00,748.70,-2482.31,1.12,-3.88,6472.00,584.00,10.00,1.00,-5833.00,6473.00,-9.00,10.00,702.03,-3244.06,1.00,-5.00
650,-6518.00,-66.99,-10.00,0.00,5876.02,1237.98,9.00,2.00,-1258.23,4509.66,-2.00,7.00,-6514.00,6511.00,-10.00,10.00,4466.32,-73.69,7.00,0.00,3307.00,-680.00,5.00,-1.00,759.89,-2521.07,1.12,-3.88,6572.00,594.00,10.00,1.00,-5923.00,6573.00,-9.00,10.00,712.04,-3294.06,1.00,-5.00
660,-6618.00,-66.99,-10.00,0.00,5966.02,1257.98,9.00,2.00,-1278.25,4579.69,-2.00,7.00,-6614.00,6611.00,-10.00,10.00,4536.31,-73.69,7.00,0.00,3357.00,-690.00,5.00,-1.00,771.07,-2559.84,1.12,-3.88,6672.00,604.00,10.00,1.00,-6013.00,6673.00,-9.00,10.00,722.04,-3344.06,1.00,-5.00
670,-6718.00,-66.99,-10.00,0.00,6056.02,1277.98,9.00,2.00,-1298.27,4649.71,-2.00,7.00,-6714.00,6711.00,-10.00,10.00,4606.30,-73.68,7.00,0.00,3407.00,-700.00,5.00,-1.00,782.26,-2598.60,1.12,-3.88,6772.00,614.00,10.00,1.00,-6103.00,6773.00,-9.00,10.00,732.04,-3394.06,1.00,-5.00
680,-6818.00,-66.99,-10.00,0.00,6146.02,1297.98,9.00,2.00,-1318.29,4719.74,-2.00,7.00,-6814.00,6811.00,-10.00,10.00,4676.29,-73.68,7.00,0.00,3457.00,-710.00,5.00,-1.00,793.45,-2637.37,1.12,-3.88,6872.00,624.00,10.00,1.00,-6193.00,6873.00,-9.00,10.00,742.04,-3444.06,1.00,-5.00
690,-6918.00,-66.99,-10.00,0.00,6236.02,1317.98,9.00,2.00,-1338.31,4789.76,-2.00,7.00,-6914.00,6911.00,-10.00,10.00,4746.28,-73.67,7.00,0.00,3507.00,-720.00,5.00,-1.00,804.63,-2676.13,1.12,-3.88,6972.00,634.00,10.00,1.00,-6283.00,6973.00,-9.00,10.00,752.04,-3494.06,1.00,-5.00
700,-7018.00,-66.99,-10.00,0.00,6326.02,1337.98,9.00,2.00,-1358.33,4859.79,-2.00,7.00,-7014.00,7011.00,-10.00,10.00,4816.27,-73.67,7.00,0.00,3557.00,-730.00,5.00,-1.00,815.82,-2714.90,1.12,-3.88,7072.00,644.00,10.00,1.00,-6373.00,7073.00,-9.00,10.00,762.04,-3544.06,1.00,-5.00
710,-7118.00,-66.99,-10.00,0.00,6416.02,1357.98,9.00,2.00,-1378.35,4929.82,-2.00,7.00,-7114.00,7111.00,-10.00,10.00,4886.26,-73.66,7.00,0.00,3607.00,-740.00,5.00,-1.00,827.01,-2753.66,1.12,-3.88,7172.00,654.00,10.00,1.00,-6463.00,7173.00,-9.00,10.00,772.04,-3594.06,1.00,-5.00
720,-7218.00,-66.99,-10.00,0.00,6506.02,1377.98,9.00,2.00,-1398.37,4999.84,-2.00,7.00,-7214.00,7211.00,-10.00,10.00,4956.25,-73.66,7.00,0.00,3657.00,-750.00,5.00,-1.00,838.19,-2792.43,1.12,-3.88,7272.00,664.00,10.00,1.00,-6553.00,7273.00,-9.00,10.00,782.04,-3644.06,1.00,-5.00
730,-7318.00,-66.99,-10.00,0.00,6596.02,1397.98,9.00,2.00,-1418.39,5069.87,-2.00,7.00,-7314.00,7311.00,-10.00,10.00,5026.24,-73.65,7.00,0.00,3707.00,-760.00,5.00,-1.00,849.38,-2831.19,1.12,-3.88,7372.00,674.00,10.00,1.00,-6643.00,7373.00,-9.00,10.00,792.04,-3694.07,1.00,-5.00
740,-7418.00,-66.99,-10.00,0.00,6686.02,1417.98,9.00,2.00,-1438.40,5139.89,-2.00,7.00,-7414.00,7411.00,-10.00,10.00,5096.23,-73.65,7.00,0.00,3757.00,-770.00,5.00,-1.00,860.57,-2869.96,1.12,-3.88,7472.00,684.00,10.00,1.00,-6733.00,7473.00,-9.00,10.00,802.04,-3744.07,1.00,-5.00
750,-7518.00,-66.99,-10.00,0.00,6776.02,1437.98,9.00,2.00,-1458.42,5209.92,-2.00,7.00,-7514.00,7511.00,-10.00,10.00,5166.21,-73.64,7.00,0.00,3807.00,-780.00,5.00,-1.00,871.75,-2908.72,1.12,-3.88,7572.00,694.00,10.00,1.00,-6823.00,7573.00,-9.00,10.00,812.04,-3794.07,1.00,-5.00
760,-7618.00,-66.99,-10.00,0.00,6866.02,1457.98,9.00,2.00,-1478.44,5279.94,-2.00,7.00,-7614.00,7611.00,-10.00,10.00,5236.20,-73.64,7.00,0.00,3857.00,-790.00,5.00,-1.00,882.94,-2947.49,1.12,-3.88,7672.00,704.00,10.00,1.00,-6913.00,7673.00,-9.00,10.00,822.04,-3844.07,1.00,-5.00
770,-7718.00,-66.99,-10.00,0.00,6956.02,1477.98,9.00,2.00,-1498.46,5349.97,-2.00,7.00,-7714.00,7711.00,-10.00,10.00,5306.19,-73.63,7.00,0.00,3907.00,-800.00,5.00,-1.00,894.13,-2986.25,1.12,-3.88,7772.00,714.00,10.00,1.00,-7003.00,7773.00,-9.00,10.00,832.04,-3894.07,1.00,-5.00
780,-7818.00,-66.99,-10.00,0.00,7046.02,1497.98,9.00,2.00,-1518.48,5420.00,-2.00,7.00,-7814.00,7811.00,-10.00,10.00,5376.18,-73.63,7.00,0.00,3957.00,-810.00,5.00,-1.00,905.31,-3025.02,1.12,-3.88,7872.00,724.00,10.00,1.00,-7093.00,7873.00,-9.00,10.00,842.04,-3944.07,1.00,-5.00
790,-7918.00,-66.99,-10.00,0.00,7136.02,1517.98,9.00,2.00,-1538.50,5490.02,-2.00,7.00,-7914.00,7911.00,-10.00,10.00,5446.17,-73.62,7.00,0.00,4007.00,-820.00,5.00,-1.00,916.50,-3063.78,1.12,-3.88,7972.00,734.00,10.00,1.00,-7183.00,7973.00,-9.00,10.00,852.04,-3994.07,1.00,-5.00
800,-8018.00,-66.99,-10.00,0.00,7226.02,1537.98,9.00,2.00,-1558.52,5560.05,-2.00,7.00,-8014.00,8011.00,-10.00,10.00,5516.16,-73.62,7.00,0.00,4057.00,-830.00,5.00,-1.00,927.69,-3102.55,1.12,-3.88,8072.00,744.00,10.00,1.00,-7273.00,8073.00,-9.00,10.00,862.04,-4044.07,1.00,-5.00
810,-8118.01,-66.99,-10.00,0.00,7316.02,1557.98,9.00,2.00,-1578.54,5630.07,-2.00,7.00,-8114.00,8111.00,-10.00,10.00,5586.15,-73.61,7.00,0.00,4107.00,-840.00,5.00,-1.00,938.87,-3141.31,1.12,-3.88,8172.00,754.00,10.00,1.00,-7363.00,8173.00,-9.00,10.00,872.04,-4094.07,1.00,-5.00
820,-8218.01,-66.99,-10.00,0.00,7406.02,1577.98,9.00,2.00,-1598.56,5700.10,-2.00,7.00,-8214.00,8211.00,-10.00,10.00,5656.14,-73.61,7.00,0.00,4157.00,-850.00,5.00,-1.00,950.06,-3180.08,1.12,-3.88,8272.00,764.00,10.00,1.00,-7453.00,8273.00,-9.00,10.00,882.04,-4144.07,1.00,-5.00
830,-8318.01,-66.99,-10.00,0.00,7496.02,1597.98,9.00,2.00,-1618.58,5770.12,-2.00,7.00,-8314.00,8311.00,-10.00,10.00,5726.13,-73.60,7.00,0.00,4207.00,-860.00,5.00,-1.00,961.25,-3218.84,1.12,-3.88,8372.00,774.00,10.00,1.00,-7543.00,8373.00,-9.00,10.00,892.05,-4194.07,1.00,-5.00
840,-8418.01,-66.99,-10.00,0.00,7586.02,1617.97,9.00,2.00,-1638.60,5840.15,-2.00,7.00,-8414.00,8411.00,-10.00,10.00,5796.12,-73.60,7.00,0.00,4257.00,-870.00,5.00,-1.00,972.43,-3257.61,1.12,-3.88,8472.00,784.00,10.00,1.00,-7633.00,8473.00,-9.00,10.00,902.05,-4244.08,1.00,-5.00
850,-8518.01,-66.99,-10.00,0.00,7676.02,1637.97,9.00,2.00,-1658.61,5910.18,-2.00,7.00,-8514.00,8511.00,-10.00,10.00,5866.11,-73.59,7.00,0.00,4307.00,-880.00,5.00,-1.00,983.62,-3296.37,1.12,-3.88,8572.00,794.00,10.00,1.00,-7723.00,8573.00,-9.00,10.00,912.05,-4294.08,1.00,-5.00
860,-8618.01,-66.99,-10.00,0.00,7766.02,1657.97,9.00,2.00,-1678.63,5980.20,-2.00,7.00,-8614.00,8611.00,-10.00,10.00,5936.10,-73.59,7.00,0.00,4357.00,-890.00,5.00,-1.00,994.81,-3335.14,1.12,-3.88,8672.00,804.00,10.00,1.00,-7813.00,8673.00,-9.00,10.00,922.05,-4344.08,1.00,-5.00
870,-8718.01,-66.99,-10.00,0.00,7856.02,1677.97,9.00,2.00,-1698.65,6050.23,-2.00,7.00,-8714.00,8711.00,-10.00,10.00,6006.09,-73.59,7.00,0.00,4407.00,-900.00,5.00,-1.00,1005.99,-3373.90,1.12,-3.88,8772.00,814.00,10.00,1.00,-7903.00,8773.00,-9.00,10.00,932.05,-4394.08,1.00,-5.00
880,-8818.01,-66.99,-10.00,0.00,7946.02,1697.97,9.00,2.00,-1718.67,6120.25,-2.00,7.00,-8814.00,8811.00,-10.00,10.00,6076.08,-73.58,7.00,0.00,4457.00,-910.00,5.00,-1.00,1017.18,-3412.67,1.12,-3.88,8872.00,824.00,10.00,1.00,-7993.00,8873.00,-9.00,10.00,942.05,-4444.08,1.00,-5.00
890,-8918.01,-66.99,-10.00,0.00,8036.02,1717.97,9.00,2.00,-1738.69,6190.28,-2.00,7.00,-8914.00,8911.00,-10.00,10.00,6146.06,-73.58,7.00,0.00,4507.00,-920.00,5.00,-1.00,1028.37,-3451.43,1.12,-3.88,8972.00,834.00,10.00,1.00,-8083.00,8973.00,-9.00,10.00,952.05,-4494.08,1.00,-5.00
900,-9018.01,-66.99,-10.00,0.00,8126.02,1737.97,9.00,2.00,-1758.71,6260.31,-2.00,7.00,-9014.00,9011.00,-10.00,10.00,6216.05,-73.57,7.00,0.00,4557.00,-930.00,5.00,-1.00,1039.55,-3490.20,1.12,-3.88,9072.00,844.00,10.00,1.00,-8173.00,9073.00,-9.00,10.00,962.05,-4544.08,1.00,-5.00
910,-9118.01,-66.99,-10.00,0.00,8216.02,1757.97,9.00,2.00,-1778.73,6330.33,-2.00,7.00,-9114.00,9111.00,-10.00,10.00,6286.04,-73.57,7.00,0.00,4607.00,-940.00,5.00,-1.00,1050.74,-3528.96,1.12,-3.88,9172.00,854.00,10.00,1.00,-8263.00,9173.00,-9.00,10.00,972.05,-4594.08,1.00,-5.00
920,-9218.01,-66.99,-10.00,0.00,8306.02,1777.97,9.00,2.00,-1798.75,6400.36,-2.00,7.00,-9214.00,9211.00,-10.00,10.00,6356.03,-73.56,7.00,0.00,4657.00,-950.00,5.00,-1.00,1061.93,-3567.73,1.12,-3.88,9272.00,864.00,10.00,1.00,-8353.00,9273.00,-9.00,10.00,982.05,-4644.08,1.00,-5.00
930,-9318.01,-66.99,-10.00,0.00,8396.02,1797.97,9.00,2.00,-1818.77,6470.38,-2.00,7.00,-9314.00,9311.00,-10.00,10.00,6426.02,-73.56,7.00,0.00,4707.00,-960.00,5.00,-1.00,1073.11,-3606.49,1.12,-3.88,9372.00,874.00,10.00,1.00,-8443.00,9373.00,-9.00,10.00,992.05,-4694.08,1.00,-5.00
940,-9418.01,-66.99,-10.00,0.00,8486.02,1817.97,9.00,2.00,-1838.79,6540.41,-2.00,7.00,-9414.00,9411.00,-10.00,10.00,6496.01,-73.55,7.00,0.00,4757.00,-970.00,5.00,-1.00,1084.30,-3645.26,1.12,-3.88,9472.00,884.00,10.00,1.00,-8533.00,9473.00,-9.00,10.00,1002.05,-4744.08,1.00,-5.00
950,-9518.01,-66.99,-10.00,0.00,8576.02,1837.97,9.00,2.00,-1858.81,6610.43,-2.00,7.00,-9514.00,9511.00,-10.00,10.00,6566.00,-73.55,7.00,0.00,4807.00,-980.00,5.00,-1.00,1095.49,-3684.02,1.12,-3.88,9572.00,894.00,10.00,1.00,-8623.00,9573.00,-9.00,10.00,1012.05,-4794.09,1.00,-5.00
960,-9618.01,-66.99,-10.00,0.00,8666.02,1857.97,9.00,2.00,-1878.82,6680.46,-2.00,7.00,-9614.00,9611.00,-10.00,10.00,6635.99,-73.54,7.00,0.00,4857.00,-990.00,5.00,-1.00,1106.67,-3722.79,1.12,-3.88,9672.00,904.00,10.00,1.00,-8713.00,9673.00,-9.00,10.00,1022.05,-4844.09,1.00,-5.00
970,-9718.01,-66.99,-10.00,0.00,8756.02,1877.97,9.00,2.00,-1898.84,6750.49,-2.00,7.00,-9714.00,9711.00,-10.00,10.00,6705.98,-73.54,7.00,0.00,4907.00,-1000.00,5.00,-1.00,1117.86,-3761.55,1.12,-3.88,9772.00,914.00,10.00,1.00,-8803.00,9773.00,-9.00,10.00,1032.05,-4894.09,1.00,-5.00
980,-9818.01,-66.99,-10.00,0.00,8846.02,1897.97,9.00,2.00,-1918.86,6820.51,-2.00,7.00,-9814.00,9811.00,-10.00,10.00,6775.97,-73.53,7.00,0.00,4957.00,-1010.00,5.00,-1.00,1129.05,-3800.32,1.12,-3.88,9872.00,924.00,10.00,1.00,-8893.00,9873.00,-9.00,10.00,1042.05,-4944.09,1.00,-5.00
990,-9918.01,-66.99,-10.00,0.00,8936.02,1917.97,9.00,2.00,-1938.88,6890.54,-2.00,7.00,-9914.00,9911.00,-10.00,10.00,6845.96,-73.53,7.00,0.00,5007.00,-1020.00,5.00,-1.00,1140.24,-3839.08,1.12,-3.88,9972.00,934.00,10.00,1.00,-8983.00,9973.00,-9.00,10.00,1052.05,-4994.09,1.00,-5.00
