i,x,y,vx,vy,ax,ay,fx,fy
0,17.362170,3.762828,-0.141572,0.886943,0.454287,-0.208605,0.454287,-0.208605
1,4.767191,1.277312,0.424180,-1.576267,-0.716030,-0.681693,-0.716030,-0.681693
2,14.290721,18.403705,-1.039774,0.656918,-0.322596,0.455797,-0.322596,0.455797
3,7.138821,0.044684,0.818677,0.272920,0.559156,0.366601,0.559156,0.366601
4,2.491032,17.625358,-1.420164,-1.611888,1.629882,1.269894,1.629882,1.269894
5,10.428470,5.953412,1.319063,-0.555103,0.576578,0.096917,0.576578,0.096917
6,13.108862,19.270162,2.228230,0.956876,5.812228,-12.961882,5.812228,-12.961882
7,19.213729,17.243025,0.144216,1.150498,-1.745854,-0.055408,-1.745854,-0.055408
8,3.957839,2.092625,0.030496,-1.158907,0.959441,-0.909880,0.959441,-0.909880
9,12.893243,4.344041,0.671068,-0.232675,-0.664751,1.308786,-0.664751,1.308786
10,11.052177,1.594664,0.114720,1.100083,0.013236,-0.054145,0.013236,-0.054145
11,11.732840,4.260440,-1.367089,-0.714401,1.863176,1.101981,1.863176,1.101981
12,6.048329,11.638396,-0.005446,0.390070,-0.525737,-0.339349,-0.525737,-0.339349
13,4.589850,18.689221,0.960092,-0.118762,-2.361538,2.816811,-2.361538,2.816811
14,14.340250,4.745760,-2.528920,-2.351771,1.026830,-0.997368,1.026830,-0.997368
15,8.562990,0.785705,-0.302542,-1.768265,-0.410768,1.508542,-0.410768,1.508542
16,1.011924,2.211409,-1.129912,-1.535734,0.481515,0.401922,0.481515,0.401922
17,16.109199,7.557890,-1.339761,0.199807,-0.832664,0.062944,-0.832664,0.062944
18,14.580335,3.075188,1.072121,-1.141230,0.682784,1.632006,0.682784,1.632006
19,6.402281,9.643664,-0.112800,-1.146232,9.266374,5.247862,9.266374,5.247862
20,1.153580,7.999229,-0.953953,-0.089929,1.178038,-2.050928,1.178038,-2.050928
21,16.511774,1.117070,-1.745660,-1.519762,1.144437,0.353483,1.144437,0.353483
22,6.640519,8.380947,-0.938000,0.254800,-2.217653,3.274624,-2.217653,3.274624
23,1.415017,0.939012,-0.611293,-0.057891,-0.853972,-0.347751,-0.853972,-0.347751
24,11.312766,7.641577,0.730932,-0.056418,1.446919,-0.355252,1.446919,-0.355252
25,5.054761,19.804350,0.933367,-0.816481,12.006756,-1.074531,12.006756,-1.074531
26,2.008702,11.391866,-0.497257,1.476181,-24.276908,8.264987,-24.276908,8.264987
27,17.473378,5.318193,0.188849,0.890198,-0.222939,0.358741,-0.222939,0.358741
28,19.175639,0.073378,-1.913293,0.516595,1.886281,0.137715,1.886281,0.137715
29,5.572302,4.775386,0.819010,-0.535722,0.045734,-0.268527,0.045734,-0.268527
30,1.048339,3.482737,-0.749682,1.661494,-0.486835,-30.853391,-0.486835,-30.853391
31,9.417601,13.649186,1.185478,-1.522800,-1.938416,2.199510,-1.938416,2.199510
