i,x,y,vx,vy,ax,ay,fx,fy
0,16.640621,4.659724,-0.116694,0.935059,0.118380,3.954063,0.118380,3.954063
1,6.018813,19.988219,1.183966,-0.960920,-1.131708,-4.096522,-1.131708,-4.096522
2,13.900479,18.125099,2.076694,1.164437,1.047985,-1.402481,1.047985,-1.402481
3,6.703601,0.833580,-0.359297,2.231134,2.130406,2.221296,2.130406,2.221296
4,1.774008,17.129920,0.350660,-0.416980,3.615835,-15.410072,3.615835,-15.410072
5,11.318926,5.774469,0.077616,0.223712,-1.420080,2.170526,-1.420080,2.170526
6,13.323699,1.334306,-0.616055,1.393245,0.917125,-0.358041,0.917125,-0.358041
7,18.344583,18.602606,-0.966117,0.309731,-0.592275,-1.324136,-0.592275,-1.324136
8,4.295390,1.430436,0.286577,0.327427,0.019084,-0.325196,0.019084,-0.325196
9,12.342709,3.760876,1.200400,-0.967728,-0.640264,-0.739357,-0.640264,-0.739357
10,11.675876,2.399885,1.072242,-0.484972,0.434175,0.575831,0.434175,0.575831
11,10.332778,4.088836,-1.541625,0.651180,-1.524800,-1.182580,-1.524800,-1.182580
12,5.744518,11.599853,0.357204,0.437200,-2.556931,-2.354341,-2.556931,-2.354341
13,4.564172,18.883233,-0.510906,-0.626872,1.765335,-3.508173,1.765335,-3.508173
14,14.702306,0.784991,0.416528,-2.903049,0.081251,0.337489,0.081251,0.337489
15,8.701944,19.070782,-0.525253,-0.931725,-1.933400,-0.168058,-1.933400,-0.168058
16,19.728752,1.436154,-0.290287,0.295464,0.057814,-0.940334,0.057814,-0.940334
17,16.094590,8.833132,0.808212,0.003215,-3.685788,1.801246,-3.685788,1.801246
18,16.252610,2.444609,-1.534868,-1.021751,1.593768,-1.353137,1.593768,-1.353137
19,6.464508,7.954108,0.550640,-1.561458,-2.351173,-1.042227,-2.351173,-1.042227
20,1.260710,6.567226,2.394289,-0.603553,3.774728,2.108067,3.774728,2.108067
21,15.011884,19.096249,-0.402539,-1.372122,-1.004443,-0.899287,-1.004443,-0.899287
22,5.128893,8.219761,-0.991943,0.338737,0.107680,-1.466939,0.107680,-1.466939
23,1.910628,0.910749,0.324308,-0.006329,0.011252,-0.038823,0.011252,-0.038823
24,9.951113,6.337966,-1.447846,-0.096790,3.037228,0.815118,3.037228,0.815118
25,6.247045,18.544394,1.520822,-0.325816,1.455467,2.600146,1.455467,2.600146
26,1.081671,13.400052,2.328628,-0.417633,-0.094242,0.132939,-0.094242,0.132939
27,17.691679,5.316395,1.101055,0.352291,-38.782423,23.840961,-38.782423,23.840961
28,17.358437,19.960223,-1.458122,-0.603522,0.762523,0.043582,0.762523,0.043582
29,5.380848,5.044623,-0.365520,-0.011983,0.169654,0.593431,0.169654,0.593431
30,0.183277,3.410606,0.099961,0.748392,-1.334939,-0.124910,-1.334939,-0.124910
31,10.250823,12.539632,0.922406,-1.398422,3.823747,-7.563601,3.823747,-7.563601
32,3.786910,17.798364,-0.360005,-1.666166,1.430699,2.491380,1.430699,2.491380
33,8.082642,14.824819,1.052016,-1.190053,3.508932,1.601344,3.508932,1.601344
34,11.141679,0.707691,-1.193542,-0.015775,-0.122981,-1.922114,-0.122981,-1.922114
35,17.163472,11.716559,-0.559029,0.977006,-0.182436,1.645962,-0.182436,1.645962
36,15.240411,13.860342,-0.080589,0.545535,0.026087,-0.450170,0.026087,-0.450170
37,13.650187,12.755017,-0.876576,-0.780979,3.754516,0.127014,3.754516,0.127014
38,0.247594,6.149146,-0.718144,0.954588,-2.382598,-0.875844,-2.382598,-0.875844
39,17.653736,2.751581,2.336746,-0.103305,1.839029,-1.733754,1.839029,-1.733754
40,18.745685,15.096098,-0.287401,0.252062,0.439077,-0.172063,0.439077,-0.172063
41,0.101099,13.941861,-1.779468,0.194856,-9.740977,-11.825332,-9.740977,-11.825332
42,14.886989,8.802118,1.613414,-1.085592,2.242914,0.588724,2.242914,0.588724
43,10.035818,13.568603,0.016230,-0.365250,0.639141,7.413661,0.639141,7.413661
44,6.005397,6.598018,0.329695,0.862153,-0.083995,1.133763,-0.083995,1.133763
45,3.002563,17.011271,1.338216,0.719332,-3.628096,-0.396165,-3.628096,-0.396165
46,7.751866,2.177686,0.694215,-1.244810,-0.187350,-3.112011,-0.187350,-3.112011
47,14.971732,4.237733,-1.383350,0.978280,0.599158,0.104386,0.599158,0.104386
48,13.068108,7.265976,-1.054708,-1.146271,1.579090,1.351119,1.579090,1.351119
49,8.903104,11.755631,-1.247996,0.807426,1.042572,0.421923,1.042572,0.421923
50,18.643947,17.188267,2.111017,0.303468,-2.615709,1.748443,-2.615709,1.748443
51,10.382051,10.527471,0.790000,-1.078124,-39.946851,30.588019,-39.946851,30.588019
52,11.699604,12.147588,1.614593,1.452357,-8.168367,-1.798951,-8.168367,-1.798951
53,1.236952,11.972619,0.408739,1.318866,-0.139392,1.559100,-0.139392,1.559100
54,13.079307,8.546153,-1.721295,-1.519920,9.199188,-3.033183,9.199188,-3.033183
55,3.835588,12.128410,0.409979,2.582916,-0.141981,1.701454,-0.141981,1.701454
56,9.295065,3.314582,0.288623,-1.220122,0.988180,1.248709,0.988180,1.248709
57,17.229610,13.143541,0.429800,-0.355556,-0.775993,-1.564933,-0.775993,-1.564933
58,2.305603,16.115201,-0.798340,-1.344013,-0.185214,1.519648,-0.185214,1.519648
59,18.618621,1.490909,-0.448592,-0.205882,-0.881676,-0.838520,-0.881676,-0.838520
60,18.678795,3.395766,0.724163,-0.584036,-2.657939,1.191187,-2.657939,1.191187
61,15.612658,12.795694,-0.636362,1.210819,0.530042,0.242513,0.530042,0.242513
62,18.590433,5.873490,0.825818,-1.520909,6.058255,1.294478,6.058255,1.294478
63,5.468536,13.117867,1.362862,2.111040,-5.372616,2.758202,-5.372616,2.758202
64,5.229041,10.599417,-0.319768,0.217523,-0.936433,-0.032929,-0.936433,-0.032929
