i,x,y,vx,vy,ax,ay,fx,fy
0,16.476540,5.157394,-0.328286,0.586388,1.790450,1.691092,1.790450,1.691092
1,6.544431,19.446128,-0.460916,-0.364711,2.463958,-1.971200,2.463958,-1.971200
2,13.594989,18.379254,-1.343427,0.097934,0.466744,0.076680,0.466744,0.076680
3,6.645149,2.039050,0.424188,2.210882,2.587925,0.415035,2.587925,0.415035
4,1.642983,16.759602,-0.694613,-0.503933,1.809973,-0.713476,1.809973,-0.713476
5,11.606320,6.058617,1.239192,0.562660,-3.283080,-2.140053,-3.283080,-2.140053
6,13.327873,2.020373,1.722355,0.687619,0.743060,-5.771306,0.743060,-5.771306
7,17.821289,18.997921,-1.071874,0.418270,-5.733246,-26.795004,-5.733246,-26.795004
8,4.457879,1.577673,0.295960,0.219081,0.019168,-0.106561,0.019168,-0.106561
9,12.936287,3.004158,1.256169,-1.497186,-0.824497,7.425218,-0.824497,7.425218
10,12.020057,2.402502,-1.295078,0.674397,0.133586,-1.656261,0.133586,-1.656261
11,9.293104,4.176824,-1.995545,-0.437295,0.161787,-2.275638,0.161787,-2.275638
12,5.687100,11.593346,0.045924,0.330718,0.356838,0.968795,0.356838,0.968795
13,4.318454,18.854333,0.156547,0.007005,2.056078,-3.292880,2.056078,-3.292880
14,14.748874,19.469404,-0.442915,-1.513657,0.504156,-1.248142,0.504156,-1.248142
15,8.549561,18.350706,0.119121,-1.712871,-2.343450,0.186454,-2.343450,0.186454
16,19.419138,1.584890,-0.899756,0.510958,-1.405825,2.323152,-1.405825,2.323152
17,16.655654,9.046685,0.860271,0.382660,-1.655933,-0.889791,-1.655933,-0.889791
18,15.557411,1.676841,-0.856196,-1.743529,1.276113,-0.836934,1.276113,-0.836934
19,7.030151,7.701014,1.437078,0.221179,1.160963,0.553196,1.160963,0.553196
20,2.694435,6.507338,2.753313,0.576583,0.714160,3.144917,0.714160,3.144917
21,16.045363,18.585677,3.138689,-1.737871,-0.285901,-0.905164,-0.285901,-0.905164
22,4.548306,8.214863,0.541454,0.776445,0.725091,5.688570,0.725091,5.688570
23,2.103758,0.896253,0.380799,-0.054633,0.196393,-0.153860,0.196393,-0.153860
24,9.162392,6.247260,-1.555030,-0.313267,2.186676,0.229697,2.186676,0.229697
25,6.830466,18.316573,-0.035801,0.630473,-22.060389,38.173489,-22.060389,38.173489
26,2.352114,13.567141,0.686255,-0.257048,-18.587077,-13.881449,-18.587077,-13.881449
27,17.380447,6.034579,-0.570870,1.294503,-3.673349,-1.248944,-3.673349,-1.248944
28,16.656820,19.702252,-0.934946,-0.301573,2.588415,-0.309148,2.588415,-0.309148
29,5.207920,5.110533,-0.175325,0.293281,1.025229,1.176047,1.025229,1.176047
30,0.413281,3.934434,1.285538,1.311722,-2.423676,-0.205038,-2.423676,-0.205038
31,10.822851,11.985864,0.405642,-0.418519,1.172342,0.793275,1.172342,0.793275
32,4.297589,17.400041,0.674910,-1.063449,-0.635271,0.956435,-0.635271,0.956435
33,9.428309,14.428651,2.452008,-0.807129,0.398621,-1.182477,0.398621,-1.182477
34,10.557971,0.499582,-0.667311,-0.663256,1.928073,-0.770416,1.928073,-0.770416
35,16.686894,12.037751,-1.075431,0.146399,0.432978,1.470058,0.432978,1.470058
36,15.109529,14.381044,-0.166090,0.575012,0.522877,-2.345365,0.522877,-2.345365
37,14.215240,12.276444,1.419165,-0.726637,0.928490,0.766667,0.928490,0.766667
38,19.826652,6.593201,-0.985885,0.371297,-0.719746,-2.299692,-0.719746,-2.299692
39,18.545254,2.386663,1.303536,-0.936701,-12.851858,-16.523259,-12.851858,-16.523259
40,18.686273,15.141287,0.142685,-0.279460,0.321788,-0.673628,0.321788,-0.673628
41,19.162717,14.108720,-1.801098,0.709357,-0.447674,0.570158,-0.447674,0.570158
42,15.526384,8.247589,0.879957,-1.062455,-0.571764,-0.259715,-0.571764,-0.259715
43,10.193864,13.172590,-0.281814,-0.978933,1.747139,-0.972276,1.747139,-0.972276
44,5.795250,6.415531,0.026549,-1.556390,-0.706360,-0.401170,-0.706360,-0.401170
45,3.017194,16.438193,-0.002885,-1.420046,-2.181257,-0.351555,-2.181257,-0.351555
46,7.928145,1.670875,-0.224669,-0.449593,-2.026312,2.157749,-2.026312,2.157749
47,14.233801,4.801723,-1.338993,1.045933,-0.607654,0.313828,-0.607654,0.313828
48,12.475525,6.694782,-1.271997,-0.636417,5.595156,-8.398841,5.595156,-8.398841
49,8.287235,12.236518,-1.059939,0.891843,-0.130436,0.154861,-0.130436,0.154861
50,19.590360,17.497294,1.517217,0.644696,0.139762,0.067243,0.139762,0.067243
51,9.947085,10.683861,-0.614972,0.503467,0.822668,0.871965,0.822668,0.871965
52,11.770443,11.162691,0.211556,-1.572796,-19.461843,53.962995,-19.461843,53.962995
53,1.362744,12.465523,0.213629,0.555173,0.859923,0.992139,0.859923,0.992139
54,12.250386,7.717167,-1.631336,-0.694174,9.120279,1.481016,9.120279,1.481016
55,4.440641,12.993663,1.327982,1.113599,-0.032230,0.117419,-0.032230,0.117419
56,9.521991,2.919481,0.333383,-0.101360,-0.946160,2.207179,-0.946160,2.207179
57,17.519111,13.202404,0.587982,0.621568,-0.725925,-1.006795,-0.725925,-1.006795
58,2.197130,15.612890,1.590076,0.501050,-1.503364,1.958991,-1.503364,1.958991
59,18.340366,1.293873,-0.653251,-1.040727,-1.809305,-2.668351,-1.809305,-2.668351
60,19.219926,3.132537,0.585899,-1.065134,15.094824,18.069157,15.094824,18.069157
61,15.384234,13.196613,-0.507744,0.875161,-1.033048,1.202348,-1.033048,1.202348
62,19.447749,5.372017,1.855326,-0.128586,0.571189,1.289576,0.571189,1.289576
63,6.288494,14.127873,1.836812,1.446491,1.976435,-0.507301,1.976435,-0.507301
64,4.772719,10.477212,-1.151906,-0.301777,-1.263312,0.506326,-1.263312,0.506326
65,4.980039,7.228373,0.574590,2.442086,0.545754,-4.178244,0.545754,-4.178244
66,3.157082,14.167592,0.892740,2.823086,17.722542,13.397543,17.722542,13.397543
67,16.799692,0.965005,1.055628,-0.686972,0.206133,-2.195193,0.206133,-2.195193
68,11.373663,8.258150,-0.991827,-1.532455,-11.046469,6.597897,-11.046469,6.597897
69,8.002485,8.362341,-1.701293,-0.638965,-1.537622,-1.126258,-1.537622,-1.126258
70,3.693099,7.548588,-0.997751,-1.451846,-3.850942,-2.824746,-3.850942,-2.824746
71,1.361918,17.940074,-0.475138,-0.991750,0.315743,-2.424252,0.315743,-2.424252
72,16.209827,17.207282,0.795791,0.922113,6.313806,-0.497368,6.313806,-0.497368
73,15.232199,10.316524,-0.168954,0.589963,0.198438,-0.157491,0.198438,-0.157491
74,11.775682,19.974215,1.085660,1.269183,-1.857086,0.853056,-1.857086,0.853056
75,12.329006,13.330956,-0.742487,1.112162,11.230180,3.331477,11.230180,3.331477
76,14.455317,7.604969,-0.249922,1.841399,1.958638,1.121064,1.958638,1.121064
77,15.253125,17.670069,0.872923,0.823930,-4.304131,4.847177,-4.304131,4.847177
78,16.787429,3.978708,-0.798999,0.883044,-0.421665,2.356466,-0.421665,2.356466
79,12.788155,5.536139,0.229675,-1.644088,-2.046098,2.803010,-2.046098,2.803010
80,2.467584,7.819449,-0.519009,0.872197,2.683945,-0.268726,2.683945,-0.268726
81,6.471222,12.595180,-0.137830,0.271510,-1.369175,-0.844296,-1.369175,-0.844296
82,1.105863,15.148900,-0.819931,-0.073902,2.146903,1.148118,2.146903,1.148118
83,7.871851,19.277510,1.993809,0.129524,-2.576342,-1.979113,-2.576342,-1.979113
84,6.361808,3.827762,0.399818,1.192794,0.516274,-0.238037,0.516274,-0.238037
85,2.382314,9.021486,-0.761097,0.747236,0.940534,-1.891160,0.940534,-1.891160
86,3.536633,19.610397,-0.750864,0.392191,-2.113158,2.098626,-2.113158,2.098626
87,3.511335,10.152541,-0.179471,0.043888,1.657224,-0.120158,1.657224,-0.120158
88,10.388653,6.438384,-0.783186,-1.015569,0.126798,-0.921936,0.126798,-0.921936
89,17.654559,17.678576,0.154044,-0.110393,-0.882657,1.988511,-0.882657,1.988511
