i,x,y,vx,vy,ax,ay,fx,fy
0,16.454106,5.449022,0.060906,0.836107,0.027372,-1.485849,0.027372,-1.485849
1,6.242747,19.823853,-0.640109,0.980898,0.245115,-0.629685,0.245115,-0.629685
2,13.009371,18.423397,-1.167100,0.019409,0.090547,-0.794573,0.090547,-0.794573
3,6.715591,3.012311,-0.346603,1.924490,1.699218,1.204734,1.699218,1.204734
4,1.488749,16.261283,-0.103998,-1.847442,0.725961,-0.758792,0.725961,-0.758792
5,11.223926,5.645606,-1.164140,-0.952858,-0.555335,0.175275,-0.555335,0.175275
6,14.409259,1.696144,2.488532,-0.891829,1.570156,-1.477346,1.570156,-1.477346
7,17.679794,18.726549,0.374639,-2.473680,-3.907700,1.652221,-3.907700,1.652221
8,4.596544,1.670285,0.292403,0.176677,-0.004065,-0.084183,-0.004065,-0.084183
9,13.076771,2.893235,-0.039679,-0.292496,-1.114589,-0.310918,-1.114589,-0.310918
10,11.630663,2.752497,-0.428022,0.821188,1.298038,0.107787,1.298038,0.107787
11,8.405467,3.703383,-1.642775,-1.328869,4.925296,14.006356,4.925296,14.006356
12,5.708690,11.809119,-0.344225,0.062368,-0.704051,-0.452447,-0.704051,-0.452447
13,4.278853,18.879887,-0.437242,0.285883,-1.569119,1.227815,-1.569119,1.227815
14,14.571968,18.602480,-0.364723,-2.113450,-5.836357,1.443980,-5.836357,1.443980
15,8.344564,17.670674,-0.480114,-0.869471,10.792197,9.731919,10.792197,9.731919
16,19.536653,1.271412,0.040551,-0.880304,-2.748306,0.374210,-2.748306,0.374210
17,16.945944,9.152443,0.475729,0.118592,-0.332548,-0.270949,-0.332548,-0.270949
18,15.256868,0.826703,-0.478516,-1.652453,-0.435206,1.887969,-0.435206,1.887969
19,6.846887,7.154754,-0.882335,1.148187,-2.181890,20.489775,-2.181890,20.489775
20,3.314313,5.886412,0.764104,-2.096199,0.298651,0.008031,0.298651,0.008031
21,16.616132,18.181275,1.080037,-0.300128,18.247368,-1.854803,18.247368,-1.854803
22,4.448744,8.953272,-0.210973,1.728760,7.051428,11.973889,7.051428,11.973889
23,2.323670,0.833246,0.609404,-0.278230,0.902824,-1.003727,0.902824,-1.003727
24,8.638060,6.105946,-0.762777,-0.317832,1.029055,-0.169375,1.029055,-0.169375
25,6.927869,18.348211,0.615324,-0.458562,1.378715,-1.182325,1.378715,-1.182325
26,2.490641,13.329514,0.686053,-0.241916,11.634236,6.450459,11.634236,6.450459
27,18.094685,6.342707,2.012707,0.476972,1.967335,0.145692,1.967335,0.145692
28,16.630841,19.509926,0.788835,-0.692006,2.841575,-2.376936,2.841575,-2.376936
29,4.999909,5.014831,-1.006204,-1.126608,1.277435,1.409082,1.277435,1.409082
30,0.816554,4.508112,1.411489,-0.237450,3.991060,-8.948341,3.991060,-8.948341
31,10.525987,11.753148,-0.700026,-1.273654,10.616754,8.278817,10.616754,8.278817
32,4.518121,16.927157,0.503931,-0.956573,21.628058,8.671301,21.628058,8.671301
33,10.643488,13.814847,2.802527,-1.886761,2.452235,0.912675,2.452235,0.912675
34,10.386828,0.159996,-0.204369,-0.726855,0.182871,0.005430,0.182871,0.005430
35,16.163626,12.198115,-1.393315,0.439811,-2.098452,0.190277,-2.098452,0.190277
36,15.039315,14.643058,-0.171751,0.676561,0.113097,-2.208984,0.113097,-2.208984
37,15.006603,12.035244,2.073990,-0.324859,1.964505,0.339978,1.964505,0.339978
38,19.347833,6.515508,-1.076916,-0.609844,-1.503461,-1.572292,-1.503461,-1.572292
39,18.143936,2.151322,-1.073089,0.258838,-1.531548,26.891356,-1.531548,26.891356
40,18.593323,15.468861,-0.279581,0.658897,-0.062284,-1.428097,-0.062284,-1.428097
41,18.556047,14.035581,0.501190,1.067126,1.013295,2.195516,1.013295,2.195516
42,15.803502,7.756869,0.300811,-1.073822,-0.465440,-1.324464,-0.465440,-1.324464
43,10.178850,12.826953,-0.239327,0.341167,0.726057,-2.682452,0.726057,-2.682452
44,5.630399,5.997310,-1.232309,0.094472,1.828019,-0.601101,1.828019,-0.601101
45,3.589560,16.553514,1.248270,3.237931,-22.073999,-6.506588,-22.073999,-6.506588
46,7.641461,1.725900,-0.926914,0.279798,-0.510264,0.628132,-0.510264,0.628132
47,13.769915,5.332417,-0.234464,1.232769,-3.433093,1.127099,-3.433093,1.127099
48,12.957407,6.392069,1.145756,-1.041744,-0.039353,-2.633272,-0.039353,-2.633272
49,7.738210,12.679381,-1.394759,1.005680,-1.827298,0.309787,-1.827298,0.309787
50,0.199400,17.844395,-0.228273,1.122344,1.697045,-0.921020,1.697045,-0.921020
51,9.771137,11.038223,-0.214068,0.941734,-7.466076,-6.946516,-7.466076,-6.946516
52,11.728569,11.231439,0.076322,0.034384,-2.325933,1.389909,-2.325933,1.389909
53,1.581672,12.845145,0.125936,0.677900,-11.627773,-6.122084,-11.627773,-6.122084
54,11.822774,7.523888,-1.088470,-0.448809,-1.116065,-0.452969,-1.116065,-0.452969
55,5.101042,13.497021,1.575606,0.951500,1.187363,-0.887331,1.187363,-0.887331
56,9.511995,3.083576,-0.568087,0.688989,-3.720063,0.635877,-3.720063,0.635877
57,17.663267,13.384754,-1.464454,-0.839125,-1.177916,-0.782951,-1.177916,-0.782951
58,2.140575,15.330527,-0.615896,-0.593500,-0.114059,0.723939,-0.114059,0.723939
59,18.219559,1.161273,1.241921,1.647946,7.735189,-20.675594,7.735189,-20.675594
60,19.786232,3.147971,1.186290,-0.033464,1.746751,-5.495318,1.746751,-5.495318
61,15.091196,13.448374,-0.629362,-0.014341,0.256252,0.076054,0.256252,0.076054
62,0.193808,5.343473,0.202938,1.236184,-7.899206,7.676298,-7.899206,7.676298
63,6.828531,14.727122,0.639259,1.120263,1.587883,-0.489258,1.587883,-0.489258
64,4.442180,10.410748,-0.249000,-0.133862,-2.060770,-1.889671,-2.060770,-1.889671
65,5.427959,7.783917,0.802106,1.090482,-0.616393,0.158774,-0.616393,0.158774
66,3.516797,15.465017,0.248163,0.058834,-1.831141,-2.301965,-1.831141,-2.301965
67,16.269081,1.364729,-2.282843,1.436552,-0.533113,-0.918498,-0.533113,-0.918498
68,10.446035,7.797634,-1.709593,-1.092045,1.553079,-0.634467,1.553079,-0.634467
69,8.012973,8.720346,0.335152,0.977637,-0.116142,-0.218057,-0.116142,-0.218057
70,3.895188,8.084339,0.781252,2.073401,-7.894572,-10.929857,-7.894572,-10.929857
71,1.265464,17.352928,1.341245,-1.636990,-1.699899,1.040794,-1.699899,1.040794
72,16.733343,16.976015,1.178330,-1.144146,1.655011,4.024929,1.655011,4.024929
73,15.161463,10.615237,-0.158455,0.804938,-0.071123,1.565691,-0.071123,1.565691
74,12.148413,0.606029,0.631926,1.358286,-0.273502,-0.003354,-0.273502,-0.003354
75,12.284080,13.927189,-0.399606,0.998434,-1.831741,-1.351654,-1.831741,-1.351654
76,14.574525,8.506742,0.694234,1.849895,0.890099,-0.387922,0.890099,-0.387922
77,15.598411,18.311090,-1.078188,1.679910,-8.018382,0.698282,-8.018382,0.698282
78,16.449118,4.147059,-0.607169,-0.239820,0.027275,2.252266,0.027275,2.252266
79,12.504334,5.046561,-1.744734,-0.470294,1.220651,2.567410,1.220651,2.567410
80,2.493399,8.202166,0.569432,0.677766,2.004193,-0.379784,2.004193,-0.379784
81,6.367748,12.702414,0.194589,0.765997,1.363267,1.383269,1.363267,1.383269
82,0.976316,15.267235,0.360549,0.661150,1.576736,-0.045155,1.576736,-0.045155
83,8.703944,19.072602,1.652700,-0.926507,-0.489517,-1.388452,-0.489517,-1.388452
84,6.574875,4.350437,0.457089,0.958105,-0.052606,-1.337038,-0.052606,-1.337038
85,2.129809,9.256221,-0.287205,0.616694,1.685452,1.564927,1.685452,1.564927
86,3.277955,19.723737,-0.289789,0.060608,0.852569,-0.383226,0.852569,-0.383226
87,3.211538,10.045349,-1.193348,-0.600450,1.047271,-1.272664,1.047271,-1.272664
88,10.035175,5.912200,-0.636470,-1.176091,0.782459,-0.070199,0.782459,-0.070199
89,17.803633,17.617659,0.582816,-0.429857,-4.001707,-0.645670,-4.001707,-0.645670
90,16.087470,6.522060,-0.880987,1.168475,-0.207657,1.715372,-0.207657,1.715372
91,8.207885,14.517986,1.838946,0.065250,-1.718704,-0.021978,-1.718704,-0.021978
92,12.067366,17.280745,-0.306841,0.000720,0.803666,0.971478,0.803666,0.971478
93,6.902069,6.147968,0.819062,-1.627586,-0.900969,-21.023653,-0.900969,-21.023653
94,19.479231,4.167042,1.756554,-0.018802,0.923837,7.600999,0.923837,7.600999
95,7.506460,17.075682,0.039231,-0.638844,-11.933670,-6.455313,-11.933670,-6.455313
96,13.231595,9.559247,2.477343,-1.534628,0.421220,-0.253929,0.421220,-0.253929
97,17.690617,0.249127,-0.924447,0.214143,-5.860265,-8.487301,-5.860265,-8.487301
