//////////////////////////////////////////////////////
// Potentiel de Lenard-Jones dans une boîte périodique 100 x 100.
// Simulation de N = 100 particules pendant T = 1000 tours.
// Ce CSV contient 1000 tours sur les 1000.
// Constantes : sigma^2 = 10, espilon = 1, m = 1.
// Description des colonnes : particule_i,x,y,vx,vy,ax,ay
//////////////////////////////////////////////////////
###### Tour 0 ######
0,-65.00,84.00,-1.00,1.00,0.00,0.00
1,-92.00,-89.00,1.00,0.00,0.00,0.00
2,27.00,31.00,1.00,1.00,0.00,0.00
3,90.00,-4.00,-1.00,1.00,0.00,0.00
4,-81.00,-77.00,1.00,-1.00,0.00,0.00
5,45.00,-71.00,1.00,-1.00,0.00,0.00
6,1.00,-56.00,-1.00,-1.00,0.00,0.00
7,-78.00,-81.00,0.00,0.00,0.00,0.00
8,-97.00,38.00,-1.00,-1.00,0.00,0.00
9,1.00,-84.00,1.00,-1.00,0.00,0.00
10,0.00,79.00,1.00,0.00,0.00,0.00
11,-25.00,69.00,-1.00,1.00,0.00,0.00
12,92.00,44.00,1.00,0.00,0.00,0.00
13,25.00,-54.00,1.00,0.00,0.00,0.00
14,-58.00,-39.00,1.00,0.00,0.00,0.00
15,-67.00,95.00,-1.00,-1.00,0.00,0.00
16,33.00,54.00,0.00,1.00,0.00,0.00
17,70.00,-84.00,-1.00,-1.00,0.00,0.00
18,95.00,-58.00,0.00,-1.00,0.00,0.00
19,-89.00,-78.00,-1.00,-1.00,0.00,0.00
20,66.00,49.00,1.00,-1.00,0.00,0.00
21,96.00,78.00,1.00,1.00,0.00,0.00
22,91.00,77.00,0.00,0.00,0.00,0.00
23,24.00,-66.00,1.00,1.00,0.00,0.00
24,88.00,17.00,1.00,0.00,0.00,0.00
25,-15.00,-43.00,1.00,1.00,0.00,0.00
26,-1.00,-55.00,1.00,-1.00,0.00,0.00
27,-81.00,71.00,0.00,-1.00,0.00,0.00
28,21.00,66.00,0.00,1.00,0.00,0.00
29,-4.00,-50.00,1.00,0.00,0.00,0.00
30,79.00,-33.00,-1.00,0.00,0.00,0.00
31,1.00,81.00,-1.00,0.00,0.00,0.00
32,-50.00,57.00,-1.00,1.00,0.00,0.00
33,66.00,32.00,1.00,0.00,0.00,0.00
34,78.00,-79.00,1.00,1.00,0.00,0.00
35,93.00,-50.00,-1.00,1.00,0.00,0.00
36,68.00,-33.00,0.00,1.00,0.00,0.00
37,-31.00,94.00,-1.00,0.00,0.00,0.00
38,-39.00,-77.00,1.00,0.00,0.00,0.00
39,56.00,-34.00,-1.00,0.00,0.00,0.00
40,-77.00,-97.00,0.00,-1.00,0.00,0.00
41,35.00,-40.00,1.00,-1.00,0.00,0.00
42,-66.00,-60.00,-1.00,0.00,0.00,0.00
43,-10.00,-46.00,-1.00,0.00,0.00,0.00
44,-27.00,-72.00,-1.00,0.00,0.00,0.00
45,74.00,-66.00,1.00,1.00,0.00,0.00
46,-43.00,-3.00,0.00,-1.00,0.00,0.00
47,63.00,54.00,0.00,1.00,0.00,0.00
48,57.00,-82.00,-1.00,1.00,0.00,0.00
49,-70.00,-59.00,-1.00,-1.00,0.00,0.00
50,-19.00,-23.00,0.00,-1.00,0.00,0.00
51,31.00,36.00,0.00,1.00,0.00,0.00
52,16.00,61.00,-1.00,0.00,0.00,0.00
53,95.00,-9.00,0.00,1.00,0.00,0.00
54,88.00,-71.00,1.00,-1.00,0.00,0.00
55,35.00,43.00,1.00,-1.00,0.00,0.00
56,13.00,-24.00,-1.00,-1.00,0.00,0.00
57,17.00,51.00,1.00,1.00,0.00,0.00
58,-72.00,-49.00,-1.00,0.00,0.00,0.00
59,40.00,5.00,0.00,1.00,0.00,0.00
60,-34.00,-85.00,-1.00,0.00,0.00,0.00
61,6.00,-74.00,0.00,0.00,0.00,0.00
62,-92.00,-64.00,0.00,0.00,0.00,0.00
63,31.00,46.00,1.00,-1.00,0.00,0.00
64,-78.00,-71.00,0.00,0.00,0.00,0.00
65,80.00,-1.00,-1.00,-1.00,0.00,0.00
66,3.00,-40.00,1.00,-1.00,0.00,0.00
67,17.00,-66.00,-1.00,0.00,0.00,0.00
68,-51.00,99.00,-1.00,1.00,0.00,0.00
69,77.00,65.00,-1.00,1.00,0.00,0.00
70,-99.00,6.00,0.00,0.00,0.00,0.00
71,-48.00,-31.00,1.00,-1.00,0.00,0.00
72,-2.00,-80.00,1.00,1.00,0.00,0.00
73,-29.00,2.00,1.00,0.00,0.00,0.00
74,14.00,57.00,1.00,-1.00,0.00,0.00
75,91.00,-79.00,0.00,0.00,0.00,0.00
