//////////////////////////////////////////////////////
// Potentiel de Lenard-Jones.
// Simulation de N = 100 particules pendant T = 10000 tours.
// Ce CSV contient 1000 tours sur les 10000.
// Les constantes sont normalisées ; espilon = 1, sigma = 1, m = 1.
// Description des colonnes : particule_i,x,y,vx,vy,ax,ay
//////////////////////////////////////////////////////
###### Tour 0 ######
1,3.00,2.00,0.00,0.00,0.00,0.00
2,4.00,0.00,0.00,0.00,0.00,0.00
3,9.00,-8.00,1.00,-1.00,0.00,0.00
4,-2.00,1.00,1.00,-1.00,0.00,0.00
5,-4.00,7.00,-1.00,-1.00,0.00,0.00
6,5.00,6.00,1.00,-1.00,0.00,0.00
7,9.00,-7.00,-1.00,0.00,0.00,0.00
8,7.00,-7.00,1.00,1.00,0.00,0.00
9,5.00,-7.00,1.00,-1.00,0.00,0.00
10,4.00,8.00,1.00,-1.00,0.00,0.00
11,2.00,1.00,-1.00,-1.00,0.00,0.00
12,-7.00,0.00,0.00,1.00,0.00,0.00
13,-3.00,0.00,1.00,1.00,0.00,0.00
14,9.00,-5.00,1.00,1.00,0.00,0.00
15,-2.00,-3.00,-1.00,-1.00,0.00,0.00
16,0.00,2.00,-1.00,1.00,0.00,0.00
17,6.00,-6.00,-1.00,-1.00,0.00,0.00
18,-7.00,7.00,-1.00,-1.00,0.00,0.00
19,-10.00,-10.00,0.00,0.00,0.00,0.00
20,0.00,4.00,-1.00,0.00,0.00,0.00
21,6.00,8.00,-1.00,1.00,0.00,0.00
22,-7.00,-10.00,1.00,-1.00,0.00,0.00
23,-2.00,-7.00,0.00,1.00,0.00,0.00
24,6.00,4.00,-1.00,-1.00,0.00,0.00
25,9.00,8.00,-1.00,1.00,0.00,0.00
26,-3.00,-9.00,1.00,0.00,0.00,0.00
27,-9.00,-1.00,-1.00,1.00,0.00,0.00
28,-7.00,2.00,0.00,-1.00,0.00,0.00
29,0.00,-5.00,1.00,1.00,0.00,0.00
30,7.00,-9.00,-1.00,1.00,0.00,0.00
31,7.00,6.00,-1.00,-1.00,0.00,0.00
32,-8.00,-2.00,-1.00,1.00,0.00,0.00
33,8.00,-7.00,1.00,0.00,0.00,0.00
34,6.00,-1.00,-1.00,0.00,0.00,0.00
35,0.00,3.00,0.00,0.00,0.00,0.00
36,-5.00,5.00,1.00,1.00,0.00,0.00
37,-10.00,3.00,1.00,1.00,0.00,0.00
38,-3.00,-10.00,-1.00,0.00,0.00,0.00
39,6.00,5.00,1.00,1.00,0.00,0.00
40,-5.00,1.00,1.00,1.00,0.00,0.00
41,-10.00,-1.00,-1.00,1.00,0.00,0.00
42,-3.00,5.00,0.00,-1.00,0.00,0.00
43,-10.00,-4.00,-1.00,0.00,0.00,0.00
44,-4.00,5.00,-1.00,-1.00,0.00,0.00
45,0.00,-6.00,-1.00,0.00,0.00,0.00
46,4.00,7.00,1.00,1.00,0.00,0.00
47,-2.00,0.00,0.00,0.00,0.00,0.00
48,2.00,-7.00,0.00,1.00,0.00,0.00
49,-3.00,3.00,0.00,-1.00,0.00,0.00
50,-2.00,6.00,-1.00,1.00,0.00,0.00
51,-8.00,-5.00,1.00,0.00,0.00,0.00
52,3.00,1.00,0.00,0.00,0.00,0.00
53,-2.00,-2.00,-1.00,1.00,0.00,0.00
54,7.00,2.00,1.00,0.00,0.00,0.00
55,3.00,5.00,0.00,1.00,0.00,0.00
56,-2.00,-1.00,1.00,-1.00,0.00,0.00
57,-5.00,-7.00,-1.00,0.00,0.00,0.00
58,-9.00,6.00,-1.00,0.00,0.00,0.00
59,-10.00,-6.00,1.00,-1.00,0.00,0.00
60,2.00,-8.00,-1.00,0.00,0.00,0.00
61,-4.00,-10.00,-1.00,0.00,0.00,0.00
62,1.00,-7.00,0.00,1.00,0.00,0.00
63,-8.00,-7.00,0.00,1.00,0.00,0.00
64,9.00,-4.00,0.00,0.00,0.00,0.00
65,5.00,-3.00,-1.00,-1.00,0.00,0.00
66,1.00,5.00,0.00,0.00,0.00,0.00
67,0.00,-9.00,-1.00,1.00,0.00,0.00
68,-8.00,-9.00,0.00,1.00,0.00,0.00
