//////////////////////////////////////////////////////
// Potentiel de Lenard-Jones dans une boîte périodique 20 x 20.
// Simulation de N = 100 particules pendant T = 1000 tours.
// Ce CSV contient 1000 tours sur les 1000.
// Constantes : sigma^2 = 10, espilon = 1, m = 1.
// Description des colonnes : particule_i,x,y,vx,vy,ax,ay
//////////////////////////////////////////////////////
###### Tour 0 ######
0,-20.00,0.00,0.00,0.00,0.00,0.00
1,1.00,-1.00,1.00,0.00,0.00,0.00
2,-5.00,-8.00,0.00,1.00,0.00,0.00
3,-10.00,3.00,-1.00,0.00,0.00,0.00
4,-4.00,-3.00,1.00,1.00,0.00,0.00
5,3.00,-6.00,1.00,1.00,0.00,0.00
6,-4.00,-6.00,0.00,1.00,0.00,0.00
7,4.00,9.00,0.00,0.00,0.00,0.00
8,-6.00,9.00,-1.00,0.00,0.00,0.00
9,-10.00,-5.00,1.00,-1.00,0.00,0.00
10,-3.00,-9.00,0.00,1.00,0.00,0.00
11,-4.00,-7.00,1.00,0.00,0.00,0.00
12,-8.00,-6.00,0.00,-1.00,0.00,0.00
13,-2.00,5.00,-1.00,0.00,0.00,0.00
14,-10.00,6.00,0.00,1.00,0.00,0.00
15,-3.00,9.00,0.00,-1.00,0.00,0.00
16,0.00,-6.00,0.00,-1.00,0.00,0.00
17,-8.00,3.00,0.00,1.00,0.00,0.00
18,4.00,1.00,-1.00,0.00,0.00,0.00
19,-4.00,7.00,1.00,-1.00,0.00,0.00
20,-9.00,3.00,0.00,0.00,0.00,0.00
21,-10.00,2.00,-1.00,-1.00,0.00,0.00
22,-10.00,-3.00,1.00,1.00,0.00,0.00
23,8.00,7.00,1.00,-1.00,0.00,0.00
24,3.00,4.00,0.00,-1.00,0.00,0.00
25,9.00,2.00,0.00,-1.00,0.00,0.00
26,5.00,0.00,0.00,-1.00,0.00,0.00
27,-4.00,2.00,-1.00,1.00,0.00,0.00
28,-6.00,-1.00,1.00,1.00,0.00,0.00
29,-2.00,0.00,0.00,0.00,0.00,0.00
30,9.00,-1.00,1.00,-1.00,0.00,0.00
31,5.00,8.00,1.00,0.00,0.00,0.00
32,0.00,-9.00,0.00,0.00,0.00,0.00
33,1.00,6.00,1.00,1.00,0.00,0.00
