particule,x,y,vx,vy
0,0.00,0.00,-10787430363.68,-35418654182.71
1,3502868172022147584.00,-3109876680553722880.00,3184425610929225.00,-2827160618685203.00
2,-96295326808018272.00,183477228104305376.00,-106994807564464.77,203863586782561.53
3,25755649843327330680832.00,121368006304572454731776.00,25755649843327332352.00,121368006304572440576.00
4,16835218964.79,18014886266.57,27210673.32,28549897.71
5,165126388515243458560.00,-178246880164702027776.00,137605323762702848.00,-148539066803918400.00
6,4293839209057395849800296955904.00,3183126760689937048681849028608.00,42938392090573959553534132224.00,31831267606899372597880815616.00
7,-119109778.16,188482971.26,-132344.20,209425.52
8,-4457760407287.40,-541226625526.62,-4457760407.29,-541226625.53
9,-11188662921853.37,29535072436483.30,-12431847690.95,32816747151.65
10,-11161875035246978.00,-1305564246458360.50,-12402083372496.64,-1450626940509.29
11,-10475911439255596.00,-67168157178904568.00,-13094889299069.50,-83960196473630.72
12,5542494465643111033864192.00,5857336265998494276255744.00,6158327184047901507584.00,6508151406664993472512.00
13,721773.65,467502.65,33025826493728316486931087097856.00,21103182098457496669064211202048.00
14,-104.47,-29.74,-0.07,-0.02
15,-1016215254.53,-479326654441.25,-923832.05,-435751504.04
16,4307.72,-1306.12,3.08,-0.93
17,-3423193586778795176624128.00,-4326059122257854831001600.00,-4278991983473493803008.00,-5407573902822318538752.00
18,27475.60,-107757.04,22.90,-89.80
19,93691639013168.31,32429161263172.28,78076365844.31,27024301052.64
20,-8463565207921881048416256.00,8873594981213218109652992.00,-10579456509902353072128.00,11091993726516522385408.00
21,3990635185760085.50,-1543260869078114.75,3325529321466.74,-1286050724231.76
22,285580704237763.12,-379248733486294.62,285580704237.76,-379248733486.29
23,-217192375.22,-17722005.34,-180993.65,-14768.34
24,-3504668806296228593664.00,13426345639753419849728.00,-5006669723280325632.00,19180493771076313088.00
25,361074.32,573569.33,240.72,382.38
26,-9282117272095.55,-12667554516994.21,-6630083765.78,-9048253226.42
27,16605245718383600116917577287991296.00,-20309335443440746114337059373056000.00,166052457183836011257238938189824.00,-203093354434407461143370593730560.00
28,100120131048496.06,187185808577940.75,111244590053.88,207984231753.27
29,1508857505.69,-28858996625.72,943035.94,-18036872.89
30,-72001199286359.44,4270781372795.89,-80001332540.40,4745312636.44
31,-17580696227.72,38313764706.45,-25115280.55,54733949.70
32,-560107997543814135808.00,-898463640328773566464.00,-622342219493126784.00,-998292933698637312.00
33,7370259.67,5131341.74,5264.47,3665.24
34,1802634624.59,-1408286105.10,2002927.36,-1564762.34
35,-73150744762533588278181888.00,75242903460457714049613824.00,-121917907937555975766016.00,125404839100762843774976.00
36,19586436215954217107456.00,-2042653368601957892096.00,19586436215954214912.00,-2042653368601957888.00
37,12788022812635.33,12454866229202.73,11625475284.21,11322605662.91
38,-12606056453208.04,-20713098803678.89,-11460051321.10,-18830089821.53
39,751944179792384.50,-344742670745792.25,626620149826.99,-287285558954.83
40,-12268560650999.13,-971260585924.93,-7667850406.87,-607037866.20
41,-20045345046931.05,-7115780039794.83,-33408908411.55,-11859633399.66
42,-394884206748823.56,-197729909522841.72,-564120280998.49,-282471279164.12
43,10.34,10.57,0.01,0.01
44,-14501730170136209408.00,-3233212752429124608.00,-14501730170136212.00,-3233212752429125.00
45,-3944611205118882816.00,5702501857626448896.00,-9861528012797208.00,14256254644066122.00
46,-0.01,0.00,7195.98,-1216.46
47,3482859.10,-6697068.04,2176.79,-4185.67
