//////////////////////////////////////////////////////
// Potentiel de Lenard-Jones dans une boîte périodique 20 x 20.
// Simulation de N = 100 particules pendant T = 10000 tours.
// Ce CSV contient 1000 tours sur les 10000.
// Constantes : sigma^2 = 10, espilon = 1, m = 1.
// Description des colonnes : particule_i,x,y,vx,vy,ax,ay
//////////////////////////////////////////////////////
###### Tour 0 ######
23,4.51,2.35,29551546678186.06,3297747021267.46,-1747436124.55,-712076833.12
24,-1.36,-8.77,-3629679575076.69,-3566570100268.67,-158750567377896.06,-436076453491287.56
25,-9.20,11.83,-27295730816064.34,11466592858924.04,-25240325.58,-114105479.09
26,-11.17,-17.58,-4123120788835.31,-20480878598.91,3139794301.08,-1811785304.29
27,1.41,-14.27,191829333757.96,-154312368171.11,-3402414906825.64,4940444260729.47
28,-1.07,13.25,-12381625596.10,-1246836798.40,-308511233170.15,-3802316859874.51
29,-18.84,16.82,-195709102.46,819948810.77,1888.14,-1678.89
30,4.00,8.00,1290600448462163200.00,4029570153384103936.00,54804083511830664.00,-1250351928340235008.00
31,-2.36,5.76,-341743076951.32,582143074543.14,-68337575553897.73,116416557613773.89
32,-13.23,17.27,-26897493.52,16956103.48,4606889.99,-238380.02
33,0.43,-5.37,98513047.16,-109581440.23,5184482.70,-656197.38
34,-15.79,-15.73,578390685.55,-50710482.56,145984188687.57,15754829440.72
35,-10.76,10.86,-33452819747990.77,8559129039460.83,-10962742.81,4613702.85
36,11.84,-13.05,2158477399917022.00,-6012965962301308.00,-265979213.07,58079577.75
37,-6.22,-11.19,-8675829931494.27,-1008835555383.05,-47008782.03,-21116699.65
38,-14.68,-7.48,-1668534144828.70,-416038307266.04,-329691603128881.50,-76091956457584.47
39,10.10,-14.58,19325449016.29,-9971080610.84,-518536043678.58,339036867297.12
40,16.70,7.68,16351331771107.12,-13956486589391.89,-1610193982965285.75,-3822273535322780.50
41,7.11,3.58,-4795861976173.63,6093421679704.46,-962206206215940.00,1218289800594786.50
42,12.07,6.55,1507812639807.39,422584017806.25,228094057112824.78,2583068339871.17
43,-4.72,-0.87,-678231431531.24,-669265046036.18,38290518.36,100168788.19
44,-13.32,16.63,-134075260831.31,1686734042527.09,-26420687350751.82,337058021974460.56
45,-2.35,-5.60,-230709227.86,-692718140.40,-117556.57,288017.59
46,1.47,-11.15,-109811577209514432.00,25429930746297832.00,-21978298371957338112.00,5087930961244496896.00
47,0.00,-16.00,896840751735544832.00,-2882256746196769792.00,-103065.50,-15961.29
48,8.45,6.41,1523841619739.10,664670913473.72,-330649222.69,125074535.43
49,-2.59,-9.50,-3388027989.14,-416644657.74,142294411187.21,24217988897.54
50,-6.57,8.74,-18925688915843.82,398513091477.13,20465.43,-2613.62
51,3.70,18.19,10955173405968.36,5348710778359.19,771383004615309.88,474590383921496.81
52,-8.94,-11.29,-4211531674364267.00,-53581075312300.63,272786.96,192221.99
53,-5.54,10.42,-2511224324179.01,5809837501895.72,-501366957878946.56,1161515113070420.25
54,-18.67,-8.82,-1559046046739.26,-2495250067207.39,28345086388.22,-9714170157.92
55,3.67,-11.77,7818651499423.86,-12374410470953.87,-37563.24,-95169.00
56,1.88,-18.82,60491162729.08,-273645794611.44,-2193439.64,2391480.19
57,-7.73,11.26,-402141219964.08,139922820549.46,-67303.38,-1155394.22
58,7.25,11.78,370449753447.02,49174736012.64,-141443.07,-57430.18
59,-2.55,8.13,-1952839998338.17,4158730371499.45,115494792.78,112638709.16
60,-4.30,-19.95,-487446769.43,-1763847153.49,-1930824389.61,1139873944.71
61,5.88,-7.72,159509213734.55,-216437732555.69,12303673057996.68,-2255058731620.61
62,-5.17,7.54,-1650872146630.54,2155903844094.35,-24390812.00,-6944557.20
63,11.69,13.39,90423674051.48,17076036130.24,35108259847.10,452406231734.17
64,0.00,16.00,3424410625198347255808.00,8863829459709467820032.00,-197863497.21,229002254.38
65,2.66,9.83,1093294574.61,39356720649.23,-638553724.10,218015529.30
66,4.54,-0.20,6011214289.59,-2606190133.34,3999136940.64,735509775.90
67,14.23,10.01,325289072015.28,338179018842.91,16797852889.52,16468993634.78
68,16.86,12.19,220990189.44,224332460.19,5337236553.35,4586447642.75
69,7.21,19.39,4945488843880.39,5042661948279.32,98546708.49,-107877261.60
70,6.90,4.56,1862925303056.61,71551233509.73,-49255590477.49,-46329344770.49
71,-6.87,-0.21,-30235313621.03,-283898395051.55,1821679.34,-573141.61
72,-18.94,0.54,-140094992475197.64,224567999348803.06,1581193.33,1684963.06
73,-18.37,4.93,-568292316397111.12,321588245057305.44,-385375.08,1845300.44
74,-0.00,-8.00,-11002877160156874752.00,-4904411226805645312.00,2625038222.69,590150810.27
75,16.29,-11.80,14024643006.76,-1828861427.91,-47611028868.45,37298542236.41
76,2.29,-1.43,8108735595688.75,-2472745752266.63,995436944.28,-1953720974.72
77,19.88,11.45,1922519416821064.50,120162269986130.45,-20933883387.60,-14510386049.33
78,-17.66,2.24,-84144675109.49,179047302545.95,6105315.02,2772364.15
79,-10.85,-14.94,-57225254827.35,-16736353825.50,9478.62,1721.64
80,4.62,-0.77,5999853432289.03,-5791794114774.76,373185.30,641061.65
81,11.01,15.60,4079186.84,8177474.75,-2708441.00,7873144.66
82,4.00,16.00,2240020891425528320.00,1912582907490520320.00,54804676284048488.00,-1250352142141453056.00
83,5.57,18.26,586712904.61,6655407851.23,370314.84,-123422.76
84,-12.56,-7.06,-20000983369.52,-21611962401.27,592710826.66,-2860078216.23
85,-18.01,0.50,-3019430552771.90,3269173926828.64,107845623.07,-297780187.75
86,-1.74,11.34,-41986669344625.09,53720593163934.68,-1275420252.11,-2964911143.48
87,-14.77,-11.16,-145608769.85,-699664910.70,-46159258.84,-54655980.27
88,13.39,6.17,304182088.90,276708063.42,-285713.64,-93133.81
89,8.26,-7.10,67884150592223.31,-47396875024072.95,222827838.29,149136140.05
90,2.30,1.84,120526957760.92,106534338555.46,186265318092.20,-195974804829.95
91,-4.71,-11.30,-4977103511205.93,-8391628495454.82,786139.30,-3545051.11
92,-7.50,16.75,-122696721749982400.00,40308520072338736.00,-67143.95,167059.07
93,-9.33,-7.75,-395113679246.60,-7752257743732.10,-133527.92,163475.54
94,-1.20,-7.84,-3164050101922262.00,-6116106465184035.00,96037462.30,-1047195087.58
95,7.78,-11.80,10728514947.86,-6143022657.29,-1054974.84,-8017774.34
96,-13.30,-8.29,-30375759124.24,-23682012726.76,-5149006176.77,8189994856.38
97,4.63,10.33,15486607477457.65,30083315114457.77,124718804.49,7156955.72
98,7.39,9.73,7856284.68,81711570.88,-651892126.98,613523750.92
99,0.63,8.31,226939989029169.00,1869557225206.45,147481.09,-1489808.32
###### Tour 20 ######
0,-12.01,16.39,-163951912201397.28,108271797754601.48,-111440494.36,666250018.85
1,-16.46,0.84,-1646725356391964.75,27692389010293544.00,-11216684197.28,-13702980811.66
2,6.00,4.00,1535488653070287872.00,1489090408642916608.00,30719210379.58,30717674069.31
3,11.43,-19.75,14889927340114.05,-83559941839130.69,28027373.79,92099556.96
4,4.00,-8.00,8186729212821266432.00,-6185005696374969344.00,-427448.01,592231.97
5,-19.27,4.86,-896382993381419.00,-94996163552377.22,-164773705502173984.00,-20683309609292076.00
6,12.00,-8.00,158792167831908777984.00,-28141697903557017600.00,-427447.91,592231.95
7,-2.45,-16.40,2679578483592.03,586940897763.62,572703361785083.50,261250356981132.97
8,-16.75,-13.86,-37382824484562240.00,-5953076174234685.00,791353.69,1935974.59
9,6.41,0.66,9095083722512410.00,19807452719360124.00,461809024940.36,5835329554641.03
10,-18.05,-13.97,-8749673168947273.00,-1514721232980356.75,17007313809.54,30227892655.21
11,9.31,-10.59,729053120619177.38,-8714517500347172.00,1006913501.29,794604844.91
12,5.31,0.75,14199660094514452.00,73034328457526880.00,40770.29,53160.20
13,-14.46,-13.62,-1184619612386428.50,-1665301217180642.25,-69214114718.77,-469221124315.86
14,-18.02,9.31,-580869675346522.75,700817729835676.38,-14958423073.17,-15381312724.40
15,1.19,-4.25,49070794132885032.00,-21161201863620632.00,2171015801324009.75,2804087348700195.00
16,-14.60,-18.18,-643742508982955.88,-2834780997169761.50,781720.23,2078589.73
17,-13.93,7.74,-239526592098519.66,752829743017218.75,-28692909.63,10303916.88
18,-12.00,8.00,-80763445011384762368.00,180816509193171402752.00,-790238.75,-1458375.14
19,-10.41,1.35,-460206609.43,322407392.53,12836346.95,-10547469.20
20,4.00,0.00,6297142124587556864.00,1377834694116460544.00,17274482.25,5233008.22
21,17.75,-13.60,3238127438871148.00,-1252816760109674.25,1915567308.36,2811608952.43
22,16.00,16.00,473733052621271460741120.00,2856727173276573880025088.00,159801.67,167194.47
23,18.39,0.78,28883648907748.75,3970614044570.29,152658.90,60412.64
24,-4.09,-16.43,-22465373827211.37,-2870615111352.73,29596849.35,61463260.39
25,-7.95,2.79,-2209714554430548.25,3225410317323640.00,-15745158228124.31,-49202323639893.46
26,-18.82,7.59,-52368485848228.06,195615383231910.16,-681858041.29,73455062.51
27,13.74,-10.76,172269492205.09,-117511747723.21,3660216.63,13995351.28
28,10.05,-8.95,17186381010816.65,-30555191691713.89,-2213766.56,-1060571.14
29,-18.67,-16.24,-5550892355481.83,-18631848007085.48,-206674245415821.12,-1538995841871024.00
30,6.00,12.00,1290874001953377280.00,4023318960632987136.00,-2934734615.44,-2367157719.30
31,-11.91,0.96,-366156964531245.25,707321792383762.88,3600740.55,18704105.94
32,8.04,-19.82,39164625584.57,-17178104300.08,-3903649620.41,2380233747.36
33,0.00,4.00,107223447661652918272.00,34794800567143464960.00,-444407.70,583814.32
34,14.33,-11.98,5371123857630.20,-4263855829022.19,62229789.23,-41174123.57
35,-5.84,-1.69,-61122562205534.55,-29776373949666.05,-201398655.51,132150981.55
36,1.38,15.19,16543274167050398.00,677507750155665.50,12452595.38,-15955084.15
37,16.00,-8.00,3201922595720311296.00,-4379736791414164992.00,81556878.95,-5725151.80
38,9.91,18.08,15479886057156868.00,13476149360373086.00,-27597174.98,-188608126.30
39,13.26,-5.83,18137086212.58,-11117820513.13,7246682630.41,-3382139319.69
40,-3.38,-7.71,-34658584500857.33,-1061017799606408.62,841.19,-139.50
41,16.92,-17.92,174725575478757.56,-44666581136945.04,-177774968318387.84,182814670066041.72
42,10.88,14.68,150252750963.92,2383360707092.22,525484764.53,801348910.16
43,-13.48,18.51,-82665193789088.53,34368378876183.71,1728566940.21,5280690758.33
44,-14.32,15.44,-1163936605723.18,772278232059.04,-176420.31,356468.33
45,-17.68,-18.62,-410284553557.27,-141505654908.30,38031797.01,-8033886.43
46,-10.00,14.62,-219703390070668544.00,50868860194100944.00,1909069.82,-5172929.41
47,8.00,8.00,403543024346215874560.00,38248267384429166592.00,-13036.56,-15124.94
48,2.91,15.47,1523858109871.16,664683954726.27,794416921.88,1223547907.59
49,5.17,-17.95,47439274312156.34,-37765266022059.70,-24354609682.30,-7466876160.49
50,-15.28,1.69,-430197978181394.38,192696805090395.94,-50678593367.75,48903551459.14
51,4.34,8.34,14810153545561.61,7724669813620.31,-32557.41,37289.59
52,-14.88,-1.52,-4211129530734135.50,-53457704649442.12,-110705875519.90,7824596770.53
53,16.00,-7.50,674348590333017984.00,-358226143816518272.00,-10741193570.18,18177830697.07
54,-13.11,-3.27,-1543499995702.27,-2527421202998.33,19573991.52,-65191783.68
55,16.16,-18.54,7821601313097.60,-12379055343003.28,1438034459.07,693081590.28
56,8.84,-13.35,59063337807.67,-273458108823.04,-26331178317.23,40513794507.07
57,-3.17,-16.35,-348359688785.60,-225166634752.60,-82243030795.29,-107538200697.68
58,16.60,15.94,356127364139.78,47785548015.71,-588996137808.87,23092203364.53
59,19.38,-15.55,18322454512121.22,-28493539084209.21,61076517.28,140621410.44
60,-13.93,-3.77,-529142221063.59,-305663071345.30,45237965397.30,-63058594136.53
61,7.22,17.37,3294967832415.20,19969580485945.46,-132841.42,207849.52
62,11.07,4.18,10305577100024.84,10049370060752.83,1631909.78,-1160574.98
63,13.97,9.12,89150605787.08,26507055704.33,1874350082.10,2266111301.42
64,16.00,8.00,3424410628038044155904.00,8863829461942340157440.00,56144.91,241.00
65,-0.56,-1.07,-113154249887216.58,-63944157747185.80,23742336478046.01,-8621595741097.36
66,8.00,-0.00,28857131339238019072.00,-40894172164859928576.00,-4896961887896.29,-24252363475154.75
67,5.50,6.28,383113136043.19,403163692626.38,103111949.96,-186229938.40
68,17.89,18.08,31722778932.21,78281887079.18,713801752.78,870621939.51
69,13.20,0.63,2221676621136.90,10358730247876.48,64142931.17,-58627219.23
70,4.31,-17.84,2262437022502.11,-1141391880624.40,136277721.85,-1372266263.71
71,-17.04,-6.67,-30674251867893.30,-3437394041822.75,-7979.47,31476.90
72,-17.96,19.13,-140095937518540.41,224568606370769.62,1444919611.27,363936490.09
73,-19.51,18.90,-575173267475109.25,321697743225319.94,-332022292.12,-480936153.42
74,12.00,-16.00,45047665213262229608665551208448.00,-61136117091178120392092522905600.00,-2600148757.46,-2355669895.79
75,19.86,8.42,16982003316.07,4280877668.64,81166705107.87,-545593840559.32
76,2.68,-1.62,8109729682478.48,-2472680105162.36,-6172.25,-7873.88
77,17.53,1.10,1917325737382035.50,122578036654291.50,641228547.21,-361175518.80
78,-3.47,-9.76,-166436674246.37,-670128255454.58,-2642003.30,3321765.23
79,13.16,-18.81,22473601977390968.00,-19883806817519168.00,448674766078.12,256429364456.26
80,10.12,4.00,78771576900750368.00,85927222513815808.00,16432842526044.94,132173892437.20
81,18.23,3.37,164411719647.74,140239611440.55,1169667449.94,-400493187.34
82,12.00,16.00,2240294973865422080.00,1906330935667203072.00,36674.59,18667.14
83,-8.00,8.00,-667601515312247472128.00,1053513865854681350144.00,36674.37,18667.05
84,-7.11,-16.93,418087493925.82,213152376328.08,102818859922835.12,48567413680898.34
85,-17.26,16.55,-3496978310614.71,3097464194205.67,-50748269.77,-158985954.74
86,10.96,14.87,5026083459647082.00,6420476436778349.00,564.16,-945.76
87,4.00,8.00,4788836617474947416064.00,9517551037611952308224.00,-257389.62,403503.75
88,-5.41,-8.48,-709545992928.58,-79246348208.59,-1475100903944.40,881698189769.06
89,-0.50,-18.12,-146162224704559392.00,-105777478100809856.00,-969702894200.02,-386398799183.40
90,11.65,-0.47,92849891191.63,-348113499350.41,-12991552793.52,-1487783698.74
91,-10.57,15.42,-107886840797005.48,410102817458023.50,-10123.02,16638.74
92,-16.00,0.25,-122697048457594800.00,40308016118395160.00,-60633814838248.75,-98301383946736.47
93,-15.69,-2.27,-493899767812.80,-7905658280593.62,-541478.89,-484796.75
94,-17.22,-11.41,-3155055672518364.50,-6120157810426071.00,12826063.33,7933293.66
95,8.73,16.30,2588468905129542.50,270981944840487.62,-8840157.41,26841419.13
96,16.02,5.07,1145656707543.50,689989304746.87,280858.20,-257496.71
97,12.31,12.82,13836022917774.17,29011778380941.08,-115083335597833.78,-56289361104379.18
98,13.34,0.94,114518101452.61,16239146618.57,233168520.64,282450807.16
99,19.83,4.08,226950566799858.06,1856452895660.73,333724945194.80,807493366219.60
###### Tour 30 ######
0,-16.69,11.26,49093644090711326720.00,-110380946609689821184.00,9818761608478301618176.00,-22076210976249710903296.00
1,-16.39,17.41,-1646742554628925.75,27692422845655956.00,298684.37,257510.72
2,12.00,12.00,1535489809621590016.00,1489083422897958656.00,8090.39,-35137.10
3,16.70,-11.88,14839897096264.88,-83523516612542.75,73648.54,-13045312.07
4,0.00,-12.00,8186729223251153920.00,-6185005655980958720.00,-2004121165952.01,1278617278826.75
5,-10.31,16.00,-48399234386454208.00,1554795170728068352.00,216166152613.38,-478378.50
6,4.00,-4.00,158792168643244457984.00,-28141699135655989248.00,18291806.32,3915039.62
7,3.09,-16.79,165303203963175.38,-548389768384447.31,-516566.69,149170.53
8,-10.12,0.00,-37366275307804280.00,7454088272658161079435657216.00,7055943.98,1497172.18
9,13.67,16.25,9096064210945612.00,19806189978052080.00,107388227.83,-534767276.05
10,-15.56,-10.70,-10440680262692402.00,-1300761845699479.75,-11703026547018160.00,5674087160158316.00
11,-10.50,-15.75,-156508796564324992.00,-204647649032152544.00,51786419.85,-55541081.05
12,19.12,5.25,14641277648187132.00,73120305375394320.00,967913071.97,888263360.83
13,-8.00,-4.00,-20502270719129808896.00,-57099161293196058624.00,-3949672837.88,570732005.88
14,-4.19,14.28,-784899764098917.00,-245538610980829.25,-40806176660418720.00,-189271202365567104.00
15,0.31,-1.78,49113671308678128.00,-21167205006234376.00,-56729871134.91,18905674888.64
16,-7.52,-13.55,-652704298227048.88,-2826015924787481.50,56115444.48,-15219206.93
17,-18.50,8.00,-423580311226859584.00,1837621216023639808.00,10807800.36,-25037099.81
18,16.00,16.00,1464826103540731084800.00,1080488037454755921920.00,-31595724.02,-27231326.80
19,-14.77,0.04,-1734885507658929.75,1285729247488907.75,1122497519.94,1516921048.06
20,12.00,8.00,6297091705710285824.00,1378161867821192704.00,42448852414.52,7795354457.25
21,9.19,-6.01,3238128437843460.50,-1252816762310183.50,-5194888371.27,-2866556993.87
22,12.00,16.00,473733052622009121374208.00,2856727173275315454607360.00,2315673.30,-669776.37
23,19.85,10.52,27561580301168.91,3533637977212.90,59464202187.11,24139927144.04
24,-2.67,4.52,-6526333148877280.00,4289727991157582.00,37438794738.26,-50977885505.72
25,-16.52,6.15,84525375839135712.00,821019280647489664.00,17347119882109847552.00,163558558887606747136.00
26,-3.95,9.06,-53127885961485.71,197654982538778.12,756815.26,327675.07
27,9.34,-8.55,212780662274085.47,-146512728203709.94,11720910.14,-17474257.55
28,7.74,-7.39,17135558581070.60,-29185102733038.45,378650.31,8471263.36
29,8.32,-11.20,2473411032603.61,-76622706224311.66,-906498.13,1016846.11
30,14.00,4.00,1290874001951504384.00,4023318960588159488.00,-203748.34,-572690.55
31,-5.75,1.12,-151193881532743104.00,57585112998125152.00,-1388028.16,-5804079.12
32,-8.53,-10.19,-3653003850165896.00,-15429889631414168.00,318807729.76,454268601.63
33,8.00,-4.00,107210871781915541504.00,-7454088237863743983533948928.00,-3949748986.56,570556315.09
34,19.44,-2.77,5374956998344.66,-4262200548129.73,175148078916.44,225950384203.83
35,-7.71,-2.18,-27351593243078.84,-100232991734216.25,-77994126553.52,-743164625880.87
36,15.28,14.85,16543283348391088.00,677529295303125.75,-14789916.46,272373.60
37,16.00,-16.00,3201922664886194688.00,-4379736764037458432.00,-260924356.58,-308340769.34
38,0.31,8.16,14610925169441508.00,14880424618027694.00,-44877533.89,24129341.00
39,3.28,1.49,825757365958.36,5080163352609.24,73539514989.62,-93453287347.45
40,-4.00,-4.00,-55825806753667883008.00,-38531255504906018816.00,4415395.67,1735795.20
41,19.53,-11.19,177382118297077.31,-27206962498130.07,314791080861.23,-235820965323.37
42,1.99,13.03,3089935460508077.00,5022163215853330.00,-72858.11,-26942.00
43,-17.50,-1.19,-91755502243937200.00,-21054783622667460.00,-4615.10,51330564.87
44,-11.65,8.80,-1162128907465.25,771226682164.94,18378.85,543416.56
45,-13.95,-0.23,-524587037014129.50,-2262769491984915.50,-68740045.56,4499832.47
46,4.00,-12.00,27073603795071745489108992.00,-7553189408656381627152203776.00,-2004118609435.82,1278624851671.18
47,0.00,16.00,403558016677944688640.00,38669726433079394304.00,-594055807.25,2010283700.31
48,19.34,9.23,1523061329095.47,665055871330.66,1637880.43,2128338.36
49,13.57,-19.47,47430893489671.86,-37771577783677.73,-44821097650.64,16640450809.69
50,-16.05,13.96,-432887518611157.69,193035624985699.97,-875601164182.13,29517626703300.82
51,17.72,13.42,14491010494026.23,7592812476190.36,-960309.80,1121255.50
52,-17.20,1.06,-2721690921932828.00,11473216235800584.00,-61053.67,137000.66
53,5.00,-13.00,674348585502891904.00,-358226136622358272.00,-942347455062.82,1413947326838.67
54,-13.12,-3.76,14232524020426.63,-12517427310979.49,3146716236392706.00,-2000873838541287.75
55,4.48,-13.86,7802047512510.00,-12430322417504.75,-62960.89,-611.96
56,7.67,7.29,249914751981989.38,42212794986593.69,38035244999.61,130489945882.81
