//////////////////////////////////////////////////////
// Potentiel de Lenard-Jones dans une boîte périodique 20 x 20.
// Simulation de N = 100 particules pendant T = 1000 tours.
// Ce CSV contient 1000 tours sur les 1000.
// Constantes : sigma^2 = 10, espilon = 1, m = 1.
// Description des colonnes : particule_i,x,y,vx,vy,ax,ay
//////////////////////////////////////////////////////
###### Tour 0 ######
0,4.00,9.00,0.00,0.00,0.00,0.00
1,6.00,-2.00,-1.00,-1.00,0.00,0.00
2,7.00,8.00,0.00,1.00,0.00,0.00
3,4.00,4.00,0.00,-1.00,0.00,0.00
4,-2.00,3.00,1.00,1.00,0.00,0.00
5,2.00,1.00,0.00,1.00,0.00,0.00
6,5.00,0.00,1.00,0.00,0.00,0.00
7,6.00,-9.00,-1.00,-1.00,0.00,0.00
8,-10.00,-4.00,1.00,1.00,0.00,0.00
9,-4.00,-10.00,1.00,0.00,0.00,0.00
10,0.00,5.00,-1.00,1.00,0.00,0.00
11,0.00,7.00,0.00,1.00,0.00,0.00
12,-8.00,8.00,1.00,0.00,0.00,0.00
13,-1.00,-7.00,0.00,-1.00,0.00,0.00
14,-5.00,1.00,0.00,-1.00,0.00,0.00
15,3.00,3.00,0.00,0.00,0.00,0.00
16,1.00,-3.00,1.00,1.00,0.00,0.00
17,9.00,1.00,0.00,0.00,0.00,0.00
18,9.00,3.00,1.00,-1.00,0.00,0.00
19,0.00,-7.00,-1.00,0.00,0.00,0.00
20,-9.00,5.00,1.00,0.00,0.00,0.00
21,0.00,-6.00,1.00,0.00,0.00,0.00
22,-4.00,-7.00,0.00,0.00,0.00,0.00
23,-8.00,6.00,-1.00,0.00,0.00,0.00
24,-10.00,3.00,-1.00,0.00,0.00,0.00
25,-4.00,-2.00,1.00,1.00,0.00,0.00
26,1.00,1.00,-1.00,-1.00,0.00,0.00
27,8.00,3.00,0.00,-1.00,0.00,0.00
28,0.00,-10.00,0.00,0.00,0.00,0.00
29,-5.00,9.00,0.00,-1.00,0.00,0.00
30,4.00,-9.00,1.00,-1.00,0.00,0.00
31,8.00,4.00,1.00,0.00,0.00,0.00
32,-3.00,2.00,1.00,1.00,0.00,0.00
33,2.00,7.00,1.00,1.00,0.00,0.00
34,-10.00,7.00,1.00,1.00,0.00,0.00
35,-8.00,-3.00,-1.00,0.00,0.00,0.00
36,0.00,-9.00,0.00,0.00,0.00,0.00
37,5.00,-7.00,1.00,0.00,0.00,0.00
38,7.00,5.00,-1.00,1.00,0.00,0.00
39,9.00,2.00,1.00,1.00,0.00,0.00
40,-9.00,3.00,0.00,-1.00,0.00,0.00
41,0.00,2.00,-1.00,-1.00,0.00,0.00
42,9.00,-6.00,1.00,1.00,0.00,0.00
43,-3.00,-2.00,1.00,-1.00,0.00,0.00
44,-9.00,-6.00,1.00,1.00,0.00,0.00
45,-3.00,-10.00,0.00,0.00,0.00,0.00
46,-3.00,6.00,0.00,1.00,0.00,0.00
47,-2.00,1.00,0.00,1.00,0.00,0.00
48,7.00,-9.00,0.00,1.00,0.00,0.00
49,5.00,-8.00,1.00,-1.00,0.00,0.00
50,0.00,-8.00,1.00,-1.00,0.00,0.00
51,8.00,-4.00,0.00,0.00,0.00,0.00
52,-8.00,5.00,-1.00,1.00,0.00,0.00
53,-4.00,9.00,1.00,1.00,0.00,0.00
54,8.00,-10.00,-1.00,-1.00,0.00,0.00
55,-8.00,-5.00,-1.00,-1.00,0.00,0.00
56,9.00,-10.00,-1.00,-1.00,0.00,0.00
57,9.00,9.00,0.00,1.00,0.00,0.00
58,-5.00,8.00,-1.00,1.00,0.00,0.00
59,-4.00,8.00,1.00,0.00,0.00,0.00
60,-7.00,-5.00,1.00,0.00,0.00,0.00
61,-6.00,-2.00,0.00,-1.00,0.00,0.00
62,-10.00,1.00,-1.00,-1.00,0.00,0.00
63,-1.00,0.00,-1.00,0.00,0.00,0.00
64,-9.00,7.00,-1.00,-1.00,0.00,0.00
65,-2.00,5.00,1.00,1.00,0.00,0.00
66,7.00,-5.00,1.00,0.00,0.00,0.00
67,-1.00,-5.00,0.00,0.00,0.00,0.00
68,8.00,5.00,1.00,1.00,0.00,0.00
69,3.00,-9.00,0.00,0.00,0.00,0.00
70,-7.00,-2.00,-1.00,-1.00,0.00,0.00
71,7.00,4.00,0.00,1.00,0.00,0.00
72,-9.00,9.00,-1.00,0.00,0.00,0.00
73,-2.00,4.00,-1.00,0.00,0.00,0.00
74,9.00,5.00,1.00,0.00,0.00,0.00
75,2.00,2.00,-1.00,-1.00,0.00,0.00
76,-3.00,3.00,0.00,-1.00,0.00,0.00
77,-9.00,-10.00,-1.00,-1.00,0.00,0.00
78,6.00,5.00,1.00,0.00,0.00,0.00
79,-2.00,-5.00,1.00,1.00,0.00,0.00
80,0.00,3.00,0.00,-1.00,0.00,0.00
81,-7.00,-7.00,0.00,-1.00,0.00,0.00
82,-5.00,6.00,0.00,-1.00,0.00,0.00
83,6.00,-3.00,0.00,0.00,0.00,0.00
84,4.00,1.00,1.00,-1.00,0.00,0.00
85,-2.00,-7.00,-1.00,-1.00,0.00,0.00
86,-2.00,0.00,0.00,-1.00,0.00,0.00
87,7.00,6.00,-1.00,-1.00,0.00,0.00
88,9.00,-5.00,-1.00,0.00,0.00,0.00
89,3.00,-3.00,1.00,1.00,0.00,0.00
90,4.00,-4.00,1.00,-1.00,0.00,0.00
91,-5.00,-8.00,1.00,1.00,0.00,0.00
92,3.00,-10.00,-1.00,0.00,0.00,0.00
93,5.00,-2.00,1.00,-1.00,0.00,0.00
94,8.00,1.00,0.00,1.00,0.00,0.00
95,-3.00,9.00,1.00,1.00,0.00,0.00
96,-6.00,2.00,1.00,1.00,0.00,0.00
97,1.00,3.00,-1.00,0.00,0.00,0.00
98,-2.00,-4.00,1.00,1.00,0.00,0.00
99,-2.00,-8.00,1.00,0.00,0.00,0.00
###### Tour 1 ######
0,4.00,9.00,-18703.35,19016.45,-3740669.53,3803289.62
1,5.99,-2.01,-2398830.11,-2398747.33,-479765821.91,-479749265.54
2,7.00,8.01,87.92,-194.80,17584.57,-39159.46
3,4.00,3.99,-18618.18,-18649.82,-3723635.93,-3729763.49
