particule,x,y,vx,vy
0,3600053223560423.50,-1088978527055047.00,3272775657782.20,-989980479140.95
1,-0.00,0.00,923123811.07,-793778609.02
2,0.09,-0.16,0.00,-0.00
3,150.83,-12392.08,0.09,-7.75
4,-9791910855616149431761743867019264.00,173213977931022080338001485352665088.00,-97919108556161495038193379049472.00,1732139779310220941730595406348288.00
5,-1.21,0.50,-0.00,0.00
6,-125164630.57,220592202.56,-104303.86,183826.84
7,-25830116.36,-2793637.84,-32287.65,-3492.05
8,-35515.53,7453.08,-16.91,3.55
9,0.00,-0.00,-7280919005102.12,-1692153677101.38
10,-11820029416243685415080654146633728.00,17204284103080798646500349469261824.00,-59100147081218427795979211112448.00,86021420515403998997109270380544.00
11,-15738557.70,48294064.83,-8283.45,25417.93
12,935046209.62,-1462413881.55,623364.14,-974942.59
13,108275686803552.31,-197378039517553.62,108275686803.55,-197378039517.55
14,-205496049.98,-103059172.90,-205496.05,-103059.17
15,-731572063338750920204811509369405440.00,2996603784561742840367377545653387264.00,-2438573544462503201856880568696832.00,9988679281872475504294169300434944.00
16,347105130521080128.00,-1227359407644353024.00,694210259786779.88,-2454718814984545.50
17,2645874.24,2155296.60,1763.92,1436.86
18,35278046613148340208102698647552.00,-53662665922167520660415198527488.00,117593488710494474866341707776.00,-178875553073891725683093143552.00
19,1597584266120651141942798712832.00,1396577099013509000913894768640.00,3993960665301627766896066560.00,3491442747533772392333574144.00
20,8724.66,-4999.15,5.82,-3.33
21,22023504394962806774254399163203584.00,13316468413793726507848163609542656.00,220235043949628072065999633907712.00,133164684137937267960785397612544.00
22,520218.99,247787.28,260.11,123.89
23,528595.55,150298.05,587.33,167.00
24,-566003689775405178978041856.00,908784005783169680902455296.00,-2830018448877026195537920.00,4543920028915848383037440.00
25,-1619814899141714.25,813755299818848.38,-2314021284488.16,1162507571169.78
26,-0.03,-0.04,-0.00,-0.00
27,-97370165392425024.00,-299450659058069184.00,-97370165392425.02,-299450659058069.19
28,-3479751089236947.00,-5551596302602339.00,-4971072984624.21,-7930851860860.48
29,52102433557050936.00,-45936920433707864.00,65128041946313.67,-57421150542134.83
30,22315455073742047082713395012567040.00,51704094578026756458137136482222080.00,74384850245806823008564699725824.00,172346981926755859664296724135936.00
31,-0.01,-0.01,1027887178934181691392.00,1442017690437457805312.00
32,1.30,3.35,0.00,0.00
33,1217744629911672357650432.00,1923561142225164396658688.00,6088723149558361620480.00,9617805711125822570496.00
34,23058961927983051930782043996160.00,-36505937069183844161482834051072.00,230589619279830526344694857728.00,-365059370691838478206575312896.00
35,-3430538636752387047424.00,2369681805823270977536.00,-34346773012764635136.00,23710119867080716288.00
36,3026774590705703913191651134924652544.00,-733103382363285523169717286055444480.00,30267745907057037471709544715386880.00,-7331033823632855462281473781923840.00
37,-0.00,-0.00,3436054646.93,5069396093.48
38,-49438654584074.34,-240088110863152.59,-2677297272963707972151210646158346027008.00,-12547014221620034656275254272999775272960.00
39,-2.74,-1.87,-0.00,-0.00
40,1.74,2.50,0.00,0.00
41,-55100319906572442539231476187136.00,-35904217947875798440557202636800.00,-551003199065724408503816159232.00,-359042179478757984405572026368.00
42,0.11,0.00,0.00,-0.00
43,-1204726544520350877530193920.00,10114677806626440043267358720.00,-2007877574200584652718080.00,16857796344377399928946688.00
44,266584.85,569051.99,148.10,316.14
45,-27610.00,-43321.75,-15.34,-24.07
46,-1.14,-3.19,-0.00,-0.00
47,4495073422528792576.00,-6902752654143741952.00,21605682881034324.00,-35229198632572096.00
48,5490969268512796067233792.00,-20876774692437829496078336.00,54909692685127958659072.00,-208767746924378312409088.00
49,-1559732288094.66,3462398623257.27,-1114094491.50,2473141873.76
50,260.36,-1634.17,0.12,-0.78
51,24.12,-58.85,0.01,-0.03
52,24717934379496444.00,-13517832982459400.00,15448708987185.28,-8448645614037.12
53,-156743497080349568.00,-125688624494780928.00,-391859809000308.75,-314224788039667.62
54,2563601288432032677888.00,-513071292894808244224.00,6409003221080081408.00,-1282678232237020672.00
55,-205270827.67,37093858.79,-128294.27,23183.66
56,0.19,0.37,0.00,0.00
57,-124750299660300339346552127488.00,-146407897102672885254759383040.00,-415834332201001152229146624.00,-488026323675576297926426624.00
