particule,x,y,vx,vy
0,-0.03,-0.03,286614520908.07,-171954973851.87
1,-0.00,-0.01,46900539015334.98,31132136019174.57
2,-0.01,-0.03,-15707623646.89,24635011971.50
3,-0.02,0.00,18674806435432372.00,28012489609293120.00
4,0.01,-0.03,-125529450034.86,957754771977.33
5,-0.02,-0.02,-534664444831457.00,237628699289826.19
6,0.18,0.00,-868038308373749.12,-542751818428419.31
7,0.00,-0.01,35294606116.10,60871021418.72
8,-0.01,-0.02,84985720419.90,374264049033.40
9,-0.02,0.00,28488717081990.44,32055803269432.04
10,-0.00,0.01,-2425518623.55,14765738074.28
11,-0.03,-0.01,-458815996486975808.00,-274176888327012096.00
12,-0.03,-0.00,3145728117135385088.00,-2359296110456363520.00
13,-1.12,-1.14,37499999999302973691789312.00,37499999999597256260976640.00
14,-0.01,-0.00,-4799999999997543644852649984.00,-13326903860496.99
15,-0.02,0.01,-6561712865.35,-8413125638.49
16,-0.03,-0.01,7178868669372.21,-7611094236517.96
17,0.00,-0.02,229487495023718465536.00,152991663335914668032.00
18,-0.01,-0.01,-3532522627942.08,-10270627261879.68
19,-0.01,-0.03,50331604553332.27,100663202660848.78
20,0.07,0.01,-122879999992326319505408.00,-61439999996161800798208.00
21,-0.01,0.01,-363589097021.29,-209068458959.40
22,-0.01,-0.01,11167596159.33,-1833252037.88
23,-0.00,-0.01,38540137028313552.00,77079348354740080.00
24,-0.02,-0.02,-303373552996985088.00,50566655419986504.00
25,-0.02,-0.00,-163220662327680.59,-142820180097656.75
26,-0.02,-0.02,-1353815684197.11,-487820538031.53
27,-0.03,-0.03,-16238177.51,17847118.24
28,-0.03,-0.03,-565684100.21,-436998685.59
29,-0.01,-0.01,83835283037.13,132769107455.62
30,0.00,-0.01,358025215.51,-63947584393.79
31,-0.02,0.01,3911047743249834.00,-6855461471803736.00
32,-0.00,-0.03,66848982575835.13,-170924275382960.19
33,0.00,-0.01,-103980289767715.81,-53310693935936.67
34,-0.02,-0.02,50597431.23,17987251.82
35,-0.01,-0.02,1219366430.61,972858506.70
36,-0.02,-0.00,-1424197002749.32,-2684754576974.31
37,-0.03,0.00,-32093840647.84,9572506784.60
38,0.00,-0.01,-6163826150920.42,24454867705488.03
39,0.00,0.19,1391314307170106112.00,-556525237979711808.00
40,0.01,-0.03,-29469.43,69102.70
41,-0.01,-0.01,213360418660.13,88525937072.21
42,-0.02,-0.02,8768860627.39,44310720911.47
43,-0.01,0.00,77686435796.68,-44966838773.47
44,-0.01,-0.01,18683075812768348.00,28042957134990224.00
45,-0.00,0.01,14960598645911681024.00,-71929050975536742400.00
46,-0.00,-0.03,-2390952400600.72,-159396793741.16
47,0.17,-0.03,-2945523.79,1283208.20
48,-0.03,0.00,-35465236.51,-266031609.24
49,-0.00,0.01,56756381.78,-6645426.07
50,0.00,0.01,-28544654.63,48388225.85
51,-0.02,-0.00,-3537622637.43,-1503231843.90
52,-0.01,-0.01,12152223310648.38,22432290602840.69
53,-0.02,-0.01,36859614037.34,108340841157.18
54,-0.01,-0.00,71433262322.00,-18804123549.73
55,-0.00,0.01,-242571544.98,-86952508.72
56,-0.01,0.01,-287655004371622.06,-385155297487827.25
57,-0.01,0.01,-12867783799181.75,8187644025575.64
58,-0.02,-0.01,-600455096.51,235300578.35
59,-0.02,0.00,-455246989.03,-1877419105.34
60,-0.01,-0.01,1857381452.40,212662163.72
61,0.01,-0.01,2067325862869.00,-1863424403040.57
62,-0.02,-0.00,-23096562.16,-15800724.82
63,-0.01,-0.00,-50562571141785832.00,303375439679150848.00
64,-0.03,-0.03,-4811.04,132733.85
65,0.00,-0.02,-18134692160.10,-19484873376.43
66,-0.02,-0.03,160056885.00,104838942.96
67,0.00,0.00,-655555053.64,-774413213.32
68,0.00,-0.01,-3473789608.16,-3911135448.93
69,-0.01,-0.03,-443227.71,581667.44
70,-0.00,-0.02,125428307.02,204253721.77
71,0.01,0.01,-18826005174.06,71502680252.84
72,0.00,-0.00,-61439999996158655070208.00,-122879999992318249664512.00
73,0.01,-0.02,7431000761.53,3538612554.74
74,-0.02,-0.02,664418240.36,475871247.55
75,0.01,-0.02,-1086233894936.65,-1086233816937.94
76,-0.00,-0.02,-75746.47,93560.81
77,-0.02,0.00,-21352820844.32,27706834711.51
78,-0.01,0.01,-21095288.12,-67969185.51
79,-0.02,-0.01,-427262993.75,472128401.47
80,-0.03,-0.01,5125384071.16,-17939228266.53
81,0.01,-0.02,1591508.40,6900030.58
82,-0.02,-0.01,350379476514.58,351077454150.68
83,0.00,0.01,-3368553587244.04,5774595636257.52
84,-0.01,0.00,-333999442.60,262284067.18
85,-0.02,-0.00,286.23,859.92
86,-0.03,0.00,-18.01,8.99
87,-0.02,-0.01,-5713086102.35,5377220227.63
88,0.01,-0.00,-251105644.98,-227404445.86
89,0.00,-0.01,11239787.53,-459315516.90
90,-0.01,-0.00,27640933443.21,144832364005.46
91,-0.03,-0.02,347.35,-4.92
92,0.00,-0.02,228030.57,-151764.60
93,0.01,-0.02,136.82,-152.00
94,-0.01,0.00,15690.91,-9453.76
95,-0.02,-0.02,-7660345130.06,-8600065485.20
96,0.00,0.01,5216918928.44,-434748377.33
97,-0.02,-0.02,-447263237.89,515067097.34
98,0.00,0.01,-854.45,-2021.02
99,-0.01,-0.01,48876.61,27339.89
