particule,x,y,vx,vy
0,-476506881012599971821649920.00,-1765281476468084280756535296.00,-2382534405062999966482432.00,-8826407382340421919178752.00
1,6243639650539.13,-7842394306105.11,5676036045.94,-7129449369.19
2,77805427773910728704.00,439240311606082928640.00,77805427773910720.00,439240311606082944.00
3,6141371567496.42,20958328877738.66,7676714459.37,26197911097.17
4,-127294841123.01,2251781713103.29,-97919108.56,1732139779.31
5,4158125878181358.00,-949421068246459.62,4158125878181.36,-949421068246.46
6,-165772041278.16,-6513469160754.32,-276267051.31,-10855859553.62
7,247211354287504448074809344.00,-26977248608169065030090752.00,412018923812507380350976.00,-44962081013615103574016.00
8,187825335581192.94,-56883992959963.36,268321905056.03,-81262846577.29
9,-9240605729418811392.00,-5337203557869533184.00,-8400550663108010.00,-4852003234426848.00
10,-82740205913.71,120429988721.57,-59100147.08,86021420.52
11,13834479491626283008.00,-413593667460074635264.00,23057465819377140.00,-689322779100124416.00
12,-179194827221519363423076352.00,223939255579288204159746048.00,-358389654443038731141120.00,447878511158576457711616.00
13,-3990335486156124503146496.00,-21713856973241722077184.00,-19951677358212330291200.00,-108569457597871030272.00
14,43098107754192.48,221883751992254.12,71830179590.32,369806253320.42
15,-3657860316693.76,14983018922808.72,-2438573544.46,9988679281.87
16,-870315560784974708736.00,2347747293278592565248.00,-30235443664057028608.00,89533267589066620928.00
17,-12743348238679.15,-11285012525907.10,-21237868724.86,-18807495087.78
18,176390233.07,-268313329.61,117593.49,-178875.55
19,6390337.06,5586308.40,3993.96,3491.44
20,-132696886115388.22,62891828887309.84,-165871107644.24,78614786109.14
21,286305557134.52,173114089379.32,220235043.95,133164684.14
22,605191859725732197819219968.00,-348879129649402879340969984.00,864559799608188862464000.00,-498398756642004146323456.00
23,-6375478207981396992.00,6916220310485371904.00,-9107826011401996.00,9880314729264816.00
24,-3962.03,6361.49,-2.83,4.54
25,-120752836813198974779392.00,-413262979594167997431808.00,-603764184065994915840.00,-2066314897970839945216.00
26,-2394423029543060480.00,3624490099771008512.00,-2394423029543060.50,3624490099771008.50
27,120468399199905197119145918321083285504.00,-9065731575082006091734998882365472768.00,1204683991999052018415124011907284992.00,-90657315750820070509656907152621568.00
28,252737781081229487794814976.00,281949422622959623313817600.00,1263688905406147578560512.00,1409747113114798116569088.00
29,-2289961069034770230361770875645067264.00,-400144325094804473351998377891463168.00,-22899610690347701565747945808068608.00,-4001443250948045102454865253105664.00
30,111577275368.71,258520472890.13,74384850.25,172346981.93
31,1194415819.35,1941082446.79,1085832.56,1764620.41
32,14035834131.71,-29491324591.68,14035834.13,-29491324.59
33,8.52,13.46,0.01,0.01
34,299766505.06,-474577181.90,230589.62,-365059.37
35,-0.04,0.03,-0.00,0.00
36,39348069679174.16,-9530343970722.71,30267745907.06,-7331033823.63
37,-416370226832374628352.00,-100431660694482010112.00,-378518388029431424.00,-91301509722256368.00
38,-3212756727556451840.00,-15056417065944043520.00,-2677297272963710.00,-12547014221620038.00
39,1407030.15,-1126332.25,1407.03,-1126.33
40,723577467.03,15115456655.06,803982.31,16794961.86
41,-716304158.79,-466754833.32,-551003.20,-359042.18
42,1754803765357523.50,9918641981632462.00,1754803765357.52,9918641981632.46
43,-3614.18,30344.03,-2.01,16.86
44,-122659246482568626176.00,-20015396492876718080.00,-175227494975098048.00,-28593423561252456.00
45,-244965653937106049826816.00,149624974873254527238144.00,-349950934195865780224.00,213749964104649342976.00
46,-3354469629.55,1955214509.26,-3727188.71,2172459.55
47,-2125877.83,3443036.24,-791338027306506649958831095808.00,1421112888950734298852125310976.00
48,71.38,-271.40,0.05,-0.21
49,185914436766210016967210827641782272.00,-45908892162875125926748398307770368.00,619714789220700116124980496826368.00,-153029640542917077295199416221696.00
50,-473026054415004643360768.00,-25152361271983796649984.00,-591282568018755846144.00,-31440451589979746304.00
51,-8590401846890852.00,17005331031629740.00,-9544890940989.84,18894812257366.38
52,-2442603231475338313728.00,968102756871040925696.00,-23875937262218448896.00,10002647770558359552.00
53,24757503946712317941578664509440.00,2528193614448012002740238548992.00,247575039467123172378912227328.00,25281936144480122314386571264.00
54,0.01,-0.00,-587.40,103.54
55,15187066267456.70,-3430394836402.58,25311777112.55,-5717324727.35
56,-786805802897.43,-677785679245.20,-786805802.90,-677785679.25
57,-623751.50,-732039.49,-415.83,-488.03
58,3068360777091211280646340024991744.00,1565961615039398763455806852562944.00,30683607770912114427759266103296.00,15659616150393987004054120693760.00
59,-10888371.23,-7454834.54,-12098.22,-8283.16
60,-4050619483.33,-288929351123.45,-4500688.31,-321032612.36
61,361018811476658.50,-1688042624218900.50,401132012751.84,-1875602915798.78
