//////////////////////////////////////////////////////
// Potentiel de Lenard-Jones dans une boîte périodique 20 x 20.
// Simulation de N = 100 particules pendant T = 1000 tours.
// Ce CSV contient 1000 tours sur les 1000.
// Constantes : sigma^2 = 10, espilon = 1, m = 1.
// Description des colonnes : particule_i,x,y,vx,vy,ax,ay
//////////////////////////////////////////////////////
###### Tour 0 ######
72,1.00,-7.00,-1.00,1.00,0.00,0.00
73,-4.00,8.00,-1.00,-1.00,0.00,0.00
74,0.00,-7.00,-1.00,-1.00,0.00,0.00
75,-6.00,-5.00,-1.00,1.00,0.00,0.00
76,-1.00,-8.00,0.00,1.00,0.00,0.00
77,-10.00,1.00,1.00,0.00,0.00,0.00
78,7.00,-3.00,0.00,-1.00,0.00,0.00
79,-9.00,-6.00,1.00,1.00,0.00,0.00
80,-10.00,4.00,1.00,0.00,0.00,0.00
81,4.00,2.00,-1.00,1.00,0.00,0.00
82,7.00,1.00,-1.00,1.00,0.00,0.00
83,-8.00,5.00,0.00,1.00,0.00,0.00
84,-8.00,3.00,-1.00,0.00,0.00,0.00
85,-1.00,-1.00,1.00,0.00,0.00,0.00
86,3.00,7.00,-1.00,1.00,0.00,0.00
87,0.00,8.00,-1.00,-1.00,0.00,0.00
88,3.00,-1.00,-1.00,-1.00,0.00,0.00
89,4.00,4.00,1.00,1.00,0.00,0.00
90,1.00,-9.00,-1.00,1.00,0.00,0.00
91,1.00,-8.00,1.00,-1.00,0.00,0.00
92,-7.00,-10.00,1.00,-1.00,0.00,0.00
93,9.00,-7.00,0.00,-1.00,0.00,0.00
94,3.00,8.00,-1.00,-1.00,0.00,0.00
95,9.00,3.00,0.00,0.00,0.00,0.00
96,-3.00,-7.00,-1.00,1.00,0.00,0.00
97,6.00,-5.00,1.00,1.00,0.00,0.00
98,9.00,-8.00,1.00,0.00,0.00,0.00
99,-7.00,6.00,1.00,0.00,0.00,0.00
###### Tour 1 ######
0,4.99,8.99,18925.99,-18337.17,3785398.93,-3667234.54
1,-5.00,3.00,-18673.92,18676.56,-3734784.25,3735312.61
2,0.99,1.01,2417161.28,18616.02,483432455.31,3723004.65
3,7.99,0.99,-2379695.83,18728.57,-475938966.71,3745914.16
4,0.99,-2.99,-116.30,32.88,-23059.19,6376.56
5,2.00,1.00,-2398716.27,2398769.83,-479743253.28,479753966.52
6,0.00,4.99,18616.35,2380153.76,3723269.17,476030951.61
7,-1.01,1.00,-37094.92,-369.95,-7418783.51,-73990.12
8,-6.00,-7.00,18420.14,-18618.43,3684027.44,-3723686.93
9,4.00,-6.01,-18617.18,-18648.74,-3723436.24,-3729547.52
10,-3.01,-0.01,2398945.04,54.74,479789207.89,11147.84
11,6.99,-2.00,2417476.02,-2417475.66,483495403.59,-483495131.02
12,9.00,2.00,2398857.98,2361392.53,479771595.14,472278506.64
13,-10.00,1.99,-2398800.37,-2398802.10,-479760073.86,-479760219.22
14,-5.99,-8.99,-1.50,-2398514.13,-499.95,-479703025.07
15,1.99,7.99,2417161.50,2380063.54,483432499.57,476012908.56
16,-8.99,1.00,-2436207.64,29.12,-487241728.31,5824.89
17,-2.00,0.01,-2361363.31,198.26,-472272661.87,39451.20
18,-10.01,-10.00,-87.82,2436232.57,-17364.93,487246514.62
19,-2.01,6.01,-18304.92,-18755.63,-3660783.85,-3751326.14
20,-10.01,-1.00,-32.83,2399113.24,-6366.98,479822647.08
21,3.99,6.01,-18703.93,18452.06,-3740585.05,3690212.98
22,7.01,-10.01,18621.16,-2380209.86,3724031.78,-476041772.87
23,8.00,-2.01,-2417387.08,-2417501.80,-483477416.33,-483500160.25
24,1.00,6.01,-2417417.25,-18813.21,-483483450.80,-3762841.48
25,8.01,-9.00,2399113.37,27.82,479822474.14,5563.70
26,-8.99,-9.01,-2417730.08,-18332.22,-483546216.97,-3666243.72
27,-0.99,-1.99,18703.05,2417506.75,3740409.35,483501150.52
28,0.01,-8.01,37067.24,2399083.51,7413248.02,479816901.98
29,0.01,6.00,2398518.94,-2398629.52,479703587.82,-479725904.81
30,-1.99,9.00,2398800.69,-57.42,479759937.23,-11483.07
31,9.00,-9.00,18899.28,2380381.55,3779855.72,476076310.99
32,-1.00,8.99,-2380122.37,-18673.60,-476024473.79,-3734519.15
33,-9.99,7.01,-281.23,54.95,-56446.73,10790.16
34,7.99,5.00,29.63,170.73,6125.40,34145.98
35,5.99,3.99,-229.95,27.24,-45790.75,5648.79
36,-2.01,-8.00,2380439.04,18762.79,476088007.17,3752557.00
37,0.01,-5.99,18615.96,-19045.96,3722992.20,-3809391.13
38,-7.01,7.00,-18647.50,-2380152.74,-3729300.25,-476030547.68
39,-0.01,-4.99,-227.49,-2399084.04,-45298.28,-479817008.81
40,-6.00,4.01,18531.28,-18615.94,3706256.76,-3723388.25
41,-6.99,-1.00,-2.00,1.80,-599.73,359.23
42,7.01,-7.01,342.10,-33.90,68219.33,-6580.78
43,5.00,-9.00,-2398739.73,-310.67,-479747946.07,-62133.08
44,-5.01,-8.00,-37321.73,-27.28,-7464145.91,-5455.59
45,-10.01,-8.99,-18957.82,-2380005.97,-3791363.78,-476001394.29
46,8.01,7.99,-18927.36,-2380095.06,-3785672.95,-476018811.40
47,-4.99,-5.01,-2398767.50,-89.98,-479753700.53,-17795.40
48,3.99,-9.01,2398796.22,-2.08,479759444.08,-215.85
49,-3.00,5.01,18731.80,18645.43,3746360.55,3728885.96
50,5.99,7.99,365.84,37376.32,73367.18,7475464.56
51,-9.99,-5.01,0.90,-2398916.49,-20.64,-479783098.39
52,8.00,-2.99,-2398798.35,2398799.30,-479759670.45,479759660.80
53,-2.01,-5.00,-18362.62,-18764.05,-3672323.75,-3752809.72
54,1.99,1.99,-18419.65,-2417417.24,-3683729.84,-483483248.28
55,-1.99,1.99,18675.90,-18959.64,3734979.35,-3791728.87
56,-8.00,-6.99,-2417278.60,18646.63,-483455720.45,3729125.42
57,-8.99,-7.01,2379726.32,2417159.58,475945063.85,483432116.05
58,1.01,3.99,-18956.49,18956.19,-3791498.22,3791438.11
59,-3.00,-5.99,18647.10,-2380156.15,3729420.01,-476031430.33
60,2.01,8.99,18619.90,-2417503.17,3723780.26,-483500434.03
61,-4.99,7.99,2398710.45,28.28,479741890.04,5855.73
62,-0.01,-0.99,-2417502.50,-18585.75,-483500299.76,-3717349.31
63,2.99,-6.99,18359.93,18586.27,3672185.08,3717053.23
64,8.00,7.01,197.03,2398604.11,39405.90,479720622.78
65,-10.01,0.01,18585.82,19044.68,3717363.12,3808735.19
66,7.01,9.01,-224.61,2361454.52,-45121.38,472290703.41
67,-5.99,-9.99,-2398741.84,2398798.25,-479748567.39,479759449.22
68,-10.01,-5.99,2398798.64,2361420.40,479759927.50,472283880.64
69,-7.99,8.00,18676.93,-18701.03,3735186.26,-3740205.13
70,9.01,-4.00,-56.89,28.14,-11578.34,5628.40
71,-1.00,4.00,18873.88,18762.18,3774775.09,3752435.33
72,0.99,-6.99,-2435953.76,-2399053.74,-487190551.79,-479810947.54
73,-4.01,7.99,-2398743.29,27.40,-479748458.48,5679.86
74,-0.01,-7.01,2398768.09,-37151.92,479753818.88,-7430183.93
75,-6.01,-4.99,2398797.47,-284.83,479759694.97,-57165.55
76,-1.00,-7.99,19043.16,18763.58,3808632.43,3752515.72
77,-9.99,1.00,2379814.39,18451.68,475962677.36,3690336.29
78,7.00,-3.01,2417503.73,2417387.60,483500746.83,483477720.68
79,-8.99,-5.99,-2398859.38,-2398829.04,-479772075.18,-479766007.70
80,-9.99,4.00,-18645.07,-18987.77,-3729214.97,-3797553.91
81,3.99,2.01,-340.63,256.84,-67926.22,51167.92
82,6.99,1.01,2398859.60,30.67,479772119.34,5934.32
83,-8.00,5.01,18702.18,18395.10,3740435.82,3678819.52
84,-8.01,3.00,-89.29,253.32,-17657.91,50663.78
85,-0.99,-1.00,2380071.62,-2379812.21,476014123.98,-475962441.34
86,2.99,7.01,-85.95,2398831.21,-16990.97,479766041.70
87,-0.01,7.99,-18363.84,18387.92,-3672567.88,3677783.59
88,2.99,-1.01,-34.16,57.34,-6631.88,11668.37
89,4.01,4.01,281.84,-0.41,56167.49,-282.42
90,0.99,-8.99,-18733.16,2417788.16,-3746432.93,483557431.66
91,1.01,-8.01,-2417729.36,18760.37,-483546071.06,3752274.79
92,-6.99,-10.01,2417391.78,18645.07,483478156.06,3729213.44
93,9.00,-7.01,18764.24,-2380439.50,3752847.49,-476087699.93
94,2.99,7.99,-2417391.16,-2380156.15,-483478031.84,-476031030.48
95,9.00,3.00,37321.91,-2398861.30,7464381.02,-479772260.34
96,-3.01,-6.99,18701.76,2380127.81,3740552.36,476025362.90
97,6.01,-4.99,3.09,-25.48,417.41,-5295.42
98,9.01,-8.00,116.73,-37320.68,23146.06,-7464136.76
99,-6.99,6.00,-18672.78,2380126.40,-3734755.52,476025279.94
###### Tour 2 ######
0,3.52,-17.74,56740.17,-55028.46,3777435.15,-3671022.17
1,-18.48,16.53,-54757.15,54939.09,-3481861.84,3517192.30
2,4.23,13.32,6961721.72,37372.56,425479633.44,28302.29
3,-5.92,15.57,-7134684.86,101753.49,-475058837.67,12859070.61
4,-1.33,-2.34,-353.35,100.49,-24351.34,7144.66
5,-12.33,16.40,-6931166.72,7550103.46,-426746838.39,550512758.43
6,12.33,8.08,71818.14,6845875.11,6917089.27,417113319.61
7,-2.90,-6.40,-117831.09,451.29,-8728451.08,238237.76
8,2.40,-19.37,56417.91,-57246.45,3915527.50,-4001916.02
9,-8.34,-18.97,-57385.68,-56874.87,-4030264.41,-3915679.17
10,15.90,1.09,6899923.71,41786.76,420406525.98,8335256.14
11,16.52,-11.51,6980882.09,-6980505.82,429185811.25,-429110901.80
12,6.16,9.85,7196074.75,7063737.24,479671760.02,468190435.52
13,-6.01,-14.04,-7165686.76,-7506317.21,-473617203.36,-541742803.91
14,-6.03,-19.28,6378.54,-7189232.39,1276507.05,-478440627.76
15,5.23,9.27,7302135.32,7131095.17,493562264.62,474193416.34
16,-13.15,1.58,-7307852.10,1355.29,-487087162.67,259408.71
17,-9.27,3.97,-6786837.72,-36107.23,-412822219.50,-7300547.76
18,-11.76,14.65,-2366.61,7017469.39,-438391.44,429000849.24
19,-8.10,-9.11,-56112.01,-57619.11,-3900633.57,-4021370.65
20,-10.66,1.26,-96.42,6906206.08,-6350.83,421595921.92
21,-10.08,15.04,-56110.64,55361.21,-3740757.96,3691616.00
22,19.42,-14.20,54609.63,-7862375.99,3473662.78,-620391452.79
23,-19.74,-12.04,-6959583.73,-7952313.16,-424961912.67,-623462112.21
24,-7.35,-10.26,-7582739.88,-81866.13,-549581074.44,-8847742.60
25,10.27,-8.44,7533537.99,1177.07,547062450.71,224286.13
26,-3.60,-15.64,-6702683.57,-17275.89,-373444480.34,3877509.57
27,13.06,8.14,58495.53,7590214.08,4218087.93,551040314.40
28,1.34,13.67,365494.84,7226833.00,58272271.11,485732995.85
29,10.38,-6.59,7507669.91,-6875694.94,542126606.57,-415687177.85
30,14.01,7.85,7529349.51,-27764.92,546349828.07,-5530018.85
31,6.99,18.63,79853.39,7165719.61,8410966.91,480991300.20
32,-3.45,-4.47,-7472148.78,-29782.16,-542380807.85,1512807.09
33,-15.62,8.10,-829.01,164.70,-53108.57,11159.08
34,8.59,8.41,87.39,499.26,5426.62,31559.54
35,1.40,4.54,-729.48,86.18,-54115.37,6138.62
36,6.78,7.26,6849976.22,76049.29,417819429.88,7704744.54
37,12.32,-6.92,-25872.33,482931.83,-12620649.65,104204948.37
38,-19.95,-16.05,-10486.75,-7130947.23,5361450.14,-474128350.19
39,-4.55,-6.68,47161.40,-7190513.14,9523075.82,-478468809.92
40,4.63,-8.32,54331.39,-54752.25,3453765.15,-3503873.60
41,-7.04,-0.96,-7.85,5.37,-570.95,356.38
42,13.84,-7.68,1050.37,-109.23,73436.04,-8484.42
43,-9.79,-15.21,-6903649.84,-21765.56,-421234076.85,-4228846.40
44,-11.43,-8.55,-117066.90,-2906.50,-8484887.92,-570388.78
45,-9.16,-9.12,-943344.62,-6908560.97,-181085996.17,-429709605.97
46,-10.55,-13.90,-86110.15,-7860793.28,-9650884.78,-620120834.03
47,-0.35,-6.80,-6646748.15,35987.29,-369842428.26,7233249.53
48,19.92,-9.04,6903818.50,20843.63,421245012.30,4169356.98
49,11.64,17.91,57349.92,57291.40,3977262.87,4000308.63
50,13.32,15.53,-3182.32,107882.25,-782999.02,6625720.21
51,-9.98,-3.33,-59399.72,-7911800.14,-11880103.56,-622793630.94
52,-7.97,12.99,-7192131.39,7871287.75,-478906936.29,614738028.25
53,-9.25,-0.28,-57703.59,-58902.72,-4195871.09,-4274924.57
54,-6.39,-6.34,-30476.36,-7587562.91,1272388.56,-550545885.46
55,11.52,-17.19,59967.04,-61088.99,4523248.35,-4634140.53
56,-13.57,5.93,-7580077.71,2227.47,-549104100.39,-7012955.96
57,5.53,16.19,7470528.20,6757733.42,542215312.50,384682651.91
58,-18.13,3.12,-55761.33,55565.80,-3569469.05,3530483.28
59,9.94,-9.12,34573.93,-7136175.70,-544053.14,-475172479.16
60,14.40,-1.06,10412.16,-7248626.97,-5365327.67,-482724326.39
61,9.21,8.57,7916799.80,83.65,623875980.71,5217.68
62,-10.05,-12.71,-7973281.77,-90373.67,-627655554.81,-10640234.58
63,10.20,4.73,56603.83,56688.40,3976596.18,3903373.36
64,11.94,19.08,32378.95,7914219.58,6396978.97,623402470.85
65,1.72,0.89,109882.84,673935.77,14542042.37,127169483.19
66,2.51,18.09,1164.01,7811388.72,322845.71,617696137.17
67,-0.84,5.96,-7189520.38,7148563.47,-478407141.65,470193596.36
68,5.97,2.41,6712519.96,7801036.26,382984337.18,615639289.73
69,5.54,-6.02,58410.32,-58911.92,4211492.22,-4301973.66
70,7.86,-3.44,835.99,-1101.63,190154.42,-231581.98
71,16.48,19.24,57964.20,57435.97,4043290.39,3982323.40
72,-18.08,-8.07,-7266851.96,-6692965.36,-478989088.83,-378971376.51
73,-18.87,8.55,-7916898.06,80.45,-623882495.20,4930.00
74,15.36,-10.04,7267409.82,-607996.14,493974526.24,-106738660.11
75,9.95,-10.70,6646845.22,-37098.22,369849853.75,-7305513.02
76,19.86,7.27,56962.17,-2249.49,3775169.39,-7955130.28
77,6.29,10.03,7057902.78,59934.42,459655002.19,4606210.78
78,17.07,4.75,7224944.63,7007424.39,477987432.28,434529636.73
79,-6.19,-2.58,-6653662.51,-6650894.63,-371188551.21,-370647109.83
80,-2.90,-15.76,-54833.93,-55684.47,-3508556.81,-3541785.75
81,-2.81,7.14,-1018.08,764.52,-67563.27,50367.66
82,4.19,1.61,7189871.95,-47752.82,478430351.44,-9562632.76
83,6.04,12.90,56279.61,55005.59,3775049.84,3643279.38
84,-9.79,8.07,-278.16,738.56,-20115.55,46384.37
85,0.43,-17.24,7860874.54,-7444791.30,620146459.10,-537033377.53
86,1.28,3.62,-3074.83,7919544.86,-580783.51,624376689.56
87,-7.28,15.76,-56250.13,56498.08,-3904690.82,3944249.64
88,2.32,0.15,-99.40,172.39,-6415.47,11340.33
89,9.64,3.99,878.06,-6.29,63077.04,-892.74
90,-13.66,6.76,1648.83,7970581.45,7822832.22,627001227.59
91,-13.59,7.21,-7350783.76,-1207293.66,-503064810.41,-248963081.27
92,0.84,2.90,7243020.88,101656.90,481647663.51,12873153.91
93,4.28,-15.79,82381.15,-7475232.15,8970535.31,-542870829.33
94,-4.82,-15.12,-7254549.62,-7858325.01,-483953660.78,-619602741.45
95,15.44,-14.23,109612.63,-7196753.47,6993764.18,-479806174.17
96,11.04,15.56,78813.82,7139798.68,8281859.50,475908809.72
97,6.06,-5.51,14.37,-61.67,1838.85,-1942.41
98,11.33,-14.41,-47274.57,218479.33,-9501405.83,58624138.57
99,-0.46,8.53,-104033.34,7133866.75,-13337357.35,474722789.17
###### Tour 3 ######
0,19.79,-11.58,4516320.38,-4323563.15,888138608.01,-850035916.26
1,-0.14,1.78,-71728.67,73216.74,87558.83,138338.71
2,15.42,8.46,9104869.53,42047.92,3149927.87,906770.48
3,-5.71,16.06,-83722641.26,-4178433.98,-14842532443.68,-868896565.19
4,-6.08,-0.98,-478.82,137.94,-743.76,346.20
5,-1.33,3.07,117170992315451.19,103856321512274.23,23434200276070420.00,20771262241921396.00
6,16.36,2.49,127699288.30,19344084.50,25518576942.42,2082528557.78
7,-17.63,10.03,-164396.02,1419.66,-584535.12,-44563.54
8,2.36,-11.93,-4354136647.30,-23807153774.28,-870842528570.86,-4761415303650.15
9,-3.71,-3.51,-80862.20,-79897.24,-665038.68,-688795.55
10,15.46,15.73,9001733.44,82982.66,-44580.00,-96075.90
11,4.63,-12.12,9131554.85,-9135989.16,948740.31,-1985765.46
12,10.50,16.74,398507287008518.44,568648870068927.50,79701455482816976.00,113729772132847616.00
13,-3.74,-4.35,-9512248.52,-10220142.77,4304849.63,-1022307.40
14,1.58,-13.64,13092.99,-9582554.13,66384.70,-223720.74
15,4.70,9.89,10441449.59,9918495.85,134300589.99,83286720.20
16,-6.03,8.11,-9901664.44,152185.49,-31675306.42,29906630.52
17,-18.75,-2.13,-14869390.80,7713410.83,-1203688396.65,1557204159.05
18,-17.34,19.39,-3019.86,9164140.74,307740.47,333419.64
19,-4.25,-6.37,-1208784.78,-115945.40,-226633921.30,-7643886.24
20,-11.94,3.12,9.88,9014072.69,27611.71,-22599.87
21,-18.22,13.23,76258.39,145398.15,30214564.20,14315772.95
22,19.20,-17.53,-9714234625023.13,6062448941873.99,-1942846939400214.75,1212491981241448.25
23,-3.67,-8.27,-14491190.73,-5306137.48,-1081359487.11,1152697249.15
24,-13.80,-11.31,-10350998.36,-100381.83,-4070621.67,5144602.65
25,18.77,14.54,-23654875.41,-94565146.28,-6784745132.59,-18913488955.58
26,-2.66,5.47,247747540.61,-4154444.29,51263489315.88,-831311190.63
27,8.92,2.29,-125026047.00,-800864.29,-25021126594.74,-2229255988.56
28,9.91,8.65,655648.50,9654276.44,-241538.79,-244307.34
29,13.41,-7.90,10220120.07,-8953058.80,363425.54,214405.13
30,5.00,-6.30,7773327.57,683509.94,-497554216.15,147784991.79
31,6.07,5.39,121941.02,9570586.00,6558.77,-18022.21
32,-3.98,-6.65,-10184000.89,-22498.20,10385.21,-56015.04
33,-6.57,10.30,10216.51,15542.20,2262212.47,3064341.17
34,9.74,14.99,859646561.46,210531321.46,171929289386.99,42106132881.25
35,-8.60,5.71,-824909.33,-6260793.57,-164781853.92,-1252182088.24
36,17.51,12.99,-944605754958.18,-124165921339.44,-188922938806310.41,-24833207182491.08
37,-17.44,12.65,-13360470537280.42,-4424796532996.59,-2672094089660969.50,-884959507390632.12
38,3.25,-11.94,216705.72,-9707500.62,40077044.66,-41182328.61
39,3.22,-15.25,96477.10,-9582538.13,340064.54,63812.11
40,0.63,-11.04,71538.71,-69307.70,-12301.12,592783.09
41,-7.15,-0.89,-1821007.39,80663.52,-364199336.86,16131272.08
42,8.02,-9.19,-8747.58,47284.40,-2033026.61,9487209.82
43,-8.00,-4.31,-1408515371340155322368.00,-12553516138714514849792.00,-281703074268029235757056.00,-2510703227742902969958400.00
44,-6.35,-6.13,-145120.36,-10687.70,2874195.37,-985850.84
45,-16.90,-0.21,-17198816.95,-547286.27,-3070008469.73,1701964545.70
46,-14.19,-7.88,-89932.88,-10893589.73,8886338.69,13561544.55
47,-19.95,14.74,-8494476.42,72505.26,296772.87,70343.42
48,0.36,7.86,9010034.39,41729.43,-1835.52,7802.88
49,4.00,10.84,127510.04,267845.58,10054761.66,38110526.89
50,-17.66,5.63,-708768864.77,310410297.35,-141752353491.19,62053857300.75
51,-17.98,-1.01,-111320.16,-11038138.91,1496015.73,-2474123.53
52,-14.63,2.76,13360460888675.72,4424808493124.53,2672094095068357.50,884959509629327.50
53,-16.08,-3.05,-33648.45,-98022.78,9006899.16,-3549088.31
54,-7.54,-9.27,-42491.96,-10397436.78,-3675509.48,-11428888.40
55,17.35,-19.79,65453.08,-60117.05,-3426039.47,4828528.41
56,-9.55,-2.44,-13021823.49,24734547.22,-539245056.25,4953476904.35
57,1.57,7.66,10182123.47,8679867.89,103740.68,-255758.15
58,-14.22,15.31,-53164751.99,43951383.60,-10618228663.71,8775633077.35
59,8.48,-9.50,50444813.30,76550605.26,10082591926.07,17212528671.21
60,-9.75,-3.55,-38586.38,-9663905.12,-4434380.28,-331303.93
61,11.01,9.66,-847161646.43,-209829436.64,-171639565228.19,-41965909274.04
62,-5.65,-8.46,-1748499.03,27605729.09,1872612102.94,5549860785.09
63,15.07,6.78,1408515371340145623040.00,12553516138714498072576.00,281703074268029101539328.00,2510703227742899748732928.00
64,15.58,11.40,1814272.01,10780441.71,349981632.88,-50158046.18
65,7.65,18.73,125923264.76,-48978535.38,25148134341.57,-10057663712.61
66,10.29,16.78,2322.02,10899362.12,-91244.89,-101456.43
67,-16.40,1.28,9714225124855.79,-6062450385277.16,1942846941282375.50,-1212491976961723.00
68,0.39,14.74,8785434.11,10729546.52,31598491.87,-29937235.79
69,0.22,-10.24,100579730.98,97763836.68,20100052638.22,19568851694.54
70,5.73,-6.03,-117171001378246.03,-103856311213030.95,-23434200276006560.00,-20771262242154284.00
71,18.28,12.72,77912.06,77730.69,-53719.56,76620.01
72,-16.05,-6.30,-9662065.76,-8587003.45,-53670.03,163757.56
73,-1.97,9.60,-12066161.38,-682887.78,-205970169.23,-136598576.06
74,8.19,-6.93,9737677.03,-1142220.41,78915.58,-106192.93
75,10.89,-6.95,7562133.41,-1129907.70,-186792216.01,-211256383.57
76,18.24,-12.98,46245.28,16112.68,-5918547.60,11627564.89
77,8.07,19.69,-398507268740634.00,-568648861013067.12,-79701455619362368.00,-113729772219206496.00
78,5.89,5.48,710282012.68,-15989735577.32,140133426177.82,-3199783129979.18
79,-2.24,-3.88,-8508741.61,-8500622.24,172730.71,701586.17
80,-6.67,-9.69,-957114391.40,16003024546.70,-191408402936.49,3200619588019.85
81,-16.37,17.30,-6521.65,11362.80,-1033151.03,2069287.91
82,4.43,-14.05,5140654.43,4154808.15,-888273855.50,850074826.77
83,17.59,5.12,-31973.77,304911.12,-21425725.74,46337827.16
84,-13.57,17.77,-9912641.53,-27469649.39,-1982452559.99,-5494123975.15
85,16.50,-16.83,136877824928.11,49371889525.34,27373372664255.30,9876403896705.49
86,-18.51,17.91,41948486.83,-44103669.28,8390893114.03,-11029019518.49
87,-5.01,17.95,782896422.81,-305848496.80,156594439279.68,-61184943226.83
88,1.00,2.44,4228472258.93,23857365542.99,845694478080.06,4771473062781.56
89,1.57,3.88,6675310.30,7935790.80,1334823371.53,1587160310.18
90,13.97,2.64,13112566959.58,74858404035.60,2622505239316.63,14969459689600.94
91,-14.67,-13.88,931494997939.27,49291518139.20,186300972809417.06,9858794049653.44
92,13.43,3.13,-136845451205.20,-49364120156.12,-27371020492879.82,-9872857235758.82
93,16.62,-11.65,127185.06,-10189747.27,-9753.65,-32196.18
94,-8.00,-18.51,-7998902.41,-5403308.42,335083103.84,1110606060.30
95,1.25,-12.07,-1494846.08,-15168718.08,-327885505.57,-1114586747.52
96,13.27,8.98,-37172.59,9457647.65,-31479142.53,-12339015.77
97,6.30,-6.22,-100409044.13,-98082263.77,-20081813538.43,-19616438479.03
98,-16.48,1.59,-143525.87,475284.25,-9748854.46,-7263154.08
99,-7.66,3.33,6286090.05,4347377.73,1291362035.61,-1032020593.15
###### Tour 4 ######
0,9.93,-9.01,44499718.43,-40095319.48,7108541000.85,-6304315350.87
