particule,x,y,vx,vy
0,-7147603215189000436318208.00,-26479222147021265757536256.00,-23825344050629999329280.00,-88264073823404223889408.00
1,68112432551.34,-85553392430.24,56760360.46,-71294493.69
2,855859705513018112.00,4831643427666912256.00,778054277739107.25,4392403116060829.50
3,69090430134.33,235781199874.56,76767144.59,261979110.97
4,-1370867519.79,24249956910.34,-979191.09,17321397.79
5,45739384659994.94,-10443631750711.05,41581258781.81,-9494210682.46
6,-1933987464.09,-75990551161.16,-2762670.51,-108558595.54
7,2884132466687551729565696.00,-314734567095305783738368.00,4120189238125074055168.00,-449620810136151064576.00
8,2146575260867.96,-650102776176.92,2683219050.56,-812628465.77
9,-100806607957296128.00,-58224038813122184.00,-84005506631080.11,-48520032344268.48
10,-886502206.22,1290321307.73,-591001.47,860214.21
11,161402260735639968.00,-4825259453700871168.00,230574658193771.41,-6893227791001244.00
12,-2150337926658232386846720.00,2687271066951458209398784.00,-3583896544430387625984.00,4478785111585764409344.00
13,-59855032219773574316032.00,-325708027330288287744.00,-199516773582123302912.00,-1085694575978710272.00
14,502811257132.25,2588643773242.96,718301795.90,3698062533.20
15,-39017176711.40,159818868509.96,-24385735.44,99886792.82
16,-38938599271906779136.00,113010740521852551168.00,-302354436640570304.00,895332675890666240.00
17,-148671351111.65,-131657620346.85,-212378687.25,-188074950.88
18,1881495.82,-2862008.85,1175.93,-1788.76
19,67897.33,59354.53,39.94,34.91
20,-1492839968798.12,707533074982.24,-1658711076.44,786147861.09
21,3083290615.29,1864305577.93,2202350.44,1331646.84
22,6916478396865510899712000.00,-3987190053136032633716736.00,8645597996081888624640.00,-4983987566420041924608.00
23,-72862608091215968.00,79042517834118528.00,-91078260114019.97,98803147292648.16
24,-42.45,68.16,-0.03,0.05
25,-1811292552197984747520.00,-6198944693912519835648.00,-6037641840659949568.00,-20663148979708399616.00
26,-26338653324973664.00,39869391097481096.00,-23944230295430.61,36244900997710.09
27,2409367983998104036830248023814569984.00,-181314631501640141019313814305243136.00,12046839919990520276384960487620608.00,-906573157508200785801074394005504.00
28,3791066716218443004116992.00,4229241339344394349707264.00,12636889054061476708352.00,14097471131147982340096.00
29,-45799221380695403131495891616137216.00,-8002886501896090204909730506211328.00,-228996106903477031510150146424832.00,-40014432509480451745124592910336.00
30,1190157603.93,2757551710.83,743848.50,1723469.82
31,13029990.76,21175444.87,10858.33,17646.20
32,154394175.45,-324404570.51,140358.34,-294913.25
33,0.09,0.14,0.00,-0.01
34,3228254.67,-5110831.19,2305.90,-3650.59
35,-0.00,0.00,904877159481151104.00,-604173407978488704.00
36,423748442698.80,-102634473530.86,302677459.07,-73310338.24
37,-4542220656353177600.00,-1095618116667076480.00,-3785183880294314.50,-913015097222563.75
38,-34804864548528232.00,-163111184881060480.00,-26772972729637.10,-125470142216200.38
39,15477.33,-12389.65,14.07,-11.26
40,8039756.98,167949528.41,8039.82,167949.62
41,-7714044.79,-5026590.51,-5510.03,-3590.42
42,19302841418932.76,109105061797957.09,17548037653.58,99186419816.32
43,-38.15,320.30,-0.02,0.17
44,-1401819959800784384.00,-228747388490019648.00,-1752274949750980.50,-285934235612524.56
45,-2799607473566926241792.00,1709999712837194743808.00,-3499509341958658048.00,2137499641046493440.00
46,-37271885.01,21724604.64,-37271.89,21724.60
47,-791338027306506649958831095808.00,1421112888950734298852125310976.00,-7913380273065066411627380736.00,14211128889507343252404043776.00
48,0.77,-2.92,0.00,-0.00
49,2478859156882800464499921987305472.00,-612118562171668309180797664886784.00,6197147892207000800961834778624.00,-1530296405429170727915997888512.00
50,-5321543112168802615296.00,-282964064309817704448.00,-5912825680187558912.00,-314404515899797440.00
51,-95448909409898.34,188948122573663.78,-95448909409.90,188948122573.66
52,-48301969576971829248.00,19683675339268767744.00,-238759372622184480.00,100026477705583600.00
53,495150078934246344757824454656.00,50563872288960244628773142528.00,2475750394671231690803773440.00,252819361444801241010929664.00
54,-587.40,103.54,-24399428349790001513667493888.00,4124950348573612410293714944.00
55,177182439787.12,-40021273091.37,253117771.13,-57173247.27
56,-8654863831.87,-7455642471.70,-7868058.03,-6777856.79
57,-6653.35,-7808.42,-4.16,-4.88
58,61367215541824228855518532206592.00,31319232300787974008108241387520.00,306836077709121134425968476160.00,156596161503939877077415624704.00
59,-120981.93,-82831.50,-120.98,-82.83
60,-45006883.15,-3210326123.59,-45006.88,-3210326.12
61,4011320127518.43,-18756029157987.79,4011320127.52,-18756029157.99
62,-3517291032938686114168832.00,-3950305855766931743703040.00,-5862151721564476801024.00,-6583843092944886169600.00
63,16.54,-5.86,0.01,-0.00
64,-748271682775115235328.00,-2578247285797856215040.00,-7448330799351717888.00,-25731229787455528960.00
65,-1227711855281805.75,1493797700385019.50,-876937039487.00,1066998357417.87
66,97624382839931928634720256.00,132036760762944266910564352.00,139463404057045604761600.00,188623943947063255891968.00
67,6968.65,-187.55,3.67,-0.10
68,1361086025667360294527041536.00,-403971994211612386675130368.00,13610860256669287963426816.00,-4039719942108916031160320.00
69,595663606859009792.00,-315132575799241664.00,661848452065566.38,-350147306443601.88
70,-1101865028076.93,-1054035472999.87,-734576685.38,-702690315.33
71,116752196441734298000687104.00,-115116496044197891299868672.00,583760982208671511478272.00,-575582480220989440393216.00
72,-1022.80,268.67,-0.60,0.16
