particule,x,y,vx,vy
0,-23825344050629997903887728640.00,-88264073823404212388559323136.00,-238253440506299985910824960.00,-882640738234042140378267648.00
1,567603604594466.62,-712944936918646.38,567603604594.47,-712944936918.65
2,7002488499651965091840.00,39531628044547463839744.00,7780542777391072256.00,43924031160608292864.00
3,537370012155936.62,1833853776802132.75,767671445937.05,2619791109717.33
4,-11750293026739.38,207856773517226.59,-9791910855.62,173213977931.02
5,374231329036322176.00,-85447896142181360.00,415812587818135.88,-94942106824645.97
6,-13814533614748.49,-542788320539271.94,-27626705130.68,-1085585955361.60
7,20600946190625371176843608064.00,-2248104050680755035490484224.00,41201892381250735619178496.00,-4496208101361510122520576.00
8,16099314507559006.00,-4875770830223424.00,26832190505602.89,-8126284657729.12
9,-840055066310800965632.00,-485200323442684788736.00,-840055066310801024.00,-485200323442684800.00
10,-7683019120558.40,11182784667002.52,-5910014708.12,8602142051.54
11,1152873290968857051136.00,-34466138955006219386880.00,2305746581937713920.00,-68932277910012436480.00
12,-14335586177721548524090294272.00,17915140446343057982047125504.00,-35838965444303870966628352.00,44787851115857642549936128.00
13,-199516775033489180151775232.00,-1085691121345462055993344.00,-1995167735821232894902272.00,-10856945759787103027200.00
14,3591508979516040.00,18490312666021176.00,7183017959032.08,36980625332042.36
15,-341400296224750.56,1398415099462146.75,-243857354446.25,998867928187.25
16,0.01,-0.04,-870315560784974708736.00,2347747293278592565248.00
17,-1061956136619361.00,-940426301712935.25,-2123786872485.54,-1880749508777.75
18,16463088419.47,-25042577430.34,11759348.87,-17887555.31
19,599094099.80,523716412.13,399396.07,349144.27
20,-11610977535096468.00,5503035027639611.00,-16587110764423.52,7861478610913.73
21,26428205273955.38,15979762096552.47,22023504394.96,13316468413.79
22,51873587976491327628966363136.00,-29903925398520244523094769664.00,86455979960818887857012736.00,-49839875664200416242958336.00
23,-546469560684119785472.00,592818883755889000448.00,-910782601140199552.00,988031472926481664.00
24,-367902.40,590709.60,-283.00,454.39
25,-6037641840659948571197440.00,-20663148979708398797848576.00,-60376418406599487389696.00,-206631489797083998715904.00
26,-215498072658875416576.00,326204108979390775296.00,-239442302954306048.00,362449009977100864.00
27,2281969303225.67,27070944426.26,120468399199905197119145918321083285504.00,-9065731575082006091734998882365472768.00
28,12636889054061474527179702272.00,14097471131147980684654542848.00,126368890540614743897407488.00,140974711311479811656908800.00
29,-298345485237586.00,260512304527766.66,-2289961069034770230361770875645067264.00,-400144325094804473351998377891463168.00
30,10413879034412.96,24128577469745.83,7438485024.58,17234698192.68
31,108583256305.68,176462040618.79,108583256.30,176462040.60
32,1263225071853.89,-2654219213250.93,1403583413.17,-2949132459.17
33,791.53,1250.31,0.61,0.96
34,27670754313.58,-43807124483.02,23058961.93,-36505937.07
35,-4.12,2.85,-0.00,0.00
36,3632129508846845.00,-879724058835942.75,3026774590705.70,-733103382363.29
37,-37851838802943149080576.00,-9130150972225636794368.00,-37851838802943139840.00,-9130150972225636352.00
