//////////////////////////////////////////////////////
// Potentiel de Lenard-Jones dans une boîte périodique 100 x 100.
// Simulation de N = 100 particules pendant T = 1000 tours.
// Ce CSV contient 1000 tours sur les 1000.
// Constantes : sigma^2 = 10, espilon = 1, m = 1.
// Description des colonnes : particule_i,x,y,vx,vy,ax,ay
//////////////////////////////////////////////////////
###### Tour 0 ######
0,-10.00,-53.00,1.00,-1.00,0.00,0.00
1,87.00,60.00,0.00,0.00,0.00,0.00
2,54.00,-30.00,-1.00,0.00,0.00,0.00
3,21.00,-100.00,1.00,-1.00,0.00,0.00
4,51.00,26.00,-1.00,0.00,0.00,0.00
5,65.00,31.00,-1.00,0.00,0.00,0.00
6,7.00,81.00,-1.00,1.00,0.00,0.00
7,50.00,-52.00,-1.00,0.00,0.00,0.00
8,-53.00,-4.00,1.00,-1.00,0.00,0.00
9,-44.00,-66.00,-1.00,-1.00,0.00,0.00
10,-43.00,-37.00,1.00,-1.00,0.00,0.00
11,-85.00,86.00,-1.00,0.00,0.00,0.00
12,13.00,-22.00,-1.00,1.00,0.00,0.00
13,-91.00,7.00,0.00,1.00,0.00,0.00
14,-11.00,89.00,0.00,1.00,0.00,0.00
15,89.00,-53.00,-1.00,0.00,0.00,0.00
16,43.00,-16.00,1.00,1.00,0.00,0.00
17,-29.00,73.00,0.00,1.00,0.00,0.00
18,88.00,96.00,-1.00,0.00,0.00,0.00
19,83.00,1.00,0.00,-1.00,0.00,0.00
20,79.00,-24.00,-1.00,-1.00,0.00,0.00
21,83.00,97.00,-1.00,-1.00,0.00,0.00
22,38.00,35.00,-1.00,-1.00,0.00,0.00
23,34.00,51.00,0.00,1.00,0.00,0.00
24,87.00,-9.00,1.00,1.00,0.00,0.00
25,-36.00,-54.00,1.00,1.00,0.00,0.00
26,-57.00,48.00,1.00,-1.00,0.00,0.00
27,-51.00,-18.00,0.00,1.00,0.00,0.00
28,58.00,-92.00,-1.00,-1.00,0.00,0.00
29,57.00,-64.00,1.00,-1.00,0.00,0.00
30,71.00,-63.00,-1.00,1.00,0.00,0.00
31,40.00,-8.00,0.00,0.00,0.00,0.00
32,83.00,-82.00,0.00,0.00,0.00,0.00
33,-35.00,-71.00,-1.00,0.00,0.00,0.00
34,77.00,-88.00,0.00,0.00,0.00,0.00
35,-54.00,68.00,-1.00,-1.00,0.00,0.00
36,76.00,-66.00,1.00,1.00,0.00,0.00
37,-30.00,-28.00,1.00,-1.00,0.00,0.00
38,-39.00,56.00,1.00,0.00,0.00,0.00
39,-52.00,36.00,1.00,-1.00,0.00,0.00
40,6.00,24.00,0.00,-1.00,0.00,0.00
41,5.00,88.00,0.00,1.00,0.00,0.00
42,52.00,73.00,-1.00,-1.00,0.00,0.00
43,41.00,74.00,-1.00,1.00,0.00,0.00
44,-92.00,57.00,0.00,0.00,0.00,0.00
45,81.00,-13.00,0.00,-1.00,0.00,0.00
46,-57.00,-75.00,1.00,1.00,0.00,0.00
47,13.00,83.00,-1.00,-1.00,0.00,0.00
48,-41.00,14.00,0.00,1.00,0.00,0.00
49,2.00,-22.00,0.00,0.00,0.00,0.00
50,-48.00,-86.00,1.00,1.00,0.00,0.00
51,40.00,61.00,1.00,-1.00,0.00,0.00
52,18.00,21.00,0.00,0.00,0.00,0.00
53,-92.00,5.00,1.00,0.00,0.00,0.00
54,-18.00,-56.00,0.00,0.00,0.00,0.00
55,79.00,77.00,1.00,1.00,0.00,0.00
56,-9.00,-39.00,0.00,-1.00,0.00,0.00
57,40.00,55.00,1.00,0.00,0.00,0.00
58,21.00,57.00,-1.00,0.00,0.00,0.00
59,18.00,-44.00,0.00,1.00,0.00,0.00
60,78.00,-57.00,0.00,1.00,0.00,0.00
61,0.00,35.00,0.00,-1.00,0.00,0.00
62,31.00,88.00,0.00,-1.00,0.00,0.00
63,17.00,44.00,-1.00,0.00,0.00,0.00
64,-95.00,-44.00,1.00,1.00,0.00,0.00
65,-88.00,-43.00,-1.00,-1.00,0.00,0.00
66,-86.00,-17.00,-1.00,0.00,0.00,0.00
67,39.00,-88.00,0.00,0.00,0.00,0.00
68,-44.00,-35.00,1.00,0.00,0.00,0.00
69,52.00,-54.00,-1.00,0.00,0.00,0.00
70,86.00,-32.00,0.00,-1.00,0.00,0.00
71,64.00,99.00,1.00,0.00,0.00,0.00
72,-44.00,70.00,0.00,-1.00,0.00,0.00
73,79.00,-87.00,0.00,0.00,0.00,0.00
74,-52.00,56.00,1.00,0.00,0.00,0.00
75,69.00,-95.00,0.00,1.00,0.00,0.00
76,-30.00,13.00,0.00,-1.00,0.00,0.00
77,11.00,76.00,1.00,0.00,0.00,0.00
78,97.00,57.00,1.00,0.00,0.00,0.00
79,9.00,-82.00,-1.00,1.00,0.00,0.00
80,40.00,-93.00,-1.00,0.00,0.00,0.00
81,72.00,46.00,-1.00,0.00,0.00,0.00
82,3.00,97.00,-1.00,1.00,0.00,0.00
83,-98.00,-84.00,0.00,-1.00,0.00,0.00
84,-19.00,-62.00,0.00,-1.00,0.00,0.00
85,-85.00,-41.00,1.00,-1.00,0.00,0.00
86,-84.00,-57.00,1.00,0.00,0.00,0.00
87,-87.00,13.00,-1.00,-1.00,0.00,0.00
88,-28.00,31.00,1.00,0.00,0.00,0.00
89,-70.00,-60.00,-1.00,0.00,0.00,0.00
90,-63.00,27.00,-1.00,0.00,0.00,0.00
91,-4.00,-38.00,1.00,1.00,0.00,0.00
92,0.00,-35.00,0.00,1.00,0.00,0.00
93,24.00,64.00,1.00,0.00,0.00,0.00
94,59.00,57.00,0.00,1.00,0.00,0.00
95,-30.00,-88.00,-1.00,-1.00,0.00,0.00
96,-4.00,3.00,0.00,1.00,0.00,0.00
97,-5.00,-42.00,-1.00,0.00,0.00,0.00
98,85.00,-76.00,-1.00,1.00,0.00,0.00
99,-62.00,42.00,-1.00,-1.00,0.00,0.00
###### Tour 1 ######
0,-10.00,-53.00,1.00,-1.00,0.01,0.03
1,87.00,60.00,-0.00,-0.00,-0.01,-0.06
2,54.00,-30.00,-1.00,0.00,-0.53,0.01
3,21.00,-0.00,1.00,-1.00,-0.17,0.35
4,51.00,26.00,-1.00,-0.00,0.16,-0.31
5,65.00,31.00,-0.98,-0.02,339.05,-342.84
6,7.00,81.00,-1.00,1.00,0.78,-0.30
7,50.00,-52.00,-1.02,0.02,-340.93,341.00
8,-53.00,-4.00,1.00,-1.00,-4.50,2.27
9,-44.00,-66.00,-1.00,-1.00,0.02,-0.01
10,-43.00,-37.00,0.71,-1.86,-5760.05,-17280.21
11,-85.00,86.00,-1.00,-0.00,0.06,-0.04
12,13.00,-22.00,-1.00,1.00,1.49,2.25
13,-91.00,7.00,0.29,1.58,5753.32,11518.49
14,-11.00,89.00,0.00,1.00,0.01,-0.01
15,89.00,-53.00,-1.00,0.00,-0.20,0.13
16,43.00,-16.00,1.00,1.00,-2.35,0.53
17,-29.00,73.00,0.00,1.00,0.00,-0.06
18,88.00,96.00,-1.00,0.00,-2.34,0.45
19,83.00,1.00,0.00,-1.00,0.19,-0.15
20,79.00,-24.00,-1.00,-1.00,0.58,-0.23
21,83.00,97.00,-1.00,-1.00,2.30,-0.51
22,38.00,35.00,-1.00,-1.00,2.18,-0.40
23,34.00,51.00,0.00,1.00,0.22,0.14
24,87.00,-9.00,1.00,1.00,-0.21,-0.10
25,-36.00,-54.00,1.00,1.00,-0.01,0.04
26,-57.00,48.00,1.00,-1.00,4.44,-2.33
27,-51.00,-18.00,-0.00,1.00,-24.12,-67.36
28,58.00,-92.00,-1.00,-1.00,-0.01,0.01
29,57.00,-64.00,1.00,-1.00,-0.00,0.01
30,71.00,-63.00,-1.00,1.00,0.88,-0.48
31,40.00,-8.00,-0.00,-0.00,-0.01,-0.06
32,83.00,-82.00,-0.00,0.00,-0.23,0.13
33,-35.00,-71.00,-1.00,0.00,-1.72,6.82
34,77.00,-88.00,-0.58,-0.29,-11519.95,-5759.95
35,-54.00,68.00,-1.00,-1.00,0.03,-0.00
36,76.00,-66.00,1.00,1.00,0.01,1.06
37,-30.00,-28.00,1.00,-1.00,0.00,0.02
38,-39.00,56.00,1.01,0.00,144.02,0.00
39,-52.00,36.00,0.42,-0.71,-11518.07,5753.21
40,6.00,24.00,0.00,-1.00,1.60,0.90
41,5.00,88.00,-0.00,1.00,-0.97,-0.77
42,52.00,73.00,-1.00,-1.00,-0.01,0.00
43,41.00,74.00,-1.00,1.00,0.01,-0.00
44,-92.00,57.00,-0.00,2.84,-72.00,56742.75
45,81.00,-13.00,-0.00,-1.00,-0.66,-0.39
46,-57.00,-75.00,1.00,1.00,0.06,0.04
47,13.00,83.00,-1.02,-0.98,-341.22,340.19
48,-41.00,14.00,0.58,1.29,11519.82,5760.26
49,2.00,-22.00,-0.00,0.00,-1.68,2.29
50,-48.00,-86.00,1.00,1.00,6.91,1.76
51,40.00,61.00,1.00,-1.00,0.09,-0.88
52,18.00,21.00,-0.00,0.00,-0.07,0.04
53,-92.00,5.00,0.71,-3.41,-5831.97,-68262.68
54,-18.00,-56.00,-0.00,-0.00,-2.31,-5.21
55,79.00,77.00,1.00,1.00,-0.01,-0.00
56,-9.00,-39.00,0.00,-1.00,4.50,-1.13
57,40.00,55.00,1.00,0.00,0.02,0.75
58,21.00,57.00,-1.00,0.00,0.05,0.13
59,18.00,-44.00,-186.75,187.75,-3734999.84,3734999.65
60,78.00,-57.00,-0.00,1.00,-0.02,-0.04
61,0.00,35.00,0.58,-1.28,11544.91,-5687.74
62,31.00,88.00,0.00,-1.00,0.16,-0.02
63,17.00,44.00,-1.00,0.00,1.56,0.63
64,-95.00,-44.00,1.00,1.00,7.20,2.06
65,-88.00,-43.00,-1.00,-1.00,2.14,2.21
66,-86.00,-17.00,-1.00,-0.00,1.71,-6.82
67,39.00,-88.00,0.00,-0.00,0.47,-2.33
68,-44.00,-35.00,0.71,0.58,-5766.81,11518.25
69,52.00,-54.00,-0.98,-0.02,340.55,-340.55
70,86.00,-32.00,-0.00,-1.00,-0.08,-0.04
71,64.00,99.00,1.00,-0.00,0.06,-0.03
72,-44.00,70.00,0.00,-1.00,0.24,-0.23
73,79.00,-87.00,0.58,0.29,11520.38,5760.46
74,-52.00,56.00,1.00,-0.00,-0.02,-0.05
75,69.00,-95.00,186.75,-185.75,3735000.01,-3734999.98
76,-30.00,13.00,0.00,-1.00,6.08,1.38
77,11.00,76.00,1.00,-0.00,-1.86,-0.15
78,97.00,57.00,1.00,-0.00,-0.32,-0.00
79,9.00,-82.00,-1.00,1.00,-0.09,-0.03
80,40.00,-93.00,-1.00,0.00,-0.47,2.33
81,72.00,46.00,-1.00,-0.00,-1.61,-0.59
82,3.00,97.00,-1.00,1.00,0.02,-0.05
83,-98.00,-84.00,0.00,-1.00,0.00,0.00
84,-19.00,-62.00,0.29,-1.58,5760.15,-11519.25
85,-85.00,-41.00,1.00,-1.00,-4.11,3.32
86,-84.00,-57.00,1.00,0.00,0.00,0.01
87,-87.00,13.00,-1.00,-1.00,2.26,-5.47
88,-28.00,31.00,1.00,0.00,-0.06,0.00
89,-70.00,-60.00,-1.29,0.58,-5757.75,11524.50
90,-63.00,27.00,-1.00,0.00,0.01,0.01
91,-4.00,-38.00,1.00,1.00,-1.87,-5.67
92,0.00,-35.00,-0.00,1.00,-1.86,-1.24
93,24.00,64.00,1.00,-0.00,-6.88,-1.82
94,59.00,57.00,-0.00,1.00,-0.00,-0.00
95,-30.00,-88.00,-1.00,-1.00,-0.01,0.02
96,-4.00,3.00,0.00,1.00,0.31,-0.50
97,-5.00,-42.00,-1.00,0.00,-0.40,8.46
98,85.00,-76.00,-1.00,1.00,-0.73,-0.36
99,-62.00,42.00,-1.00,-1.00,0.10,0.10
###### Tour 2 ######
0,-10.00,-53.00,1.00,-1.00,0.02,0.06
1,87.00,60.00,-0.00,-0.00,-0.02,-0.12
2,54.00,-30.00,-1.00,0.00,-1.06,0.02
3,21.00,-0.00,1.00,-1.00,-0.24,0.58
4,51.00,26.00,-1.00,-0.00,0.33,-0.62
5,65.00,31.00,-0.93,-0.07,678.13,-685.80
6,7.00,81.00,-1.00,1.00,1.67,-0.60
7,50.00,-52.00,-1.07,0.07,-681.87,681.99
8,-53.00,-4.00,1.00,-1.00,-8.99,4.54
9,-44.00,-66.00,-1.00,-1.00,0.03,-0.02
10,-43.00,-37.00,-0.15,-4.46,-11522.84,-34555.51
11,-85.00,86.00,-1.00,-0.00,0.11,-0.08
12,13.00,-22.00,-1.00,1.00,2.97,4.49
13,-91.00,7.00,1.14,3.30,11312.98,23034.24
14,-11.00,89.00,0.00,1.00,0.02,-0.02
15,89.00,-53.00,-1.00,0.00,-0.40,0.25
16,43.00,-16.00,1.00,1.00,-4.70,1.07
17,-29.00,73.00,0.00,1.00,0.01,-0.12
18,88.00,96.00,-1.00,0.00,-4.68,0.91
19,83.00,1.00,0.00,-1.00,0.37,-0.30
20,79.00,-24.00,-1.00,-1.00,1.16,-0.47
21,83.00,97.00,-1.00,-1.00,4.61,-1.02
22,38.00,35.00,-1.00,-1.00,4.36,-0.80
23,34.00,51.00,0.00,1.00,0.44,0.28
24,87.00,-9.00,1.00,1.00,-0.42,-0.20
25,-36.00,-54.00,1.00,1.00,0.07,0.14
26,-57.00,48.00,1.00,-1.00,8.87,-4.66
27,-51.00,-18.00,-0.00,0.99,-48.27,-134.80
28,58.00,-92.00,-1.00,-1.00,-0.02,0.03
29,57.00,-64.00,1.00,-1.00,-0.01,0.02
30,71.00,-63.00,-1.00,1.00,1.77,-0.97
31,40.00,-8.00,-0.00,-0.00,-0.01,-0.12
32,83.00,-82.00,-0.00,0.00,-0.45,0.25
33,-35.00,-71.00,-1.00,0.00,-3.44,13.65
34,77.00,-88.00,-2.30,-1.15,-23039.89,-11519.89
35,-54.00,68.00,-1.00,-1.00,0.05,-0.01
36,76.00,-66.00,1.00,1.00,0.03,2.13
37,-30.00,-28.00,1.00,-1.00,0.01,0.04
38,-39.00,56.00,1.03,0.00,288.01,0.01
39,-52.00,36.00,-1.30,0.15,-23042.20,11509.74
40,6.00,24.00,0.00,-1.00,3.20,1.79
41,5.00,88.00,-0.00,1.00,-1.95,-1.53
42,52.00,73.00,-1.00,-1.00,-0.02,0.00
43,41.00,74.00,-1.00,1.00,0.02,-0.01
44,-92.00,57.00,-0.01,11.35,-146.79,113485.48
45,81.00,-13.00,-0.00,-1.00,-1.33,-0.78
46,-57.00,-75.00,1.00,1.00,0.13,0.08
47,13.00,83.00,-1.07,-0.93,-682.57,680.50
48,-41.00,14.00,2.30,2.15,23039.07,11521.67
49,2.00,-22.00,-0.00,0.00,-3.37,4.58
50,-48.00,-86.00,1.00,-1.84,16.66,-56790.14
51,40.00,61.00,1.00,-1.00,0.18,-1.75
52,18.00,21.00,-0.00,0.00,-0.14,0.08
53,-92.00,5.00,-0.17,-13.65,-11658.86,-136522.63
54,-18.00,-56.00,-0.00,-0.00,-4.61,-10.42
55,79.00,77.00,1.00,1.00,-0.01,-0.01
56,-9.00,-39.00,0.00,-1.00,8.99,-2.27
57,40.00,55.00,1.00,0.00,0.03,1.50
58,21.00,57.00,-1.00,0.00,0.09,-0.03
59,17.96,-43.96,-747.00,748.00,-7469999.86,7469999.65
60,78.00,-57.00,-0.00,1.00,-0.05,-0.05
61,0.00,35.00,2.31,-2.14,23095.92,-11378.72
