particule,x,y,vx,vy
0,5216702.12,15593644.60,5796.34,17326.27
1,19106553665575350221460733952.00,-16962963712111213661904699392.00,31844256109292250999029760.00,-28271606186852025976750080.00
2,-427979230257858882998108160.00,815454347130246015993511936.00,-1069948075644647368556544.00,2038635867825615136620544.00
3,128778249216636634296565612150784.00,606840031522862225655482231554048.00,257556498433273274785580711936.00,1213680063045724418659867164672.00
4,32298823066826211328.00,37399374134547423232.00,272106733162222720.00,285498977062317088.00
5,963237266338919748180654424064.00,-1039773467627428481120883179520.00,1376053237627028346769506304.00,-1485390668039183670116876288.00
6,-4671.07,-3940.05,-2.92,-2.46
7,-529376791816937344.00,837702094510473856.00,-1323441979542343.50,2094255236276184.75
8,-22288802036437015855104.00,-2706133127633108467712.00,-44577604072874033152.00,-5412266255266216960.00
9,-49727390763792757424128.00,131266988606592426967040.00,-124318476909481902080.00,328167471516481093632.00
10,-49608333489986562422734848.00,-5802507762037157638701056.00,-124020833724966383910912.00,-14506269405092893425664.00
11,-39284667897208490638180352.00,-251880589420892113701175296.00,-130948892990694970359808.00,-839601964736307120832512.00
12,24633308736191601527528072541110272.00,26032605626659969040801018238992384.00,61583271840479003458532211163136.00,65081514066649923682866456166400.00
13,64493.35,-609004.76,49.61,-468.47
14,-696472490314.73,-198282946109.64,-696472490.31,-198282946.11
15,-5542992297417917440.00,-2614509024224994131968.00,-9238320495696528.00,-4357515040374989312.00
16,27692468529039.94,-8396478926085.61,30769409476.71,-9329421028.98
17,-12836975950420480025402329998032896.00,-16222721708466953411407050807705600.00,-42789919834734936780695488430080.00,-54075739028223178038023502692352.00
18,160274330836125.97,-628582738773326.00,228963329765.89,-897975341104.75
19,546534560910148565467136.00,189170107368504914083840.00,780763658443069325312.00,270243010526435606528.00
20,-31738369529707058053338956828770304.00,33275981179549567985351845761515520.00,-105794565099023523481775467659264.00,110919937265165233823598889664512.00
21,23278705250267159364370432.00,-9002355069622337818066944.00,33255293214667378262016.00,-12860507242317624639488.00
22,1427903521188815359180800.00,-1896243667431472848961536.00,2855807042377630613504.00,-3792487334862946041856.00
23,-1266955522127052544.00,-103378364480683056.00,-1809936460181503.50,-147683377829547.22
24,-10013339446560649199345609998336.00,38360987542152618644408364957696.00,-50066697232803246348571770880.00,191804937710763105888415776768.00
25,2407162163649767.00,3823795550377476.00,2407162163649.77,3823795550377.48
26,-59670753892042822123520.00,-81434279037819947057152.00,-66300837657825361920.00,-90482532264244363264.00
27,-953.17,-473.19,-0.87,-0.43
28,444978360215537956421632.00,831936927013069823934464.00,1112445900538844938240.00,2079842317532674654208.00
29,10373395351589994496.00,-198405601801817063424.00,9430359410536358.00,-180368728910742784.00
30,-320005330161597459464192.00,18981250545759496962048.00,-800013325403993669632.00,47453126364398739456.00
31,-50230559518579228672.00,109467898585891766272.00,-251152805517183968.00,547339496957182016.00
32,-2489368877972507104940430196736.00,-3993171734794549439967665324032.00,-6223422194931266838761308160.00,-9982929336986373511958233088.00
33,47380240707852560.00,32987196887072992.00,52644711897613.96,36652440985636.66
34,8011709442640828416.00,-6259049355994258432.00,20029273606602072.00,-15647623389985646.00
35,-121917907937555962682026572350750720.00,125404839100762855297608132514021376.00,-1219179079375559684466340953849856.00,1254048391007628541446866279071744.00
36,97932181079771082535241741500416.00,-10213266843009789656461505200128.00,195864362159542187025531666432.00,-20426533686019577272229429248.00
37,69752851705283605430272.00,67935633977469445341184.00,116254752842139336704.00,113226056629115731968.00
38,-68760307926589283237888.00,-112980538929157588910080.00,-114600513210982121472.00,-188300898215262617600.00
39,4386341048788909547323392.00,-2010998912683788199788544.00,6266201498269872291840.00,-2872855589548268716032.00
40,-84346354475619055566848.00,-6677416528233883500544.00,-76678504068744593408.00,-6070378662030802944.00
41,-33408908411551768117248.00,-11859633399658075652096.00,-334089084115517440000.00,-118596333996580388864.00
42,-1128240662495804715433984.00,-564942699407795057328128.00,-5641202809984858980352.00,-2824712791641244565504.00
43,63652522925.55,65066667123.02,79565653.66,81333333.90
44,-72508650850681044555515559936.00,-16166063762145623344651698176.00,-145017301701362095845539840.00,-32332127524291245349273600.00
45,0.02,-0.01,0.78,-0.50
46,-56580446.63,9076830.69,-51436.77,8251.66
47,23944656279882588.00,-46042342774266160.00,21767869345347.81,-41856675249332.87
48,26570735736479358736909069189120.00,-8944995320199502700565957181440.00,66426839341198400360709881856.00,-22362488300498759390242799616.00
49,2928876563855520482749625349804392448.00,-6294427281722505426954858880787546112.00,5857753127711041777155989942829056.00,-12588854563445011056823902572380160.00
