//////////////////////////////////////////////////////
// Potentiel de Lenard-Jones dans une boîte périodique 100 x 100.
// Simulation de N = 100 particules pendant T = 1000 tours.
// Ce CSV contient 1000 tours sur les 1000.
// Constantes : sigma^2 = 10, espilon = 1, m = 1.
// Description des colonnes : particule_i,x,y,vx,vy,ax,ay
//////////////////////////////////////////////////////
###### Tour 0 ######
71,32.00,-90.00,-30.34,0.87,-68677.35,-6255.49
72,-94.00,20.99,1.90,-8.00,-192.95,-5.14
73,91.99,-23.00,-8.97,1.01,69.27,24.35
74,53.99,-23.00,-7.00,-5.00,-0.23,0.12
75,78.01,-99.01,10.00,-9.00,-2.81,-1.88
76,-47.01,57.00,-9.00,-0.00,0.35,-0.17
77,-40.00,-56.00,-2.00,-3.00,-2.15,-1.22
78,-14.00,24.00,1.00,-3.00,5.89,6.92
79,33.99,-88.99,-198591.06,230558.34,-397162113.96,461100674.32
80,-15.99,-86.01,10.00,-9.00,0.00,0.06
81,-9.00,-1.01,1.00,-9.00,0.01,0.01
82,29.00,72.00,-4.00,4.00,1.61,2.64
83,25.00,78.00,3.00,-3.00,0.26,-0.47
84,35.01,-44.01,5.00,-9.00,-1.29,-1.92
85,1.00,70.99,28.11,-7.22,58213.92,-440.15
86,-5.00,-69.01,-2.00,-9.00,-0.50,-0.80
87,-56.99,5.01,9.00,8.00,2.13,7.19
88,19.01,-26.00,8.00,2.00,0.22,0.13
89,26.00,-72.00,1.00,-2.00,0.09,-2.90
90,-99.99,-96.00,10.00,-1.00,-0.02,-0.00
91,82.01,-68.01,7.00,-10.00,0.62,-2.25
92,-12.01,-63.01,-8.00,-8.00,-2.21,-1.01
93,-92.00,-46.00,-4.00,-3.00,-0.16,-0.07
94,-15.00,-61.00,-2.00,-4.00,2.89,-0.12
95,43.99,9.00,-6.00,4.00,-1.69,-5.13
96,35.99,-31.99,-7.00,7.00,-0.14,0.10
97,-4.01,88.00,-6.00,-2.00,-0.01,-0.01
98,44.01,-13.01,5.00,-5.00,-0.04,0.00
99,19.00,-15.01,-5.00,-10.00,0.03,-0.04
###### Tour 2 ######
0,-72.99,4.01,6.01,2.99,6.20,-9.79
1,-34.01,-37.02,-6.00,-10.00,-3.16,1.24
2,28.96,-85.71,590924.06,4927.57,393945288.12,3280158.78
3,97.02,-88.98,10.00,9.00,-0.27,1.53
4,81.00,26.99,1.00,-4.01,3.71,-10.34
5,84.92,-68.88,-6141.68,6199.71,-4100386.85,4137767.06
6,-92.01,17.01,-7.00,6.02,-1.19,22.93
7,-67.00,53.01,0.00,6.00,2.37,3.43
8,-91.00,21.01,-1.61,6.99,392.34,-5.89
9,36.01,89.98,7.00,-9.00,-2.99,4.10
10,-98.99,65.99,7.00,-6.99,-1.11,8.27
11,28.98,-93.00,-8.99,1.01,13.28,6.39
12,-12.99,44.00,7.01,-1.00,13.94,-3.52
13,22.99,61.00,-22.48,8.16,-23966.61,11893.67
14,-70.02,16.99,-7.94,-4.83,127.38,333.43
15,-77.98,-86.98,9.00,8.00,0.50,0.00
16,-10.00,-19.10,5985.81,5873.84,3987873.71,3921890.76
17,-33.02,51.99,-10.01,-4.01,-9.37,-9.18
18,-30.01,-26.00,-3.00,0.00,-0.29,0.13
19,-65.98,-93.00,8.99,-0.25,-7.59,-165.94
20,3.02,-50.99,9.00,3.00,-0.73,-1.28
21,-89.99,-74.00,7.00,-1.01,-1.88,-5.22
22,-4.99,-42.99,2.99,5.00,-13.76,1.90
23,-78.00,30.98,0.00,-10.00,4.38,-3.28
24,-91.02,-38.01,-9.00,-3.00,-0.04,-0.20
25,66.00,32.00,2.00,1.00,0.00,0.02
26,57.98,-81.01,-9.00,-5.00,-2.02,-1.63
27,78.01,-50.02,5.00,-8.00,-0.05,-0.08
28,-1.05,-28.98,-98.40,8.86,-86371.07,846.91
29,-3.01,-75.02,-5.00,-8.00,-4.95,-3.65
30,-62.70,-54.36,4933.06,-696557.12,3285371.64,-464374748.54
31,-58.99,12.98,5.00,-9.01,2.48,-4.97
32,87.99,-68.00,-3.97,1.01,58.09,19.37
33,-48.99,-78.02,7.15,-7.52,146.54,487.97
34,-75.00,-39.99,16.48,-6.17,23965.81,-11894.07
35,31.00,-24.98,2.00,8.99,-3.71,-5.23
36,0.02,44.00,9.00,-1.00,0.85,1.76
37,-46.01,85.02,-7.00,10.00,0.51,-0.25
38,-49.98,-87.02,10.00,-10.00,4.22,0.92
39,-30.99,84.99,6.00,-7.00,-0.24,-0.06
40,-82.99,-42.02,4.00,-10.00,0.73,0.42
41,-67.02,-6.00,-8.00,-0.00,2.96,-3.92
42,54.99,14.02,-5.00,8.00,-4.52,1.66
43,80.75,69.08,737609.75,-10356.29,491735155.31,-6898307.26
44,-28.00,42.99,-0.00,-6.00,-0.01,0.11
45,-19.01,-77.02,-6.00,-9.98,4.78,16.00
46,-3.71,82.90,-737575.98,10343.52,-491723317.72,6892349.07
47,61.02,-14.99,8.00,3.00,-0.31,-0.21
48,-4.00,16.98,1.00,-10.00,-0.44,0.60
49,64.00,-50.99,0.01,7.01,8.17,8.70
50,63.00,77.00,2.00,1.00,0.17,0.08
51,6.00,-67.98,2.00,9.00,0.22,-0.44
52,27.99,-76.01,-7.00,-4.99,-4.41,8.62
53,-53.01,-68.99,-7.00,7.00,0.03,-0.10
54,59.00,54.01,-1.00,5.00,-0.11,-0.11
55,90.99,57.99,-4.99,-3.00,13.68,-3.64
56,-72.01,-99.99,-3.00,5.01,-3.06,14.14
57,-51.00,7.02,-1.00,8.00,-3.94,2.49
58,-19.00,-27.90,-6001.68,-5868.11,-3999778.22,-3915959.70
59,-38.99,64.99,4.00,-6.00,3.15,-1.29
60,94.09,-78.15,6147.72,-6210.75,4100481.14,-4137831.93
61,-43.02,-58.01,-8.99,-5.00,5.25,3.51
62,48.02,-79.01,7.86,-6.05,-142.44,-51.06
63,80.00,-10.00,1.00,0.00,-0.03,0.04
64,-9.02,-55.98,-8.02,8.00,-15.18,-0.22
65,51.01,19.02,6.00,8.57,-2.72,-439.70
66,47.01,-23.00,4.00,2.00,0.58,0.05
67,-56.99,49.01,6.00,7.00,-0.39,-0.17
68,74.98,-1.02,-9.99,-10.00,6.15,4.02
69,-6.01,50.98,-5.00,-10.00,0.09,1.31
70,24.99,-58.01,-6.00,-6.00,0.00,-0.02
71,31.94,-90.00,-99.02,-5.39,-68680.77,-6261.93
72,-94.00,20.98,1.61,-8.01,-389.63,-11.38
73,91.98,-23.00,-8.90,1.04,66.91,29.45
74,53.99,-23.01,-7.00,-5.00,-0.46,0.24
75,78.02,-99.02,9.99,-9.00,-6.12,-4.07
76,-47.02,57.00,-9.00,-0.00,0.70,-0.34
77,-40.00,-56.01,-2.00,-3.00,-4.52,-2.58
78,-14.00,23.99,1.01,-2.99,2.82,7.30
79,-63.18,72.12,-595753.17,691659.01,-397162115.84,461100667.98
80,-15.98,-86.02,10.00,-9.00,0.01,0.12
81,-9.00,-1.02,1.00,-9.00,0.03,0.01
82,28.99,72.01,-4.00,4.01,3.51,5.53
83,25.01,77.99,3.00,-3.00,0.52,-0.94
84,35.01,-44.02,5.00,-9.00,-2.35,-3.49
85,1.06,70.99,100.40,-7.87,86372.15,-855.18
86,-5.00,-69.02,-2.00,-9.00,-0.64,-1.33
87,-56.98,5.02,9.00,8.01,4.30,14.38
88,19.02,-26.00,8.00,2.00,0.45,0.27
89,26.00,-72.00,1.00,-2.01,0.16,-5.81
90,-99.98,-96.00,10.00,-1.00,-0.03,-0.01
91,82.01,-68.02,6.92,-9.98,-156.89,42.16
92,-12.02,-63.02,-8.00,-8.00,-4.51,-2.45
93,-92.01,-46.01,-4.00,-3.00,-0.33,-0.15
94,-15.00,-61.01,-1.99,-4.00,5.67,-0.32
95,43.99,9.01,-6.00,3.99,-3.32,-10.27
96,35.99,-31.99,-7.00,7.00,1.05,6.77
97,-4.01,88.00,-6.00,-2.00,0.10,-2.40
98,44.01,-13.01,5.00,-5.00,-0.09,0.01
99,18.99,-15.02,-5.00,-10.00,0.06,-0.09
###### Tour 3 ######
0,-72.98,4.01,6.01,2.98,8.87,-15.32
1,-34.02,-37.03,-6.01,-10.00,-4.55,1.80
2,16.85,-79.14,984869.35,8207.73,393945287.93,3280158.80
3,97.03,-88.97,10.00,9.00,0.47,2.74
4,81.00,26.99,1.01,-4.02,5.07,-15.88
5,76.73,-60.61,-10242.07,10337.48,-4100387.42,4137767.57
6,-92.02,17.02,-7.00,6.05,-2.17,34.31
7,-67.00,53.02,0.01,6.01,3.17,4.62
8,-91.01,21.02,-1.12,6.99,593.40,-7.26
9,36.02,89.97,6.99,-8.99,-4.34,6.16
10,-98.98,65.98,7.00,-6.98,-1.55,12.22
11,28.97,-93.00,-8.97,1.01,19.81,10.12
12,-12.98,44.00,7.03,-1.01,20.93,-5.24
13,22.96,61.01,-50.29,21.95,-31639.75,15673.11
14,-70.02,16.99,-7.81,-4.50,127.33,333.36
15,-77.97,-86.98,9.00,8.00,0.60,0.01
16,-2.02,-11.26,9985.35,9800.09,4011217.52,3930610.49
17,-33.03,51.99,-10.02,-4.02,-18.07,-9.15
18,-30.01,-26.00,-3.00,0.00,-0.44,0.18
19,-65.97,-93.00,8.98,-0.42,-13.82,-161.09
20,3.03,-50.99,9.00,3.00,-1.09,-1.90
21,-89.98,-74.00,7.00,-1.01,-2.77,-7.89
22,-4.99,-42.98,2.97,5.00,-20.60,2.84
23,-78.00,30.97,0.01,-10.01,6.58,-4.94
24,-91.03,-38.01,-9.00,-3.00,-0.06,-0.30
25,66.01,32.00,2.00,1.00,0.00,0.03
26,57.97,-81.02,-9.00,-5.00,-3.05,-2.47
27,78.01,-50.02,5.00,-8.00,-0.07,-0.14
28,-1.19,-28.97,-187.33,9.76,-91491.91,949.29
29,-3.02,-75.02,-5.01,-8.00,-5.13,-3.22
30,-56.13,-83.11,8218.43,-1160931.87,3285370.87,-464374750.62
31,-58.98,12.97,5.01,-9.01,6.13,-4.78
32,87.99,-68.00,-3.91,1.03,57.35,22.12
33,-48.98,-78.02,7.33,-6.90,220.65,762.31
34,-74.98,-40.01,44.28,-19.95,31638.55,-15673.71
35,31.01,-24.97,1.99,8.99,-6.01,-8.08
36,0.03,44.00,9.00,-1.00,1.28,2.63
37,-46.02,85.03,-7.00,10.00,0.76,-0.37
38,-49.97,-87.03,10.01,-10.00,6.18,1.48
39,-30.98,84.98,6.00,-7.00,-0.37,-0.08
40,-82.99,-42.03,4.00,-10.00,1.10,0.63
41,-67.02,-6.00,-7.99,-0.01,4.42,-5.82
42,54.98,14.02,-5.01,8.00,-6.82,2.49
43,64.23,55.28,1229344.90,-17254.60,491735157.59,-6898312.84
44,-28.00,42.98,0.00,-6.00,0.69,-0.36
45,-19.02,-77.03,-5.99,-9.96,7.10,23.93
46,-87.14,96.69,-1229299.29,17235.87,-491723317.72,6892349.07
47,61.02,-14.99,8.00,3.00,-0.46,-0.31
48,-4.00,16.97,1.00,-10.00,-0.06,-0.18
49,64.00,-50.98,0.02,7.02,12.38,13.76
50,63.01,77.00,2.00,1.00,0.26,0.12
51,6.01,-67.97,2.00,9.00,0.32,-0.65
52,27.98,-76.01,-7.01,-4.98,-6.62,12.96
53,-53.02,-68.98,-7.00,7.00,0.05,-0.15
54,59.00,54.01,-1.00,5.00,1.49,0.24
55,90.99,57.99,-4.97,-3.01,20.49,-5.42
56,-72.01,-99.98,-3.01,5.03,-4.58,21.23
57,-51.00,7.02,-1.01,8.01,-5.90,3.76
58,-27.01,-35.73,-10001.46,-9784.07,-3999778.48,-3915959.74
59,-38.99,64.98,4.01,-6.00,4.75,-1.96
60,2.29,-86.43,10248.20,-10348.58,4100480.44,-4137831.95
61,-43.03,-58.01,-8.99,-4.99,8.19,5.47
62,48.02,-79.02,7.68,-6.12,-215.63,-77.11
63,80.00,-10.00,1.00,0.00,-0.04,0.07
64,-9.02,-55.98,-8.03,8.00,-22.80,-0.35
65,51.02,19.03,5.99,8.01,-3.86,-690.15
66,47.01,-22.99,4.00,2.00,0.88,0.08
67,-56.98,49.02,6.00,7.00,-0.41,-0.16
68,74.97,-1.03,-9.99,-9.99,9.93,6.46
69,-6.01,50.97,-5.00,-10.00,0.13,1.94
70,24.98,-58.02,-6.00,-6.00,0.00,-0.02
71,31.81,-90.01,-167.70,-11.65,-68682.11,-6271.85
72,-93.99,20.98,1.12,-8.03,-589.18,-18.84
73,91.97,-23.00,-8.83,1.07,66.96,29.42
74,53.98,-23.01,-7.00,-5.00,-0.70,0.37
75,78.03,-99.03,9.99,-9.01,-9.88,-6.55
76,-47.03,57.00,-9.00,-0.00,1.06,-0.51
77,-40.01,-56.01,-2.01,-3.01,-7.11,-4.08
78,-14.00,23.99,1.01,-2.98,-0.27,7.48
79,-57.52,94.33,-992915.29,1152759.68,-397162115.95,461100667.74
80,-15.97,-86.03,10.00,-9.00,0.01,0.17
81,-9.00,-1.03,1.00,-9.00,0.05,0.01
82,28.99,72.01,-3.99,4.01,5.43,8.63
83,25.01,77.99,3.00,-3.00,0.78,-1.41
84,35.01,-44.03,4.99,-9.01,-3.16,-4.66
85,1.20,70.98,189.33,-8.78,91493.44,-961.53
86,-5.01,-69.03,-2.00,-9.00,-0.76,-1.81
87,-56.97,5.02,9.01,8.03,6.46,21.62
88,19.02,-25.99,8.00,2.00,0.67,0.40
89,26.00,-72.01,1.00,-2.01,0.20,-8.73
90,-99.97,-96.00,10.00,-1.00,-0.04,0.01
91,82.02,-68.03,6.77,-9.94,-156.35,39.98
92,-12.02,-63.02,-8.01,-8.01,-6.53,-3.61
93,-92.01,-46.01,-4.00,-3.00,-0.49,-0.23
94,-15.01,-61.01,-1.99,-4.00,8.27,-0.33
95,43.98,9.01,-6.01,3.98,-4.97,-15.28
96,35.98,-31.98,-7.00,7.01,0.92,6.87
97,-4.02,87.99,-17.67,-6.36,-23343.72,-8722.13
98,44.01,-13.01,5.00,-5.00,-0.17,0.19
99,18.99,-15.03,-5.00,-10.00,0.09,-0.13
###### Tour 4 ######
0,-72.98,4.01,6.02,2.96,11.28,-21.26
1,-34.02,-37.04,-6.01,-10.00,-6.17,2.42
2,98.70,-69.29,1378814.63,11487.89,393945282.04,3280158.45
3,97.04,-88.96,10.00,9.01,0.32,3.54
4,81.00,26.98,1.01,-4.04,6.42,-21.40
5,64.43,-48.20,-14343.58,14475.43,-4102648.59,4138136.17
6,-92.03,17.02,-7.01,6.09,-2.85,45.95
7,-67.00,53.02,0.01,6.01,3.71,5.41
8,-91.01,21.03,-0.42,6.98,795.86,-7.53
9,36.03,89.96,6.99,-8.98,-5.76,8.11
10,-98.97,65.97,7.00,-6.97,-1.84,15.94
11,28.96,-93.00,-8.95,1.03,26.72,14.79
12,-12.97,44.00,7.06,-1.01,27.94,-6.92
13,22.89,61.04,-83.66,38.47,-35111.37,17375.58
14,-70.03,16.98,-7.68,-4.17,127.43,333.29
15,-77.96,-86.97,9.00,8.00,0.71,-0.01
16,9.97,0.50,13996.57,13730.70,4011221.46,3930611.06
17,-33.04,51.98,-8.87,-3.94,2323.16,158.18
18,-30.01,-26.00,-3.00,0.00,-0.60,0.24
19,-65.96,-93.00,8.97,-0.57,-21.01,-155.43
20,3.04,-50.99,9.00,2.99,-1.45,-2.53
21,-89.97,-74.00,6.99,-1.02,-3.72,-10.54
22,-4.99,-42.98,2.95,5.01,-27.42,3.77
23,-78.00,30.96,0.02,-10.01,8.80,-6.59
24,-91.04,-38.01,-9.00,-3.00,-0.09,-0.40
25,66.01,32.00,2.00,1.00,0.00,0.03
26,57.96,-81.02,-9.01,-5.01,-4.45,-2.91
27,78.02,-50.03,5.00,-8.00,-0.10,-0.18
28,-1.43,-28.96,-279.02,10.71,-91892.81,957.72
29,-3.02,-75.03,-5.01,-8.01,-5.07,-1.99
30,-46.27,-76.23,11503.82,-1625306.61,3285406.66,-464374728.15
31,-58.98,12.96,5.01,-9.02,7.06,-6.10
32,87.98,-68.00,-3.86,1.05,56.62,24.89
33,-48.97,-78.03,7.57,-6.00,258.35,1032.12
34,-74.91,-40.03,77.66,-36.47,35109.75,-17376.40
35,31.01,-24.96,1.98,8.98,-8.45,-11.13
36,0.04,44.00,9.00,-0.99,1.70,3.50
37,-46.03,85.04,-7.00,10.00,0.96,-0.60
38,-49.96,-87.04,10.02,-10.00,8.35,1.93
39,-30.98,84.97,6.00,-7.00,-0.49,-0.11
40,-82.98,-42.04,4.00,-10.00,1.48,0.86
41,-67.03,-6.00,-7.99,-0.02,5.83,-7.67
42,54.98,14.03,-5.02,8.01,-9.15,3.35
43,39.44,34.57,1721080.06,-24152.91,491735157.67,-6898312.88
44,-28.00,42.98,0.00,-6.00,0.68,-0.30
45,-19.02,-77.04,-5.98,-9.94,9.41,31.84
46,-62.30,17.37,-1721022.61,24128.22,-491723317.01,6892347.88
47,61.03,-14.99,8.00,3.00,-0.60,-0.41
48,-4.00,16.96,1.00,-10.00,0.11,-0.86
49,64.00,-50.97,-0.01,6.77,-70.73,-519.20
50,63.01,77.00,2.00,1.00,0.34,0.16
51,6.01,-67.96,2.00,9.00,0.24,-0.90
52,27.97,-76.02,-7.02,-4.97,-8.81,17.31
53,-53.03,-68.97,-7.00,7.00,0.00,-0.19
54,59.00,54.02,-2.17,5.88,-2350.23,1757.51
55,90.98,57.99,-4.95,-3.01,27.26,-7.18
56,-72.01,-99.98,-3.01,5.06,-6.09,28.36
57,-51.00,7.03,-1.02,8.01,-7.86,5.03
58,-39.01,-47.47,-14000.06,-13700.91,-3997424.41,-3917720.36
59,-38.98,64.98,4.01,-6.01,6.36,-2.64
