//////////////////////////////////////////////////////
// Potentiel de Lenard-Jones dans une boîte périodique 100 x 100.
// Simulation de N = 100 particules pendant T = 1000 tours.
// Ce CSV contient 1000 tours sur les 1000.
// Constantes : sigma^2 = 10, espilon = 1, m = 1.
// Description des colonnes : particule_i,x,y,vx,vy,ax,ay
//////////////////////////////////////////////////////
###### Tour 0 ######
0,-22.00,39.00,5.00,1.00,0.00,0.00
1,-20.00,66.00,-3.00,-5.00,0.00,0.00
2,-79.00,-75.00,3.00,10.00,0.00,0.00
3,-60.00,55.00,-9.00,1.00,0.00,0.00
4,49.00,28.00,-8.00,-4.00,0.00,0.00
5,-87.00,-46.00,3.00,6.00,0.00,0.00
6,44.00,-88.00,5.00,-8.00,0.00,0.00
7,57.00,-57.00,9.00,1.00,0.00,0.00
8,83.00,83.00,10.00,-5.00,0.00,0.00
9,50.00,-57.00,-1.00,-9.00,0.00,0.00
10,-31.00,-11.00,9.00,3.00,0.00,0.00
11,96.00,-54.00,-8.00,1.00,0.00,0.00
12,75.00,24.00,6.00,6.00,0.00,0.00
13,78.00,-42.00,2.00,-4.00,0.00,0.00
14,-77.00,-88.00,-4.00,9.00,0.00,0.00
15,-44.00,42.00,-3.00,4.00,0.00,0.00
16,25.00,43.00,7.00,9.00,0.00,0.00
17,86.00,-17.00,9.00,8.00,0.00,0.00
18,72.00,37.00,-1.00,-1.00,0.00,0.00
19,36.00,-49.00,8.00,-7.00,0.00,0.00
20,27.00,-8.00,9.00,-5.00,0.00,0.00
21,3.00,-62.00,1.00,9.00,0.00,0.00
22,-97.00,27.00,5.00,1.00,0.00,0.00
23,-31.00,29.00,-6.00,4.00,0.00,0.00
24,-76.00,60.00,2.00,6.00,0.00,0.00
25,96.00,-23.00,1.00,-2.00,0.00,0.00
26,67.00,91.00,7.00,6.00,0.00,0.00
27,94.00,-40.00,9.00,9.00,0.00,0.00
28,52.00,-83.00,-9.00,-4.00,0.00,0.00
29,-92.00,9.00,-8.00,4.00,0.00,0.00
30,-63.00,-5.00,-6.00,-6.00,0.00,0.00
31,-75.00,-76.00,8.00,-10.00,0.00,0.00
32,36.00,80.00,6.00,-2.00,0.00,0.00
33,-91.00,-13.00,7.00,7.00,0.00,0.00
34,-70.00,-54.00,2.00,3.00,0.00,0.00
35,-42.00,-55.00,-1.00,1.00,0.00,0.00
36,-85.00,-23.00,7.00,-8.00,0.00,0.00
37,86.00,4.00,6.00,-5.00,0.00,0.00
38,99.00,-44.00,-2.00,-4.00,0.00,0.00
39,-68.00,-13.00,-3.00,-1.00,0.00,0.00
40,-81.00,-6.00,8.00,-7.00,0.00,0.00
41,33.00,-90.00,10.00,0.00,0.00,0.00
42,-92.00,-63.00,-10.00,0.00,0.00,0.00
43,-66.00,-61.00,-10.00,7.00,0.00,0.00
44,16.00,-100.00,9.00,9.00,0.00,0.00
45,4.00,-42.00,-7.00,-8.00,0.00,0.00
46,14.00,12.00,-2.00,4.00,0.00,0.00
47,-100.00,62.00,-7.00,-9.00,0.00,0.00
48,-91.00,-76.00,-6.00,7.00,0.00,0.00
49,-66.00,-94.00,-4.00,6.00,0.00,0.00
50,95.00,-53.00,-5.00,-5.00,0.00,0.00
51,-13.00,-57.00,-8.00,3.00,0.00,0.00
52,-56.00,3.00,1.00,-2.00,0.00,0.00
53,14.00,-59.00,-2.00,8.00,0.00,0.00
