particule,x,y,vx,vy
0,-4597371934930647.00,-13366872389412964.00,-6567674192758.11,-19095531984875.69
1,-205497523741341712384.00,1619688542045331783680.00,-342495872902236224.00,2699480903408886272.00
2,-7653783346732670077894656.00,47774061292194654427545600.00,-10933976209618100027392.00,68248658988849495539712.00
3,-23400535848810105012224.00,-15494478321649405952.00,-39000893135861383168.00,-25824128963928172.00
4,-486593105084155058431392219136.00,-809478223164318261749835890688.00,-810988508473591789707591680.00,-1349130371940530458239959040.00
5,8218895339695360000.00,5285178414087042048.00,16437790679390720.00,10570356828174084.00
6,-0.15,0.05,-0.00,0.00
7,40329271824179843880189952.00,-49009345855937825212465152.00,80658543648359688699904.00,-98018691711875678208000.00
8,297882068709231424438272.00,93328447347258745159680.00,372352585886539317248.00,116660559184073441280.00
9,-33946806086776561028038656.00,-42562277445034464134561792.00,-48495437266823665418240.00,-60803253492906387832832.00
10,24475009307342104220925952.00,10046049647972437393932288.00,40791682178903502225408.00,16743416079954061819904.00
11,793684543104077749473509376.00,2307875015549431420934946816.00,1587369086208155662155776.00,4615750031098862876229632.00
12,-2328875760255148184567808.00,1311840113393336575852544.00,-3326965371793069047808.00,1874057304847623651328.00
13,-189430.19,44394.45,-145.72,34.15
14,-8954576821319.69,-55395771608497.11,-11193221026.65,-69244714510.62
15,1972563592188993470464.00,2934630795758511063040.00,2817947988841446912.00,4192329708226457088.00
16,-7397973094426788.00,5057161400430521.00,-12329955157377.98,8428602334050.87
17,196481654399168195189538816.00,-154822086510505559815356416.00,280688077713097422274560.00,-221174409300722214502400.00
18,-2592228593727068672.00,72766237065444786176.00,-4320380989545115.00,121277061775741312.00
19,-7224179864266597376.00,-686972456595113984.00,-8026866515851777.00,-763302729550126.75
20,-12222974393462871075848192.00,-435315362900319169771732992.00,-30557435983657177186304.00,-1088288407250797768736768.00
21,-6812216514630212608.00,14956302634120544256.00,-17030541286575532.00,37390756585301360.00
22,470883697015440673865728.00,-559497852475136844759040.00,588604621269300740096.00,-699372315593921134592.00
23,53353756637779558400.00,-5744489747822987264.00,66692195797224448.00,-7180612184778736.00
24,11617703113145710569825763328.00,-31770360313572047282224758784.00,19362838521909514982129664.00,-52950600522620085217525760.00
25,-2006776897481.14,-2233203067132.06,-2866752816.34,-3190272471.84
26,-1995223159729770.25,-825938502113297.12,-2850318799613.96,-1179912145876.14
27,1038567134609.86,1409513019776.72,1298208046.58,1761891809.67
28,-57635576981571496442855424.00,44303571448997845946859520.00,-72044471226964360822784.00,55379464311247309111296.00
29,47956192095.37,5018932217.96,53284657.88,5576591.35
30,-14414525313873956797677568.00,60655851631220984958156800.00,-20592179019819939528704.00,86651216616029968924672.00
31,686580607640148980648170749952.00,-323178524583362242658959360000.00,1144301012733581676561563648.00,-538630874305603623232471040.00
32,7141758970256614643204096.00,7262863642709533921378304.00,14283517940513229504512.00,14525727285419068882944.00
33,-2407293795245135.50,-1388265908005647.00,-3438991136064.48,-1983237011436.64
34,-44933927473503500643598336.00,68073872535782131679363072.00,-56167409341879373791232.00,85092340669727660572672.00
35,3779453176396295626229947564032.00,-1388608628005987738021699518464.00,4724316470495371138074411008.00,-1735760785007484584566194176.00
36,-519129003529788542943232.00,718204979350420953497600.00,-648911254412235898880.00,897756224188026191872.00
37,1615859791716013047808.00,-156732258937581142016.00,2308371131022875648.00,-223903227053687328.00
38,266954875306507173888.00,1487682889831706263552.00,333693594133133952.00,1859603612289632768.00
39,3453267983734056960.00,5191033968360825856.00,4316584979667572.00,6488792460451034.00
40,77030190819.79,-70631314966.22,77030190.82,-70631314.97
41,59368478121259136855639169433600.00,25366855848455259703166399152128.00,98947463535431883031274586112.00,42278093080758763005350510592.00
42,14718003489846021100639617024.00,5049836962439295635724173312.00,18397504362307527750189056.00,6312296203049119158108160.00
43,-1068740431065980416.00,-1143517825020315904.00,-1187489367851089.25,-1270575361133684.25
44,30468550538474964385792.00,60980246593447416299520.00,38085688173093707776.00,76225308241809276928.00
45,-78.79,13.87,-0.26,0.05
46,594723899179.35,-712369309359.10,594723899.18,-712369309.36
47,-29094774698.59,41216890810.51,-29094774.70,41216890.81
48,-1349062914607573186379776.00,5070230033178170708983808.00,-1686328643259466514432.00,6337787541472713637888.00
49,-40788801611590048677888.00,29360846711881832857600.00,-50986002014487560192.00,36701058389852291072.00
50,-83166712508336458765959168.00,-22024809634677858521579520.00,-103958390635420580839424.00,-27531012043347324829696.00
51,1595142932295211617861238784.00,-548012439497925698506457088.00,2278775617564588384452608.00,-782874913568465226825728.00
52,5067370874453076551401472.00,2779714986053796808884224.00,7239101249218682028032.00,3971021408648280145920.00
53,-38522262176250128.00,275254248205960768.00,-48152827720312.66,344067810257450.94
54,660750782740050688.00,103542357505749920.00,1101251304566751.12,172570595842916.53
55,-16681512095161781762297692160.00,79796770218514510073756123136.00,-20851890118952226343878656.00,99745962773143122473910272.00
56,7513409596038911.00,2140334444249733.75,9391761994819.70,2675418055297.19
57,14491120751.85,-38435982661.60,20697189.77,-54898748.37
58,2544015773091083776.00,830639501044780032.00,3180019716363855.00,1038299376305974.88
59,-7365616618.63,-5016857697.99,-9209393.77,-6269352.83
60,6931457255593935872.00,-4989699156960912384.00,6931457255593937.00,-4989699156960912.00
61,7516438354.51,2446290351.56,7516438.35,2446290.35
62,49110278.79,-69405439.53,49110.28,-69405.44
63,-356113096167784768.00,-238481020005140416.00,-890282740419462.00,-596202550012851.00
64,-507371514297.40,1334056002874.93,-507371514.30,1334056002.87
65,65702268577593760.00,-109862648815575632.00,82127835721992.22,-137328311019469.55
66,-744047.30,-1853404.69,-744.05,-1853.40
67,-16764621226077685760.00,-15947261190975324160.00,-18627356917864096.00,-17719179101083694.00
68,-45366790430019.12,-88536911444104.00,-45366790430.02,-88536911444.10
69,24194186376309878784.00,-9600866473781917696.00,24194186376309872.00,-9600866473781918.00
70,-847776035499896960.00,-1985901179003422464.00,-1059720044374871.25,-2482376473754277.50
71,-218036024703130271744.00,-58585293947223875584.00,-311480035290186048.00,-83693277067462672.00
72,-10901967793211305984.00,-87703012744936226816.00,-13627459741514130.00,-109628765931170288.00
73,-3413699609617446433002505633792.00,-67891631538808424588646077693952.00,-4876713728024923095600988160.00,-96988045055440604745726689280.00
74,-774520791859481.75,-208984293830738.78,-860578657621.65,-232204770923.04
75,611786619137240480733986816.00,740553100449837691783086080.00,1019644365228734163189760.00,1234255167416396385615872.00
76,-83087509017251.00,10553724142482724.00,-83087509017.25,10553724142482.72
77,-51733535907561420401672192.00,-18556005049932831925469184.00,-57481706563957115846656.00,-20617783388814260043776.00
78,-568527844444.08,5850321051435.20,-516843494.95,5318473683.12
79,15390745691975835648.00,-19301589233366986752.00,19238432114969796.00,-24126986541708732.00
80,-19734534639.46,-4929515287.09,-17940486.04,-4481377.53
81,1746910579492414.00,-429646209476113.88,1941011754991.57,-477384677195.68
82,-321950118105382631048740864.00,-268206812250488176522559488.00,-536583530175637676359680.00,-447011353750813695541248.00
83,8013180017498215.00,-16628812509165138.00,13355300029163.69,-27714687515275.23
84,742036588248566035644416.00,605664439258381677494272.00,927545735310707523584.00,757080549072977133568.00
85,4527945.73,-703408.11,4527.93,-703.39
86,-5844316820898289.00,5792141176318479.00,-4870264017415.24,4826784313598.73
87,-346759667705834304.00,-1827976911027823.00,-346759667705834.31,-1827976911027.82
88,7110691.89,5211395.53,5925.58,4342.83
89,-312800840666924736.00,619790613998003200.00,-391001050833655.94,774738267497504.00
90,3586192027562924544.00,-12428862841984047104.00,3586192027562924.00,-12428862841984048.00
91,-87282010454900.00,110877311297088.58,-79347282231.73,100797555724.63
92,-560387254600.29,-602205354633.62,-560387254.60,-602205354.63
93,502321.76,2320277.49,386.40,1784.83
94,-1050134726.32,-5564664588.08,-875112.27,-4637220.49
95,-1860223443213058557346211430400.00,4202193887847186622463814402048.00,-2657462061732940796208873472.00,6003134125495980342619668480.00
96,-178502943409406514494821105664.00,185788962980422844947921633280.00,-255004204870580713002369024.00,265412804257746898774917120.00
97,-27.96,-23.41,-0.02,-0.02
98,45514300.87,73757637.12,32510.21,52684.03
99,817558826205753.12,-1261237092510693.50,2043897065514.44,-3153092731276.75
