//////////////////////////////////////////////////////
// Potentiel de Lenard-Jones dans une boîte périodique 20 x 20.
// Simulation de N = 100 particules pendant T = 1000 tours.
// Ce CSV contient 1000 tours sur les 1000.
// Constantes : sigma^2 = 10, espilon = 1, m = 1.
// Description des colonnes : particule_i,x,y,vx,vy,ax,ay
//////////////////////////////////////////////////////
###### Tour 0 ######
0,2.00,-5.00,-1.00,-1.00,0.00,0.00
1,-1.00,-3.00,-1.00,-1.00,0.00,0.00
2,3.00,-8.00,1.00,0.00,0.00,0.00
3,-8.00,-5.00,1.00,0.00,0.00,0.00
4,1.00,6.00,1.00,1.00,0.00,0.00
5,-8.00,-9.00,0.00,-1.00,0.00,0.00
6,-1.00,-6.00,0.00,-1.00,0.00,0.00
7,7.00,-9.00,-1.00,-1.00,0.00,0.00
8,-4.00,-3.00,0.00,0.00,0.00,0.00
9,4.00,3.00,1.00,-1.00,0.00,0.00
10,5.00,1.00,1.00,0.00,0.00,0.00
11,-2.00,-3.00,-1.00,0.00,0.00,0.00
12,6.00,0.00,-1.00,1.00,0.00,0.00
13,1.00,-2.00,0.00,-1.00,0.00,0.00
14,2.00,-3.00,1.00,-1.00,0.00,0.00
15,-4.00,-6.00,1.00,1.00,0.00,0.00
16,8.00,5.00,1.00,-1.00,0.00,0.00
17,8.00,6.00,-1.00,0.00,0.00,0.00
18,-6.00,-8.00,1.00,-1.00,0.00,0.00
19,-5.00,-1.00,1.00,1.00,0.00,0.00
20,7.00,-8.00,0.00,0.00,0.00,0.00
21,-9.00,4.00,0.00,1.00,0.00,0.00
22,3.00,-4.00,-1.00,-1.00,0.00,0.00
23,0.00,4.00,1.00,1.00,0.00,0.00
24,-9.00,-10.00,0.00,-1.00,0.00,0.00
25,-2.00,3.00,1.00,1.00,0.00,0.00
26,-3.00,-2.00,1.00,-1.00,0.00,0.00
27,-9.00,-8.00,0.00,0.00,0.00,0.00
28,-2.00,-6.00,0.00,-1.00,0.00,0.00
29,-8.00,2.00,0.00,0.00,0.00,0.00
30,8.00,-4.00,0.00,0.00,0.00,0.00
31,-2.00,-8.00,-1.00,0.00,0.00,0.00
32,0.00,-3.00,-1.00,-1.00,0.00,0.00
33,-4.00,3.00,0.00,-1.00,0.00,0.00
34,-3.00,8.00,0.00,0.00,0.00,0.00
35,4.00,5.00,1.00,0.00,0.00,0.00
36,-10.00,-8.00,-1.00,0.00,0.00,0.00
37,-2.00,8.00,1.00,-1.00,0.00,0.00
38,-1.00,5.00,-1.00,1.00,0.00,0.00
39,5.00,-6.00,0.00,0.00,0.00,0.00
40,7.00,3.00,1.00,-1.00,0.00,0.00
41,-7.00,2.00,0.00,0.00,0.00,0.00
42,-10.00,2.00,-1.00,0.00,0.00,0.00
43,4.00,9.00,-1.00,0.00,0.00,0.00
44,-1.00,7.00,1.00,-1.00,0.00,0.00
45,5.00,6.00,1.00,-1.00,0.00,0.00
46,-6.00,-10.00,0.00,1.00,0.00,0.00
47,-6.00,-7.00,0.00,-1.00,0.00,0.00
48,6.00,4.00,-1.00,1.00,0.00,0.00
49,8.00,4.00,0.00,0.00,0.00,0.00
50,-4.00,6.00,1.00,-1.00,0.00,0.00
51,-3.00,7.00,1.00,-1.00,0.00,0.00
52,-4.00,-8.00,0.00,0.00,0.00,0.00
53,0.00,9.00,1.00,-1.00,0.00,0.00
54,1.00,0.00,-1.00,-1.00,0.00,0.00
55,-5.00,8.00,0.00,1.00,0.00,0.00
56,2.00,-6.00,1.00,-1.00,0.00,0.00
57,0.00,-8.00,1.00,-1.00,0.00,0.00
58,0.00,5.00,-1.00,1.00,0.00,0.00
59,-6.00,0.00,1.00,0.00,0.00,0.00
60,2.00,8.00,-1.00,1.00,0.00,0.00
61,7.00,8.00,0.00,-1.00,0.00,0.00
62,-10.00,4.00,-1.00,0.00,0.00,0.00
63,-6.00,-9.00,0.00,1.00,0.00,0.00
64,-6.00,-6.00,1.00,0.00,0.00,0.00
65,1.00,-3.00,0.00,1.00,0.00,0.00
66,-1.00,0.00,0.00,-1.00,0.00,0.00
67,-2.00,0.00,-1.00,0.00,0.00,0.00
68,-2.00,6.00,1.00,0.00,0.00,0.00
69,-7.00,7.00,-1.00,-1.00,0.00,0.00
70,5.00,3.00,-1.00,-1.00,0.00,0.00
