//////////////////////////////////////////////////////
// Potentiel de Lenard-Jones.
// Simulation de N = 100 particules pendant T = 100 tours.
// Ce CSV contient 100 tours sur les 100.
// Les constantes sont normalisées ; espilon = 1, sigma = 1, m = 1.
// Description des colonnes : particule_i,x,y,vx,vy,ax,ay
//////////////////////////////////////////////////////
###### Tour 0 ######
77,-90.00,31.00,-0.00,0.00,0.00,0.00
78,-52.01,81.99,-1.00,-1.00,0.00,0.00
79,-23.00,86.00,-0.00,0.00,0.00,0.00
80,-46.00,5.99,-0.00,-1.00,0.00,0.00
81,-60.00,-84.01,-0.00,-1.00,0.00,0.00
82,42.99,-49.00,-1.00,-0.00,0.00,0.00
83,67.00,41.99,0.00,-1.00,0.00,0.00
84,-75.01,-66.01,-1.00,-1.00,0.00,0.00
85,65.00,-3.01,-0.00,-1.00,0.00,0.00
86,-71.01,-63.01,-1.00,-1.00,0.00,0.00
87,73.00,91.00,0.00,-0.00,0.00,0.00
88,-54.00,92.99,-0.00,-1.00,0.00,0.00
89,59.00,43.00,-0.00,0.00,0.00,0.00
90,93.99,-19.00,-1.00,-0.00,0.00,0.00
91,73.00,-16.00,0.00,-0.00,0.00,0.00
92,-32.00,-69.00,-0.00,-0.00,0.00,0.00
93,-22.00,-10.01,-0.00,-1.00,0.00,0.00
94,-23.01,-54.01,-1.00,-1.00,0.00,0.00
95,-64.00,71.00,0.00,0.00,0.00,0.00
96,63.99,-72.00,-1.00,0.00,0.00,0.00
97,70.99,51.99,-1.00,-1.00,0.00,0.00
98,83.00,3.00,-0.00,-0.00,0.00,0.00
99,36.99,-19.00,-1.00,0.00,0.00,0.00
###### Tour 2 ######
0,88.98,71.00,-1.00,0.00,0.00,0.00
1,41.00,31.00,0.00,0.00,0.00,0.00
2,56.98,-77.02,-1.00,-1.00,0.00,0.00
3,89.98,12.98,-1.00,-1.00,0.00,0.00
4,21.98,-94.00,-1.00,0.00,0.00,0.00
5,57.00,-35.00,0.00,0.00,0.00,0.00
6,-97.02,19.00,-1.00,-0.00,0.00,0.00
7,-80.02,-67.02,-1.00,-1.00,0.00,0.00
8,-97.00,52.00,0.00,0.00,0.00,0.00
9,-68.02,65.98,-1.00,-1.00,0.00,0.00
10,89.00,27.00,0.00,-0.00,0.00,0.00
11,89.98,97.00,-1.00,0.00,0.00,0.00
12,53.98,90.98,-1.00,-1.00,0.00,0.00
13,-45.02,-37.02,-1.00,-1.00,0.00,0.00
14,31.98,42.98,-1.00,-1.00,0.00,0.00
15,76.00,98.00,0.00,0.00,0.00,0.00
16,-1.02,99.98,-1.00,-1.00,0.00,0.00
17,66.00,93.98,-0.00,-1.00,0.00,0.00
18,19.98,-49.00,-1.00,0.00,0.00,0.00
19,-53.02,-82.02,-1.00,-1.00,0.00,0.00
20,-92.00,89.00,-0.00,0.00,0.00,0.00
21,-99.00,38.00,-0.00,0.00,0.00,0.00
22,-20.00,2.00,0.00,0.00,0.00,0.00
23,-50.02,-56.00,-1.00,-0.00,0.00,0.00
24,94.98,57.98,-1.00,-1.00,0.00,0.00
25,0.98,-100.02,-1.00,-1.00,0.00,0.00
26,-99.00,44.98,-0.00,-1.00,0.00,0.00
27,63.00,-100.00,-0.00,-0.00,0.00,0.00
28,38.98,-90.02,-1.00,-1.00,0.00,0.00
29,48.00,57.98,-0.00,-1.00,0.00,0.00
30,-40.00,6.00,0.00,0.00,0.00,0.00
31,50.98,18.98,-1.00,-1.00,0.00,0.00
32,-74.02,38.98,-1.00,-1.00,0.00,0.00
33,-11.02,16.98,-1.00,-1.00,0.00,0.00
34,-88.00,29.00,0.00,-0.00,0.00,0.00
35,-21.02,-62.00,-1.00,-0.00,0.00,0.00
36,99.00,82.00,0.00,0.00,0.00,0.00
37,40.00,29.00,-0.00,-0.00,0.00,0.00
38,-66.02,7.00,-1.00,0.00,0.00,0.00
39,-75.00,-83.02,-0.00,-1.00,0.00,0.00
40,6.98,-67.02,-1.00,-1.00,0.00,0.00
41,1.00,77.00,0.00,0.00,0.00,0.00
42,-45.02,-25.00,-1.00,0.00,0.00,0.00
43,-37.02,-16.02,-1.00,-1.00,0.00,0.00
44,-35.00,58.00,0.00,-0.00,0.00,0.00
45,-14.02,-21.00,-1.00,0.00,0.00,0.00
46,86.00,-88.02,-0.00,-1.00,0.00,0.00
47,80.98,-66.02,-1.00,-1.00,0.00,0.00
48,-32.02,-60.02,-1.00,-1.00,0.00,0.00
49,67.00,-82.00,0.00,-0.00,0.00,0.00
50,-57.02,-32.00,-1.00,0.00,0.00,0.00
51,52.00,5.98,-0.00,-1.00,0.00,0.00
52,-87.00,-27.02,-0.00,-1.00,0.00,0.00
53,53.00,25.98,0.00,-1.00,0.00,0.00
54,-12.00,74.00,-0.00,0.00,0.00,0.00
55,-92.00,61.00,-0.00,-0.00,0.00,0.00
56,-100.00,-62.02,-0.00,-1.00,0.00,0.00
57,-94.00,76.00,-0.00,0.00,0.00,0.00
58,-57.02,-7.02,-1.00,-1.00,0.00,0.00
59,98.98,-77.02,-1.00,-1.00,0.00,0.00
60,-4.02,-66.00,-1.00,0.00,0.00,0.00
61,9.98,-71.02,-1.00,-1.00,0.00,0.00
62,-98.00,36.00,0.00,-0.00,0.00,0.00
63,-4.02,73.00,-1.00,-0.00,0.00,0.00
64,61.00,30.98,0.00,-1.00,0.00,0.00
65,6.00,-98.00,0.00,0.00,0.00,0.00
66,-5.00,22.98,0.00,-1.00,0.00,0.00
67,45.98,-42.02,-1.00,-1.00,0.00,0.00
68,-58.02,-34.02,-1.00,-1.00,0.00,0.00
69,-5.02,-23.00,-1.00,-0.00,0.00,0.00
70,-88.00,68.00,0.00,0.00,0.00,0.00
71,-10.02,45.00,-1.00,0.00,0.00,0.00
72,-74.02,-31.02,-1.00,-1.00,0.00,0.00
73,-79.00,84.00,0.00,-0.00,0.00,0.00
74,-44.00,77.00,0.00,-0.00,0.00,0.00
75,84.98,15.98,-1.00,-1.00,0.00,0.00
76,81.98,33.98,-1.00,-1.00,0.00,0.00
77,-90.00,31.00,-0.00,0.00,0.00,0.00
78,-52.02,81.98,-1.00,-1.00,0.00,0.00
79,-23.00,86.00,-0.00,0.00,0.00,0.00
80,-46.00,5.98,-0.00,-1.00,0.00,0.00
81,-60.00,-84.02,-0.00,-1.00,0.00,0.00
82,42.98,-49.00,-1.00,-0.00,0.00,0.00
83,67.00,41.98,0.00,-1.00,0.00,0.00
84,-75.02,-66.02,-1.00,-1.00,0.00,0.00
85,65.00,-3.02,-0.00,-1.00,0.00,0.00
86,-71.02,-63.02,-1.00,-1.00,0.00,0.00
87,73.00,91.00,0.00,-0.00,0.00,0.00
88,-54.00,92.98,-0.00,-1.00,0.00,0.00
89,59.00,43.00,-0.00,0.00,0.00,0.00
90,93.98,-19.00,-1.00,-0.00,0.00,0.00
91,73.00,-16.00,0.00,-0.00,0.00,0.00
92,-32.00,-69.00,-0.00,-0.00,0.00,0.00
93,-22.00,-10.02,-0.00,-1.00,0.00,0.00
94,-23.02,-54.02,-1.00,-1.00,0.00,0.00
95,-64.00,71.00,0.00,0.00,0.00,0.00
96,63.98,-72.00,-1.00,0.00,0.00,0.00
97,70.98,51.98,-1.00,-1.00,0.00,0.00
98,83.00,3.00,-0.00,-0.00,0.00,0.00
99,36.98,-19.00,-1.00,0.00,0.00,0.00
###### Tour 3 ######
0,88.97,71.00,-1.00,0.00,0.00,0.00
1,41.00,31.00,0.00,0.00,0.00,0.00
2,56.97,-77.03,-1.00,-1.00,0.00,0.00
3,89.97,12.97,-1.00,-1.00,0.00,0.00
4,21.97,-94.00,-1.00,0.00,0.00,0.00
5,57.00,-35.00,0.00,0.00,0.00,0.00
6,-97.03,19.00,-1.00,-0.00,0.00,0.00
7,-80.03,-67.03,-1.00,-1.00,0.00,0.00
8,-97.00,52.00,0.00,0.00,0.00,0.00
9,-68.03,65.97,-1.00,-1.00,0.00,0.00
10,89.00,27.00,0.00,-0.00,0.00,0.00
11,89.97,97.00,-1.00,0.00,0.00,0.00
12,53.97,90.97,-1.00,-1.00,0.00,0.00
13,-45.03,-37.03,-1.00,-1.00,0.00,0.00
14,31.97,42.97,-1.00,-1.00,0.00,0.00
15,76.00,98.00,0.00,0.00,0.00,0.00
16,-1.03,99.97,-1.00,-1.00,0.00,0.00
17,66.00,93.97,-0.00,-1.00,0.00,0.00
18,19.97,-49.00,-1.00,0.00,0.00,0.00
19,-53.03,-82.03,-1.00,-1.00,0.00,0.00
20,-92.00,89.00,-0.00,0.00,0.00,0.00
21,-99.00,38.00,-0.00,0.00,0.00,0.00
22,-20.00,2.00,0.00,0.00,0.00,0.00
23,-50.03,-56.00,-1.00,-0.00,0.00,0.00
24,94.97,57.97,-1.00,-1.00,0.00,0.00
25,0.97,-100.03,-1.00,-1.00,0.00,0.00
26,-99.00,44.97,-0.00,-1.00,0.00,0.00
27,63.00,-100.00,-0.00,-0.00,0.00,0.00
28,38.97,-90.03,-1.00,-1.00,0.00,0.00
29,48.00,57.97,-0.00,-1.00,0.00,0.00
30,-40.00,6.00,0.00,0.00,0.00,0.00
31,50.97,18.97,-1.00,-1.00,0.00,0.00
32,-74.03,38.97,-1.00,-1.00,0.00,0.00
33,-11.03,16.97,-1.00,-1.00,0.00,0.00
34,-88.00,29.00,0.00,-0.00,0.00,0.00
35,-21.03,-62.00,-1.00,-0.00,0.00,0.00
36,99.00,82.00,0.00,0.00,0.00,0.00
37,40.00,29.00,-0.00,-0.00,0.00,0.00
38,-66.03,7.00,-1.00,0.00,0.00,0.00
39,-75.00,-83.03,-0.00,-1.00,0.00,0.00
40,6.97,-67.03,-1.00,-1.00,0.00,0.00
41,1.00,77.00,0.00,0.00,0.00,0.00
42,-45.03,-25.00,-1.00,0.00,0.00,0.00
43,-37.03,-16.03,-1.00,-1.00,0.00,0.00
44,-35.00,58.00,0.00,-0.00,0.00,0.00
45,-14.03,-21.00,-1.00,0.00,0.00,0.00
46,86.00,-88.03,-0.00,-1.00,0.00,0.00
47,80.97,-66.03,-1.00,-1.00,0.00,0.00
48,-32.03,-60.03,-1.00,-1.00,0.00,0.00
49,67.00,-82.00,0.00,-0.00,0.00,0.00
50,-57.03,-32.00,-1.00,0.00,0.00,0.00
51,52.00,5.97,-0.00,-1.00,0.00,0.00
52,-87.00,-27.03,-0.00,-1.00,0.00,0.00
53,53.00,25.97,0.00,-1.00,0.00,0.00
54,-12.00,74.00,-0.00,0.00,0.00,0.00
55,-92.00,61.00,-0.00,-0.00,0.00,0.00
56,-100.00,-62.03,-0.00,-1.00,0.00,0.00
57,-94.00,76.00,-0.00,0.00,0.00,0.00
58,-57.03,-7.03,-1.00,-1.00,0.00,0.00
59,98.97,-77.03,-1.00,-1.00,0.00,0.00
60,-4.03,-66.00,-1.00,0.00,0.00,0.00
61,9.97,-71.03,-1.00,-1.00,0.00,0.00
62,-98.00,36.00,0.00,-0.00,0.00,0.00
63,-4.03,73.00,-1.00,-0.00,0.00,0.00
64,61.00,30.97,0.00,-1.00,0.00,0.00
65,6.00,-98.00,0.00,0.00,0.00,0.00
66,-5.00,22.97,0.00,-1.00,0.00,0.00
67,45.97,-42.03,-1.00,-1.00,0.00,0.00
68,-58.03,-34.03,-1.00,-1.00,0.00,0.00
69,-5.03,-23.00,-1.00,-0.00,0.00,0.00
70,-88.00,68.00,0.00,0.00,0.00,0.00
71,-10.03,45.00,-1.00,0.00,0.00,0.00
72,-74.03,-31.03,-1.00,-1.00,0.00,0.00
73,-79.00,84.00,0.00,-0.00,0.00,0.00
74,-44.00,77.00,0.00,-0.00,0.00,0.00
75,84.97,15.97,-1.00,-1.00,0.00,0.00
76,81.97,33.97,-1.00,-1.00,0.00,0.00
77,-90.00,31.00,-0.00,0.00,0.00,0.00
78,-52.03,81.97,-1.00,-1.00,0.00,0.00
79,-23.00,86.00,-0.00,0.00,0.00,0.00
80,-46.00,5.97,-0.00,-1.00,0.00,0.00
81,-60.00,-84.03,-0.00,-1.00,0.00,0.00
82,42.97,-49.00,-1.00,-0.00,0.00,0.00
83,67.00,41.97,0.00,-1.00,0.00,0.00
84,-75.03,-66.03,-1.00,-1.00,0.00,0.00
85,65.00,-3.03,-0.00,-1.00,0.00,0.00
86,-71.03,-63.03,-1.00,-1.00,0.00,0.00
87,73.00,91.00,0.00,-0.00,0.00,0.00
88,-54.00,92.97,-0.00,-1.00,0.00,0.00
89,59.00,43.00,-0.00,0.00,0.00,0.00
90,93.97,-19.00,-1.00,-0.00,0.00,0.00
91,73.00,-16.00,0.00,-0.00,0.00,0.00
92,-32.00,-69.00,-0.00,-0.00,0.00,0.00
93,-22.00,-10.03,-0.00,-1.00,0.00,0.00
94,-23.03,-54.03,-1.00,-1.00,0.00,0.00
95,-64.00,71.00,0.00,0.00,0.00,0.00
96,63.97,-72.00,-1.00,0.00,0.00,0.00
97,70.97,51.97,-1.00,-1.00,0.00,0.00
98,83.00,3.00,-0.00,-0.00,0.00,0.00
99,36.97,-19.00,-1.00,0.00,0.00,0.00
###### Tour 4 ######
0,88.96,71.00,-1.00,0.00,0.00,0.00
1,41.00,31.00,0.00,0.00,0.00,0.00
2,56.96,-77.04,-1.00,-1.00,0.00,0.00
3,89.96,12.96,-1.00,-1.00,0.00,0.00
4,21.96,-94.00,-1.00,0.00,0.00,0.00
5,57.00,-35.00,0.00,0.00,0.00,0.00
6,-97.04,19.00,-1.00,-0.00,0.00,0.00
7,-80.04,-67.04,-1.00,-1.00,0.00,0.00
8,-97.00,52.00,0.00,0.00,0.00,0.00
9,-68.04,65.96,-1.00,-1.00,0.00,0.00
10,89.00,27.00,0.00,-0.00,0.00,0.00
11,89.96,97.00,-1.00,0.00,0.00,0.00
12,53.96,90.96,-1.00,-1.00,0.00,0.00
13,-45.04,-37.04,-1.00,-1.00,0.00,0.00
14,31.96,42.96,-1.00,-1.00,0.00,0.00
15,76.00,98.00,0.00,0.00,0.00,0.00
16,-1.04,99.96,-1.00,-1.00,0.00,0.00
17,66.00,93.96,-0.00,-1.00,0.00,0.00
18,19.96,-49.00,-1.00,0.00,0.00,0.00
19,-53.04,-82.04,-1.00,-1.00,0.00,0.00
20,-92.00,89.00,-0.00,0.00,0.00,0.00
21,-99.00,38.00,-0.00,0.00,0.00,0.00
22,-20.00,2.00,0.00,0.00,0.00,0.00
23,-50.04,-56.00,-1.00,-0.00,0.00,0.00
24,94.96,57.96,-1.00,-1.00,0.00,0.00
25,0.96,-100.04,-1.00,-1.00,0.00,0.00
26,-99.00,44.96,-0.00,-1.00,0.00,0.00
27,63.00,-100.00,-0.00,-0.00,0.00,0.00
28,38.96,-90.04,-1.00,-1.00,0.00,0.00
29,48.00,57.96,-0.00,-1.00,0.00,0.00
30,-40.00,6.00,0.00,0.00,0.00,0.00
31,50.96,18.96,-1.00,-1.00,0.00,0.00
32,-74.04,38.96,-1.00,-1.00,0.00,0.00
33,-11.04,16.96,-1.00,-1.00,0.00,0.00
34,-88.00,29.00,0.00,-0.00,0.00,0.00
35,-21.04,-62.00,-1.00,-0.00,0.00,0.00
36,99.00,82.00,0.00,0.00,0.00,0.00
37,40.00,29.00,-0.00,-0.00,0.00,0.00
38,-66.04,7.00,-1.00,0.00,0.00,0.00
39,-75.00,-83.04,-0.00,-1.00,0.00,0.00
40,6.96,-67.04,-1.00,-1.00,0.00,0.00
41,1.00,77.00,0.00,0.00,0.00,0.00
42,-45.04,-25.00,-1.00,0.00,0.00,0.00
43,-37.04,-16.04,-1.00,-1.00,0.00,0.00
44,-35.00,58.00,0.00,-0.00,0.00,0.00
45,-14.04,-21.00,-1.00,0.00,0.00,0.00
46,86.00,-88.04,-0.00,-1.00,0.00,0.00
47,80.96,-66.04,-1.00,-1.00,0.00,0.00
48,-32.04,-60.04,-1.00,-1.00,0.00,0.00
49,67.00,-82.00,0.00,-0.00,0.00,0.00
50,-57.04,-32.00,-1.00,0.00,0.00,0.00
51,52.00,5.96,-0.00,-1.00,0.00,0.00
52,-87.00,-27.04,-0.00,-1.00,0.00,0.00
53,53.00,25.96,0.00,-1.00,0.00,0.00
54,-12.00,74.00,-0.00,0.00,0.00,0.00
55,-92.00,61.00,-0.00,-0.00,0.00,0.00
56,-100.00,-62.04,-0.00,-1.00,0.00,0.00
57,-94.00,76.00,-0.00,0.00,0.00,0.00
58,-57.04,-7.04,-1.00,-1.00,0.00,0.00
59,98.96,-77.04,-1.00,-1.00,0.00,0.00
60,-4.04,-66.00,-1.00,0.00,0.00,0.00
61,9.96,-71.04,-1.00,-1.00,0.00,0.00
62,-98.00,36.00,0.00,-0.00,0.00,0.00
63,-4.04,73.00,-1.00,-0.00,0.00,0.00
64,61.00,30.96,0.00,-1.00,0.00,0.00
65,6.00,-98.00,0.00,0.00,0.00,0.00
66,-5.00,22.96,0.00,-1.00,0.00,0.00
67,45.96,-42.04,-1.00,-1.00,0.00,0.00
68,-58.04,-34.04,-1.00,-1.00,0.00,0.00
69,-5.04,-23.00,-1.00,-0.00,0.00,0.00
70,-88.00,68.00,0.00,0.00,0.00,0.00
71,-10.04,45.00,-1.00,0.00,0.00,0.00
72,-74.04,-31.04,-1.00,-1.00,0.00,0.00
73,-79.00,84.00,0.00,-0.00,0.00,0.00
74,-44.00,77.00,0.00,-0.00,0.00,0.00
75,84.96,15.96,-1.00,-1.00,0.00,0.00
76,81.96,33.96,-1.00,-1.00,0.00,0.00
77,-90.00,31.00,-0.00,0.00,0.00,0.00
78,-52.04,81.96,-1.00,-1.00,0.00,0.00
79,-23.00,86.00,-0.00,0.00,0.00,0.00
