//////////////////////////////////////////////////////
// Potentiel de Lenard-Jones dans une boîte périodique 100 x 100.
// Simulation de N = 100 particules pendant T = 1000 tours.
// Ce CSV contient 1000 tours sur les 1000.
// Constantes : sigma^2 = 10, espilon = 1, m = 1.
// Description des colonnes : particule_i,x,y,vx,vy,ax,ay
//////////////////////////////////////////////////////
###### Tour 0 ######
0,6.00,85.00,-3.00,9.00,0.00,0.00
1,-56.00,18.00,-4.00,3.00,0.00,0.00
2,-11.00,-45.00,-10.00,-6.00,0.00,0.00
3,-73.00,94.00,-2.00,-10.00,0.00,0.00
4,-87.00,-68.00,-5.00,10.00,0.00,0.00
5,52.00,-2.00,10.00,6.00,0.00,0.00
6,18.00,85.00,-3.00,-6.00,0.00,0.00
7,-75.00,-82.00,-4.00,8.00,0.00,0.00
8,-96.00,-9.00,6.00,-8.00,0.00,0.00
9,-91.00,68.00,3.00,0.00,0.00,0.00
10,-77.00,25.00,2.00,6.00,0.00,0.00
11,19.00,65.00,7.00,1.00,0.00,0.00
12,97.00,27.00,0.00,-9.00,0.00,0.00
13,77.00,80.00,5.00,8.00,0.00,0.00
14,17.00,-20.00,10.00,1.00,0.00,0.00
15,-49.00,-38.00,-2.00,3.00,0.00,0.00
16,53.00,17.00,5.00,-6.00,0.00,0.00
17,-15.00,80.00,2.00,-4.00,0.00,0.00
18,-43.00,76.00,10.00,2.00,0.00,0.00
19,41.00,-81.00,-10.00,9.00,0.00,0.00
20,-2.00,-75.00,8.00,0.00,0.00,0.00
21,57.00,70.00,-5.00,-3.00,0.00,0.00
22,-49.00,-21.00,6.00,-10.00,0.00,0.00
23,41.00,-3.00,3.00,-3.00,0.00,0.00
24,66.00,16.00,-1.00,-8.00,0.00,0.00
25,-52.00,-69.00,-4.00,-2.00,0.00,0.00
26,-92.00,-68.00,10.00,-9.00,0.00,0.00
27,-48.00,-100.00,8.00,6.00,0.00,0.00
28,-75.00,85.00,-7.00,-8.00,0.00,0.00
29,56.00,2.00,-3.00,3.00,0.00,0.00
30,81.00,28.00,3.00,-8.00,0.00,0.00
31,77.00,-26.00,-1.00,-6.00,0.00,0.00
32,42.00,-66.00,-4.00,-9.00,0.00,0.00
33,-83.00,17.00,-1.00,7.00,0.00,0.00
34,49.00,88.00,9.00,6.00,0.00,0.00
35,88.00,19.00,2.00,0.00,0.00,0.00
36,5.00,-18.00,2.00,-2.00,0.00,0.00
37,36.00,57.00,-10.00,5.00,0.00,0.00
38,-63.00,85.00,5.00,-9.00,0.00,0.00
39,-41.00,-84.00,-5.00,-3.00,0.00,0.00
40,-98.00,63.00,-2.00,5.00,0.00,0.00
41,-20.00,45.00,2.00,5.00,0.00,0.00
42,-15.00,-24.00,1.00,-6.00,0.00,0.00
43,47.00,91.00,4.00,-6.00,0.00,0.00
44,-27.00,-64.00,2.00,7.00,0.00,0.00
45,93.00,89.00,-1.00,9.00,0.00,0.00
46,26.00,75.00,8.00,10.00,0.00,0.00
47,91.00,-39.00,-5.00,-10.00,0.00,0.00
48,76.00,-65.00,5.00,-5.00,0.00,0.00
49,33.00,13.00,10.00,-4.00,0.00,0.00
50,41.00,-24.00,0.00,-2.00,0.00,0.00
51,-33.00,32.00,2.00,-9.00,0.00,0.00
52,21.00,-85.00,6.00,-9.00,0.00,0.00
53,-96.00,-14.00,8.00,5.00,0.00,0.00
54,-39.00,-53.00,2.00,-4.00,0.00,0.00
55,-40.00,59.00,-4.00,10.00,0.00,0.00
56,47.00,-34.00,-6.00,0.00,0.00,0.00
57,31.00,86.00,6.00,2.00,0.00,0.00
58,-38.00,-5.00,10.00,7.00,0.00,0.00
59,79.00,11.00,8.00,-4.00,0.00,0.00
60,26.00,-70.00,-2.00,-7.00,0.00,0.00
61,16.00,-84.00,8.00,10.00,0.00,0.00
