particule,x,y,vx,vy
0,0.08,0.23,0.00,0.00
1,318442561092922507264.00,-282716061868520243200.00,318442561092922496.00,-282716061868520288.00
2,-8559584605157179392.00,16309086942604920832.00,-10699480756446476.00,20386358678256152.00
3,2318008485899460038098944.00,10923120567411520690978816.00,2575564984332733382656.00,12136800630457243795456.00
4,1411415163317.15,1515989649594.74,2721067331.62,2854989770.62
5,15136585613897317220352.00,-16339297348431019769856.00,13760532376270284800.00,-14853906680391839744.00
6,86322.67,64053.08,4293839209057395849800296955904.00,3183126760689937048681849028608.00
7,-10587535836.34,16754041890.21,-13234419.80,20942552.36
8,-401198436655866.31,-48710396297395.95,-445776040728.74,-54122662552.66
9,-994547815275855.12,2625339772131848.50,-1243184769094.82,3281674715164.81
10,-992166669799731328.00,-116050155240743152.00,-1240208337249664.00,-145062694050928.97
11,-916642250934864640.00,-5877213753154149376.00,-1309488929906949.75,-8396019647363072.00
12,492666174723832065174798336.00,520652112533199456862994432.00,615832718404790129786880.00,650815140666499364028416.00
13,0.00,-0.01,721773.65,467502.65
14,-9750.61,-2775.96,-6.96,-1.98
15,-92383204956.97,-43575150403749.91,-92383204.96,-43575150403.75
16,400002.32,-121282.47,307.69,-93.29
17,-299529438843144563995967488.00,-378530173197562247515209728.00,-427899198347349397078016.00,-540757390282231853875200.00
18,2518596.63,-9877728.75,2289.63,-8979.75
19,8588400242873762.00,2972673115790792.00,7807636584430.69,2702430105264.36
20,-740561955693164618579968000.00,776439560856156586205249536.00,-1057945650990235265269760.00,1109199372651652263706624.00
21,365808225361341120.00,-141465579665493856.00,332552932146673.88,-128605072423176.25
22,25702263381398680.00,-34132386013766516.00,28558070423776.31,-37924873348629.47
23,-19909301062.00,-1624517156.13,-18099364.60,-1476833.78
24,-300400183396819584155648.00,1150829626264578726821888.00,-500666972328032600064.00,1918049377107631407104.00
25,33700270.29,53533137.71,24071.62,38237.96
26,-861910889551729.88,-1176272919435177.00,-663008376578.25,-904825322642.44
27,78648929862084.88,36382504492940.36,16605245718383600116917577287991296.00,-20309335443440746114337059373056000.00
28,8899567204310761.00,16638738540261400.00,11124459005388.45,20798423175326.75
29,141455391158.05,-2705530933661.14,94303594.11,-1803687289.11
30,-6400106603231950.00,379625010915189.94,-8000133254039.94,474531263643.99
31,-1506916817254.53,3284036973687.65,-2511528055.17,5473394969.57
32,-49787377559450144473088.00,-79863434695890985549824.00,-62234221949312671744.00,-99829293369863733248.00
33,684381254.67,476481732.81,526447.12,366524.41
34,160234188852.82,-125180987119.89,200292736.07,-156476233.90
35,-6095895396877799194980515840.00,6270241955038142585496403968.00,-12191790793755598046363648.00,12540483910076284243279872.00
36,1762779259435879397064704.00,-183838803174176218677248.00,1958643621595421605888.00,-204265336860195782656.00
37,1162547528421393.50,1132260566291157.50,1162547528421.39,1132260566291.16
38,-1146005132109821.50,-1883008982152626.75,-1146005132109.82,-1883008982152.63
