particule,x,y,vx,vy
0,327277565778220288.00,-98998047914095184.00,327277565778220.31,-98998047914095.19
1,-0.24,0.19,-0.00,0.00
2,8.35,-15.05,0.00,-0.01
3,14140.49,-1161757.84,9.43,-774.51
4,-178736360.11,3230276984.34,-9791910855616149431761743867019264.00,173213977931022080338001485352665088.00
5,-113.95,46.63,-0.07,0.03
6,-11473424469.37,20220951901.53,-10430385.88,18382683.55
7,-2260135181.44,-244443311.12,-3228764.54,-349204.73
8,-3382431.52,709817.32,-1691.22,354.91
9,0.24,-0.04,0.00,-0.00
10,-591001470812184284589090762613850112.00,860214205154039876984785252334436352.00,-5910014708121842707540327073316864.00,8602142051540399323250174734630912.00
11,-1491021256.24,4575227194.60,-828345.14,2541792.89
12,87270979564.83,-136491962278.27,62336413.97,-97494258.77
13,9744811812319708.00,-17764023556579826.00,10827568680355.23,-19737803951755.36
14,-18494644498.11,-9275325561.17,-20549605.00,-10305917.29
15,-48771470889250061740517974197097463808.00,199773585637449511672303376347720318976.00,-243857354446250319032766552262836224.00,998867928187247564264474985325658112.00
16,27768410454240215040.00,-98188752614589841408.00,69421025978677984.00,-245471881498454560.00
17,246948261.99,201161015.82,176391.62,143686.44
18,2351869774209889515341232665001984.00,-3577511061477834566579158492643328.00,11759348871049447486634170777600.00,-17887555307389173553471732842496.00
19,119818819959048823542285904904192.00,104743282426013164653967969353728.00,399396066530162785485699678208.00,349144274753377250228473692160.00
20,814302.06,-466587.24,581.64,-333.28
21,502033651.37,316450193.14,22023504394962806774254399163203584.00,13316468413793726507848163609542656.00
22,49420803.69,23539791.66,26010.95,12389.36
23,46986271.16,13359826.55,58732.84,16699.78
24,-28300184488770258674024185856.00,45439200289158486244146020352.00,-283001844887702589489020928.00,454392002891584840451227648.00
25,-138841277069289808.00,69750454270187000.00,-231402128448816.31,116250757116978.34
26,-3.32,-3.86,-0.00,-0.00
27,-8763314885318252544.00,-26950559315226222592.00,-9737016539242502.00,-29945065905806916.00
28,-298264379077452608.00,-475851111651629056.00,-497107298462421.06,-793085186086048.38
29,4558962936241956864.00,-4019480537949437952.00,6512804194631367.00,-5742115054213483.00
30,1487697004916136275415622881269252096.00,3446939638535117195591777491932413952.00,7438485024580681976597296801906688.00,17234698192675586254660048565305344.00
31,-0.17,-0.31,-0.01,-0.01
32,122.66,315.67,0.08,0.20
33,60887231495583614124425216.00,96178057111258218222321664.00,608872314955836178825216.00,961780571112582198329344.00
34,430960.70,-634932.98,23058961927983051930782043996160.00,-36505937069183844161482834051072.00
