//////////////////////////////////////////////////////
// Potentiel de Lenard-Jones dans une boîte périodique 100 x 100.
// Simulation de N = 100 particules pendant T = 1000 tours.
// Ce CSV contient 1000 tours sur les 1000.
// Constantes : sigma^2 = 10, espilon = 1, m = 1.
// Description des colonnes : particule_i,x,y,vx,vy,ax,ay
//////////////////////////////////////////////////////
###### Tour 0 ######
42,10.99,-89.01,-9.00,-10.00,0.00,0.00
43,9.99,20.00,-6.00,-3.00,-0.00,0.00
44,88.00,28.00,-1.00,1.00,0.00,0.00
45,48.01,73.00,6.00,1.00,-0.00,-0.00
46,95.99,33.01,-9.00,6.00,-0.00,0.00
47,3.99,61.00,-8.00,-0.00,0.00,-0.00
48,59.00,88.00,4.00,2.00,-0.00,0.00
49,92.99,85.00,-9.00,-1.00,0.00,-0.00
50,96.00,-70.00,-1.00,4.00,-0.00,-0.00
51,50.99,47.99,-10.00,-9.00,-0.00,0.00
52,-23.00,-16.01,3.00,-9.00,0.00,-0.00
53,-91.00,-6.01,2.00,-8.00,0.00,-0.00
54,-72.99,45.00,9.00,-0.00,-0.00,-0.00
55,6.01,78.00,8.00,2.00,-0.00,-0.00
56,17.99,-16.00,-7.00,-2.00,0.00,-0.00
57,-30.99,-38.01,7.00,-9.00,-0.00,-0.00
58,-55.99,11.00,5.00,0.00,0.00,0.00
59,-41.00,86.00,-0.00,-0.00,-0.00,-0.00
60,-78.00,-35.00,-0.00,-3.00,-0.00,-0.00
61,59.00,93.00,-1.00,0.00,-0.00,0.01
62,37.99,-11.00,-10.00,-4.00,-0.00,-0.00
63,-79.99,89.00,8.00,1.00,0.00,-0.00
64,-26.99,77.01,9.00,7.00,0.00,0.00
65,91.01,-72.99,8.00,10.00,0.00,0.00
66,38.00,-66.00,-3.00,0.00,0.00,0.00
67,72.01,-29.99,8.00,10.00,-0.00,-0.00
68,-13.00,-0.01,-4.00,-10.00,0.00,0.00
69,46.00,-29.99,1.00,6.00,0.00,0.00
70,58.99,58.99,-8.00,-6.00,-0.00,0.00
71,48.01,90.00,6.00,2.00,0.00,0.00
72,20.00,76.00,-2.00,3.00,0.00,-0.00
73,-96.00,79.99,0.00,-8.00,0.00,0.00
74,66.00,-16.99,0.00,7.00,0.00,-0.00
75,5.00,31.00,4.00,-3.00,0.00,-0.00
76,31.00,67.01,-5.00,8.00,-0.00,-0.00
77,-63.00,76.00,2.00,2.00,0.00,-0.00
78,35.01,95.00,7.00,-1.00,-0.00,-0.00
79,84.99,1.99,-10.00,-9.00,-0.00,-0.00
80,-22.00,-70.00,5.00,-2.00,-0.00,0.00
81,62.00,-80.01,-1.00,-6.00,-0.00,-0.00
82,-45.01,73.00,-10.00,0.00,0.00,0.00
83,28.00,-3.01,-1.00,-9.00,0.00,-0.00
84,-26.00,31.01,2.00,8.00,-0.00,0.00
85,26.00,94.01,-4.00,10.00,-1.12,1.12
86,-4.01,59.01,-10.00,7.00,0.00,-0.00
87,41.99,-57.99,-5.00,9.00,-0.00,-0.00
88,-37.01,-58.00,-10.00,3.00,-0.00,0.00
89,-85.01,-39.00,-10.00,1.00,0.00,0.00
90,-77.01,84.99,-6.00,-10.00,-0.00,-0.00
91,-17.01,25.00,-8.00,-0.00,-0.00,-0.00
92,-43.01,82.99,-5.00,-7.00,0.00,0.00
93,76.99,72.00,-8.00,1.00,-0.00,0.00
94,-17.00,20.99,-3.00,-10.00,-0.00,-0.00
95,63.01,-36.00,8.00,-1.00,-0.00,-0.00
96,5.99,-81.00,-10.00,0.00,0.00,0.00
97,-67.01,-20.00,-10.00,-5.00,-0.00,-0.00
98,-82.00,2.00,-5.00,0.00,0.00,0.00
99,-72.99,-24.00,10.00,-4.00,0.00,0.00
###### Tour 2 ######
0,30.02,56.98,9.00,-8.00,0.00,-0.00
1,-33.01,-78.99,-6.00,6.00,-0.00,0.00
2,27.99,76.98,-6.00,-10.00,-0.00,0.00
3,-87.99,-67.99,3.00,4.00,-0.00,0.00
4,84.00,-4.02,-0.00,-8.00,-0.00,0.00
5,-46.02,-37.01,-9.00,-5.00,0.00,-0.00
6,27.00,-51.00,-1.00,-1.00,0.00,0.00
7,89.02,81.99,9.00,-3.00,-0.00,-0.00
8,40.00,52.98,-1.00,-8.00,-0.00,-0.00
9,27.01,46.98,6.03,-8.00,14.18,-0.11
10,-24.02,47.00,-10.04,0.00,-41.39,0.14
11,30.99,82.02,-158570670249110437888.00,951424021494662561792.00,-317141340498220873154560.00,1902848042989325104709632.00
12,-68.98,17.98,9.00,-8.00,0.00,0.01
13,80.99,31.98,158570670249110437888.00,-951424021494662561792.00,317141340498220873154560.00,-1902848042989325104709632.00
14,81.00,38.00,-0.00,-0.00,-0.00,-0.00
15,-27.99,55.02,7.00,9.00,-0.00,-0.00
16,8.02,96.99,9.00,-6.95,0.02,46.66
17,-4.01,2.01,-7.00,3.00,-0.00,0.00
18,-99.02,-63.98,-8.00,9.00,0.00,0.00
19,-80.99,33.02,5.00,8.00,0.00,0.00
20,-95.98,-4.02,10.00,-9.00,0.00,-0.00
21,-72.02,72.98,-9.00,-10.00,0.00,-0.00
22,-37.00,49.00,-2.00,2.00,0.00,-0.00
23,4.00,24.02,-1.00,10.00,0.00,0.00
24,21.98,-29.02,-10.00,-9.98,-0.64,34.66
25,25.01,95.00,3.00,-2.00,2.31,-2.30
26,82.99,-94.98,-3.00,8.00,-0.00,0.00
27,38.01,-88.99,3.00,6.00,0.00,0.00
28,8.02,95.98,8.00,-10.05,-0.02,-46.68
29,21.02,-69.98,10.00,9.00,-0.00,0.00
30,31.00,32.99,-0.00,-7.00,-0.00,-0.00
31,-42.02,-81.00,-10.00,2.00,0.00,-0.00
32,-57.00,4.98,2.00,-9.00,0.00,-0.00
33,-48.00,-6.01,0.00,-4.00,0.00,-0.00
34,-1.02,6.01,-9.00,4.00,-0.00,0.00
35,17.00,46.99,-0.00,-6.00,-0.00,0.00
36,-5.01,15.98,-7.00,-8.00,-0.00,0.00
37,-2.02,-32.01,-10.00,-6.00,0.00,0.00
38,52.99,-28.99,-5.00,3.00,-0.00,-0.00
39,-57.01,69.99,-6.00,-3.00,0.00,-0.00
40,-72.01,-54.01,-4.00,-4.00,0.00,0.00
41,-8.00,-95.00,-0.00,-0.00,-0.00,-0.00
42,10.98,-89.02,-9.00,-10.00,0.00,0.00
43,9.99,19.99,-6.00,-3.00,-0.00,0.00
44,88.00,28.00,-1.00,1.00,0.00,0.00
45,48.01,73.00,6.00,1.00,-0.00,-0.00
46,95.98,33.01,-9.00,6.00,-0.01,0.00
47,3.98,61.00,-8.00,-0.00,0.00,-0.00
48,59.01,88.00,4.00,2.00,-0.00,0.00
49,92.98,85.00,-9.00,-1.00,0.00,-0.00
50,96.00,-69.99,-1.00,4.00,-0.00,-0.00
51,50.98,47.98,-10.00,-9.00,-0.00,0.00
52,-22.99,-16.02,3.00,-9.00,0.00,-0.00
53,-91.00,-6.02,2.00,-8.00,0.00,-0.00
54,-72.98,45.00,9.00,-0.00,-0.00,-0.00
55,6.02,78.00,8.00,2.00,-0.00,-0.00
56,17.99,-16.00,-7.00,-2.00,0.00,-0.00
57,-30.99,-38.02,7.00,-9.00,-0.00,-0.00
58,-55.99,11.00,5.00,0.00,0.00,0.00
59,-41.00,86.00,-0.00,-0.00,-0.00,-0.01
60,-78.00,-35.01,-0.00,-3.00,-0.00,-0.00
61,59.00,93.00,-1.00,0.00,-0.01,0.02
62,37.98,-11.01,-10.00,-4.00,-0.00,-0.00
63,-79.98,89.00,8.00,1.00,0.00,-0.00
64,-26.98,77.01,9.00,7.00,0.00,0.00
65,91.02,-72.98,8.00,10.00,0.00,0.00
66,37.99,-66.00,-3.00,0.00,0.00,0.00
67,72.02,-29.98,8.00,9.98,0.64,-34.66
68,-13.01,-0.02,-4.00,-10.00,0.00,0.00
69,46.00,-29.99,1.00,6.00,0.00,0.00
70,58.98,58.99,-8.00,-6.00,-0.00,0.00
71,48.01,90.00,6.00,2.00,0.00,0.00
72,20.00,76.01,-2.00,3.00,0.00,-0.00
73,-96.00,79.98,0.00,-8.00,0.00,0.00
74,66.00,-16.99,0.00,7.00,0.00,-0.00
75,5.01,30.99,4.00,-3.00,0.00,-0.00
76,30.99,67.02,-5.00,8.00,-0.00,-0.00
77,-63.00,76.00,2.00,2.00,0.00,-0.00
78,35.01,95.00,7.00,-1.00,-0.00,-0.00
79,84.98,1.98,-10.00,-9.00,-0.00,-0.00
80,-21.99,-70.00,5.00,-2.00,-0.00,0.00
81,62.00,-80.01,-1.00,-6.00,-0.00,-0.00
82,-45.02,73.00,-10.00,0.00,0.00,0.00
83,28.00,-3.02,-0.99,-9.00,27.20,-0.03
84,-26.00,31.02,2.00,8.00,-0.00,0.00
85,25.99,94.02,-4.00,10.00,-2.31,2.30
86,-4.02,59.01,-10.00,7.00,0.00,-0.00
87,41.99,-57.98,-5.00,9.00,-0.00,-0.00
88,-37.02,-57.99,-10.00,3.00,-0.00,0.00
89,-85.02,-39.00,-10.00,1.00,0.00,0.00
90,-77.01,84.98,-6.00,-10.00,-0.00,-0.00
91,-17.02,25.00,-8.00,-0.00,-0.00,-0.00
92,-43.01,82.99,-5.00,-7.00,0.00,0.00
93,76.98,72.00,-8.00,1.00,-0.00,0.00
94,-17.01,20.98,-3.00,-10.00,-0.00,-0.00
95,63.02,-36.00,8.00,-1.00,-0.00,-0.00
96,5.98,-81.00,-10.00,0.00,0.00,0.00
97,-67.02,-20.01,-10.00,-5.00,-0.00,-0.00
98,-82.01,2.00,-5.00,0.00,0.00,0.00
99,-72.98,-24.01,10.00,-4.00,0.00,0.00
###### Tour 3 ######
0,30.03,56.98,9.00,-8.00,0.00,-0.00
1,-33.02,-78.98,-6.00,6.00,-0.00,0.00
2,27.98,76.97,-6.00,-10.00,-0.00,0.00
3,-87.99,-67.99,3.00,4.00,-0.00,0.00
4,84.00,-4.02,-0.00,-8.00,-0.00,0.00
5,-46.03,-37.02,-9.00,-5.00,0.00,-0.00
6,27.00,-51.00,-1.00,-1.00,0.00,0.00
7,89.03,81.99,9.00,-3.00,-0.00,-0.00
8,40.00,52.98,-1.00,-8.00,-0.00,-0.00
9,27.02,46.98,6.04,-8.00,-4.42,-0.24
10,-24.03,47.00,-10.09,0.00,-53.79,0.33
11,-0.00,12.00,-475731367520052445184.00,2854388205118326046720.00,-317180054043663236333568.00,1903080324258001338761216.00
12,-68.97,17.98,9.00,-8.00,0.00,0.01
13,28.00,-56.00,475731367520052445184.00,-2854388205118326046720.00,317180054043663236333568.00,-1903080324258001338761216.00
14,81.00,38.00,-0.00,-0.00,-0.00,-0.00
15,-27.98,55.03,7.00,9.00,-0.00,-0.00
16,8.03,96.98,9.00,-6.90,0.07,68.03
17,-4.02,2.01,-7.00,3.00,-0.00,0.00
18,-99.02,-63.97,-8.00,9.00,0.00,0.00
19,-80.98,33.02,5.00,8.00,0.00,0.00
20,-95.97,-4.03,10.00,-9.00,0.00,-0.00
21,-72.03,72.97,-9.00,-10.00,0.00,-0.00
22,-37.01,49.01,-2.00,2.00,0.00,-0.00
23,4.00,24.03,-1.00,10.00,0.00,0.00
24,21.97,-29.03,-10.00,-9.92,-2.48,83.71
25,25.01,94.99,3.01,-2.01,3.55,-3.53
26,82.99,-94.98,-3.00,8.00,-0.00,0.00
27,38.01,-88.98,3.00,6.00,0.00,0.00
28,8.02,95.97,8.00,-10.10,-0.06,-68.06
29,21.03,-69.97,10.00,9.00,-0.00,0.00
30,31.00,32.98,-0.00,-7.00,-0.00,0.00
31,-42.03,-80.99,-10.00,2.00,0.00,-0.00
32,-56.99,4.97,2.00,-9.00,0.00,-0.00
33,-48.00,-6.01,0.00,-4.00,0.00,-0.00
34,-1.03,6.01,-9.00,4.00,-0.00,0.00
35,17.00,46.98,-0.00,-6.00,-0.00,0.00
36,-5.02,15.98,-7.00,-8.00,-0.00,0.00
37,-2.03,-32.02,-10.00,-6.00,0.00,0.00
38,52.98,-28.99,-5.00,3.00,-0.00,-0.00
39,-57.02,69.99,-6.00,-3.00,0.00,-0.00
40,-72.01,-54.01,-4.00,-4.00,0.00,0.00
41,-8.00,-95.00,-0.00,-0.00,-0.00,-0.00
42,10.97,-89.03,-9.00,-10.00,0.00,0.01
43,9.98,19.99,-6.00,-3.00,-0.00,0.00
44,88.00,28.00,-1.00,1.00,0.00,0.00
45,48.02,73.00,6.00,1.00,-0.00,-0.00
46,95.97,33.02,-9.00,6.00,-0.01,0.01
47,3.98,61.00,-8.00,-0.00,0.00,-0.00
48,59.01,88.01,4.00,2.00,-0.00,0.00
49,92.97,85.00,-9.00,-1.00,0.01,-0.01
50,96.00,-69.99,-1.00,4.00,-0.00,-0.00
51,50.97,47.97,-10.00,-9.00,-0.00,0.00
52,-22.99,-16.03,3.00,-9.00,0.00,-0.00
53,-90.99,-6.02,2.00,-8.00,0.00,-0.00
54,-72.97,45.00,9.00,-0.00,-0.00,-0.00
55,6.02,78.01,8.00,2.00,-0.00,-0.00
56,17.98,-16.01,-7.00,-2.00,0.00,-0.00
57,-30.98,-38.03,7.00,-9.00,-0.00,-0.00
58,-55.98,11.00,5.00,0.00,0.00,0.00
59,-41.00,86.00,-0.00,-0.00,-0.00,-0.01
60,-78.00,-35.01,-0.00,-3.00,-0.00,-0.00
61,59.00,93.00,-1.00,0.00,-0.01,0.02
62,37.97,-11.01,-10.00,-4.00,-0.00,-0.00
63,-79.98,89.00,8.00,1.00,0.00,-0.00
64,-26.97,77.02,9.00,7.00,0.00,0.00
65,91.02,-72.97,8.00,10.00,0.00,0.00
66,37.99,-66.00,-3.00,0.00,0.00,0.00
67,72.02,-29.97,8.00,9.92,2.48,-83.71
68,-13.01,-0.03,-4.00,-10.00,0.00,0.00
69,46.00,-29.98,1.00,6.00,0.00,0.00
70,58.98,58.98,-8.00,-6.00,-0.00,0.00
71,48.02,90.01,6.00,2.00,0.00,0.00
72,19.99,76.01,-2.00,3.00,0.00,-0.00
73,-96.00,79.98,0.00,-8.00,0.00,0.00
74,66.00,-16.98,0.00,7.00,0.00,-0.00
75,5.01,30.99,4.00,-3.00,0.00,-0.00
76,30.98,67.02,-5.00,8.00,-0.00,-0.00
77,-62.99,76.01,2.00,2.00,0.00,-0.00
78,35.02,95.00,7.00,-1.00,-0.00,-0.00
79,84.97,1.97,-10.00,-9.00,-0.00,-0.00
80,-21.99,-70.01,5.00,-2.00,-0.00,0.00
81,62.00,-80.02,-1.00,-6.00,-0.00,-0.00
82,-45.03,73.00,-10.00,0.00,0.00,0.00
83,28.00,-3.03,-0.94,-9.00,58.21,-0.09
84,-25.99,31.02,2.00,8.00,-0.00,0.00
85,25.99,94.03,-4.01,10.01,-3.55,3.53
86,-4.03,59.02,-10.00,7.00,0.00,-0.00
87,41.98,-57.97,-5.00,9.00,-0.00,-0.00
88,-37.03,-57.99,-10.00,3.00,-0.00,0.00
89,-85.03,-39.00,-10.00,1.00,0.00,0.00
90,-77.02,84.97,-6.00,-10.00,-0.00,-0.00
91,-17.02,25.00,-8.00,-0.00,-0.00,-0.00
92,-43.01,82.98,-5.00,-7.00,0.00,0.01
93,76.98,72.00,-8.00,1.00,-0.00,0.00
94,-17.01,20.97,-3.00,-10.00,-0.01,-0.00
95,63.02,-36.00,8.00,-1.00,-0.00,-0.01
96,5.97,-81.00,-10.00,0.00,0.00,0.00
97,-67.03,-20.02,-10.00,-5.00,-0.00,-0.00
98,-82.01,2.00,-5.00,0.00,0.00,0.00
99,-72.97,-24.01,10.00,-4.00,0.00,0.00
###### Tour 4 ######
0,30.04,56.97,9.00,-8.00,0.00,-0.00
1,-33.02,-78.98,-6.00,6.00,-0.00,0.00
2,27.98,76.96,-6.00,-10.00,-0.00,0.00
3,-87.99,-67.98,3.00,4.00,-0.00,0.00
4,84.00,-4.03,-0.00,-8.00,-0.00,0.00
5,-46.04,-37.02,-9.00,-5.00,0.00,-0.00
6,27.00,-51.00,-1.00,-1.00,0.00,-0.00
7,89.04,81.99,9.00,-3.00,-0.00,-0.00
8,40.00,52.97,-1.00,-8.00,-0.00,-0.00
9,27.02,46.97,6.02,-8.00,-31.13,-0.33
10,-24.04,47.00,-10.15,0.00,-62.34,0.53
11,-60.00,20.00,-792911421563715715072.00,4757468529376326844416.00,-317180054043663236333568.00,1903080324258001338761216.00
12,-68.96,17.97,9.00,-8.00,0.01,0.01
13,60.00,-20.00,792911421563715715072.00,-4757468529376326844416.00,317180054043663236333568.00,-1903080324258001338761216.00
14,81.00,38.00,-0.00,-0.00,-0.00,-0.00
15,-27.97,55.04,7.00,9.00,-0.00,-0.00
16,8.04,96.97,9.00,-6.82,0.13,88.14
17,-4.03,2.01,-7.00,3.00,-0.00,0.00
18,-99.03,-63.96,-8.00,9.00,0.00,0.00
19,-80.98,33.03,5.00,8.00,0.00,0.00
20,-95.96,-4.04,10.00,-9.00,0.00,-0.00
21,-72.04,72.96,-9.00,-10.00,0.00,-0.00
22,-37.01,49.01,-2.00,2.00,0.00,-0.00
23,4.00,24.04,-1.00,10.00,0.00,0.00
24,21.96,-29.04,-10.01,-9.81,-6.40,151.95
25,25.01,94.99,3.01,-2.01,4.85,-4.81
26,82.99,-94.97,-3.00,8.00,-0.00,0.00
27,38.01,-88.98,3.00,6.00,0.00,0.00
28,8.03,95.96,8.00,-10.18,-0.11,-88.17
29,21.04,-69.96,10.00,9.00,-0.00,0.00
30,31.00,32.97,-0.00,-7.00,-0.00,0.00
31,-42.04,-80.99,-10.00,2.00,0.00,-0.00
32,-56.99,4.96,2.00,-9.00,0.00,-0.00
33,-48.00,-6.02,0.00,-4.00,0.00,-0.00
34,-1.04,6.02,-9.00,4.00,-0.00,0.00
35,17.00,46.98,-0.00,-6.00,-0.00,0.00
36,-5.03,15.97,-7.00,-8.00,-0.00,0.00
37,-2.04,-32.02,-10.00,-6.00,0.00,0.00
38,52.98,-28.99,-5.00,3.00,-0.00,-0.00
39,-57.02,69.99,-6.00,-3.00,0.00,-0.00
40,-72.02,-54.02,-4.00,-4.00,0.00,0.00
41,-8.00,-95.00,-0.00,-0.00,-0.00,-0.00
42,10.96,-89.04,-9.00,-10.00,0.01,0.01
43,9.98,19.99,-6.00,-3.00,-0.00,0.00
44,88.00,28.00,-1.00,1.00,0.00,0.00
45,48.02,73.00,6.00,1.00,-0.00,-0.00
46,95.96,33.02,-9.00,6.00,-0.01,0.01
47,3.97,61.00,-8.00,-0.00,0.00,-0.00
48,59.02,88.01,4.00,2.00,-0.00,0.00
49,92.96,85.00,-9.00,-1.00,0.01,-0.01
50,96.00,-69.98,-1.00,4.00,-0.00,-0.00
51,50.96,47.96,-10.00,-9.00,-0.00,0.00
52,-22.99,-16.04,3.00,-9.00,0.00,-0.00
53,-90.99,-6.03,2.00,-8.00,0.00,-0.00
54,-72.96,45.00,9.00,-0.00,-0.00,-0.00
55,6.03,78.01,8.00,2.00,-0.00,-0.00
56,17.97,-16.01,-7.00,-2.00,0.00,-0.00
57,-30.97,-38.04,7.00,-9.00,-0.00,-0.00
58,-55.98,11.00,5.00,0.00,0.00,0.00
59,-41.00,86.00,-0.00,-0.00,-0.01,-0.01
60,-78.00,-35.01,-0.00,-3.00,-0.00,-0.00
61,59.00,93.00,-1.00,0.00,-0.01,0.03
62,37.96,-11.02,-10.00,-4.00,-0.00,-0.00
63,-79.97,89.00,8.00,1.00,0.00,-0.00
64,-26.96,77.03,9.00,7.00,0.00,0.00
