//CSV contenant les positions et les vitesses de N=10 particules évoluant dans un espace infini durant T=10000 tours.
//Chaque particule est décrite à chaque tour par sa position x et y et sa vitesse vx et vy (ex pour la particule 0 : x0,y0,vx0,vy0).

Tour,x0,y0,vx0,vy0,x1,y1,vx1,vy1,x2,y2,vx2,vy2,x3,y3,vx3,vy3,x4,y4,vx4,vy4,x5,y5,vx5,vy5,x6,y6,vx6,vy6,x7,y7,vx7,vy7,x8,y8,vx8,vy8,x9,y9,vx9,vy9
2450,62.00,-9781.00,0.00,-4.00,-7311.00,-2397.00,-3.00,-1.00,4845.00,12274.00,2.00,5.00,22021.00,-55.00,9.00,-0.00,17246.00,22004.00,7.00,9.00,-24456.00,23.00,-10.00,0.00,22045.00,-4939.00,9.00,-2.00,14746.00,9866.00,6.00,4.00,35.00,22039.00,0.00,9.00,7288.00,2371.00,3.00,1.00
2460,62.00,-9821.00,0.00,-4.00,-7341.00,-2407.00,-3.00,-1.00,4865.00,12324.00,2.00,5.00,22111.00,-55.00,9.00,-0.00,17316.00,22094.00,7.00,9.00,-24556.00,23.00,-10.00,0.00,22135.00,-4959.00,9.00,-2.00,14806.00,9906.00,6.00,4.00,35.00,22129.00,0.00,9.00,7318.00,2381.00,3.00,1.00
2470,62.00,-9861.00,0.00,-4.00,-7371.00,-2417.00,-3.00,-1.00,4885.00,12374.00,2.00,5.00,22201.00,-55.00,9.00,-0.00,17386.00,22184.00,7.00,9.00,-24656.00,23.00,-10.00,0.00,22225.00,-4979.00,9.00,-2.00,14866.00,9946.00,6.00,4.00,35.00,22219.00,0.00,9.00,7348.00,2391.00,3.00,1.00
2480,62.00,-9901.00,0.00,-4.00,-7401.00,-2427.00,-3.00,-1.00,4905.00,12424.00,2.00,5.00,22291.00,-55.00,9.00,-0.00,17456.00,22274.00,7.00,9.00,-24756.00,23.00,-10.00,0.00,22315.00,-4999.00,9.00,-2.00,14926.00,9986.00,6.00,4.00,35.00,22309.00,0.00,9.00,7378.00,2401.00,3.00,1.00
2490,62.00,-9941.00,0.00,-4.00,-7431.00,-2437.00,-3.00,-1.00,4925.00,12474.00,2.00,5.00,22381.00,-55.00,9.00,-0.00,17526.00,22364.00,7.00,9.00,-24856.00,23.00,-10.00,0.00,22405.00,-5019.00,9.00,-2.00,14986.00,10026.00,6.00,4.00,35.00,22399.00,0.00,9.00,7408.00,2411.00,3.00,1.00
2500,62.00,-9981.00,0.00,-4.00,-7461.00,-2447.00,-3.00,-1.00,4945.00,12524.00,2.00,5.00,22471.00,-55.00,9.00,-0.00,17596.00,22454.00,7.00,9.00,-24956.00,23.00,-10.00,0.00,22495.00,-5039.00,9.00,-2.00,15046.00,10066.00,6.00,4.00,35.00,22489.00,0.00,9.00,7438.00,2421.00,3.00,1.00
2510,62.00,-10021.00,0.00,-4.00,-7491.00,-2457.00,-3.00,-1.00,4965.00,12574.00,2.00,5.00,22561.00,-55.00,9.00,-0.00,17666.00,22544.00,7.00,9.00,-25056.00,23.00,-10.00,0.00,22585.00,-5059.00,9.00,-2.00,15106.00,10106.00,6.00,4.00,35.00,22579.00,0.00,9.00,7468.00,2431.00,3.00,1.00
2520,62.00,-10061.00,0.00,-4.00,-7521.00,-2467.00,-3.00,-1.00,4985.00,12624.00,2.00,5.00,22651.00,-55.00,9.00,-0.00,17736.00,22634.00,7.00,9.00,-25156.00,23.00,-10.00,0.00,22675.00,-5079.00,9.00,-2.00,15166.00,10146.00,6.00,4.00,35.00,22669.00,0.00,9.00,7498.00,2441.00,3.00,1.00
2530,62.00,-10101.00,0.00,-4.00,-7551.00,-2477.00,-3.00,-1.00,5005.00,12674.00,2.00,5.00,22741.00,-55.00,9.00,-0.00,17806.00,22724.00,7.00,9.00,-25256.00,23.00,-10.00,0.00,22765.00,-5099.00,9.00,-2.00,15226.00,10186.00,6.00,4.00,35.00,22759.00,0.00,9.00,7528.00,2451.00,3.00,1.00
2540,62.00,-10141.00,0.00,-4.00,-7581.00,-2487.00,-3.00,-1.00,5025.00,12724.00,2.00,5.00,22831.00,-55.00,9.00,-0.00,17876.00,22814.00,7.00,9.00,-25356.00,23.00,-10.00,0.00,22855.00,-5119.00,9.00,-2.00,15286.00,10226.00,6.00,4.00,35.00,22849.00,0.00,9.00,7558.00,2461.00,3.00,1.00
2550,62.00,-10181.00,0.00,-4.00,-7611.00,-2497.00,-3.00,-1.00,5045.00,12774.00,2.00,5.00,22921.00,-55.00,9.00,-0.00,17946.00,22904.00,7.00,9.00,-25456.00,23.00,-10.00,0.00,22945.00,-5139.00,9.00,-2.00,15346.00,10266.00,6.00,4.00,35.00,22939.00,0.00,9.00,7588.00,2471.00,3.00,1.00
2560,62.00,-10221.00,0.00,-4.00,-7641.00,-2507.00,-3.00,-1.00,5065.00,12824.00,2.00,5.00,23011.00,-55.00,9.00,-0.00,18016.00,22994.00,7.00,9.00,-25556.00,23.00,-10.00,0.00,23035.00,-5159.00,9.00,-2.00,15406.00,10306.00,6.00,4.00,35.00,23029.00,0.00,9.00,7618.00,2481.00,3.00,1.00
2570,62.00,-10261.00,0.00,-4.00,-7671.00,-2517.00,-3.00,-1.00,5085.00,12874.00,2.00,5.00,23101.00,-55.00,9.00,-0.00,18086.00,23084.00,7.00,9.00,-25656.00,23.00,-10.00,0.00,23125.00,-5179.00,9.00,-2.00,15466.00,10346.00,6.00,4.00,35.00,23119.00,0.00,9.00,7648.00,2491.00,3.00,1.00
2580,62.00,-10301.00,0.00,-4.00,-7701.00,-2527.00,-3.00,-1.00,5105.00,12924.00,2.00,5.00,23191.00,-55.00,9.00,-0.00,18156.00,23174.00,7.00,9.00,-25756.00,23.00,-10.00,0.00,23215.00,-5199.00,9.00,-2.00,15526.00,10386.00,6.00,4.00,35.00,23209.00,0.00,9.00,7678.00,2501.00,3.00,1.00
2590,62.00,-10341.00,0.00,-4.00,-7731.00,-2537.00,-3.00,-1.00,5125.00,12974.00,2.00,5.00,23281.00,-55.00,9.00,-0.00,18226.00,23264.00,7.00,9.00,-25856.00,23.00,-10.00,0.00,23305.00,-5219.00,9.00,-2.00,15586.00,10426.00,6.00,4.00,35.00,23299.00,0.00,9.00,7708.00,2511.00,3.00,1.00
2600,62.00,-10381.00,0.00,-4.00,-7761.00,-2547.00,-3.00,-1.00,5145.00,13024.00,2.00,5.00,23371.00,-55.00,9.00,-0.00,18296.00,23354.00,7.00,9.00,-25956.00,23.00,-10.00,0.00,23395.00,-5239.00,9.00,-2.00,15646.00,10466.00,6.00,4.00,35.00,23389.00,0.00,9.00,7738.00,2521.00,3.00,1.00
2610,62.00,-10421.00,0.00,-4.00,-7791.00,-2557.00,-3.00,-1.00,5165.00,13074.00,2.00,5.00,23461.00,-55.00,9.00,-0.00,18366.00,23444.00,7.00,9.00,-26056.00,23.00,-10.00,0.00,23485.00,-5259.00,9.00,-2.00,15706.00,10506.00,6.00,4.00,35.00,23479.00,0.00,9.00,7768.00,2531.00,3.00,1.00
2620,62.00,-10461.00,0.00,-4.00,-7821.00,-2567.00,-3.00,-1.00,5185.00,13124.00,2.00,5.00,23551.00,-55.00,9.00,-0.00,18436.00,23534.00,7.00,9.00,-26156.00,23.00,-10.00,0.00,23575.00,-5279.00,9.00,-2.00,15766.00,10546.00,6.00,4.00,35.00,23569.00,0.00,9.00,7798.00,2541.00,3.00,1.00
2630,62.00,-10501.00,0.00,-4.00,-7851.00,-2577.00,-3.00,-1.00,5205.00,13174.00,2.00,5.00,23641.00,-55.00,9.00,-0.00,18506.00,23624.00,7.00,9.00,-26256.00,23.00,-10.00,0.00,23665.00,-5299.00,9.00,-2.00,15826.00,10586.00,6.00,4.00,35.00,23659.00,0.00,9.00,7828.00,2551.00,3.00,1.00
2640,62.00,-10541.00,0.00,-4.00,-7881.00,-2587.00,-3.00,-1.00,5225.00,13224.00,2.00,5.00,23731.00,-55.00,9.00,-0.00,18576.00,23714.00,7.00,9.00,-26356.00,23.00,-10.00,0.00,23755.00,-5319.00,9.00,-2.00,15886.00,10626.00,6.00,4.00,35.00,23749.00,0.00,9.00,7858.00,2561.00,3.00,1.00
2650,62.00,-10581.00,0.00,-4.00,-7911.00,-2597.00,-3.00,-1.00,5245.00,13274.00,2.00,5.00,23821.00,-55.00,9.00,-0.00,18646.00,23804.00,7.00,9.00,-26456.00,23.00,-10.00,0.00,23845.00,-5339.00,9.00,-2.00,15946.00,10666.00,6.00,4.00,35.00,23839.00,0.00,9.00,7888.00,2571.00,3.00,1.00
2660,62.00,-10621.00,0.00,-4.00,-7941.00,-2607.00,-3.00,-1.00,5265.00,13324.00,2.00,5.00,23911.00,-55.00,9.00,-0.00,18716.00,23894.00,7.00,9.00,-26556.00,23.00,-10.00,0.00,23935.00,-5359.00,9.00,-2.00,16006.00,10706.00,6.00,4.00,35.00,23929.00,0.00,9.00,7918.00,2581.00,3.00,1.00
2670,62.00,-10661.00,0.00,-4.00,-7971.00,-2617.00,-3.00,-1.00,5285.00,13374.00,2.00,5.00,24001.00,-55.00,9.00,-0.00,18786.00,23984.00,7.00,9.00,-26656.00,23.00,-10.00,0.00,24025.00,-5379.00,9.00,-2.00,16066.00,10746.00,6.00,4.00,35.00,24019.00,0.00,9.00,7948.00,2591.00,3.00,1.00
2680,62.00,-10701.00,0.00,-4.00,-8001.00,-2627.00,-3.00,-1.00,5305.00,13424.00,2.00,5.00,24091.00,-55.00,9.00,-0.00,18856.00,24074.00,7.00,9.00,-26756.00,23.00,-10.00,0.00,24115.00,-5399.00,9.00,-2.00,16126.00,10786.00,6.00,4.00,35.00,24109.00,0.00,9.00,7978.00,2601.00,3.00,1.00
2690,62.00,-10741.00,0.00,-4.00,-8031.00,-2637.00,-3.00,-1.00,5325.00,13474.00,2.00,5.00,24181.00,-55.00,9.00,-0.00,18926.00,24164.00,7.00,9.00,-26856.00,23.00,-10.00,0.00,24205.00,-5419.00,9.00,-2.00,16186.00,10826.00,6.00,4.00,35.00,24199.00,0.00,9.00,8008.00,2611.00,3.00,1.00
2700,62.00,-10781.00,0.00,-4.00,-8061.00,-2647.00,-3.00,-1.00,5345.00,13524.00,2.00,5.00,24271.00,-55.00,9.00,-0.00,18996.00,24254.00,7.00,9.00,-26956.00,23.00,-10.00,0.00,24295.00,-5439.00,9.00,-2.00,16246.00,10866.00,6.00,4.00,35.00,24289.00,0.00,9.00,8038.00,2621.00,3.00,1.00
2710,62.00,-10821.00,0.00,-4.00,-8091.00,-2657.00,-3.00,-1.00,5365.00,13574.00,2.00,5.00,24361.00,-55.00,9.00,-0.00,19066.00,24344.00,7.00,9.00,-27056.00,23.00,-10.00,0.00,24385.00,-5459.00,9.00,-2.00,16306.00,10906.00,6.00,4.00,35.00,24379.00,0.00,9.00,8068.00,2631.00,3.00,1.00
2720,62.00,-10861.00,0.00,-4.00,-8121.00,-2667.00,-3.00,-1.00,5385.00,13624.00,2.00,5.00,24451.00,-55.00,9.00,-0.00,19136.00,24434.00,7.00,9.00,-27156.00,23.00,-10.00,0.00,24475.00,-5479.00,9.00,-2.00,16366.00,10946.00,6.00,4.00,35.00,24469.00,0.00,9.00,8098.00,2641.00,3.00,1.00
2730,62.00,-10901.00,0.00,-4.00,-8151.00,-2677.00,-3.00,-1.00,5405.00,13674.00,2.00,5.00,24541.00,-55.00,9.00,-0.00,19206.00,24524.00,7.00,9.00,-27256.00,23.00,-10.00,0.00,24565.00,-5499.00,9.00,-2.00,16426.00,10986.00,6.00,4.00,35.00,24559.00,0.00,9.00,8128.00,2651.00,3.00,1.00
2740,62.00,-10941.00,0.00,-4.00,-8181.00,-2687.00,-3.00,-1.00,5425.00,13724.00,2.00,5.00,24631.00,-55.00,9.00,-0.00,19276.00,24614.00,7.00,9.00,-27356.00,23.00,-10.00,0.00,24655.00,-5519.00,9.00,-2.00,16486.00,11026.00,6.00,4.00,35.00,24649.00,0.00,9.00,8158.00,2661.00,3.00,1.00
2750,62.00,-10981.00,0.00,-4.00,-8211.00,-2697.00,-3.00,-1.00,5445.00,13774.00,2.00,5.00,24721.00,-55.00,9.00,-0.00,19346.00,24704.00,7.00,9.00,-27456.00,23.00,-10.00,0.00,24745.00,-5539.00,9.00,-2.00,16546.00,11066.00,6.00,4.00,35.00,24739.00,0.00,9.00,8188.00,2671.00,3.00,1.00
2760,62.00,-11021.00,0.00,-4.00,-8241.00,-2707.00,-3.00,-1.00,5465.00,13824.00,2.00,5.00,24811.00,-55.00,9.00,-0.00,19416.00,24794.00,7.00,9.00,-27556.00,23.00,-10.00,0.00,24835.00,-5559.00,9.00,-2.00,16606.00,11106.00,6.00,4.00,35.00,24829.00,0.00,9.00,8218.00,2681.00,3.00,1.00
2770,62.00,-11061.00,0.00,-4.00,-8271.00,-2717.00,-3.00,-1.00,5485.00,13874.00,2.00,5.00,24901.00,-55.00,9.00,-0.00,19486.00,24884.00,7.00,9.00,-27656.00,23.00,-10.00,0.00,24925.00,-5579.00,9.00,-2.00,16666.00,11146.00,6.00,4.00,35.00,24919.00,0.00,9.00,8248.00,2691.00,3.00,1.00
2780,62.00,-11101.00,0.00,-4.00,-8301.00,-2727.00,-3.00,-1.00,5505.00,13924.00,2.00,5.00,24991.00,-55.00,9.00,-0.00,19556.00,24974.00,7.00,9.00,-27756.00,23.00,-10.00,0.00,25015.00,-5599.00,9.00,-2.00,16726.00,11186.00,6.00,4.00,35.00,25009.00,0.00,9.00,8278.00,2701.00,3.00,1.00
2790,62.00,-11141.00,0.00,-4.00,-8331.00,-2737.00,-3.00,-1.00,5525.00,13974.00,2.00,5.00,25081.00,-55.00,9.00,-0.00,19626.00,25064.00,7.00,9.00,-27856.00,23.00,-10.00,0.00,25105.00,-5619.00,9.00,-2.00,16786.00,11226.00,6.00,4.00,35.00,25099.00,0.00,9.00,8308.00,2711.00,3.00,1.00
2800,62.00,-11181.00,0.00,-4.00,-8361.00,-2747.00,-3.00,-1.00,5545.00,14024.00,2.00,5.00,25171.00,-55.00,9.00,-0.00,19696.00,25154.00,7.00,9.00,-27956.00,23.00,-10.00,0.00,25195.00,-5639.00,9.00,-2.00,16846.00,11266.00,6.00,4.00,35.00,25189.00,0.00,9.00,8338.00,2721.00,3.00,1.00
2810,62.00,-11221.00,0.00,-4.00,-8391.00,-2757.00,-3.00,-1.00,5565.00,14074.00,2.00,5.00,25261.00,-55.00,9.00,-0.00,19766.00,25244.00,7.00,9.00,-28056.00,23.00,-10.00,0.00,25285.00,-5659.00,9.00,-2.00,16906.00,11306.00,6.00,4.00,35.00,25279.00,0.00,9.00,8368.00,2731.00,3.00,1.00
2820,62.00,-11261.00,0.00,-4.00,-8421.00,-2767.00,-3.00,-1.00,5585.00,14124.00,2.00,5.00,25351.00,-55.00,9.00,-0.00,19836.00,25334.00,7.00,9.00,-28156.00,23.00,-10.00,0.00,25375.00,-5679.00,9.00,-2.00,16966.00,11346.00,6.00,4.00,35.00,25369.00,0.00,9.00,8398.00,2741.00,3.00,1.00
2830,62.00,-11301.00,0.00,-4.00,-8451.00,-2777.00,-3.00,-1.00,5605.00,14174.00,2.00,5.00,25441.00,-55.00,9.00,-0.00,19906.00,25424.00,7.00,9.00,-28256.00,23.00,-10.00,0.00,25465.00,-5699.00,9.00,-2.00,17026.00,11386.00,6.00,4.00,35.00,25459.00,0.00,9.00,8428.00,2751.00,3.00,1.00
2840,62.00,-11341.00,0.00,-4.00,-8481.00,-2787.00,-3.00,-1.00,5625.00,14224.00,2.00,5.00,25531.00,-55.00,9.00,-0.00,19976.00,25514.00,7.00,9.00,-28356.00,23.00,-10.00,0.00,25555.00,-5719.00,9.00,-2.00,17086.00,11426.00,6.00,4.00,35.00,25549.00,0.00,9.00,8458.00,2761.00,3.00,1.00
2850,62.00,-11381.00,0.00,-4.00,-8511.00,-2797.00,-3.00,-1.00,5645.00,14274.00,2.00,5.00,25621.00,-55.00,9.00,-0.00,20046.00,25604.00,7.00,9.00,-28456.00,23.00,-10.00,0.00,25645.00,-5739.00,9.00,-2.00,17146.00,11466.00,6.00,4.00,35.00,25639.00,0.00,9.00,8488.00,2771.00,3.00,1.00
2860,62.00,-11421.00,0.00,-4.00,-8541.00,-2807.00,-3.00,-1.00,5665.00,14324.00,2.00,5.00,25711.00,-55.00,9.00,-0.00,20116.00,25694.00,7.00,9.00,-28556.00,23.00,-10.00,0.00,25735.00,-5759.00,9.00,-2.00,17206.00,11506.00,6.00,4.00,35.00,25729.00,0.00,9.00,8518.00,2781.00,3.00,1.00
2870,62.00,-11461.00,0.00,-4.00,-8571.00,-2817.00,-3.00,-1.00,5685.00,14374.00,2.00,5.00,25801.00,-55.00,9.00,-0.00,20186.00,25784.00,7.00,9.00,-28656.00,23.00,-10.00,0.00,25825.00,-5779.00,9.00,-2.00,17266.00,11546.00,6.00,4.00,35.00,25819.00,0.00,9.00,8548.00,2791.00,3.00,1.00
2880,62.00,-11501.00,0.00,-4.00,-8601.00,-2827.00,-3.00,-1.00,5705.00,14424.00,2.00,5.00,25891.00,-55.00,9.00,-0.00,20256.00,25874.00,7.00,9.00,-28756.00,23.00,-10.00,0.00,25915.00,-5799.00,9.00,-2.00,17326.00,11586.00,6.00,4.00,35.00,25909.00,0.00,9.00,8578.00,2801.00,3.00,1.00
2890,62.00,-11541.00,0.00,-4.00,-8631.00,-2837.00,-3.00,-1.00,5725.00,14474.00,2.00,5.00,25981.00,-55.00,9.00,-0.00,20326.00,25964.00,7.00,9.00,-28856.00,23.00,-10.00,0.00,26005.00,-5819.00,9.00,-2.00,17386.00,11626.00,6.00,4.00,35.00,25999.00,0.00,9.00,8608.00,2811.00,3.00,1.00
2900,62.00,-11581.00,0.00,-4.00,-8661.00,-2847.00,-3.00,-1.00,5745.00,14524.00,2.00,5.00,26071.00,-55.00,9.00,-0.00,20396.00,26054.00,7.00,9.00,-28956.00,23.00,-10.00,0.00,26095.00,-5839.00,9.00,-2.00,17446.00,11666.00,6.00,4.00,35.00,26089.00,0.00,9.00,8638.00,2821.00,3.00,1.00
2910,62.00,-11621.00,0.00,-4.00,-8691.00,-2857.00,-3.00,-1.00,5765.00,14574.00,2.00,5.00,26161.00,-55.00,9.00,-0.00,20466.00,26144.00,7.00,9.00,-29056.00,23.00,-10.00,0.00,26185.00,-5859.00,9.00,-2.00,17506.00,11706.00,6.00,4.00,35.00,26179.00,0.00,9.00,8668.00,2831.00,3.00,1.00
2920,62.00,-11661.00,0.00,-4.00,-8721.00,-2867.00,-3.00,-1.00,5785.00,14624.00,2.00,5.00,26251.00,-55.00,9.00,-0.00,20536.00,26234.00,7.00,9.00,-29156.00,23.00,-10.00,0.00,26275.00,-5879.00,9.00,-2.00,17566.00,11746.00,6.00,4.00,35.00,26269.00,0.00,9.00,8698.00,2841.00,3.00,1.00
2930,62.00,-11701.00,0.00,-4.00,-8751.00,-2877.00,-3.00,-1.00,5805.00,14674.00,2.00,5.00,26341.00,-55.00,9.00,-0.00,20606.00,26324.00,7.00,9.00,-29256.00,23.00,-10.00,0.00,26365.00,-5899.00,9.00,-2.00,17626.00,11786.00,6.00,4.00,35.00,26359.00,0.00,9.00,8728.00,2851.00,3.00,1.00
2940,62.00,-11741.00,0.00,-4.00,-8781.00,-2887.00,-3.00,-1.00,5825.00,14724.00,2.00,5.00,26431.00,-55.00,9.00,-0.00,20676.00,26414.00,7.00,9.00,-29356.00,23.00,-10.00,0.00,26455.00,-5919.00,9.00,-2.00,17686.00,11826.00,6.00,4.00,35.00,26449.00,0.00,9.00,8758.00,2861.00,3.00,1.00
2950,62.00,-11781.00,0.00,-4.00,-8811.00,-2897.00,-3.00,-1.00,5845.00,14774.00,2.00,5.00,26521.00,-55.00,9.00,-0.00,20746.00,26504.00,7.00,9.00,-29456.00,23.00,-10.00,0.00,26545.00,-5939.00,9.00,-2.00,17746.00,11866.00,6.00,4.00,35.00,26539.00,0.00,9.00,8788.00,2871.00,3.00,1.00
2960,62.00,-11821.00,0.00,-4.00,-8841.00,-2907.00,-3.00,-1.00,5865.00,14824.00,2.00,5.00,26611.00,-55.00,9.00,-0.00,20816.00,26594.00,7.00,9.00,-29556.00,23.00,-10.00,0.00,26635.00,-5959.00,9.00,-2.00,17806.00,11906.00,6.00,4.00,35.00,26629.00,0.00,9.00,8818.00,2881.00,3.00,1.00
2970,62.00,-11861.00,0.00,-4.00,-8871.00,-2917.00,-3.00,-1.00,5885.00,14874.00,2.00,5.00,26701.00,-55.00,9.00,-0.00,20886.00,26684.00,7.00,9.00,-29656.00,23.00,-10.00,0.00,26725.00,-5979.00,9.00,-2.00,17866.00,11946.00,6.00,4.00,35.00,26719.00,0.00,9.00,8848.00,2891.00,3.00,1.00
2980,62.00,-11901.00,0.00,-4.00,-8901.00,-2927.00,-3.00,-1.00,5905.00,14924.00,2.00,5.00,26791.00,-55.00,9.00,-0.00,20956.00,26774.00,7.00,9.00,-29756.00,23.00,-10.00,0.00,26815.00,-5999.00,9.00,-2.00,17926.00,11986.00,6.00,4.00,35.00,26809.00,0.00,9.00,8878.00,2901.00,3.00,1.00
2990,62.00,-11941.00,0.00,-4.00,-8931.00,-2937.00,-3.00,-1.00,5925.00,14974.00,2.00,5.00,26881.00,-55.00,9.00,-0.00,21026.00,26864.00,7.00,9.00,-29856.00,23.00,-10.00,0.00,26905.00,-6019.00,9.00,-2.00,17986.00,12026.00,6.00,4.00,35.00,26899.00,0.00,9.00,8908.00,2911.00,3.00,1.00
3000,62.00,-11981.00,0.00,-4.00,-8961.00,-2947.00,-3.00,-1.00,5945.00,15024.00,2.00,5.00,26971.00,-55.00,9.00,-0.00,21096.00,26954.00,7.00,9.00,-29956.00,23.00,-10.00,0.00,26995.00,-6039.00,9.00,-2.00,18046.00,12066.00,6.00,4.00,35.00,26989.00,0.00,9.00,8938.00,2921.00,3.00,1.00
3010,62.00,-12021.00,0.00,-4.00,-8991.00,-2957.00,-3.00,-1.00,5965.00,15074.00,2.00,5.00,27061.00,-55.00,9.00,-0.00,21166.00,27044.00,7.00,9.00,-30056.00,23.00,-10.00,0.00,27085.00,-6059.00,9.00,-2.00,18106.00,12106.00,6.00,4.00,35.00,27079.00,0.00,9.00,8968.00,2931.00,3.00,1.00
3020,62.00,-12061.00,0.00,-4.00,-9021.00,-2967.00,-3.00,-1.00,5985.00,15124.00,2.00,5.00,27151.00,-55.00,9.00,-0.00,21236.00,27134.00,7.00,9.00,-30156.00,23.00,-10.00,0.00,27175.00,-6079.00,9.00,-2.00,18166.00,12146.00,6.00,4.00,35.00,27169.00,0.00,9.00,8998.00,2941.00,3.00,1.00
3030,62.00,-12101.00,0.00,-4.00,-9051.00,-2977.00,-3.00,-1.00,6005.00,15174.00,2.00,5.00,27241.00,-55.00,9.00,-0.00,21306.00,27224.00,7.00,9.00,-30256.00,23.00,-10.00,0.00,27265.00,-6099.00,9.00,-2.00,18226.00,12186.00,6.00,4.00,35.00,27259.00,0.00,9.00,9028.00,2951.00,3.00,1.00
3040,62.00,-12141.00,0.00,-4.00,-9081.00,-2987.00,-3.00,-1.00,6025.00,15224.00,2.00,5.00,27331.00,-55.00,9.00,-0.00,21376.00,27314.00,7.00,9.00,-30356.00,23.00,-10.00,0.00,27355.00,-6119.00,9.00,-2.00,18286.00,12226.00,6.00,4.00,35.00,27349.00,0.00,9.00,9058.00,2961.00,3.00,1.00
3050,62.00,-12181.00,0.00,-4.00,-9111.00,-2997.00,-3.00,-1.00,6045.00,15274.00,2.00,5.00,27421.00,-55.00,9.00,-0.00,21446.00,27404.00,7.00,9.00,-30456.00,23.00,-10.00,0.00,27445.00,-6139.00,9.00,-2.00,18346.00,12266.00,6.00,4.00,35.00,27439.00,0.00,9.00,9088.00,2971.00,3.00,1.00
3060,62.00,-12221.00,0.00,-4.00,-9141.00,-3007.00,-3.00,-1.00,6065.00,15324.00,2.00,5.00,27511.00,-55.00,9.00,-0.00,21516.00,27494.00,7.00,9.00,-30556.00,23.00,-10.00,0.00,27535.00,-6159.00,9.00,-2.00,18406.00,12306.00,6.00,4.00,35.00,27529.00,0.00,9.00,9118.00,2981.00,3.00,1.00
3070,62.00,-12261.00,0.00,-4.00,-9171.00,-3017.00,-3.00,-1.00,6085.00,15374.00,2.00,5.00,27601.00,-55.00,9.00,-0.00,21586.00,27584.00,7.00,9.00,-30656.00,23.00,-10.00,0.00,27625.00,-6179.00,9.00,-2.00,18466.00,12346.00,6.00,4.00,35.00,27619.00,0.00,9.00,9148.00,2991.00,3.00,1.00
3080,62.00,-12301.00,0.00,-4.00,-9201.00,-3027.00,-3.00,-1.00,6105.00,15424.00,2.00,5.00,27691.00,-55.00,9.00,-0.00,21656.00,27674.00,7.00,9.00,-30756.00,23.00,-10.00,0.00,27715.00,-6199.00,9.00,-2.00,18526.00,12386.00,6.00,4.00,35.00,27709.00,0.00,9.00,9178.00,3001.00,3.00,1.00
3090,62.00,-12341.00,0.00,-4.00,-9231.00,-3037.00,-3.00,-1.00,6125.00,15474.00,2.00,5.00,27781.00,-55.00,9.00,-0.00,21726.00,27764.00,7.00,9.00,-30856.00,23.00,-10.00,0.00,27805.00,-6219.00,9.00,-2.00,18586.00,12426.00,6.00,4.00,35.00,27799.00,0.00,9.00,9208.00,3011.00,3.00,1.00
3100,62.00,-12381.00,0.00,-4.00,-9261.00,-3047.00,-3.00,-1.00,6145.00,15524.00,2.00,5.00,27871.00,-55.00,9.00,-0.00,21796.00,27854.00,7.00,9.00,-30956.00,23.00,-10.00,0.00,27895.00,-6239.00,9.00,-2.00,18646.00,12466.00,6.00,4.00,35.00,27889.00,0.00,9.00,9238.00,3021.00,3.00,1.00
3110,62.00,-12421.00,0.00,-4.00,-9291.00,-3057.00,-3.00,-1.00,6165.00,15574.00,2.00,5.00,27961.00,-55.00,9.00,-0.00,21866.00,27944.00,7.00,9.00,-31056.00,23.00,-10.00,0.00,27985.00,-6259.00,9.00,-2.00,18706.00,12506.00,6.00,4.00,35.00,27979.00,0.00,9.00,9268.00,3031.00,3.00,1.00
3120,62.00,-12461.00,0.00,-4.00,-9321.00,-3067.00,-3.00,-1.00,6185.00,15624.00,2.00,5.00,28051.00,-55.00,9.00,-0.00,21936.00,28034.00,7.00,9.00,-31156.00,23.00,-10.00,0.00,28075.00,-6279.00,9.00,-2.00,18766.00,12546.00,6.00,4.00,35.00,28069.00,0.00,9.00,9298.00,3041.00,3.00,1.00
3130,62.00,-12501.00,0.00,-4.00,-9351.00,-3077.00,-3.00,-1.00,6205.00,15674.00,2.00,5.00,28141.00,-55.00,9.00,-0.00,22006.00,28124.00,7.00,9.00,-31256.00,23.00,-10.00,0.00,28165.00,-6299.00,9.00,-2.00,18826.00,12586.00,6.00,4.00,35.00,28159.00,0.00,9.00,9328.00,3051.00,3.00,1.00
3140,62.00,-12541.00,0.00,-4.00,-9381.00,-3087.00,-3.00,-1.00,6225.00,15724.00,2.00,5.00,28231.00,-55.00,9.00,-0.00,22076.00,28214.00,7.00,9.00,-31356.00,23.00,-10.00,0.00,28255.00,-6319.00,9.00,-2.00,18886.00,12626.00,6.00,4.00,35.00,28249.00,0.00,9.00,9358.00,3061.00,3.00,1.00
3150,62.00,-12581.00,0.00,-4.00,-9411.00,-3097.00,-3.00,-1.00,6245.00,15774.00,2.00,5.00,28321.00,-55.00,9.00,-0.00,22146.00,28304.00,7.00,9.00,-31456.00,23.00,-10.00,0.00,28345.00,-6339.00,9.00,-2.00,18946.00,12666.00,6.00,4.00,35.00,28339.00,0.00,9.00,9388.00,3071.00,3.00,1.00
