//CSV contenant les positions et les vitesses de N=10 particules évoluant dans un espace infini durant T=10000 tours.
//Chaque particule est décrite à chaque tour par sa position x et y et sa vitesse vx et vy (ex pour la particule 0 : x0,y0,vx0,vy0).

Tour,x0,y0,vx0,vy0,x1,y1,vx1,vy1,x2,y2,vx2,vy2,x3,y3,vx3,vy3,x4,y4,vx4,vy4,x5,y5,vx5,vy5,x6,y6,vx6,vy6,x7,y7,vx7,vy7,x8,y8,vx8,vy8,x9,y9,vx9,vy9
5410,62.00,-21621.00,0.00,-4.00,-16191.00,-5357.00,-3.00,-1.00,10765.00,27074.00,2.00,5.00,48661.00,-55.00,9.00,-0.00,37966.00,48644.00,7.00,9.00,-54056.00,23.00,-10.00,0.00,48685.01,-10859.00,9.00,-2.00,32506.00,21706.00,6.00,4.00,35.00,48679.00,0.00,9.00,16168.00,5331.00,3.00,1.00
5420,62.00,-21661.00,0.00,-4.00,-16221.00,-5367.00,-3.00,-1.00,10785.00,27124.00,2.00,5.00,48751.00,-55.00,9.00,-0.00,38036.00,48734.00,7.00,9.00,-54156.00,23.00,-10.00,0.00,48775.01,-10879.00,9.00,-2.00,32566.00,21746.00,6.00,4.00,35.00,48769.00,0.00,9.00,16198.00,5341.00,3.00,1.00
5430,62.00,-21701.00,0.00,-4.00,-16251.00,-5377.00,-3.00,-1.00,10805.00,27174.00,2.00,5.00,48841.00,-55.00,9.00,-0.00,38106.00,48824.00,7.00,9.00,-54256.00,23.00,-10.00,0.00,48865.01,-10899.00,9.00,-2.00,32626.00,21786.00,6.00,4.00,35.00,48859.00,0.00,9.00,16228.00,5351.00,3.00,1.00
5440,62.00,-21741.00,0.00,-4.00,-16281.00,-5387.00,-3.00,-1.00,10825.00,27224.00,2.00,5.00,48931.00,-55.00,9.00,-0.00,38176.00,48914.00,7.00,9.00,-54356.00,23.00,-10.00,0.00,48955.01,-10919.00,9.00,-2.00,32686.00,21826.00,6.00,4.00,35.00,48949.00,0.00,9.00,16258.00,5361.00,3.00,1.00
5450,62.00,-21781.00,0.00,-4.00,-16311.00,-5397.00,-3.00,-1.00,10845.00,27274.00,2.00,5.00,49021.00,-55.00,9.00,-0.00,38246.00,49004.00,7.00,9.00,-54456.00,23.00,-10.00,0.00,49045.01,-10939.00,9.00,-2.00,32746.00,21866.00,6.00,4.00,35.00,49039.00,0.00,9.00,16288.00,5371.00,3.00,1.00
5460,62.00,-21821.00,0.00,-4.00,-16341.00,-5407.00,-3.00,-1.00,10865.00,27324.00,2.00,5.00,49111.00,-55.00,9.00,-0.00,38316.00,49094.00,7.00,9.00,-54556.00,23.00,-10.00,0.00,49135.01,-10959.00,9.00,-2.00,32806.00,21906.00,6.00,4.00,35.00,49129.00,0.00,9.00,16318.00,5381.00,3.00,1.00
5470,62.00,-21861.00,0.00,-4.00,-16371.00,-5417.00,-3.00,-1.00,10885.00,27374.00,2.00,5.00,49201.00,-55.00,9.00,-0.00,38386.00,49184.00,7.00,9.00,-54656.00,23.00,-10.00,0.00,49225.01,-10979.00,9.00,-2.00,32866.00,21946.00,6.00,4.00,35.00,49219.00,0.00,9.00,16348.00,5391.00,3.00,1.00
5480,62.00,-21901.00,0.00,-4.00,-16401.00,-5427.00,-3.00,-1.00,10905.00,27424.00,2.00,5.00,49291.00,-55.00,9.00,-0.00,38456.00,49274.00,7.00,9.00,-54756.00,23.00,-10.00,0.00,49315.01,-10999.00,9.00,-2.00,32926.00,21986.00,6.00,4.00,35.00,49309.00,0.00,9.00,16378.00,5401.00,3.00,1.00
5490,62.00,-21941.00,0.00,-4.00,-16431.00,-5437.00,-3.00,-1.00,10925.00,27474.00,2.00,5.00,49381.00,-55.00,9.00,-0.00,38526.00,49364.00,7.00,9.00,-54856.00,23.00,-10.00,0.00,49405.01,-11019.00,9.00,-2.00,32986.00,22026.00,6.00,4.00,35.00,49399.00,0.00,9.00,16408.00,5411.00,3.00,1.00
5500,62.00,-21981.00,0.00,-4.00,-16461.00,-5447.00,-3.00,-1.00,10945.00,27524.00,2.00,5.00,49471.00,-55.00,9.00,-0.00,38596.00,49454.00,7.00,9.00,-54956.00,23.00,-10.00,0.00,49495.01,-11039.00,9.00,-2.00,33046.00,22066.00,6.00,4.00,35.00,49489.00,0.00,9.00,16438.00,5421.00,3.00,1.00
5510,62.00,-22021.00,0.00,-4.00,-16491.00,-5457.00,-3.00,-1.00,10965.00,27574.00,2.00,5.00,49561.00,-55.00,9.00,-0.00,38666.00,49544.00,7.00,9.00,-55056.00,23.00,-10.00,0.00,49585.01,-11059.00,9.00,-2.00,33106.00,22106.00,6.00,4.00,35.00,49579.00,0.00,9.00,16468.00,5431.00,3.00,1.00
5520,62.00,-22061.00,0.00,-4.00,-16521.00,-5467.00,-3.00,-1.00,10985.00,27624.00,2.00,5.00,49651.00,-55.00,9.00,-0.00,38736.00,49634.00,7.00,9.00,-55156.00,23.00,-10.00,0.00,49675.01,-11079.00,9.00,-2.00,33166.00,22146.00,6.00,4.00,35.00,49669.00,0.00,9.00,16498.00,5441.00,3.00,1.00
5530,62.00,-22101.00,0.00,-4.00,-16551.00,-5477.00,-3.00,-1.00,11005.00,27674.00,2.00,5.00,49741.00,-55.00,9.00,-0.00,38806.00,49724.00,7.00,9.00,-55256.00,23.00,-10.00,0.00,49765.01,-11099.00,9.00,-2.00,33226.00,22186.00,6.00,4.00,35.00,49759.00,0.00,9.00,16528.00,5451.00,3.00,1.00
5540,62.00,-22141.00,0.00,-4.00,-16581.00,-5487.00,-3.00,-1.00,11025.00,27724.00,2.00,5.00,49831.00,-55.00,9.00,-0.00,38876.00,49814.00,7.00,9.00,-55356.00,23.00,-10.00,0.00,49855.01,-11119.00,9.00,-2.00,33286.00,22226.00,6.00,4.00,35.00,49849.00,0.00,9.00,16558.00,5461.00,3.00,1.00
5550,62.00,-22181.00,0.00,-4.00,-16611.00,-5497.00,-3.00,-1.00,11045.00,27774.00,2.00,5.00,49921.00,-55.00,9.00,-0.00,38946.00,49904.00,7.00,9.00,-55456.00,23.00,-10.00,0.00,49945.01,-11139.00,9.00,-2.00,33346.00,22266.00,6.00,4.00,35.00,49939.00,0.00,9.00,16588.00,5471.00,3.00,1.00
5560,62.00,-22221.00,0.00,-4.00,-16641.00,-5507.00,-3.00,-1.00,11065.00,27824.00,2.00,5.00,50011.00,-55.00,9.00,-0.00,39016.00,49994.00,7.00,9.00,-55556.00,23.00,-10.00,0.00,50035.01,-11159.00,9.00,-2.00,33406.00,22306.00,6.00,4.00,35.00,50029.00,0.00,9.00,16618.00,5481.00,3.00,1.00
5570,62.00,-22261.00,0.00,-4.00,-16671.00,-5517.00,-3.00,-1.00,11085.00,27874.00,2.00,5.00,50101.00,-55.00,9.00,-0.00,39086.00,50084.00,7.00,9.00,-55656.00,23.00,-10.00,0.00,50125.01,-11179.00,9.00,-2.00,33466.00,22346.00,6.00,4.00,35.00,50119.00,0.00,9.00,16648.00,5491.00,3.00,1.00
5580,62.00,-22301.00,0.00,-4.00,-16701.00,-5527.00,-3.00,-1.00,11105.00,27924.00,2.00,5.00,50191.00,-55.00,9.00,-0.00,39156.00,50174.00,7.00,9.00,-55756.00,23.00,-10.00,0.00,50215.01,-11199.00,9.00,-2.00,33526.00,22386.00,6.00,4.00,35.00,50209.00,0.00,9.00,16678.00,5501.00,3.00,1.00
5590,62.00,-22341.00,0.00,-4.00,-16731.00,-5537.00,-3.00,-1.00,11125.00,27974.00,2.00,5.00,50281.00,-55.00,9.00,-0.00,39226.00,50264.00,7.00,9.00,-55856.00,23.00,-10.00,0.00,50305.01,-11219.00,9.00,-2.00,33586.00,22426.00,6.00,4.00,35.00,50299.00,0.00,9.00,16708.00,5511.00,3.00,1.00
5600,62.00,-22381.00,0.00,-4.00,-16761.00,-5547.00,-3.00,-1.00,11145.00,28024.00,2.00,5.00,50371.00,-55.00,9.00,-0.00,39296.00,50354.00,7.00,9.00,-55956.00,23.00,-10.00,0.00,50395.01,-11239.00,9.00,-2.00,33646.00,22466.00,6.00,4.00,35.00,50389.00,0.00,9.00,16738.00,5521.00,3.00,1.00
5610,62.00,-22421.00,0.00,-4.00,-16791.00,-5557.00,-3.00,-1.00,11165.00,28074.00,2.00,5.00,50461.00,-55.00,9.00,-0.00,39366.00,50444.00,7.00,9.00,-56056.00,23.00,-10.00,0.00,50485.01,-11259.00,9.00,-2.00,33706.00,22506.00,6.00,4.00,35.00,50479.00,0.00,9.00,16768.00,5531.00,3.00,1.00
5620,62.00,-22461.00,0.00,-4.00,-16821.00,-5567.00,-3.00,-1.00,11185.00,28124.00,2.00,5.00,50551.00,-55.00,9.00,-0.00,39436.00,50534.00,7.00,9.00,-56156.00,23.00,-10.00,0.00,50575.01,-11279.00,9.00,-2.00,33766.00,22546.00,6.00,4.00,35.00,50569.00,0.00,9.00,16798.00,5541.00,3.00,1.00
5630,62.00,-22501.00,0.00,-4.00,-16851.00,-5577.00,-3.00,-1.00,11205.00,28174.00,2.00,5.00,50641.00,-55.00,9.00,-0.00,39506.00,50624.00,7.00,9.00,-56256.00,23.00,-10.00,0.00,50665.01,-11299.00,9.00,-2.00,33826.00,22586.00,6.00,4.00,35.00,50659.00,0.00,9.00,16828.00,5551.00,3.00,1.00
5640,62.00,-22541.00,0.00,-4.00,-16881.00,-5587.00,-3.00,-1.00,11225.00,28224.00,2.00,5.00,50731.00,-55.00,9.00,-0.00,39576.00,50714.00,7.00,9.00,-56356.00,23.00,-10.00,0.00,50755.01,-11319.00,9.00,-2.00,33886.00,22626.00,6.00,4.00,35.00,50749.00,0.00,9.00,16858.00,5561.00,3.00,1.00
5650,62.00,-22581.00,0.00,-4.00,-16911.00,-5597.00,-3.00,-1.00,11245.00,28274.00,2.00,5.00,50821.00,-55.00,9.00,-0.00,39646.00,50804.00,7.00,9.00,-56456.00,23.00,-10.00,0.00,50845.01,-11339.00,9.00,-2.00,33946.00,22666.00,6.00,4.00,35.00,50839.00,0.00,9.00,16888.00,5571.00,3.00,1.00
5660,62.00,-22621.00,0.00,-4.00,-16941.00,-5607.00,-3.00,-1.00,11265.00,28324.00,2.00,5.00,50911.00,-55.00,9.00,-0.00,39716.00,50894.00,7.00,9.00,-56556.00,23.00,-10.00,0.00,50935.01,-11359.00,9.00,-2.00,34006.00,22706.00,6.00,4.00,35.00,50929.00,0.00,9.00,16918.00,5581.00,3.00,1.00
5670,62.00,-22661.00,0.00,-4.00,-16971.00,-5617.00,-3.00,-1.00,11285.00,28374.00,2.00,5.00,51001.00,-55.00,9.00,-0.00,39786.00,50984.00,7.00,9.00,-56656.00,23.00,-10.00,0.00,51025.01,-11379.00,9.00,-2.00,34066.00,22746.00,6.00,4.00,35.00,51019.00,0.00,9.00,16948.00,5591.00,3.00,1.00
5680,62.00,-22701.00,0.00,-4.00,-17001.00,-5627.00,-3.00,-1.00,11305.00,28424.00,2.00,5.00,51091.00,-55.00,9.00,-0.00,39856.00,51074.00,7.00,9.00,-56756.00,23.00,-10.00,0.00,51115.01,-11399.00,9.00,-2.00,34126.00,22786.00,6.00,4.00,35.00,51109.00,0.00,9.00,16978.00,5601.00,3.00,1.00
5690,62.00,-22741.00,0.00,-4.00,-17031.00,-5637.00,-3.00,-1.00,11325.00,28474.00,2.00,5.00,51181.00,-55.00,9.00,-0.00,39926.00,51164.00,7.00,9.00,-56856.00,23.00,-10.00,0.00,51205.01,-11419.00,9.00,-2.00,34186.00,22826.00,6.00,4.00,35.00,51199.00,0.00,9.00,17008.00,5611.00,3.00,1.00
5700,62.00,-22781.00,0.00,-4.00,-17061.00,-5647.00,-3.00,-1.00,11345.00,28524.00,2.00,5.00,51271.00,-55.00,9.00,-0.00,39996.00,51254.00,7.00,9.00,-56956.00,23.00,-10.00,0.00,51295.01,-11439.00,9.00,-2.00,34246.00,22866.00,6.00,4.00,35.00,51289.00,0.00,9.00,17038.00,5621.00,3.00,1.00
5710,62.00,-22821.00,0.00,-4.00,-17091.00,-5657.00,-3.00,-1.00,11365.00,28574.00,2.00,5.00,51361.00,-55.00,9.00,-0.00,40066.00,51344.00,7.00,9.00,-57056.00,23.00,-10.00,0.00,51385.01,-11459.00,9.00,-2.00,34306.00,22906.00,6.00,4.00,35.00,51379.00,0.00,9.00,17068.00,5631.00,3.00,1.00
5720,62.00,-22861.00,0.00,-4.00,-17121.00,-5667.00,-3.00,-1.00,11385.00,28624.00,2.00,5.00,51451.00,-55.00,9.00,-0.00,40136.00,51434.00,7.00,9.00,-57156.00,23.00,-10.00,0.00,51475.01,-11479.00,9.00,-2.00,34366.00,22946.00,6.00,4.00,35.00,51469.00,0.00,9.00,17098.00,5641.00,3.00,1.00
5730,62.00,-22901.00,0.00,-4.00,-17151.00,-5677.00,-3.00,-1.00,11405.00,28674.00,2.00,5.00,51541.00,-55.00,9.00,-0.00,40206.00,51524.00,7.00,9.00,-57256.00,23.00,-10.00,0.00,51565.01,-11499.00,9.00,-2.00,34426.00,22986.00,6.00,4.00,35.00,51559.00,0.00,9.00,17128.00,5651.00,3.00,1.00
5740,62.00,-22941.00,0.00,-4.00,-17181.00,-5687.00,-3.00,-1.00,11425.00,28724.00,2.00,5.00,51631.00,-55.00,9.00,-0.00,40276.00,51614.00,7.00,9.00,-57356.00,23.00,-10.00,0.00,51655.01,-11519.00,9.00,-2.00,34486.00,23026.00,6.00,4.00,35.00,51649.00,0.00,9.00,17158.00,5661.00,3.00,1.00
5750,62.00,-22981.00,0.00,-4.00,-17211.00,-5697.00,-3.00,-1.00,11445.00,28774.00,2.00,5.00,51721.00,-55.00,9.00,-0.00,40346.00,51704.00,7.00,9.00,-57456.00,23.00,-10.00,0.00,51745.01,-11539.00,9.00,-2.00,34546.00,23066.00,6.00,4.00,35.00,51739.00,0.00,9.00,17188.00,5671.00,3.00,1.00
5760,62.00,-23021.00,0.00,-4.00,-17241.00,-5707.00,-3.00,-1.00,11465.00,28824.00,2.00,5.00,51811.00,-55.00,9.00,-0.00,40416.00,51794.00,7.00,9.00,-57556.00,23.00,-10.00,0.00,51835.01,-11559.00,9.00,-2.00,34606.00,23106.00,6.00,4.00,35.00,51829.00,0.00,9.00,17218.00,5681.00,3.00,1.00
5770,62.00,-23061.00,0.00,-4.00,-17271.00,-5717.00,-3.00,-1.00,11485.00,28874.00,2.00,5.00,51901.00,-55.00,9.00,-0.00,40486.00,51884.00,7.00,9.00,-57656.00,23.00,-10.00,0.00,51925.01,-11579.00,9.00,-2.00,34666.00,23146.00,6.00,4.00,35.00,51919.00,0.00,9.00,17248.00,5691.00,3.00,1.00
5780,62.00,-23101.00,0.00,-4.00,-17301.00,-5727.00,-3.00,-1.00,11505.00,28924.00,2.00,5.00,51991.00,-55.00,9.00,-0.00,40556.00,51974.00,7.00,9.00,-57756.00,23.00,-10.00,0.00,52015.01,-11599.00,9.00,-2.00,34726.00,23186.00,6.00,4.00,35.00,52009.00,0.00,9.00,17278.00,5701.00,3.00,1.00
5790,62.00,-23141.00,0.00,-4.00,-17331.00,-5737.00,-3.00,-1.00,11525.00,28974.00,2.00,5.00,52081.00,-55.00,9.00,-0.00,40626.00,52064.00,7.00,9.00,-57856.00,23.00,-10.00,0.00,52105.01,-11619.00,9.00,-2.00,34786.00,23226.00,6.00,4.00,35.00,52099.00,0.00,9.00,17308.00,5711.00,3.00,1.00
5800,62.00,-23181.00,0.00,-4.00,-17361.00,-5747.00,-3.00,-1.00,11545.00,29024.00,2.00,5.00,52171.00,-55.00,9.00,-0.00,40696.00,52154.00,7.00,9.00,-57956.00,23.00,-10.00,0.00,52195.01,-11639.00,9.00,-2.00,34846.00,23266.00,6.00,4.00,35.00,52189.00,0.00,9.00,17338.00,5721.00,3.00,1.00
5810,62.00,-23221.00,0.00,-4.00,-17391.00,-5757.00,-3.00,-1.00,11565.00,29074.00,2.00,5.00,52261.00,-55.00,9.00,-0.00,40766.00,52244.00,7.00,9.00,-58056.00,23.00,-10.00,0.00,52285.01,-11659.00,9.00,-2.00,34906.00,23306.00,6.00,4.00,35.00,52279.00,0.00,9.00,17368.00,5731.00,3.00,1.00
5820,62.00,-23261.00,0.00,-4.00,-17421.00,-5767.00,-3.00,-1.00,11585.00,29124.00,2.00,5.00,52351.00,-55.00,9.00,-0.00,40836.00,52334.00,7.00,9.00,-58156.00,23.00,-10.00,0.00,52375.01,-11679.00,9.00,-2.00,34966.00,23346.00,6.00,4.00,35.00,52369.00,0.00,9.00,17398.00,5741.00,3.00,1.00
5830,62.00,-23301.00,0.00,-4.00,-17451.00,-5777.00,-3.00,-1.00,11605.00,29174.00,2.00,5.00,52441.00,-55.00,9.00,-0.00,40906.00,52424.00,7.00,9.00,-58256.00,23.00,-10.00,0.00,52465.01,-11699.00,9.00,-2.00,35026.00,23386.00,6.00,4.00,35.00,52459.00,0.00,9.00,17428.00,5751.00,3.00,1.00
5840,62.00,-23341.00,0.00,-4.00,-17481.00,-5787.00,-3.00,-1.00,11625.00,29224.00,2.00,5.00,52531.00,-55.00,9.00,-0.00,40976.00,52514.00,7.00,9.00,-58356.00,23.00,-10.00,0.00,52555.01,-11719.00,9.00,-2.00,35086.00,23426.00,6.00,4.00,35.00,52549.00,0.00,9.00,17458.00,5761.00,3.00,1.00
5850,62.00,-23381.00,0.00,-4.00,-17511.00,-5797.00,-3.00,-1.00,11645.00,29274.00,2.00,5.00,52621.00,-55.00,9.00,-0.00,41046.00,52604.00,7.00,9.00,-58456.00,23.00,-10.00,0.00,52645.01,-11739.00,9.00,-2.00,35146.00,23466.00,6.00,4.00,35.00,52639.00,0.00,9.00,17488.00,5771.00,3.00,1.00
5860,62.00,-23421.00,0.00,-4.00,-17541.00,-5807.00,-3.00,-1.00,11665.00,29324.00,2.00,5.00,52711.00,-55.00,9.00,-0.00,41116.00,52694.00,7.00,9.00,-58556.00,23.00,-10.00,0.00,52735.01,-11759.00,9.00,-2.00,35206.00,23506.00,6.00,4.00,35.00,52729.00,0.00,9.00,17518.00,5781.00,3.00,1.00
5870,62.00,-23461.00,0.00,-4.00,-17571.00,-5817.00,-3.00,-1.00,11685.00,29374.00,2.00,5.00,52801.00,-55.00,9.00,-0.00,41186.00,52784.00,7.00,9.00,-58656.00,23.00,-10.00,0.00,52825.01,-11779.00,9.00,-2.00,35266.00,23546.00,6.00,4.00,35.00,52819.00,0.00,9.00,17548.00,5791.00,3.00,1.00
5880,62.00,-23501.00,0.00,-4.00,-17601.00,-5827.00,-3.00,-1.00,11705.00,29424.00,2.00,5.00,52891.00,-55.00,9.00,-0.00,41256.00,52874.00,7.00,9.00,-58756.00,23.00,-10.00,0.00,52915.01,-11799.00,9.00,-2.00,35326.00,23586.00,6.00,4.00,35.00,52909.00,0.00,9.00,17578.00,5801.00,3.00,1.00
5890,62.00,-23541.00,0.00,-4.00,-17631.00,-5837.00,-3.00,-1.00,11725.00,29474.00,2.00,5.00,52981.00,-55.00,9.00,-0.00,41326.00,52964.00,7.00,9.00,-58856.00,23.00,-10.00,0.00,53005.01,-11819.00,9.00,-2.00,35386.00,23626.00,6.00,4.00,35.00,52999.00,0.00,9.00,17608.00,5811.00,3.00,1.00
5900,62.00,-23581.00,0.00,-4.00,-17661.00,-5847.00,-3.00,-1.00,11745.00,29524.00,2.00,5.00,53071.00,-55.00,9.00,-0.00,41396.00,53054.00,7.00,9.00,-58956.00,23.00,-10.00,0.00,53095.01,-11839.00,9.00,-2.00,35446.00,23666.00,6.00,4.00,35.00,53089.00,0.00,9.00,17638.00,5821.00,3.00,1.00
5910,62.00,-23621.00,0.00,-4.00,-17691.00,-5857.00,-3.00,-1.00,11765.00,29574.00,2.00,5.00,53161.00,-55.00,9.00,-0.00,41466.00,53144.00,7.00,9.00,-59056.00,23.00,-10.00,0.00,53185.01,-11859.00,9.00,-2.00,35506.00,23706.00,6.00,4.00,35.00,53179.00,0.00,9.00,17668.00,5831.00,3.00,1.00
5920,62.00,-23661.00,0.00,-4.00,-17721.00,-5867.00,-3.00,-1.00,11785.00,29624.00,2.00,5.00,53251.00,-55.00,9.00,-0.00,41536.00,53234.00,7.00,9.00,-59156.00,23.00,-10.00,0.00,53275.01,-11879.00,9.00,-2.00,35566.00,23746.00,6.00,4.00,35.00,53269.00,0.00,9.00,17698.00,5841.00,3.00,1.00
5930,62.00,-23701.00,0.00,-4.00,-17751.00,-5877.00,-3.00,-1.00,11805.00,29674.00,2.00,5.00,53341.00,-55.00,9.00,-0.00,41606.00,53324.00,7.00,9.00,-59256.00,23.00,-10.00,0.00,53365.01,-11899.00,9.00,-2.00,35626.00,23786.00,6.00,4.00,35.00,53359.00,0.00,9.00,17728.00,5851.00,3.00,1.00
5940,62.00,-23741.00,0.00,-4.00,-17781.00,-5887.00,-3.00,-1.00,11825.00,29724.00,2.00,5.00,53431.00,-55.00,9.00,-0.00,41676.00,53414.00,7.00,9.00,-59356.00,23.00,-10.00,0.00,53455.01,-11919.00,9.00,-2.00,35686.00,23826.00,6.00,4.00,35.00,53449.00,0.00,9.00,17758.00,5861.00,3.00,1.00
5950,62.00,-23781.00,0.00,-4.00,-17811.00,-5897.00,-3.00,-1.00,11845.00,29774.00,2.00,5.00,53521.00,-55.00,9.00,-0.00,41746.00,53504.00,7.00,9.00,-59456.00,23.00,-10.00,0.00,53545.01,-11939.00,9.00,-2.00,35746.00,23866.00,6.00,4.00,35.00,53539.00,0.00,9.00,17788.00,5871.00,3.00,1.00
5960,62.00,-23821.00,0.00,-4.00,-17841.00,-5907.00,-3.00,-1.00,11865.00,29824.00,2.00,5.00,53611.00,-55.00,9.00,-0.00,41816.00,53594.00,7.00,9.00,-59556.00,23.00,-10.00,0.00,53635.01,-11959.00,9.00,-2.00,35806.00,23906.00,6.00,4.00,35.00,53629.00,0.00,9.00,17818.00,5881.00,3.00,1.00
5970,62.00,-23861.00,0.00,-4.00,-17871.00,-5917.00,-3.00,-1.00,11885.00,29874.00,2.00,5.00,53701.00,-55.00,9.00,-0.00,41886.00,53684.00,7.00,9.00,-59656.00,23.00,-10.00,0.00,53725.01,-11979.00,9.00,-2.00,35866.00,23946.00,6.00,4.00,35.00,53719.00,0.00,9.00,17848.00,5891.00,3.00,1.00
5980,62.00,-23901.00,0.00,-4.00,-17901.00,-5927.00,-3.00,-1.00,11905.00,29924.00,2.00,5.00,53791.00,-55.00,9.00,-0.00,41956.00,53774.00,7.00,9.00,-59756.00,23.00,-10.00,0.00,53815.01,-11999.00,9.00,-2.00,35926.00,23986.00,6.00,4.00,35.00,53809.00,0.00,9.00,17878.00,5901.00,3.00,1.00
5990,62.00,-23941.00,0.00,-4.00,-17931.00,-5937.00,-3.00,-1.00,11925.00,29974.00,2.00,5.00,53881.00,-55.00,9.00,-0.00,42026.00,53864.00,7.00,9.00,-59856.00,23.00,-10.00,0.00,53905.01,-12019.00,9.00,-2.00,35986.00,24026.00,6.00,4.00,35.00,53899.00,0.00,9.00,17908.00,5911.00,3.00,1.00
6000,62.00,-23981.00,0.00,-4.00,-17961.00,-5947.00,-3.00,-1.00,11945.00,30024.00,2.00,5.00,53971.00,-55.00,9.00,-0.00,42096.00,53954.00,7.00,9.00,-59956.00,23.00,-10.00,0.00,53995.01,-12039.00,9.00,-2.00,36046.00,24066.00,6.00,4.00,35.00,53989.00,0.00,9.00,17938.00,5921.00,3.00,1.00
6010,62.00,-24021.00,0.00,-4.00,-17991.00,-5957.00,-3.00,-1.00,11965.00,30074.00,2.00,5.00,54061.00,-55.00,9.00,-0.00,42166.00,54044.00,7.00,9.00,-60056.00,23.00,-10.00,0.00,54085.01,-12059.00,9.00,-2.00,36106.00,24106.00,6.00,4.00,35.00,54079.00,0.00,9.00,17968.00,5931.00,3.00,1.00
6020,62.00,-24061.00,0.00,-4.00,-18021.00,-5967.00,-3.00,-1.00,11985.00,30124.00,2.00,5.00,54151.00,-55.00,9.00,-0.00,42236.00,54134.00,7.00,9.00,-60156.00,23.00,-10.00,0.00,54175.01,-12079.00,9.00,-2.00,36166.00,24146.00,6.00,4.00,35.00,54169.00,0.00,9.00,17998.00,5941.00,3.00,1.00
6030,62.00,-24101.00,0.00,-4.00,-18051.00,-5977.00,-3.00,-1.00,12005.00,30174.00,2.00,5.00,54241.00,-55.00,9.00,-0.00,42306.00,54224.00,7.00,9.00,-60256.00,23.00,-10.00,0.00,54265.01,-12099.00,9.00,-2.00,36226.00,24186.00,6.00,4.00,35.00,54259.00,0.00,9.00,18028.00,5951.00,3.00,1.00
6040,62.00,-24141.00,0.00,-4.00,-18081.00,-5987.00,-3.00,-1.00,12025.00,30224.00,2.00,5.00,54331.00,-55.00,9.00,-0.00,42376.00,54314.00,7.00,9.00,-60356.00,23.00,-10.00,0.00,54355.01,-12119.00,9.00,-2.00,36286.00,24226.00,6.00,4.00,35.00,54349.00,0.00,9.00,18058.00,5961.00,3.00,1.00
6050,62.00,-24181.00,0.00,-4.00,-18111.00,-5997.00,-3.00,-1.00,12045.00,30274.00,2.00,5.00,54421.00,-55.00,9.00,-0.00,42446.00,54404.00,7.00,9.00,-60456.00,23.00,-10.00,0.00,54445.01,-12139.00,9.00,-2.00,36346.00,24266.00,6.00,4.00,35.00,54439.00,0.00,9.00,18088.00,5971.00,3.00,1.00
6060,62.00,-24221.00,0.00,-4.00,-18141.00,-6007.00,-3.00,-1.00,12065.00,30324.00,2.00,5.00,54511.00,-55.00,9.00,-0.00,42516.00,54494.00,7.00,9.00,-60556.00,23.00,-10.00,0.00,54535.01,-12159.00,9.00,-2.00,36406.00,24306.00,6.00,4.00,35.00,54529.00,0.00,9.00,18118.00,5981.00,3.00,1.00
6070,62.00,-24261.00,0.00,-4.00,-18171.00,-6017.00,-3.00,-1.00,12085.00,30374.00,2.00,5.00,54601.00,-55.00,9.00,-0.00,42586.00,54584.00,7.00,9.00,-60656.00,23.00,-10.00,0.00,54625.01,-12179.00,9.00,-2.00,36466.00,24346.00,6.00,4.00,35.00,54619.00,0.00,9.00,18148.00,5991.00,3.00,1.00
6080,62.00,-24301.00,0.00,-4.00,-18201.00,-6027.00,-3.00,-1.00,12105.00,30424.00,2.00,5.00,54691.00,-55.00,9.00,-0.00,42656.00,54674.00,7.00,9.00,-60756.00,23.00,-10.00,0.00,54715.01,-12199.00,9.00,-2.00,36526.00,24386.00,6.00,4.00,35.00,54709.00,0.00,9.00,18178.00,6001.00,3.00,1.00
6090,62.00,-24341.00,0.00,-4.00,-18231.00,-6037.00,-3.00,-1.00,12125.00,30474.00,2.00,5.00,54781.00,-55.00,9.00,-0.00,42726.00,54764.00,7.00,9.00,-60856.00,23.00,-10.00,0.00,54805.01,-12219.00,9.00,-2.00,36586.00,24426.00,6.00,4.00,35.00,54799.00,0.00,9.00,18208.00,6011.00,3.00,1.00
6100,62.00,-24381.00,0.00,-4.00,-18261.00,-6047.00,-3.00,-1.00,12145.00,30524.00,2.00,5.00,54871.00,-55.00,9.00,-0.00,42796.00,54854.00,7.00,9.00,-60956.00,23.00,-10.00,0.00,54895.01,-12239.00,9.00,-2.00,36646.00,24466.00,6.00,4.00,35.00,54889.00,0.00,9.00,18238.00,6021.00,3.00,1.00
6110,62.00,-24421.00,0.00,-4.00,-18291.00,-6057.00,-3.00,-1.00,12165.00,30574.00,2.00,5.00,54961.00,-55.00,9.00,-0.00,42866.00,54944.00,7.00,9.00,-61056.00,23.00,-10.00,0.00,54985.01,-12259.00,9.00,-2.00,36706.00,24506.00,6.00,4.00,35.00,54979.00,0.00,9.00,18268.00,6031.00,3.00,1.00
