//CSV contenant les positions et les vitesses de N=5 particules évoluant dans un espace infini durant T=1000 tours.
//Chaque particule est décrite à chaque tour par sa position x et y et sa vitesse vx et vy (ex pour la particule 0 : x0,y0,vx0,vy0).

Tour,x0,y0,vx0,vy0,x1,y1,vx1,vy1,x2,y2,vx2,vy2,x3,y3,vx3,vy3,x4,y4,vx4,vy4
15,367341274.96,611270971.44,367341274.96,611270971.44,1.10,1.49,1.10,1.49,-4857775.24,2131465.27,-809629.21,355244.21,10573.37,11054.77,1762.23,1842.46,-0.01,-0.01,-0.01,-0.01
16,734682.55,1222541.94,367341.27,611270.97,0.18,0.24,0.18,0.24,-5667.40,2486.71,-809.63,355.24,12.34,12.90,1.76,1.84,103554395.50,140145743.34,103554395.50,140145743.34
17,1102.02,1833.81,367.34,611.27,0.00,0.00,0.00,0.00,-6.48,2.84,-0.81,0.36,0.01,0.01,0.00,0.00,207108.79,280291.49,103554.40,140145.74
18,1.47,2.45,0.37,0.61,461761359800048040280064.00,479108392509833497018368.00,461761359800048040280064.00,479108392509833497018368.00,-0.01,0.00,-0.00,0.00,-40429397114627343515648.00,-21763578705182294278144.00,-40429397114627343515648.00,-21763578705182294278144.00,310.66,420.44,103.55,140.15
19,0.01,0.02,0.01,0.01,923522719600096051200.00,958216785019666956288.00,461761359800048025600.00,479108392509833478144.00,168462896738764872220672.00,128632765333916878897152.00,168462896738764872220672.00,128632765333916878897152.00,-80858794229254684672.00,-43527157410364588032.00,-40429397114627342336.00,-21763578705182294016.00,0.41,0.56,0.10,0.14
20,4256.01,5728.51,4256.01,5728.51,1385284079400144128.00,1437325177529500416.00,461761359800048064.00,479108392509833472.00,336925793477529763840.00,257265530667833753600.00,168462896738764881920.00,128632765333916876800.00,-121288191343882032.00,-65290736115546888.00,-40429397114627344.00,-21763578705182296.00,0.00,0.00,0.00,0.00
21,8.51,11.46,4.26,5.73,1847045439200192.25,1916433570039334.00,461761359800048.06,479108392509833.50,505388690216294656.00,385898296001750656.00,168462896738764896.00,128632765333916880.00,-161717588458509.38,-87054314820729.19,-40429397114627.34,-21763578705182.30,0.00,0.00,-0.00,-0.00
22,0.01,0.02,0.00,0.01,2308806799000.24,2395541962549.17,461761359800.05,479108392509.83,673851586955059.62,514531061335667.56,168462896738764.91,128632765333916.88,-202146985573.14,-108817893525.91,-40429397114.63,-21763578705.18,144230087548650525818880.00,194130808248767348736000.00,144230087548650525818880.00,194130808248767348736000.00
23,0.00,0.00,0.00,0.00,2770568158.80,2874650355.06,461761359.80,479108392.51,842314483693.82,643163826669.58,168462896738.76,128632765333.92,-242576382.69,-130581472.23,-40429397.11,-21763578.71,288460175097301073920.00,388261616497534697472.00,144230087548650536960.00,194130808248767348736.00
24,0.00,0.00,0.00,0.00,3232329.52,3353758.75,461761.36,479108.39,1010777380.43,771796592.00,168462896.74,128632765.33,-283005.78,-152345.05,-40429.40,-21763.58,432690262645951616.00,582392424746302080.00,144230087548650528.00,194130808248767360.00
25,0.00,0.00,0.00,0.00,3694.09,3832.87,461.76,479.11,1179240.28,900429.36,168462.90,128632.77,-323.44,-174.11,-40.43,-21.76,576920350194602.12,776523232995069.50,144230087548650.53,194130808248767.38
26,0.00,0.00,0.00,0.00,4.16,4.31,0.46,0.48,1347.70,1029.06,168.46,128.63,-0.36,-0.20,-0.04,-0.02,721150437743.25,970654041243.84,144230087548.65,194130808248.77
27,-4114676.69,-2214974.66,-4114676.69,-2214974.66,0.00,0.00,0.00,0.00,1.52,1.16,0.17,0.13,3360318.63,1830081.55,3360318.63,1830081.55,865380525.29,1164784849.49,144230087.55,194130808.25
28,-8229.35,-4429.95,-4114.68,-2214.97,-0.20,-0.16,-0.20,-0.16,0.09,0.07,0.08,0.06,6720.64,3660.16,3360.32,1830.08,1009610.61,1358915.66,144230.09,194130.81
29,-12.34,-6.64,-4.11,-2.21,19178892.21,14632346.69,19178892.21,14632346.69,0.00,0.00,0.00,0.00,10.08,5.49,3.36,1.83,1153.84,1553.05,144.23,194.13
30,-0.02,-0.01,-0.00,-0.00,38357.78,29264.69,19178.89,14632.35,-1072466267269107265044480.00,-579793001980700326363136.00,-1072466267269107265044480.00,-579793001980700326363136.00,0.01,0.01,0.00,0.00,1.30,1.75,0.14,0.19
31,520622282861827522560.00,281732173620031553536.00,520622282861827522560.00,281732173620031553536.00,57.54,43.90,19.18,14.63,-2144932534538214572032.00,-1159586003961400655872.00,-1072466267269107286016.00,-579793001980700327936.00,-0.06,-0.09,-0.06,-0.09,0.05,0.06,0.04,0.06
32,1041244565723655040.00,563464347240063104.00,520622282861827520.00,281732173620031552.00,0.08,0.06,0.02,0.01,-3217398801807322112.00,-1739379005942100992.00,-1072466267269107328.00,-579793001980700288.00,158089663961.19,201142050302.08,158089663961.19,201142050302.08,1471098777631795707904.00,-101854543281927913472.00,1471098777631795707904.00,-101854543281927913472.00
33,1561866848585482.50,845196520860094.75,520622282861827.50,281732173620031.56,0.00,0.00,0.00,0.00,-4289865069076429.50,-2319172007922801.00,-1072466267269107.38,-579793001980700.25,316179327.92,402284100.60,158089663.96,201142050.30,2942197555263591424.00,-203709086563855840.00,1471098777631795712.00,-101854543281927920.00
34,2082489131447.31,1126928694480.13,520622282861.83,281732173620.03,0.00,0.00,0.00,0.00,-5362331336345.54,-2898965009903.50,-1072466267269.11,-579793001980.70,474268.99,603426.15,158089.66,201142.05,4413296332895387.00,-305563629845783.75,1471098777631795.75,-101854543281927.92
35,2603111414.31,1408660868.10,520622282.86,281732173.62,0.00,0.00,0.00,0.00,-6434797603.61,-3478758011.88,-1072466267.27,-579793001.98,632.36,804.57,158.09,201.14,5884395110527.18,-407418173127.71,1471098777631.80,-101854543281.93
36,3123733.70,1690393.04,520622.28,281732.17,0.00,0.00,0.00,0.00,-7507263.87,-4058551.01,-1072466.27,-579793.00,0.79,1.01,0.16,0.20,7355493888.16,-509272716.41,1471098777.63,-101854543.28
37,3644.36,1972.13,520.62,281.73,-1.44,-1.83,-1.44,-1.83,-8579.73,-4638.34,-1072.47,-579.79,0.00,0.00,0.00,0.00,8826592.67,-611127.26,1471098.78,-101854.54
38,4.16,2.25,0.52,0.28,-0.04,-0.05,-0.04,-0.05,-9.65,-5.22,-1.07,-0.58,-19705871171369216.00,-25066324715431836.00,-19705871171369216.00,-25066324715431836.00,10297.69,-712.98,1471.10,-101.85
39,0.01,0.00,0.00,0.00,17920131632417560.00,21389111518942528.00,17920131632417560.00,21389111518942528.00,-0.01,-0.01,-0.00,-0.00,-39411742342738.43,-50132649430863.67,-19705871171369.21,-25066324715431.84,11.77,-0.81,1.47,-0.10
40,-2132097166436200332918784.00,-1153361479686019790929920.00,-2132097166436200332918784.00,-1153361479686019790929920.00,35840263264835.12,42778223037885.05,17920131632417.56,21389111518942.53,-0.00,-0.00,-0.00,-0.00,-59117613514.11,-75198974146.30,-19705871171.37,-25066324715.43,0.01,-0.00,0.00,-0.00
41,-4264194332872400699392.00,-2306722959372039749632.00,-2132097166436200349696.00,-1153361479686019874816.00,53760394897.25,64167334556.83,17920131632.42,21389111518.94,119333923263644742327468032.00,-8197532630145140007108608.00,119333923263644742327468032.00,-8197532630145140007108608.00,-78823484.69,-100265298.86,-19705871.17,-25066324.72,0.00,-0.00,0.00,-0.00
42,-6396291499308601344.00,-3460084439058059264.00,-2132097166436200448.00,-1153361479686019840.00,71680526.53,85556446.08,17920131.63,21389111.52,238667846527289506398208.00,-16395065260290279997440.00,119333923263644753199104.00,-8197532630145139998720.00,-98529.36,-125331.62,-19705.87,-25066.32,0.00,-0.00,0.00,-0.00
43,-8528388665744802.00,-4613445918744079.00,-2132097166436200.50,-1153361479686019.75,89600.66,106945.56,17920.13,21389.11,358001769790934286336.00,-24592597890435420160.00,119333923263644762112.00,-8197532630145139712.00,-118.24,-150.40,-19.71,-25.07,0.00,-0.00,0.00,-0.00
44,-10660485832181.00,-5766807398430.10,-2132097166436.20,-1153361479686.02,107.52,128.33,17.92,21.39,477335693054579072.00,-32790130520580560.00,119333923263644768.00,-8197532630145140.00,-0.14,-0.18,-0.02,-0.03,-8696794310.74,-11062523866.68,-8696794310.74,-11062523866.68
45,-12792582998.62,-6920168878.12,-2132097166.44,-1153361479.69,0.13,0.15,0.02,0.02,596669616318223.88,-40987663150725.70,119333923263644.77,-8197532630145.14,2496636.37,3082504.73,2496636.37,3082504.73,-17393588.62,-22125047.73,-8696794.31,-11062523.87
46,-14924680.17,-8073530.36,-2132097.17,-1153361.48,0.00,0.00,0.00,0.00,716003539581.87,-49185195780.87,119333923263.64,-8197532630.15,4993.27,6165.01,2496.64,3082.50,-26090.38,-33187.57,-8696.79,-11062.52
47,-17056.78,-9226.89,-2132.10,-1153.36,0.00,0.00,0.00,0.00,835337462.85,-57382728.41,119333923.26,-8197532.63,7.49,9.25,2.50,3.08,-34.79,-44.25,-8.70,-11.06
48,-19.19,-10.38,-2.13,-1.15,-0.00,-0.00,-0.00,-0.00,954671.39,-65580.26,119333.92,-8197.53,0.01,0.01,0.00,0.00,-0.04,-0.06,-0.01,-0.01
49,-0.02,-0.01,-0.00,-0.00,7426319716736468544126976.00,9198367987920285420486656.00,7426319716736468544126976.00,9198367987920285420486656.00,1074.01,-73.78,119.33,-8.20,-70015552297244041216.00,-53369675614076092416.00,-70015552297244041216.00,-53369675614076092416.00,2267408284243564800.00,4478859637650447872.00,2267408284243564800.00,4478859637650447872.00
50,-0.00,-0.00,-0.00,-0.00,14852639433472937558016.00,18396735975840571981824.00,7426319716736468779008.00,9198367987920285990912.00,1.19,-0.08,0.12,-0.01,-140031104594488080.00,-106739351228152192.00,-70015552297244040.00,-53369675614076096.00,4534816568487130.00,8957719275300896.00,2267408284243565.00,4478859637650448.00
51,-2.17,0.15,-2.17,0.15,22278959150209409024.00,27595103963760857088.00,7426319716736468992.00,9198367987920285696.00,0.01,-0.00,0.00,-0.00,-210046656891732.12,-160109026842228.28,-70015552297244.04,-53369675614076.09,6802224852730.70,13436578912951.34,2267408284243.56,4478859637650.45
52,-0.11,0.01,-0.10,0.01,29705278866945876.00,36793471951681144.00,7426319716736469.00,9198367987920286.00,-116811350729994.92,8022886477639.38,-116811350729994.92,8022886477639.38,-280062209188.98,-213478702456.30,-70015552297.24,-53369675614.08,9069633136.97,17915438550.60,2267408284.24,4478859637.65
53,-0.00,0.00,-0.00,0.00,37131598583682.34,45991839939601.44,7426319716736.47,9198367987920.29,-233622701459.99,16045772955.28,-116811350729.99,8022886477.64,-350077761.49,-266848378.07,-70015552.30,-53369675.61,11337041.42,22394298.19,2267408.28,4478859.64
54,-0.00,0.00,-0.00,0.00,44557918300.42,55190207927.52,7426319716.74,9198367987.92,-350434052.19,24068659.43,-116811350.73,8022886.48,-420093.31,-320218.05,-70015.55,-53369.68,13604.45,26873.16,2267.41,4478.86
55,-0.00,0.00,-0.00,0.00,51984238.02,64388575.92,7426319.72,9198367.99,-467245.40,32091.55,-116811.35,8022.89,-490.11,-373.59,-70.02,-53.37,15.87,31.35,2.27,4.48
56,-0.00,-0.00,-0.00,-0.00,59410.56,73586.94,7426.32,9198.37,-584.06,40.11,-116.81,8.02,-0.56,-0.43,-0.07,-0.05,0.02,0.04,0.00,0.00
57,30664612770690084864.00,60572459477144739840.00,30664612770690084864.00,60572459477144739840.00,66.84,82.79,7.43,9.20,-0.70,0.05,-0.12,0.01,-122974.22,422226.31,-122974.22,422226.31,-3248.63,55.60,-3248.63,55.60
58,61329225541380168.00,121144918954289488.00,30664612770690084.00,60572459477144744.00,0.07,0.09,0.01,0.01,1146.27,64.84,1146.27,64.84,-245.95,844.45,-122.97,422.23,-6.50,0.11,-3.25,0.06
59,91993838312070.25,181717378431434.22,30664612770690.09,60572459477144.74,0.00,0.00,0.00,0.00,2.29,0.13,1.15,0.06,-0.37,1.27,-0.12,0.42,-0.01,0.00,-0.00,0.00
60,122658451082.76,242289837908.58,30664612770.69,60572459477.14,-4848169249868642263354048512.00,26426380869041538264465408.00,-4848169249868642263354048512.00,26426380869041538264465408.00,0.08,-0.00,0.08,-0.00,-1.26,3.95,-1.26,3.94,1011590332237336.25,-17683084261191.73,1011590332237336.25,-17683084261191.73
61,153323063.85,302862297.39,30664612.77,60572459.48,-9696338499737284337729536.00,52852761738083076931584.00,-4848169249868642168864768.00,26426380869041538465792.00,0.00,-0.00,0.00,-0.00,-0.00,0.01,-0.00,0.01,2023180664474.67,-35366168522.38,1011590332237.34,-17683084261.19
62,183987.68,363434.76,30664.61,60572.46,-14544507749605924929536.00,79279142607124611072.00,-4848169249868641992704.00,26426380869041537024.00,-739215424135171679008587776.00,2191244818415605044477952000.00,-739215424135171679008587776.00,2191244818415605044477952000.00,-0.00,0.00,-0.00,0.00,3034770996.71,-53049252.78,1011590332.24,-17683084.26
63,214.65,424.01,30.66,60.57,-19392676999474569216.00,105705523476166144.00,-4848169249868642304.00,26426380869041536.00,-1478430848270343306477568.00,4382489636831210088955904.00,-739215424135171653238784.00,2191244818415605044477952.00,-0.00,0.00,-0.00,0.00,4046361.33,-70732.34,1011590.33,-17683.08
64,0.25,0.48,0.03,0.06,-24240846249343208.00,132131904345207.67,-4848169249868642.00,26426380869041.54,-2217646272405515010048.00,6573734455246814445568.00,-739215424135171670016.00,2191244818415604989952.00,59789.69,118103.84,59789.69,118103.84,5057.95,-88.42,1011.59,-17.68
65,0.00,0.00,0.00,0.00,-29089015499211.85,158558285214.25,-4848169249868.64,26426380869.04,-2956861696540686848.00,8764979273662418944.00,-739215424135171712.00,2191244818415604992.00,119.58,236.21,59.79,118.10,6.07,-0.11,1.01,-0.02
66,-0.00,0.00,-0.00,0.00,-33937184749.08,184984666.08,-4848169249.87,26426380.87,-3696077120675859.00,10956224092078024.00,-739215424135171.75,2191244818415605.00,0.18,0.35,0.06,0.12,0.01,-0.00,0.00,-0.00
67,269622143683270202560547389440.00,-4948279847044872751944826880.00,269622143683270202560547389440.00,-4948279847044872751944826880.00,-38785354.00,211411.05,-4848169.25,26426.38,-4435292544811.03,13147468910493.63,-739215424135.17,2191244818415.60,-3792696.26,-7810526.06,-3792696.26,-7810526.06,0.00,-0.00,0.00,-0.00
68,539244287366540399623536640.00,-9896559694089745246191616.00,269622143683270199811768320.00,-4948279847044872623095808.00,-43633.52,237.84,-4848.17,26.43,-5174507968.95,15338713728.91,-739215424.14,2191244818.42,-7585.39,-15621.05,-3792.70,-7810.53,0.00,-0.00,0.00,-0.00
69,808866431049810556485632.00,-14844839541134617214976.00,269622143683270207864832.00,-4948279847044872404992.00,-48.48,0.26,-4.85,0.03,-5913723.39,17529958.55,-739215.42,2191244.82,-11.38,-23.43,-3.79,-7.81,0.00,0.00,0.00,0.00
70,1078488574733080854528.00,-19793119388179488768.00,269622143683270213632.00,-4948279847044872192.00,-0.05,0.00,-0.00,0.00,-6652.94,19721.20,-739.22,2191.24,-0.02,-0.03,-0.00,-0.01,-197701047889041457152.00,-403626709060348280832.00,-197701047889041457152.00,-403626709060348280832.00
71,1348110718416350976.00,-24741399235224360.00,269622143683270208.00,-4948279847044872.00,3452549955796817408.00,-2853019070167697920.00,3452549955796817408.00,-2853019070167697920.00,-7.39,21.91,-0.74,2.19,-0.00,-0.00,-0.00,-0.00,-395402095778082944.00,-807253418120696576.00,-197701047889041472.00,-403626709060348288.00
72,1617732862099621.25,-29689679082269.23,269622143683270.22,-4948279847044.87,6905099911593635.00,-5706038140335396.00,3452549955796817.50,-2853019070167698.00,-0.01,0.02,-0.00,0.00,-8056731687784630190080.00,23977056786136713658368.00,-8056731687784630190080.00,23977056786136713658368.00,-593103143667124.38,-1210880127181045.00,-197701047889041.47,-403626709060348.31
73,1887355005782.89,-34637958929.31,269622143683.27,-4948279847.04,10357649867390.45,-8559057210503.09,3452549955796.82,-2853019070167.70,-0.00,0.00,-0.00,0.00,-16113463375569260544.00,47954113572273430528.00,-8056731687784630272.00,23977056786136715264.00,-790804191556.17,-1614506836241.39,-197701047889.04,-403626709060.35
74,2156977149.47,-39586238.78,269622143.68,-4948279.85,13810199823.19,-11412076280.67,3452549955.80,-2853019070.17,-0.00,0.00,-0.00,0.00,-24170195063353888.00,71931170358410144.00,-8056731687784630.00,23977056786136716.00,-988505239.45,-2018133545.30,-197701047.89,-403626709.06
75,2426599.29,-44534.52,269622.14,-4948.28,17262749.78,-14265095.35,3452549.96,-2853019.07,-0.00,0.00,-0.00,0.00,-32226926751138.52,95908227144546.86,-8056731687784.63,23977056786136.71,-1186206.29,-2421760.25,-197701.05,-403626.71
76,2696.22,-49.48,269.62,-4.95,20715.30,-17118.11,3452.55,-2853.02,-0.00,0.00,-0.00,0.00,-40283658438.92,119885283930.68,-8056731687.78,23977056786.14,-1383.91,-2825.39,-197.70,-403.63
77,2.97,-0.05,0.27,-0.00,24.17,-19.97,3.45,-2.85,-0.01,0.00,-0.01,0.00,-48340390.13,143862340.72,-8056731.69,23977056.79,-1.58,-3.23,-0.20,-0.40
78,0.01,-0.00,0.01,-0.00,0.03,-0.02,0.00,-0.00,13615859584518219366400.00,-211579103999800213504.00,13615859584518219366400.00,-211579103999800213504.00,-56397.12,167839.40,-8056.73,23977.06,-0.00,-0.01,-0.00,-0.01
79,-212920612064842355834880.00,-119986125162587589967872.00,-212920612064842355834880.00,-119986125162587589967872.00,-382394373089309294592.00,162391969039702458368.00,-382394373089309294592.00,162391969039702458368.00,27231719169036439552.00,-423158207999600448.00,13615859584518219776.00,-211579103999800224.00,-64.45,191.82,-8.06,23.98,-0.00,-0.00,-0.00,-0.00
80,-425841224129684701184.00,-239972250325175173120.00,-212920612064842350592.00,-119986125162587586560.00,-764788746178618624.00,324783938079404928.00,-382394373089309312.00,162391969039702464.00,40847578753554656.00,-634737311999400.62,13615859584518220.00,-211579103999800.22,-0.07,0.22,-0.01,0.02,-3463344366.11,10308795565.99,-3463344366.11,10308795565.99
81,-638761836194527104.00,-359958375487762752.00,-212920612064842368.00,-119986125162587584.00,-1147183119267928.00,487175907119107.38,-382394373089309.31,162391969039702.47,54463438338072.88,-846316415999.20,13615859584518.22,-211579103999.80,-0.00,0.00,-0.00,0.00,-6926688.73,20617591.13,-3463344.37,10308795.57
82,-851682448259369.50,-479944500650350.38,-212920612064842.38,-119986125162587.59,-1529577492357.24,649567876158.81,-382394373089.31,162391969039.70,68079297922.59,-1057895520.00,13615859584.52,-211579104.00,-0.00,0.00,-0.00,0.00,-10390.03,30926.39,-3463.34,10308.80
83,-1064603060324.21,-599930625812.94,-212920612064.84,-119986125162.59,-1911971865.45,811959845.20,-382394373.09,162391969.04,81695157.51,-1269474.62,13615859.58,-211579.10,-0.00,0.00,-0.00,0.00,-13.85,41.24,-3.46,10.31
84,-1277523672.39,-719916750.98,-212920612.06,-119986125.16,-2294366.24,974351.81,-382394.37,162391.97,95311.02,-1481.05,13615.86,-211.58,0.00,-0.00,0.00,-0.00,-0.02,0.05,-0.00,0.01
85,-1490444.28,-839902.88,-212920.61,-119986.13,-2676.76,1136.74,-382.39,162.39,108.93,-1.69,13.62,-0.21,-420830256510645376.00,1252619613804088576.00,-420830256510645376.00,1252619613804088576.00,-0.00,0.00,-0.00,0.00
86,-1703.36,-959.89,-212.92,-119.99,-3.06,1.30,-0.38,0.16,0.12,-0.00,0.01,-0.00,-841660513021290.75,2505239227608177.00,-420830256510645.38,1252619613804088.50,34022214115203.15,-545756816687.82,34022214115203.15,-545756816687.82
87,-1.92,-1.08,-0.21,-0.12,-0.02,0.03,-0.02,0.03,-3949677953661.71,811619639847.50,-3949677953661.71,811619639847.50,-1262490769531.94,3757858841412.27,-420830256510.65,1252619613804.09,68044428230.41,-1091513633.38,34022214115.20,-545756816.69
88,-0.08,-0.05,-0.08,-0.05,-280930582116417.28,-327184340586923.44,-280930582116417.28,-327184340586923.44,-7899355907.32,1623239279.69,-3949677953.66,811619639.85,-1683321026.04,5010478455.22,-420830256.51,1252619613.80,102066642.35,-1637270.45,34022214.12,-545756.82
89,-0.00,-0.00,-0.00,-0.00,-561861164232.83,-654368681173.85,-280930582116.42,-327184340586.92,-11849033.86,2434858.92,-3949677.95,811619.64,-2104151.28,6263098.07,-420830.26,1252619.61,136088.86,-2183.03,34022.21,-545.76
90,-0.00,-0.00,-0.00,-0.00,-842791746.35,-981553021.76,-280930582.12,-327184340.59,-15798.71,3246.48,-3949.68,811.62,-2524.98,7515.72,-420.83,1252.62,170.11,-2.73,34.02,-0.55
91,-0.00,-0.00,-0.00,-0.00,-1123722.33,-1308737.36,-280930.58,-327184.34,-19.75,4.06,-3.95,0.81,-2.95,8.77,-0.42,1.25,0.20,-0.00,0.03,-0.00
92,44829472295.04,-719118059.77,44829472295.04,-719118059.77,-1404.65,-1635.92,-280.93,-327.18,-0.02,0.00,-0.00,0.00,-0.00,0.01,-0.00,0.00,-45948105027.38,2642996523.76,-45948105027.38,2642996523.76
93,89658944.59,-1438236.12,44829472.30,-719118.06,-1.69,-1.96,-0.28,-0.33,306225649932218870530048.00,77711835276686804385792.00,306225649932218870530048.00,77711835276686804385792.00,0.02,0.02,0.02,0.02,-91896210.05,5285993.05,-45948105.03,2642996.52
94,134488.42,-2157.35,44829.47,-719.12,-0.02,-0.02,-0.02,-0.02,612451299864437719040.00,155423670553373605888.00,306225649932218859520.00,77711835276686802944.00,-169697444270576032.00,-198402098190489056.00,-169697444270576032.00,-198402098190489056.00,-137844.32,7928.99,-45948.11,2643.00
95,179.32,-2.88,44.83,-0.72,-0.00,-0.00,-0.00,-0.00,918676949796656640.00,233135505830060416.00,306225649932218880.00,77711835276686800.00,-339394888541152.06,-396804196380978.12,-169697444270576.03,-198402098190489.06,-183.79,10.57,-45.95,2.64
96,0.22,-0.00,0.04,-0.00,13259542221.22,-209965536.19,13259542221.22,-209965536.19,1224902599728875.50,310847341106747.19,306225649932218.88,77711835276686.80,-509092332811.73,-595206294571.47,-169697444270.58,-198402098190.49,-0.23,0.01,-0.05,0.00
97,-1364054.06,50520.25,-1364054.06,50520.25,26519084.44,-419931.07,13259542.22,-209965.54,1531128249661.09,388559176383.43,306225649932.22,77711835276.69,-678789777.08,-793608392.76,-169697444.27,-198402098.19,-0.00,0.00,-0.00,0.00
98,-2728.11,101.04,-1364.05,50.52,39778.63,-629.90,13259.54,-209.97,1837353899.59,466271011.66,306225649.93,77711835.28,-848487.22,-992010.49,-169697.44,-198402.10,-0.00,0.00,-0.00,0.00
99,-4.09,0.15,-1.36,0.05,53.04,-0.84,13.26,-0.21,2143579.55,543982.85,306225.65,77711.84,-1018.18,-1190.41,-169.70,-198.40,0.00,-0.00,0.00,-0.00
100,-0.01,0.00,-0.00,0.00,0.07,-0.00,0.01,-0.00,2449.81,621.69,306.23,77.71,-1.19,-1.39,-0.17,-0.20,-95877943351663246458300137472.00,3551015910133414322962956288.00,-95877943351663246458300137472.00,3551015910133414322962956288.00
101,28683623080498364.00,-509987795791833.25,28683623080498364.00,-509987795791833.25,0.19,0.21,0.19,0.21,2.76,0.70,0.31,0.08,-0.08,-0.10,-0.08,-0.10,-191755886703326492641722368.00,7102031820266828405407744.00,-95877943351663246320861184.00,3551015910133414202703872.00
102,57367246160996.73,-1019975591583.67,28683623080498.36,-509987795791.83,-3128974.14,-3508175.27,-3128974.14,-3508175.27,0.01,0.00,0.01,0.00,4000307123385.17,4088531659427.24,4000307123385.17,4088531659427.24,-287633830054989754531840.00,10653047730400242171904.00,-95877943351663245918208.00,3551015910133414232064.00
103,86050869241.50,-1529963387.38,28683623080.50,-509987795.79,-6257.95,-7016.35,-3128.97,-3508.18,0.00,0.00,0.00,0.00,8000614246.77,8177063318.85,4000307123.39,4088531659.43,-383511773406652989440.00,14204063640533655552.00,-95877943351663247360.00,3551015910133414400.00
