//CSV contenant les positions et les vitesses de N=5 particules évoluant dans un espace infini durant T=1000 tours.
//Chaque particule est décrite à chaque tour par sa position x et y et sa vitesse vx et vy (ex pour la particule 0 : x0,y0,vx0,vy0).

Tour,x0,y0,vx0,vy0,x1,y1,vx1,vy1,x2,y2,vx2,vy2,x3,y3,vx3,vy3,x4,y4,vx4,vy4
190,1873.00,900.00,10.00,5.00,1326.00,-458.00,7.00,-2.00,254.98,280.00,1.00,2.00,-102.86,-1722.07,-1.00,-9.00,1397.00,752.00,7.00,4.00
200,1973.00,950.00,10.00,5.00,1396.00,-478.00,7.00,-2.00,264.98,300.00,1.00,2.00,-112.85,-1812.07,-1.00,-9.00,1467.00,792.00,7.00,4.00
210,2073.00,1000.00,10.00,5.00,1466.00,-498.00,7.00,-2.00,274.98,320.00,1.00,2.00,-122.85,-1902.07,-1.00,-9.00,1537.00,832.00,7.00,4.00
220,2173.00,1050.00,10.00,5.00,1536.00,-518.00,7.00,-2.00,284.98,340.00,1.00,2.00,-132.84,-1992.08,-1.00,-9.00,1607.00,872.00,7.00,4.00
230,2273.00,1100.00,10.00,5.00,1606.00,-538.00,7.00,-2.00,294.98,360.00,1.00,2.00,-142.83,-2082.08,-1.00,-9.00,1677.00,912.00,7.00,4.00
240,2373.00,1150.00,10.00,5.00,1676.00,-558.00,7.00,-2.00,304.98,380.00,1.00,2.00,-152.82,-2172.09,-1.00,-9.00,1747.00,952.00,7.00,4.00
250,2473.00,1200.00,10.00,5.00,1746.00,-578.00,7.00,-2.00,314.98,400.00,1.00,2.00,-162.82,-2262.09,-1.00,-9.00,1817.00,992.00,7.00,4.00
260,2573.00,1250.00,10.00,5.00,1816.00,-598.00,7.00,-2.00,324.98,420.00,1.00,2.00,-172.81,-2352.09,-1.00,-9.00,1887.00,1032.00,7.00,4.00
270,2673.00,1300.00,10.00,5.00,1886.00,-618.00,7.00,-2.00,334.98,440.00,1.00,2.00,-182.80,-2442.10,-1.00,-9.00,1957.00,1072.00,7.00,4.00
280,2773.00,1350.00,10.00,5.00,1956.00,-638.00,7.00,-2.00,344.98,460.00,1.00,2.00,-192.79,-2532.10,-1.00,-9.00,2027.00,1112.00,7.00,4.00
290,2873.00,1400.00,10.00,5.00,2026.00,-658.00,7.00,-2.00,354.98,480.00,1.00,2.00,-202.78,-2622.10,-1.00,-9.00,2097.00,1152.00,7.00,4.00
300,2973.00,1450.00,10.00,5.00,2096.00,-678.00,7.00,-2.00,364.97,500.00,1.00,2.00,-212.78,-2712.11,-1.00,-9.00,2167.00,1192.00,7.00,4.00
310,3073.00,1500.00,10.00,5.00,2166.00,-698.00,7.00,-2.00,374.97,520.00,1.00,2.00,-222.77,-2802.11,-1.00,-9.00,2237.00,1232.01,7.00,4.00
320,3173.00,1550.00,10.00,5.00,2236.00,-718.00,7.00,-2.00,384.97,540.00,1.00,2.00,-232.76,-2892.11,-1.00,-9.00,2307.00,1272.01,7.00,4.00
330,3273.00,1600.00,10.00,5.00,2306.00,-738.00,7.00,-2.00,394.97,560.00,1.00,2.00,-242.75,-2982.12,-1.00,-9.00,2377.00,1312.01,7.00,4.00
340,3373.00,1650.00,10.00,5.00,2376.00,-758.00,7.00,-2.00,404.97,580.00,1.00,2.00,-252.75,-3072.12,-1.00,-9.00,2447.00,1352.01,7.00,4.00
350,3473.00,1700.00,10.00,5.00,2446.00,-778.00,7.00,-2.00,414.97,600.00,1.00,2.00,-262.74,-3162.13,-1.00,-9.00,2517.00,1392.01,7.00,4.00
360,3573.00,1750.00,10.00,5.00,2516.00,-798.00,7.00,-2.00,424.97,620.00,1.00,2.00,-272.73,-3252.13,-1.00,-9.00,2587.00,1432.01,7.00,4.00
370,3673.00,1800.00,10.00,5.00,2586.00,-818.00,7.00,-2.00,434.97,640.00,1.00,2.00,-282.72,-3342.13,-1.00,-9.00,2657.00,1472.01,7.00,4.00
380,3773.00,1850.00,10.00,5.00,2656.00,-838.00,7.00,-2.00,444.97,660.00,1.00,2.00,-292.72,-3432.14,-1.00,-9.00,2727.00,1512.01,7.00,4.00
390,3873.00,1900.00,10.00,5.00,2726.00,-858.00,7.00,-2.00,454.97,680.00,1.00,2.00,-302.71,-3522.14,-1.00,-9.00,2797.00,1552.01,7.00,4.00
400,3973.00,1950.00,10.00,5.00,2796.00,-878.00,7.00,-2.00,464.97,700.00,1.00,2.00,-312.70,-3612.14,-1.00,-9.00,2867.00,1592.01,7.00,4.00
410,4073.00,2000.00,10.00,5.00,2866.00,-898.00,7.00,-2.00,474.97,720.00,1.00,2.00,-322.69,-3702.15,-1.00,-9.00,2937.00,1632.01,7.00,4.00
420,4173.00,2050.00,10.00,5.00,2936.00,-918.00,7.00,-2.00,484.96,740.00,1.00,2.00,-332.68,-3792.15,-1.00,-9.00,3007.00,1672.01,7.00,4.00
430,4273.00,2100.00,10.00,5.00,3006.00,-938.00,7.00,-2.00,494.96,760.00,1.00,2.00,-342.68,-3882.16,-1.00,-9.00,3077.00,1712.01,7.00,4.00
440,4373.00,2150.00,10.00,5.00,3076.00,-958.00,7.00,-2.00,504.96,780.00,1.00,2.00,-352.67,-3972.16,-1.00,-9.00,3147.00,1752.01,7.00,4.00
450,4473.00,2200.00,10.00,5.00,3146.00,-978.00,7.00,-2.00,514.96,800.00,1.00,2.00,-362.66,-4062.16,-1.00,-9.00,3217.00,1792.01,7.00,4.00
460,4573.00,2250.00,10.00,5.00,3216.00,-998.00,7.00,-2.00,524.96,820.00,1.00,2.00,-372.65,-4152.17,-1.00,-9.00,3287.00,1832.01,7.00,4.00
470,4673.00,2300.00,10.00,5.00,3286.00,-1018.00,7.00,-2.00,534.96,840.00,1.00,2.00,-382.65,-4242.17,-1.00,-9.00,3357.00,1872.01,7.00,4.00
480,4773.00,2350.00,10.00,5.00,3356.00,-1038.00,7.00,-2.00,544.96,860.00,1.00,2.00,-392.64,-4332.17,-1.00,-9.00,3427.00,1912.01,7.00,4.00
490,4873.00,2400.00,10.00,5.00,3426.00,-1058.00,7.00,-2.00,554.96,880.00,1.00,2.00,-402.63,-4422.18,-1.00,-9.00,3497.00,1952.01,7.00,4.00
500,4973.00,2450.00,10.00,5.00,3496.00,-1078.00,7.00,-2.00,564.96,900.00,1.00,2.00,-412.62,-4512.18,-1.00,-9.00,3567.00,1992.01,7.00,4.00
510,5073.00,2500.00,10.00,5.00,3566.00,-1098.00,7.00,-2.00,574.96,920.00,1.00,2.00,-422.62,-4602.18,-1.00,-9.00,3637.00,2032.01,7.00,4.00
520,5173.00,2550.00,10.00,5.00,3636.00,-1118.00,7.00,-2.00,584.96,940.00,1.00,2.00,-432.61,-4692.19,-1.00,-9.00,3707.00,2072.01,7.00,4.00
530,5273.00,2600.00,10.00,5.00,3706.00,-1138.00,7.00,-2.00,594.96,960.00,1.00,2.00,-442.60,-4782.19,-1.00,-9.00,3777.00,2112.01,7.00,4.00
540,5373.00,2650.00,10.00,5.00,3776.00,-1158.00,7.00,-2.00,604.95,980.00,1.00,2.00,-452.59,-4872.20,-1.00,-9.00,3847.00,2152.01,7.00,4.00
550,5473.00,2700.00,10.00,5.00,3846.00,-1178.00,7.00,-2.00,614.95,1000.00,1.00,2.00,-462.58,-4962.20,-1.00,-9.00,3917.00,2192.01,7.00,4.00
560,5573.00,2750.00,10.00,5.00,3916.00,-1198.00,7.00,-2.00,624.95,1020.00,1.00,2.00,-472.58,-5052.20,-1.00,-9.00,3987.00,2232.01,7.00,4.00
570,5673.00,2800.00,10.00,5.00,3986.00,-1218.00,7.00,-2.00,634.95,1040.00,1.00,2.00,-482.57,-5142.21,-1.00,-9.00,4057.00,2272.01,7.00,4.00
580,5773.00,2850.00,10.00,5.00,4056.00,-1238.00,7.00,-2.00,644.95,1060.00,1.00,2.00,-492.56,-5232.21,-1.00,-9.00,4127.00,2312.01,7.00,4.00
590,5873.00,2900.00,10.00,5.00,4126.00,-1258.00,7.00,-2.00,654.95,1080.00,1.00,2.00,-502.55,-5322.21,-1.00,-9.00,4197.00,2352.01,7.00,4.00
600,5973.00,2950.00,10.00,5.00,4196.00,-1278.00,7.00,-2.00,664.95,1100.00,1.00,2.00,-512.55,-5412.22,-1.00,-9.00,4267.00,2392.01,7.00,4.00
610,6073.00,3000.00,10.00,5.00,4266.00,-1298.00,7.00,-2.00,674.95,1120.00,1.00,2.00,-522.54,-5502.22,-1.00,-9.00,4337.00,2432.01,7.00,4.00
620,6173.00,3050.00,10.00,5.00,4336.00,-1318.00,7.00,-2.00,684.95,1140.00,1.00,2.00,-532.53,-5592.23,-1.00,-9.00,4407.00,2472.01,7.00,4.00
630,6273.00,3100.00,10.00,5.00,4406.00,-1338.00,7.00,-2.00,694.95,1160.00,1.00,2.00,-542.52,-5682.23,-1.00,-9.00,4477.00,2512.01,7.00,4.00
640,6373.00,3150.00,10.00,5.00,4476.00,-1358.00,7.00,-2.00,704.95,1180.00,1.00,2.00,-552.52,-5772.23,-1.00,-9.00,4547.00,2552.01,7.00,4.00
650,6473.00,3200.00,10.00,5.00,4546.00,-1378.00,7.00,-2.00,714.94,1200.00,1.00,2.00,-562.51,-5862.24,-1.00,-9.00,4617.00,2592.01,7.00,4.00
660,6573.00,3250.00,10.00,5.00,4616.00,-1398.00,7.00,-2.00,724.94,1220.00,1.00,2.00,-572.50,-5952.24,-1.00,-9.00,4687.00,2632.01,7.00,4.00
670,6673.00,3300.00,10.00,5.00,4686.00,-1418.00,7.00,-2.00,734.94,1240.00,1.00,2.00,-582.49,-6042.24,-1.00,-9.00,4757.00,2672.01,7.00,4.00
680,6773.00,3350.00,10.00,5.00,4756.00,-1438.00,7.00,-2.00,744.94,1260.00,1.00,2.00,-592.48,-6132.25,-1.00,-9.00,4827.00,2712.01,7.00,4.00
690,6873.00,3400.00,10.00,5.00,4826.00,-1458.00,7.00,-2.00,754.94,1280.00,1.00,2.00,-602.48,-6222.25,-1.00,-9.00,4897.00,2752.01,7.00,4.00
700,6973.00,3450.00,10.00,5.00,4896.00,-1478.00,7.00,-2.00,764.94,1300.00,1.00,2.00,-612.47,-6312.26,-1.00,-9.00,4967.00,2792.01,7.00,4.00
710,7073.00,3500.00,10.00,5.00,4966.00,-1498.00,7.00,-2.00,774.94,1320.00,1.00,2.00,-622.46,-6402.26,-1.00,-9.00,5037.00,2832.01,7.00,4.00
720,7173.00,3550.00,10.00,5.00,5036.00,-1518.00,7.00,-2.00,784.94,1340.00,1.00,2.00,-632.45,-6492.26,-1.00,-9.00,5107.00,2872.01,7.00,4.00
730,7273.00,3600.00,10.00,5.00,5106.00,-1538.00,7.00,-2.00,794.94,1360.00,1.00,2.00,-642.45,-6582.27,-1.00,-9.00,5177.00,2912.01,7.00,4.00
740,7373.00,3650.00,10.00,5.00,5176.00,-1558.00,7.00,-2.00,804.94,1380.00,1.00,2.00,-652.44,-6672.27,-1.00,-9.00,5247.00,2952.01,7.00,4.00
750,7473.00,3700.00,10.00,5.00,5246.00,-1578.00,7.00,-2.00,814.94,1400.00,1.00,2.00,-662.43,-6762.27,-1.00,-9.00,5317.00,2992.01,7.00,4.00
760,7573.00,3750.00,10.00,5.00,5316.00,-1598.00,7.00,-2.00,824.94,1420.00,1.00,2.00,-672.42,-6852.28,-1.00,-9.00,5387.00,3032.01,7.00,4.00
770,7673.00,3800.00,10.00,5.00,5386.00,-1618.00,7.00,-2.00,834.93,1440.00,1.00,2.00,-682.42,-6942.28,-1.00,-9.00,5457.00,3072.01,7.00,4.00
780,7773.00,3850.00,10.00,5.00,5456.00,-1638.00,7.00,-2.00,844.93,1460.00,1.00,2.00,-692.41,-7032.28,-1.00,-9.00,5527.00,3112.01,7.00,4.00
790,7873.00,3900.00,10.00,5.00,5526.00,-1658.00,7.00,-2.00,854.93,1480.00,1.00,2.00,-702.40,-7122.29,-1.00,-9.00,5597.00,3152.01,7.00,4.00
800,7973.00,3949.99,10.00,5.00,5596.00,-1678.00,7.00,-2.00,864.93,1500.00,1.00,2.00,-712.39,-7212.29,-1.00,-9.00,5667.00,3192.01,7.00,4.00
810,8073.00,3999.99,10.00,5.00,5666.00,-1698.00,7.00,-2.00,874.93,1520.00,1.00,2.00,-722.38,-7302.30,-1.00,-9.00,5737.00,3232.01,7.00,4.00
820,8173.00,4049.99,10.00,5.00,5736.00,-1718.00,7.00,-2.00,884.93,1540.00,1.00,2.00,-732.38,-7392.30,-1.00,-9.00,5807.00,3272.01,7.00,4.00
830,8273.00,4099.99,10.00,5.00,5806.00,-1738.00,7.00,-2.00,894.93,1560.00,1.00,2.00,-742.37,-7482.30,-1.00,-9.00,5877.00,3312.01,7.00,4.00
840,8373.00,4149.99,10.00,5.00,5876.00,-1758.00,7.00,-2.00,904.93,1580.00,1.00,2.00,-752.36,-7572.31,-1.00,-9.00,5947.00,3352.01,7.00,4.00
850,8473.00,4199.99,10.00,5.00,5946.00,-1778.00,7.00,-2.00,914.93,1600.00,1.00,2.00,-762.35,-7662.31,-1.00,-9.00,6017.00,3392.01,7.00,4.00
860,8573.00,4249.99,10.00,5.00,6016.00,-1798.00,7.00,-2.00,924.93,1620.00,1.00,2.00,-772.35,-7752.31,-1.00,-9.00,6086.99,3432.02,7.00,4.00
870,8673.00,4299.99,10.00,5.00,6086.00,-1818.00,7.00,-2.00,934.93,1640.00,1.00,2.00,-782.34,-7842.32,-1.00,-9.00,6156.99,3472.02,7.00,4.00
880,8773.00,4349.99,10.00,5.00,6156.00,-1838.00,7.00,-2.00,944.92,1660.00,1.00,2.00,-792.33,-7932.32,-1.00,-9.00,6226.99,3512.02,7.00,4.00
890,8873.00,4399.99,10.00,5.00,6226.00,-1858.00,7.00,-2.00,954.92,1680.00,1.00,2.00,-802.32,-8022.33,-1.00,-9.00,6296.99,3552.02,7.00,4.00
900,8973.00,4449.99,10.00,5.00,6296.00,-1878.00,7.00,-2.00,964.92,1700.00,1.00,2.00,-812.32,-8112.33,-1.00,-9.00,6366.99,3592.02,7.00,4.00
910,9073.00,4499.99,10.00,5.00,6366.00,-1898.00,7.00,-2.00,974.92,1720.00,1.00,2.00,-822.31,-8202.33,-1.00,-9.00,6436.99,3632.02,7.00,4.00
920,9173.00,4549.99,10.00,5.00,6436.00,-1918.00,7.00,-2.00,984.92,1740.00,1.00,2.00,-832.30,-8292.34,-1.00,-9.00,6506.99,3672.02,7.00,4.00
930,9273.00,4599.99,10.00,5.00,6506.00,-1938.00,7.00,-2.00,994.92,1760.00,1.00,2.00,-842.29,-8382.34,-1.00,-9.00,6576.99,3712.02,7.00,4.00
940,9373.00,4649.99,10.00,5.00,6576.00,-1958.00,7.00,-2.00,1004.92,1780.00,1.00,2.00,-852.28,-8472.34,-1.00,-9.00,6646.99,3752.02,7.00,4.00
950,9473.00,4699.99,10.00,5.00,6646.00,-1978.00,7.00,-2.00,1014.92,1800.00,1.00,2.00,-862.28,-8562.35,-1.00,-9.00,6716.99,3792.02,7.00,4.00
960,9573.00,4749.99,10.00,5.00,6716.00,-1998.00,7.00,-2.00,1024.92,1820.00,1.00,2.00,-872.27,-8652.35,-1.00,-9.00,6786.99,3832.02,7.00,4.00
970,9673.00,4799.99,10.00,5.00,6786.00,-2018.00,7.00,-2.00,1034.92,1840.00,1.00,2.00,-882.26,-8742.35,-1.00,-9.00,6856.99,3872.02,7.00,4.00
980,9773.00,4849.99,10.00,5.00,6856.00,-2038.00,7.00,-2.00,1044.92,1860.00,1.00,2.00,-892.25,-8832.36,-1.00,-9.00,6926.99,3912.02,7.00,4.00
990,9873.00,4899.99,10.00,5.00,6926.00,-2058.00,7.00,-2.00,1054.92,1880.00,1.00,2.00,-902.25,-8922.36,-1.00,-9.00,6996.99,3952.02,7.00,4.00
